Dutch	English
Polen	Poland
Categorie:Polen	Poland
IJsbeer	Polar bear
Polaris	Polaris
Politie	Police
Poliomyelitis	Poliomyelitis
Politieke partij	Political party
Politicologie	Political science
Categorie:Politicologie	Political science
Politicus	Politician
Politiek	Politics
Categorie:Politiek	Politics
Stuifmeel	Pollen
Bestuiving	Pollination
Milieuverontreiniging	Pollution
Polo (sport)	Polo
Polonium	Polonium
Polyetheen	Polyethylene
Polygamie	Polygamy
Veelhoek	Polygon
Polyhedron	Polyhedron
Polyhymnia	Polyhymnia
Polymeer	Polymer
Polynesië	Polynesia
Polynoom	Polynomial
Polytheïsme	Polytheism
Polyvinylchloride	Polyvinyl chloride
Granaatappel	Pomegranate
Pompelmoes	Pomelo
Pompeii	Pompeii
Pompeius	Pompey
Pontius Pilatus	Pontius Pilate
Pop-art	Pop art
Popmuziek	Pop music
Paus	Pope
Paus Alexander VI	Pope Alexander VI
Populier	Poplar
Bevolking	Population
Populisme	Populism
Porselein	Porcelain
Pornografie	Pornography
Haven	Port
Port Louis (stad)	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland (Oregon)	Portland
Portland	Portland
Porto (stad)	Porto
Portret	Portrait
Portsmouth (Engeland)	Portsmouth
Portugal	Portugal
Categorie:Portugal	Portugal
Poseidon (mythologie)	Poseidon
Positron	Positron
Postzegel	Postage stamp
Postcode	Postal code
Postmodernisme	Postmodernism
Kalium	Potassium
Kaliumnitraat	Potassium nitrate
Aardappel	Potato
Potentiële energie	Potential energy
Potsdam	Potsdam
Pond (massa)	Pound (mass)
Pond sterling	Pound sterling
Armoede	Poverty
Vermogen (natuurkunde)	Power (physics)
Elektriciteitscentrale	Power station
Praetor	Praetor
Praag	Prague
Categorie:Praag	Prague
Praia	Praia
Praseodymium	Praseodymium
Gebed	Prayer
Precambrium	Precambrian
Precessie	Precession
Neerslag (atmosfeer)	Precipitation (meteorology)
Zwangerschap	Pregnancy
Prehistorie	Prehistory
Categorie:Prehistorie	Prehistory
President	President
President van de Verenigde Staten	President of the United States
Druk	Pressure
Pretoria	Pretoria
Priamus	Priam
Prijs (betaling)	Price
Priester	Priest
Primaten	Primate
Categorie:Primaat	Primates
Meridiaan van Greenwich	Prime Meridian
Minister-president	Prime minister
Priemgetal	Prime number
Prins Edwardeiland (Canada)	Prince Edward Island
Philip Mountbatten	Prince Philip
Prins van Wales	Prince of Wales
Princeton-universiteit	Princeton University
Relativiteitstheorie	Principle of relativity
Boekdrukkunst	Printing
Prion	Prion
Prisma (wiskunde)	Prism (geometry)
Prisma (optica)	Prism (optics)
Gevangenis	Prison
Krijgsgevangene	Prisoner of war
Prix Goncourt	Prix Goncourt
Kans (statistiek)	Probability
Kansrekening	Probability theory
Categorie:Kansrekening	Probability theory
Kleine beren	Procyonidae
Professor	Professor
Winst (onderneming)	Profit
Programmeur	Programmer
Programmeertaal	Programming language
Progressieve rock	Progressive rock
Project	Project
Prokaryoten	Prokaryote
Prolog	Prolog
Prometheus (mythologie)	Prometheus
Promethium	Promethium
Voornaamwoord	Pronoun
Propaganda (communicatie)	Propaganda
Propaan	Propane
Profeet	Prophet
Proza	Prose
Prostaat	Prostate
Protactinium	Protactinium
Protectoraat	Protectorate
Proteïne	Protein
Proterozoïcum	Proterozoic
Reformatie	Protestant Reformation
Protestantisme	Protestantism
Protisten	Protist
Categorie:Protista	Protista
Protocol	Protocol
Proton (deeltje)	Proton
Protozoa	Protozoa
Providence (Rhode Island)	Providence
Proxima Centauri	Proxima Centauri
Prunus	Prunus
Pruisen	Prussia
Psalmen	Psalms
Pseudoniem	Pseudonym
Categorie:Pseudowetenschap	Pseudoscience
Pseudowetenschap	Pseudoscience
Psi (letter)	Psi (letter)
Psoriasis	Psoriasis
Psychiatrie	Psychiatry
Categorie:Psychiatrie	Psychiatry
Psychoanalyse	Psychoanalysis
Psychologie	Psychology
Categorie:Psychologie	Psychology
Psychose	Psychosis
Psychotherapie	Psychotherapy
Ptah	Ptah
Pterosauriërs	Pterosaur
Ptolemaeën	Ptolemaic dynasty
Claudius Ptolemaeus	Ptolemy
Puberteit	Puberty
Publiek domein	Public domain
Public relations	Public relations
Puerto Rico	Puerto Rico
Categorie:Puerto Rico	Puerto Rico
Pula (Kroatië)	Pula
Katrol	Pulley
Pulsar	Pulsar
Pomp (machine)	Pump
Leesteken	Punctuation
Punjab (India)	Punjab (India)
Categorie:Punk	Punk
Punk (muziek)	Punk rock
Pupil (oog)	Pupil
Achtersteven (sterrenbeeld)	Puppis
Pyongyang	Pyongyang
Piramide (bouwwerk)	Pyramid
Piramide (ruimtelijke figuur)	Pyramid (geometry)
Pyreneeën	Pyrenees
Pyriet	Pyrite
Pyrrusoverwinning	Pyrrhic victory
Pythagoras	Pythagoras
Python (programmeertaal)	Python (programming language)
Kompas (sterrenbeeld)	Pyxis
Q (letter)	Q
Qatar	Qatar
Categorie:Qatar	Qatar
Qin-dynastie	Qin Dynasty
Qing-dynastie	Qing Dynasty
Vierkantsvergelijking	Quadratic equation
Vierhoek	Quadrilateral
Quaestor (Rome)	Quaestor
Kwantumveldentheorie	Quantum field theory
Kwantummechanica	Quantum mechanics
Categorie:Kwantumfysica	Quantum mechanics
Quarantaine	Quarantine
Quark	Quark
Kwarts	Quartz
Quasar	Quasar
Quartair	Quaternary
Quaternion	Quaternion
Québec (provincie)	Quebec
Categorie:Québec	Quebec
Québec (stad)	Quebec City
Quechua (taal)	Quechua
Dame (schaken)	Queen (chess)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Vraagteken	Question mark
Quetzalcoatl	Quetzalcoatl
Kweepeer	Quince
Quito	Quito
R (letter)	R
RAF	RAF (disambiguation)
Redundant Array of Independent Disks	RAID
RNA	RNA
Ra (god)	Ra
Rabat (Marokko)	Rabat
Rabbijn	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Wasbeerhond	Raccoon Dog
Menselijk ras	Race
Rachel Carson	Rachel Carson
Racisme	Racism
Categorie:Racisme	Racism
Radar	Radar
Radiaal	Radian
Categorie:Radio	Radio
Radiotelescoop	Radio telescope
Radioactief verval	Radioactive decay
C14-datering	Radiocarbon dating
Radiologie	Radiology
Radium	Radium
Straal (wiskunde)	Radius
Radon (element)	Radon
Regen (neerslag)	Rain
Regenboog (optica)	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh (North Carolina)	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama	Rama
Ramadan	Ramadan
Ramayana	Ramayana
Ramses II	Ramesses II
Random Access Memory	Random access memory
Ranonkelfamilie	Ranunculaceae
Verkrachting	Rape
Koolzaad	Rapeseed
Rafaël Santi	Raphael
Rafaël (aartsengel)	Raphael (archangel)
Categorie:Metro	Rapid transit
Framboos	Raspberry
Rattus	Rat
Rationaal getal	Rational number
Loopvogels	Ratite
Ravenna (stad)	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Read Only Memory	Read-only memory
Reëel getal	Real number
Recessie	Recession
Recife	Recife
Rechthoek	Rectangle
Gelijkrichter	Rectifier
Recursie	Recursion
Hergebruik	Recycling
Rood (kleur)	Red
Rote Armee Fraktion	Red Army Faction
Edelhert	Red Deer
Vos (dier)	Red Fox
Kleine panda	Red Panda
Rode Zee	Red Sea
Rode bloedcel	Red blood cell
Rode dwerg	Red dwarf
Rode reus	Red giant
Roodverschuiving	Redshift
Roodverschuiving	Redshift (disambiguation)
Reduced Instruction Set Computer	Reduced instruction set computer
Volksraadpleging	Referendum
Lichtbreking	Refraction
Brekingsindex	Refractive index
Vluchteling	Refugee
Regent (bestuurder)	Regent
Reggae	Reggae
Regiment	Regiment
Regina (Canada)	Regina
Regio	Region
Reims	Reims
Reïncarnatie	Reincarnation
Rendier	Reindeer
Relatie (wiskunde)	Relation (mathematics)
Relativisme	Relativism
Categorie:Relativiteit	Relativity
Relais	Relay
Religie	Religion
Categorie:Religie	Religion
Genootschap der Vrienden	Religious Society of Friends
Rembrandt van Rijn	Rembrandt
Renaissance	Renaissance
Categorie:Renaissance	Renaissance
Voortplanting (biologie)	Reproduction
Reptielen	Reptile
Republiek	Republic
Republiek China	Republic of China
Ierland (land)	Republic of Ireland
Categorie:Ierland	Republic of Ireland
Congo-Brazzaville	Republic of the Congo
Categorie:Congo-Brazzaville	Republic of the Congo
Republikeinse Partij (Verenigde Staten)	Republican Party (United States)
Requiem (muziek)	Requiem
Elektrische weerstand (component)	Resistor
Restaurant	Restaurant
Net (sterrenbeeld)	Reticulum
Netvlies	Retina
Retinol	Retinol
Revolutie	Revolution
Revolver (wapen)	Revolver
Rhea (maan)	Rhea (moon)
Rhea (mythologie)	Rhea (mythology)
Renium	Rhenium
Retorica	Rhetoric
Categorie:Retorica	Rhetoric
Rijn	Rhine
Neushoorns	Rhinoceros
Rho (letter)	Rho (letter)
Rhode Island (staat)	Rhode Island
Categorie:Rhode Island	Rhode Island
Rodos (eiland)	Rhodes
Rhodium	Rhodium
Ruit (meetkunde)	Rhombus
Rijm (stijlfiguur)	Rhyme
Ritme	Rhythm
Rhythm-and-blues	Rhythm and blues
Rib (anatomie)	Rib
Riboflavine	Riboflavin
Ribosoom	Ribosome
Rijst	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (Pink Floyd)	Richard Wright (musician)
Richmond (Virginia)	Richmond
Riga	Riga
Rigel	Rigel
Rechte klimming	Right ascension
Ring (wiskunde)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio Grande (Río Bravo)	Rio Grande
Rio de Janeiro (stad)	Rio de Janeiro
Rio de Janeiro (staat)	Rio de Janeiro (state)
Rivier	River
Theems	River Thames
Riyad (stad)	Riyadh
Weg	Road
Roald Amundsen	Roald Amundsen
Robert Heinlein	Robert A. Heinlein
Robert Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Steen, papier, schaar	Rock
Rots (steen)	Rock (geology)
Rock-'n-roll	Rock and roll
Rock	Rock music
Categorie:Rock	Rock music
Raket	Rocket
Rocky Mountains	Rocky Mountains
Rococo	Rococo
Knaagdieren	Rodent
Ree	Roe Deer
Roentgenium	Roentgenium
Roger Bacon	Roger Bacon
Rooms-katholieke Kerk	Roman Catholic Church
Romeinse Rijk	Roman Empire
Romeinse Republiek	Roman Republic
Romeinse kalender	Roman calendar
Romeins recht	Roman law
Legioen	Roman legion
Romeinse mythologie	Roman mythology
Categorie:Romeinse godsdienst	Roman mythology
Roemenië	Romania
Categorie:Roemenië	Romania
Reto-Romaans	Romansh
Romantiek (stroming)	Romanticism
Rome (stad)	Rome
Categorie:Rome	Rome
Ronald Reagan	Ronald Reagan
Dakconstructie	Roof
Roek	Rook (bird)
Toren (schaken)	Rook (chess)
Roosevelt	Roosevelt
Wortel (plant)	Root
Rosa Parks	Rosa Parks
Rozenfamilie	Rosaceae
Rosales (orde)	Rosales
Rosario (Argentinië)	Rosario
Rozenkrans	Rosary
Rozen	Rose
Roseau (Dominica)	Roseau
Rozemarijn	Rosemary
Steen van Rosetta	Rosetta Stone
Rosj Hasjana	Rosh Hashanah
Rosszee	Ross Sea
Rostock	Rostock
Raderdieren	Rotifer
Rotterdam	Rotterdam
Router	Router
Roeien (sport)	Rowing (sport)
Royal Air Force	Royal Air Force
Royal Society	Royal Society
Rubber	Rubber
Rubicon (Italiaanse rivier)	Rubicon
Rubidium	Rubidium
Roebel	Ruble
Framboos	Rubus idaeus
Robijn (edelsteen)	Ruby
Ruby (programmeertaal)	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby (balspel)	Rugby football
Rupert Murdoch	Rupert Murdoch
Rusland	Russia
Categorie:Rusland	Russia
Russisch-orthodoxe Kerk	Russian Orthodox Church
Russische Revolutie	Russian Revolution (1917)
Russisch-Japanse Oorlog	Russo-Japanese War
Ruthenium	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Categorie:Rwanda	Rwanda
Rogge	Rye
S (letter)	S
Simple Object Access Protocol	SOAP
SOS	SOS
Sacrament	Sacrament
Sacramento (Californië)	Sacramento
Saddam Hoessein	Saddam Hussein
Safari (browser)	Safari (web browser)
Saffraan	Saffron
Pijl (sterrenbeeld)	Sagitta
Boogschutter	Sagittarius (constellation)
Sahara	Sahara
Zeil (schip)	Sail
Heilige (christendom)	Saint
Andreas (apostel)	Saint Andrew
Joris (heilige)	Saint George
Saint Kitts en Nevis	Saint Kitts and Nevis
Categorie:Saint Kitts en Nevis	Saint Kitts and Nevis
Saint Lawrencerivier	Saint Lawrence River
Saint Lucia	Saint Lucia
Categorie:Saint Lucia	Saint Lucia
Sint-Maarten (eiland)	Saint Martin
Nicolaas van Myra	Saint Nicholas
Patricius	Saint Patrick
Saint Paul (Minnesota)	Saint Paul
Petrus	Saint Peter
Sint-Petersburg	Saint Petersburg
Categorie:Sint-Petersburg	Saint Petersburg
Saint Vincent en de Grenadines	Saint Vincent and the Grenadines
Categorie:Saint Vincent en de Grenadines	Saint Vincent and the Grenadines
Sake	Sake
Saladin	Saladin
Salat	Salah
Salamanders	Salamander
Salem (Oregon)	Salem
Salerno (stad)	Salerno
Speeksel	Saliva
Salman Rushdie	Salman Rushdie
Zalmen	Salmonidae
Keukenzout	Salt
Zouten	Salt (chemistry)
Salt Lake City	Salt Lake City
Salvador (stad)	Salvador
Salzburg (stad)	Salzburg
Salzburg (deelstaat)	Salzburg (state)
Samara (stad)	Samara
Samarium	Samarium
Samarkand	Samarkand
Samoa	Samoa
Categorie:Samoa	Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samoerai	Samurai
San Antonio (Texas)	San Antonio
San Diego	San Diego
San Francisco	San Francisco
San José (Californië)	San Jose
San Juan (Puerto Rico)	San Juan
San Marino	San Marino
Categorie:San Marino	San Marino
San Marino (stad)	San Marino
San Salvador (stad)	San Salvador
Zand	Sand
Sandro Botticelli	Sandro Botticelli
Zandsteen	Sandstone
Sandwich (gerecht)	Sandwich
Sanskriet	Sanskrit
Kerstman	Santa Claus
Santa Fe (New Mexico)	Santa Fe
Santiago (Chili)	Santiago
Santiago	Santiago
Santiago de Cuba (stad)	Santiago de Cuba
Santo Domingo (Dominicaanse Republiek)	Santo Domingo
Santos	Santos (Săo Paulo)
Saffier	Sapphire
Sappho	Sappho
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sarcofaag	Sarcophagus
Sardine	Sardine
Sardinië	Sardinia
Sari (stad)	Sari
Sarin	Sarin
Saskatchewan	Saskatchewan
Satan	Satan
Satanisme	Satanism
Kunstmaan	Satellite
Satire	Satire
Zaterdag	Saturday
Saturnus (planeet)	Saturn
Categorie:Saturnus	Saturn
Saturnus	Saturn (disambiguation)
Saturnus (god)	Saturn (mythology)
Satyr	Satyr
Saus	Sauce
Saoedi-Arabië	Saudi Arabia
Categorie:Saoedi-Arabië	Saudi Arabia
Saul Bellow	Saul Bellow
Worst	Sausage
Savanne (landschap)	Savanna
Saksen (deelstaat)	Saxony
Categorie:Saksen	Saxony
Saxofoon	Saxophone
Scandinavië	Scandinavia
Categorie:Scandinavië	Scandinavia
Scandinavisch schiereiland	Scandinavian Peninsula
Scandium	Scandium
Schouderblad	Scapula
Schelde (rivier)	Scheldt
Scheme	Scheme (programming language)
Schizofrenie	Schizophrenia
Scholastiek	Scholasticism
Schoolgebouw	School
Schutzstaffel	Schutzstaffel
Wetenschap	Science
Categorie:Wetenschap	Science
Sciencefiction	Science fiction
Categorie:Sciencefiction	Science fiction
Wetenschappelijke methode	Scientific method
Wetenschapper	Scientist
Scientology	Scientology
Publius Cornelius Scipio Africanus maior	Scipio Africanus
Schaar	Scissors
Eekhoorns	Sciuridae
Schorpioenen	Scorpion
Schorpioen (sterrenbeeld)	Scorpius
Schotland	Scotland
Categorie:Schotland	Scotland
Grove den	Scots Pine
Schots-Gaelisch	Scottish Gaelic
Scouting	Scouting
Scrabble	Scrabble
Schroef (verbinding)	Screw
Schroevendraaier	Screwdriver
Scrotum	Scrotum
Beeldhouwer (sterrenbeeld)	Sculptor (constellation)
Beeldhouwkunst	Sculpture
Categorie:Beeldhouwkunst	Sculpture
Zee	Sea
Zeeotter	Sea Otter
Zeeanemonen	Sea anemone
Zeekomkommers	Sea cucumber
Zeeniveau	Sea level
Zee van Azov	Sea of Azov
Japanse Zee	Sea of Japan
Zee van Marmara	Sea of Marmara
Zee van Ochotsk	Sea of Okhotsk
Zee-egels	Sea urchin
Seaborgium	Seaborgium
Zeepaard	Seahorse
Zoekmachine	Search engine
Sears Tower	Sears Tower
Seizoen	Season
Seattle	Seattle
Seconde	Second
Tweede Kruistocht	Second Crusade
Tweede Vaticaans Concilie	Second Vatican Council
Tweede wet van de thermodynamica	Second law of thermodynamics
Sekte	Sect
Categorie:Beveiliging	Security
Sedimentair gesteente	Sedimentary rock
Zaad (plant)	Seed
Segovia (stad)	Segovia
Seine	Seine
Seismologie	Seismology
Selene	Selene
Seleen	Selenium
Seleucus I Nicator	Seleucus I Nicator
Semantiek	Semantics
Categorie:Semantiek	Semantics
Sperma	Semen
Puntkomma	Semicolon
Halfgeleider	Semiconductor
Semiotiek	Semiotics
Semieten	Semitic
Senaat (volksvertegenwoordiging)	Senate
Senegal	Senegal
Categorie:Senegal	Senegal
Seoel	Seoul
Seppuku	Seppuku
September	September
11 september	September 11
Aanslagen op 11 september 2001	September 11
17 september	September 17
29 september	September 29
Septuagint	Septuagint
Rij (wiskunde)	Sequence
Servië	Serbia
Categorie:Servië	Serbia
Servië en Montenegro	Serbia and Montenegro
Categorie:Servië en Montenegro	Serbia and Montenegro
Horigheid	Serfdom
Sergej Eisenstein	Sergei Eisenstein
Sergej Rachmaninov	Sergei Rachmaninoff
Reeks (wiskunde)	Series (mathematics)
Serine	Serine
Serotonine	Serotonin
Slang (sterrenbeeld)	Serpens
Server	Server (computing)
Verzameling (wiskunde)	Set
Seth (Egyptische mythologie)	Set (mythology)
Verzamelingenleer	Set theory
Categorie:Verzamelingenleer	Set theory
Sebastopol	Sevastopol
Zevenjarige Oorlog (18e eeuw)	Seven Years' War
SARS	Severe acute respiratory syndrome
Sevilla (stad)	Seville
Sekse	Sex
Geslachtsorgaan	Sex organ
Seksisme	Sexism
Sextant (navigatie)	Sextant
Geslachtsgemeenschap	Sexual intercourse
Categorie:Seksualiteit	Sexuality
Seksueel overdraagbare aandoening	Sexually transmitted disease
Seychellen	Seychelles
Categorie:Seychellen	Seychelles
Sjah	Shah
Shahadah	Shahadah
Sjamanisme	Shamanism
Sjanghai	Shanghai
Aandeel	Share (finance)
Shareware	Shareware
Sharia	Sharia
Haaien	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetlandeilanden	Shetland
Schild (bescherming)	Shield
Shikoku (Japan)	Shikoku
Shintoïsme	Shinto
Schip (transportmiddel)	Ship
Shiva	Shiva
Shogi	Shogi
Shogun	Shogun
Stenografie	Shorthand
Garnalen	Shrimp
Struik	Shrub
Siberië	Siberia
Siberische husky	Siberian Husky
Sichuan	Sichuan
Sicilië	Sicily
Categorie:Sicilië	Sicily
Siemens (eenheid)	Siemens (unit)
Sierra Leone	Sierra Leone
Categorie:Sierra Leone	Sierra Leone
Sigma (letter)	Sigma
Sigmund Freud	Sigmund Freud
Gebarentaal	Sign language
Sigrid Undset	Sigrid Undset
Sikhisme	Sikhism
Sikkim	Sikkim
Silezië	Silesia
Silicium	Silicon
Silicon Valley	Silicon Valley
Siliciumdioxide	Silicon dioxide
Zijde (textiel)	Silk
Zijderoute	Silk Road
Siluur	Silurian
Zilver	Silver
Simone de Beauvoir	Simone de Beauvoir
Zonde	Sin
Sinaï (schiereiland)	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapore	Singapore
Categorie:Singapore	Singapore
Single (muziek)	Single (music)
Sirene (halfgodin)	Siren
Zeekoeien	Sirenia
Sirius (ster)	Sirius
Sixtijnse Kapel	Sistine Chapel
Sisyphos	Sisyphus
Sitting Bull	Sitting Bull
Sitcom	Situation comedy
Zesdaagse Oorlog	Six-Day War
Skagerrak	Skagerrak
Skateboard	Skateboard
Categorie:Skelet	Skeletal system
Scepticisme	Skepticism
Huid	Skin
Skinhead	Skinhead
Skopje	Skopje
Schedel	Skull
Skylab	Skylab
Wolkenkrabber	Skyscraper
Slash (artiest)	Slash (musician)
Slavernij	Slavery
Slayer	Slayer
Slaap (rust)	Sleep
Slowakije	Slovakia
Categorie:Slowakije	Slovakia
Slovenië	Slovenia
Categorie:Slovenië	Slovenia
Dunne darm	Small intestine
Smog	Smog
Smolensk	Smolensk
Slangen	Snake
Snooker	Snooker
Sneeuw	Snow
Zeep (reiniging)	Soap
Sociale psychologie	Social psychology
Socialisme	Socialism
Categorie:Socialisme	Socialism
Parti Socialiste (Frankrijk)	Socialist Party (France)
Categorie:Mens en maatschappij	Society
Maatschappij	Society
Jezuïeten	Society of Jesus
Sociolinguïstiek	Sociolinguistics
Sociologie	Sociology
Categorie:Sociologie	Sociology
Socrates	Socrates
Natrium	Sodium
Natriumwaterstofcarbonaat	Sodium bicarbonate
Natriumchloride	Sodium chloride
Natriumhydroxide	Sodium hydroxide
Sofia (stad)	Sofia
Softbal	Softball
Categorie:Software	Software
Bodem	Soil
Nachtschadefamilie	Solanaceae
Categorie:Solanaceae	Solanaceae
Zonnestelsel	Solar System
Categorie:Zonnestelsel	Solar System
Fotovoltaïsche cel	Solar cell
Zonsverduistering	Solar eclipse
Zonne-energie	Solar energy
Zonnewind	Solar wind
Vaste stof	Solid
Solid state	Solid state
Solidarność	Solidarity
Salomo	Solomon
Salomonseilanden	Solomon Islands
Categorie:Salomonseilanden	Solomon Islands
Solon	Solon
Zonnewende	Solstice
Oplossing (scheikunde)	Solution
Oplosmiddel	Solvent
Somalië	Somalia
Categorie:Somalië	Somalia
Somerset	Somerset
Somme (departement)	Somme
Sonate	Sonata
Lied	Song
Hooglied	Song of Solomon
Sonnet	Sonnet
Sophia Loren	Sophia Loren
Sofistiek	Sophism
Sophokles	Sophocles
Sopraan (zangstem)	Soprano
Sorbonne	Sorbonne
Sorghum	Sorghum
Sorteeralgoritme	Sorting algorithm
Ziel	Soul
Geluid	Sound
Soep (voedsel)	Soup
Broncode	Source code
Zuid	South
Categorie:Zuid-Afrika	South Africa
Zuid-Amerika	South America
Categorie:Zuid-Amerika	South America
Zuid-Australië	South Australia
South Carolina	South Carolina
Categorie:South Carolina	South Carolina
Zuid-Chinese Zee	South China Sea
South Dakota	South Dakota
Categorie:South Dakota	South Dakota
Zuidereiland	South Island
Zuid-Korea	South Korea
Categorie:Zuid-Korea	South Korea
Zuidpool	South Pole
Zuid-Vietnam	South Vietnam
Zuidoost-Azië	Southeast Asia
Zuidelijk halfrond	Southern Hemisphere
Soevereiniteit	Sovereignty
Sovjet-Unie	Soviet Union
Categorie:Sovjet-Unie	Soviet Union
Sojaboon	Soybean
Ruimte (geografie)	Space
Ruimteveer	Space Shuttle
Ruimtestation	Space station
Ruimtevaartuig	Spacecraft
Spaghetti	Spaghetti
Spanje	Spain
Categorie:Spanje	Spain
Spam	Spam (electronic)
Spaanse Burgeroorlog	Spanish Civil War
Categorie:Spaans persoon	Spanish people
Spaans-Amerikaanse Oorlog	Spanish-American War
Sparta (Griekenland)	Sparta
Speer	Spear
Speciale relativiteitstheorie	Special relativity
Soort	Species
Spectroscopie	Spectroscopy
Snelheid	Speed
Lichtsnelheid	Speed of light
Speleologie	Speleology
Spencer Tracy	Spencer Tracy
Potvis	Sperm Whale
Zaadplanten	Spermatophyte
Zaadcel	Spermatozoon
Bol (lichaam)	Sphere
Sfinx	Sphinx
Specerij	Spice
Spinnen (dieren)	Spider
Spin (kwantummechanica)	Spin (physics)
Spinazie	Spinach
Ruggenmerg	Spinal cord
Spiraalvormig sterrenstelsel	Spiral galaxy
Milt	Spleen
Split	Split
Sponsdieren	Sponge
Sport	Sport
Spreadsheet	Spreadsheet
Spree	Spree
Lente	Spring (season)
Springfield (Illinois)	Springfield
Spyware	Spyware
Schubreptielen	Squamata
Vierkant (meetkunde)	Square (geometry)
Vierkante meter	Square metre
Vierkantswortel	Square root
Squash	Squash (sport)
Eekhoorn	Squirrel
Sri Lanka	Sri Lanka
Categorie:Sri Lanka	Sri Lanka
Saint Louis (Missouri)	St. Louis
Stadion	Stadium
Gebrandschilderd glas	Stained glass
Roestvast staal	Stainless steel
Stalinisme	Stalinism
Standard Generalized Markup Language	Standard Generalized Markup Language
Standaardafwijking	Standard deviation
Stanford-universiteit	Stanford University
Stanley Kubrick	Stanley Kubrick
Ster (hemellichaam)	Star
Davidster	Star of David
Zetmeel	Starch
Zeesterren	Starfish
Staat	State
Staten Island	Staten Island
Statistische thermodynamica	Statistical mechanics
Statistiek	Statistics
Categorie:Statistiek	Statistics
Vrijheidsbeeld (New York)	Statue of Liberty
Stavanger	Stavanger
Stoom	Steam
Stoommachine	Steam engine
Staal (metaal)	Steel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Stamcel	Stem cell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Steppe
Steradiaal	Steradian
Borstbeen	Sternum
Steroïde	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Beurshandel	Stock exchange
Stockholm	Stockholm
Stoa	Stoicism
Maag	Stomach
Steentijd	Stone Age
Stonehenge	Stonehenge
Ooievaars	Stork
Storm (wind)	Storm
Zeestraat	Strait
Straat van Gibraltar	Strait of Gibraltar
Straat van Hormuz	Strait of Hormuz
Straat Magellaan	Strait of Magellan
Straat van Messina	Strait of Messina
Categorie:Zeestraat	Straits
Straatsburg	Strasbourg
Strategie	Strategy
Stratigrafie	Stratigraphy
Stratosfeer	Stratosphere
Aardbei	Strawberry
Stress	Stress (medicine)
Snaartheorie	String theory
Beroerte	Stroke
Sterke kernkracht	Strong interaction
Strontium	Strontium
Structuralistische taalkunde	Structuralism
Sjabloon:Beg	Stub
Student	Student
Stoepa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx (mythologie)	Styx
Sub-Sahara Afrika	Sub-Saharan Africa
Subcultuur	Subculture
Sublimatie	Sublimation (chemistry)
Onderzeeboot	Submarine
Deelverzameling	Subset
Aftrekken (wiskunde)	Subtraction
Subversion	Subversion (software)
Sucre (Bolivia)	Sucre
Sacharose	Sucrose
Soedan	Sudan
Categorie:Soedan	Sudan
Sudoku	Sudoku
Suezkanaal	Suez Canal
Suffix	Suffix
Soefisme	Sufism
Tafelsuiker	Sugar
Soeharto	Suharto
Soekarno	Sukarno
Celebes	Sulawesi
Zwavel	Sulfur
Zwaveldioxide	Sulfur dioxide
Mosterdgas	Sulfur mustard
Zwavelzuur	Sulfuric acid
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sumer
Zomer	Summer
Sumo	Sumo
Zon	Sun
Categorie:Zon	Sun
