English	Slovak
Jesus	Ježiš Kristus
Jihad	Džihád
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Joan of Arc	Jana z Arku
Johann Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johannes Gutenberg	Johann Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams	John Adams (prezident USA)
John Cage	John Cage
John Calvin	Ján Kalvín
John Chrysostom	Ján Zlatoústy
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Herschel	John Herschel
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Napier	John Napier
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Wayne	John Wayne
John Wycliffe	Ján Viklef
John the Baptist	Ján Krstiteľ
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Joint	Kĺb (anatómia)
Jonathan Swift	Jonathan Swift
Jordan	Jordánsko
Jordan	Kategória:Jordánsko
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Joseph McCarthy	Joseph McCarthy
Joseph Priestley	Joseph Priestley
Joseph Pulitzer	Joseph Pulitzer
Joseph Schumpeter	Joseph Alois Schumpeter
Joseph Smith	Joseph Smith
Joseph Stalin	Josif Vissarionovič Stalin
Josephus	Flavius Iosephus
Joule	Joule
Journalism	Kategória:Žurnalistika
Journalism	Žurnalistika
Joystick	Joystick
Judaism	Kategória:Judaizmus
Judas Iscariot	Judáš Iškariotský
Judea	Júdsko
Judo	Džudo
Jujutsu	Džiudžicu
Jules Verne	Jules Verne
Julian calendar	Juliánsky kalendár
Julian the Apostate	Iulianus Apostata
Julius Caesar	Julius Caesar
July	Júl
July 1	1. júl
July 4	4. júl
June	Jún
June 14	14. jún
June 21	21. jún
June 23	23. jún
June 24	24. jún
June 29	29. jún
June 3	3. jún
Juneau	Juneau
Jupiter	Jupiter
Jupiter	Kategória:Jupiter
Jupiter (disambiguation)	Jupiter (rozlišovacia stránka)
Jupiter (mythology)	Jupiter (boh)
Jurassic	Jura (geochronologická jednotka)
Justinian I	Justinián I.
Jutland	Jutský polostrov
K	K
K2	K2 (vrch)
KGB	KGB
Kaaba	Kába
Kabbalah	Kabala
Kabul	Kábul
Kamchatka Peninsula	Kamčatka
Kamikaze	Kamikadze
Kampala	Kampala
Kangaroo	Kengurovité
Kansas	Kansas
Kansas	Kategória:Kansas
Kansas City	Kansas City (Missouri)
Kappa	Kapa
Kara Sea	Karské more
Karachi	Karáči
Karakoram	Karakoram
Karate	Karate
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Heinrich Marx
Karl Popper	Karl Raimund Popper
Karma	Karma
Karnataka	Karnátaka
Katharine Hepburn	Katharine Hepburnová
Kathmandu	Káthmandu
Katowice	Katovice
Kaunas	Kaunas
Kazakhstan	Kazachstan
Kazakhstan	Kategória:Kazachstan
Kazan	Kazaň
Kazimir Malevich	Kazimir Severinovič Malevič
Kelvin	Kelvin
Kent	Kent (grófstvo)
Kentucky	Kentucky
Kentucky	Kategória:Kentucky
Kenya	Keňa
Kenya	Kategória:Keňa
Kernel (computer science)	Jadro (informatika)
Kerosene	Petrolej
Ketone	Ketón
Keyboard (computing)	Počítačová klávesnica
Keyboard instrument	Klávesové nástroje
Khabarovsk	Chabarovsk
Kharkiv	Charkov
Khartoum	Chartúm
Kidney	Oblička
Kiev	Kyjev
Kigali	Kigali
Kilobyte	Kilobajt
Kilogram	Kilogram
Kilometre	Kilometer
Kilometres per hour	Kilometer za hodinu
Kimono	Kimono
Kinematics	Kinematika
Kinetic energy	Kinetická energia
King (chess)	Kráľ (šach)
Kingston	Kingston (Jamajka)
Kingstown	Kingstown
Kinshasa	Kinshasa
Kiribati	Kiribati
Kiribati	Kategória:Kiribati
Kiwi	Kiviovité
Knight (chess)	Jazdec (šach)
Knossos	Knossos
Knot (speed)	Námorný uzol
Knowledge	Vedenie (filozofia)
Knut Hamsun	Knut Hamsun
Kobe	Kóbe
Kola Peninsula	Kola (polostrov)
Kolkata	Kalkata
Komodo dragon	Varan komodský
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Korea	Kórea
Korea	Kategória:Kórea
Korean War	Kórejská vojna
Kosovo	Kosovo
Kosovo	Kategória:Kosovo
Krakatoa	Krakatoa
Krishna	Kršna
Krypton	Kryptón
Ku Klux Klan	Kukluxklan
Kuala Lumpur	Kuala Lumpur
Kublai Khan	Chubilaj
Kuiper belt	Kuiperov pás
Kumquat	Kumkvát
Kung fu (term)	Kung-fu
Kunlun Mountains	Kchun-lun
Kurdistan	Kurdistan
Kursk	Kursk
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuwait	Kuvajt (štát)
Kuwait	Kategória:Kuvajt (štát)
Kuwait City	Kuvajt (mesto)
KwaZulu-Natal	Kwa-Zulu Natal
Kyoto	Kjóto (mesto)
Kyrgyzstan	Kirgizsko
Kyrgyzstan	Kategória:Kirgizsko
L	L
LAMP (software bundle)	LAMP (softvér)
La Paz	La Paz (Bolívia)
La Plata	La Plata (mesto)
Labrador Retriever	Labradorský retríver
Lacerta	Súhvezdie Jašterica
Lactic acid	Kyselina mliečna
Lady Jane Grey	Jana Greyová
Lagomorpha	Dvojitozubce
Lagos	Lagos
Laissez-faire	Laissez-faire
Lake	Jazero
Lake Baikal	Bajkalské jazero
Lake Balaton	Blatenské jazero
Lake Constance	Bodamské jazero
Lake Huron	Hurónske jazero
Lake Ilmen	Iľmenské jazero
Lake Ladoga	Ladožské jazero
Lake Malawi	Malawi (jazero)
Lake Michigan	Michiganské jazero
Lake Onega	Onežské jazero
Lake Ontario	Ontárijské jazero
Lake Tanganyika	Tanganika (jazero)
Lake Victoria	Viktóriino jazero
Lambda	Lambda
Lamprey	Mihule
Lancashire	Lancashire
Lancelet	Kopijovce
Language	Jazyk (lingvistika)
Languedoc-Roussillon	Languedoc-Roussillon
Lansing	Lansing
Lanthanide	Lantanoid
Lanthanum	Lantán
Laos	Laos
Laos	Kategória:Laos
Laptev Sea	More Laptevovcov
Laptop	Notebook
Larva	Larva
Larynx	Hrtan
Las Vegas	Las Vegas
Laser	Laser
Lathe	Sústruh
Latin	Latinčina
Latin America	Latinská Amerika
Latin alphabet	Latinka
Latitude	Zemepisná šírka
Latvia	Lotyšsko
Latvia	Kategória:Lotyšsko
Laughter	Smiech
Laurasia	Laurázia
Lausanne	Lausanne
Lava	Láva
Law	Právo
Law	Kategória:Právo
Law enforcement	Kategória:Polícia
Lawrencium	Lawrencium
Lazio	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Lead	Olovo
Leaf	List (botanika)
League of Nations	Spoločnosť národov
Lebanon	Libanon
Lebanon	Kategória:Libanon
Leeds	Leeds
Left-handed	Ľavák
Leicester	Leicester
Leiden	Leiden
Leipzig	Lipsko
Lens (optics)	Šošovka (optika)
Leo (constellation)	Súhvezdie Lev
Leo I (emperor)	Lev I. (Byzantská ríša)
Leon Trotsky	Lev Davidovič Trockij
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brezhnev	Leonid Iľjič Brežnev
Leopard	Leopard škvrnitý
Lepidoptera	Motýle
Lepton	Leptón
Lepus (constellation)	Súhvezdie Zajac
Lesotho	Lesotho
Lesotho	Kategória:Lesotho
Lesser Antilles	Malé Antily
Leto	Léto
Letter (alphabet)	Písmeno
Leukemia	Leukémia
Levant	Levanta
Lever	Páka
Leviathan	Leviatan
Leviticus	Levitikus
Lexicology	Lexikológia
Lhasa	Lhasa
Lhotse	Lhoce
Liberalism	Liberalizmus
Liberalism	Kategória:Liberalizmus
Liberia	Libéria
Liberia	Kategória:Libéria
Libra (constellation)	Súhvezdie Váhy
Library	Knižnica
Libretto	Libreto
Libreville	Libreville
Libya	Líbya
Libya	Kategória:Líbya
Lichen	Lišajník
Lie	Lož
Liechtenstein	Lichtenštajnsko
Liechtenstein	Kategória:Lichtenštajnsko
Life	Život
Life	Kategória:Život
Light	Svetlo
Light-emitting diode	LED
Light-year	Svetelný rok
Lighthouse	Maják
Lightning	Blesk
Liguria	Ligúria
Ligurian Sea	Ligúrske more
Lilith	Lilit
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limestone	Vápenec
Limit (mathematics)	Limita
Limnology	Limnológia
Limousin (region)	Limuzínsko (región)
Lincoln	Lincoln (Nebraska)
Lincoln	Lincoln
Lincolnshire	Lincolnshire (grófstvo)
Linear algebra	Kategória:Lineárna algebra
Linear equation	Lineárna rovnica
Lingua franca	Lingua franca (dorozumievací jazyk)
Linguistics	Jazykoveda
Linguistics	Kategória:Jazykoveda
Linus Pauling	Linus Carl Pauling
Linux	Linux
Linux	Kategória:Linux
Linz	Linec
Lion	Lev púšťový
Lipid	Lipid
Liquid crystal display	Displej s kvapalnými kryštálmi
Lisbon	Lisabon
Lise Meitner	Lise Meitnerová
Lisp (programming language)	Lisp
Literacy	Gramotnosť
Literature	Literatúra
Literature	Kategória:Literatúra
Literature	Portál:Literatúra
Lithium	Lítium
Lithography	Litografia
Lithosphere	Litosféra
Lithuania	Litva
Lithuania	Kategória:Litva
Litre	Liter
Little Owl	Kuvik plačlivý
Liverpool	Liverpool
Livonia	Livónsko
Livy	Titus Livius
Ljubljana	Ľubľana
Local area network	Local Area Network
Loch Ness	Loch Ness
Locomotive	Rušeň
Logarithm	Logaritmus
Logic	Logika
Logic	Kategória:Logika
Logistics	Logistika (výrobné a obehové procesy)
Loire	Loire (departement)
Lombardy	Lombardia
London	Londýn
London	Kategória:Londýn
Long Beach	Long Beach
Long Island	Long Island
Long-eared Owl	Myšiarka ušatá
Lord's Prayer	Otčenáš
Lorraine (region)	Lotrinsko (región)
Los Angeles	Los Angeles
Lot (department)	Lot (departement)
Loudspeaker	Reproduktor (elektroakustický menič)
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louis the Pious	Ľudovít I. Pobožný
Louis the Stammerer	Ľudovít II. (Francúzsko)
Louisiana	Louisiana
Louisiana	Kategória:Louisiana
Louisville	Louisville (Kentucky)
Louvre	Louvre
Love	Láska
Lower Saxony	Dolné Sasko
Luanda	Luanda
Lublin	Lublin
Luciano Pavarotti	Luciano Pavarotti
Lucretius	Lucretius Carus
Lucrezia Borgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen (unit)	Lúmen (jednotka)
Luminescence	Luminiscencia
Lunar eclipse	Zatmenie Mesiaca
Lung	Pľúca
Lungfish	Dvojdyšníky
Lupus (constellation)	Súhvezdie Vlk
Lusaka	Lusaka
Lusitania	Luzitánia
Lute	Lutna
Lutetium	Lutécium
Lutheranism	Luteráni
Lux	Lux (jednotka)
Luxembourg	Luxembursko
Luxembourg	Kategória:Luxembursko
Luxembourg (city)	Luxemburg (mesto)
Lynx (constellation)	Súhvezdie Rys
Lynx (web browser)	Lynx (prehliadač)
Lyon	Lyon
Lyra	Súhvezdie Lýra
Lysergic acid diethylamide	Dietylamid kyseliny lysergovej
Lysosome	Lyzozóm
M	M
MESSENGER	MESSENGER
MS-DOS	MS-DOS
Macau	Macao
Macbeth	Macbeth
Macedon	Macedónia
Mach number	Machovo číslo
Machine	Stroj
Machine code	Strojový kód
Machine gun	Guľomet
Machine translation	Strojový preklad
Machu Picchu	Machu Picchu
Macintosh	Apple Macintosh
Macroeconomics	Makroekonómia
Madagascar	Madagaskar
Madagascar	Kategória:Madagaskar
Madeira	Madeira
Madison	Madison (Wisconsin)
Madonna (entertainer)	Madonna
Madrid	Madrid
Mafia	Mafia
Magazine	Časopis
Magic (paranormal)	Mágia
Maginot Line	Maginotova línia
Magma	Magma
Magna Carta	Magna charta
Magnesium	Horčík
Magnet	Magnet
Magnetic field	Magnetické pole
Magnetic resonance imaging	Zobrazovanie magnetickou rezonanciou
Magnetism	Magnetizmus
Magnetism	Kategória:Magnetizmus
Magnetite	Magnetit
Magnifying glass	Lupa
Magnoliopsida	Kategória:Magnólie
Mahatma Gandhi	Móhandás Karamčand Gándhí
Mahayana	Mahájána
Mail	Pošta
Maimonides	Maimonides
Main	Mohan
Main	Šablóna:Hlavný článok
Maine	Maine
Maine	Kategória:Maine
Maize	Kukurica siata
Major scale	Durová stupnica
Majorca	Malorka
Makalu	Makalu
Malabo	Malabo
Malachite	Malachit
Malaria	Malária
Malawi	Kategória:Malawi (štát)
Malaysia	Malajzia
Malaysia	Kategória:Malajzia
Malcolm X	Malcolm X
Maldives	Maldivy
Maldives	Kategória:Maldivy
Mali	Mali
Mali	Kategória:Mali
Mallard	Kačica divá
Malta	Malta
Malta	Kategória:Malta
Maltese language	Maltčina
Mammal	Cicavce
Mammoth	Mamut
Management	Manažment
Managua	Managua (mesto)
Manama	Manáma
Manatee	Lamantínovité
Manchester	Manchester
Manchuria	Mandžusko
Mandala	Mandala
Mandarin orange	Mandarínkovník
Mandelbrot set	Mandelbrotova množina
Manganese	Mangán
Mangrove	Mangrovník
Manhattan	Manhattan
Manhattan Project	Projekt Manhattan
Manichaeism	Manicheizmus
Manila	Manila
Manitoba	Manitoba
Mannerism	Manierizmus
Mannheim	Mannheim
Mantle (geology)	Zemský plášť
Mantra	Mantra
Manuel de Falla	Manuel de Falla
Manuscript	Manuskript
Mao Zedong	Ce-Tung Mao
Maoism	Maoizmus
Map	Mapa
Maple	Javor
Maputo	Maputo
Marathon	Maratón (beh)
Marble	Mramor
Marcel Proust	Marcel Proust
March	Marec
March 17	17. marec
March 19	19. marec
March 2	2. marec
March 25	25. marec
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Mead	Margaret Meadová
Margaret Thatcher	Margaret Thatcherová
Maria Callas	Maria Callasová
Mariana Islands	Mariány
Marie Antoinette	Mária Antoinetta
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mark Antony	Marcus Antonius
Mark Twain	Mark Twain
Market	Trh
Marketing	Marketing
Marketing	Kategória:Marketing
Markup language	Značkový jazyk
Mars	Kategória:Mars
Mars (disambiguation)	Mars (rozlišovacia stránka)
Mars (mythology)	Mars (boh)
Marseille	Marseille
Marshall Islands	Marshallove ostrovy
Marshall Islands	Kategória:Marshallove ostrovy
Marshall Plan	Marshallov plán
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King, Jr.
Martin Scorsese	Martin Scorsese
Martina Navratilova	Martina Navrátilová
Martinique	Martinik
Martyr	Mučeník
Marxism	Marxizmus
Marxism	Kategória:Marxizmus
Mary (mother of Jesus)	Panna Mária
Mary Magdalene	Mária Magdaléna
Mary Shelley	Mary Shelleyová
Mary Wollstonecraft	Mary Wollstonecraftová
Maryland	Maryland
Maryland	Kategória:Maryland
Maseru	Maseru
Mashhad	Mašhad
Mass	Hmotnosť
Mass (liturgy)	Omša
Mass number	Nukleónové číslo
Massachusetts	Massachusetts
Massachusetts	Kategória:Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbation	Masturbácia
Match	Zápalka (palička)
Materialism	Materializmus
Mathematical logic	Matematická logika
Mathematical logic	Kategória:Matematická logika
Mathematics	Matematika
Mathematics	Kategória:Matematika
Mathematics	Portál:Matematika
Matrix (mathematics)	Matica (matematika)
Matter	Hmota (fyzika)
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Maundy Thursday	Zelený štvrtok
Maurice Ravel	Maurice Ravel
Mauritania	Mauritánia
Mauritania	Kategória:Mauritánia
Mauritius	Maurícius
Mauritius	Kategória:Maurícius
Max Born	Max Born
Max Bruch	Max Bruch
Max Planck	Max Karl Ernst Ludwig Planck
Max Weber	Max Weber
Maxwell's equations	Maxwellove rovnice
May	Máj
May 1	1. máj
May 24	24. máj
Mayenne	Mayenne (departement)
Mayor	Starosta
Mbabane	Mbabane (mesto)
Mead	Medovina
Measles	Ružienka
Meat	Mäso
Mecca	Mekka
Mechanical engineering	Strojárstvo
Mechanical engineering	Kategória:Strojárstvo
Mechanics	Kategória:Mechanika
Mechanics	Mechanika
Medea	Medeia (mytológia)
Median	Medián
Medication	Farmakoterapia
Medicine	Medicína
Medicine	Kategória:Medicína
Meditation	Meditácia
Mediterranean Sea	Stredozemné more
Medusa	Medúza (mytológia)
Megabyte	Megabajt
Meiosis	Meióza
Meister Eckhart	Majster Eckhart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanézia
Melody	Melódia (hudba)
Melpomene	Melpomena
Melting	Topenie
Melting point	Teplota topenia
Memphis	Memphis (Tennessee)
Memphis	Mennofer
Mendelevium	Mendelevium
Mensa (constellation)	Súhvezdie Stolový vrch
Mental disorder	Duševná porucha
Mercantilism	Merkantilizmus
Mercenary	Žoldnier
Mercury	Merkúr (rozlišovacia stránka)
Mercury (element)	Ortuť (nerast)
Mercury (planet)	Merkúr
Meridian (geography)	Poludník
Meritocracy	Meritokracia
Mescaline	Meskalín
Mesolithic	Mezolit
Meson	Mezón
Mesopotamia	Mezopotámia
Mesopotamia	Kategória:Mezopotámia
Mesosphere	Mezosféra
Mesozoic	Mezozoikum
Messenger RNA	Mediátorová ribonukleová kyselina
Messiah	Mesiáš
Metabolism	Látková premena
Metadata	Metadáta
Metal	Kov
Metallic bond	Kovová väzba
Metallurgy	Metalurgia
Metallurgy	Kategória:Metalurgia
Metamorphic rock	Premenená hornina
Metaphor	Metafora
Metaphysics	Metafyzika
Metaphysics	Kategória:Metafyzika
Metastasis	Metastáza
Meteor shower	Meteorický roj
Meteorite	Meteorit
Meteoroid	Meteoroid
Meteorology	Kategória:Meteorológia
Meteorology	Meteorológia
Methadone	Metadón
Methamphetamine	Metamfetamín
Methanol	Metanol
Methionine	Metionín
Metis (moon)	Metis (mesiac)
Metre	Meter
Metric space	Metrický priestor
Meuse	Meuse (departement)
Mexico	Mexiko
Mexico	Kategória:Mexiko
Mexico City	Mexiko (mesto)
Miami	Miami
Michael (archangel)	Michal (anjel)
Michael Faraday	Michael Faraday
Michelangelo	Michelangelo Buonarroti
Michigan	Michigan
Michigan	Kategória:Michigan
Mick Jagger	Mick Jagger
Microbiology	Kategória:Mikrobiológia
Microeconomics	Mikroekonómia
Micronesia	Mikronézia (región)
Microorganism	Mikroorganizmus
Microphone	Mikrofón
Microscope	Mikroskop
Microscopium	Súhvezdie Mikroskop
Microwave	Mikrovlnné žiarenie
Microwave oven	Mikrovlnná rúra
Middle Ages	Stredovek
Middle Ages	Kategória:Stredovek
Middle East	Blízky východ
Middle East	Kategória:Blízky východ
Migraine	Migréna
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mikhail Bakunin	Michail Alexandrovič Bakunin
Mikhail Glinka	Michail Ivanovič Glinka
Mikhail Gorbachev	Michail Sergejevič Gorbačov
Milan	Miláno
Military	Kategória:Vojsko
Military rank	Vojenská hodnosť
Milk	Mlieko (cicavce)
Milky Way	Mliečna dráha
Millennium	Tisícročie
Millimetre	Milimeter
Million	Milión
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minaret	Minaret
Mineral	Nerast
Mineral water	Minerálna voda
Mineralogy	Mineralógia
Mineralogy	Kategória:Mineralógia
Minerva	Minerva
Minimalism	Minimal art
Mining	Baníctvo
Minister (government)	Minister
Minneapolis	Minneapolis
Minnesota	Minnesota
Minnesota	Kategória:Minnesota
Minor scale	Molová stupnica
Minsk	Minsk
Minute	Minúta
Miocene	Miocén
Miracle	Zázrak
Mirror	Zrkadlo
Mishnah	Mišna
Mississippi	Kategória:Mississippi (štát USA)
Mississippi River	Mississippi (rieka)
Missouri	Missouri (štát USA)
Missouri	Kategória:Missouri (štát USA)
Missouri River	Missouri (rieka)
Mitochondrion	Mitochondria
Mnemosyne	Mnemosyne (mytológia)
Mobile phone	Mobilný telefón
Modem	Modem
Modest Mussorgsky	Modest Petrovič Musorgskij
Modulation	Modulácia (elektronika)
Mogadishu	Mogadišo
Moirae	Moira
Moldova	Moldavsko
Moldova	Kategória:Moldavsko
Mole (unit)	Mól
Molecular biology	Molekulárna biológia
Molecular biology	Kategória:Molekulárna biológia
Molecule	Molekula
Mollusca	Mäkkýše
Molybdenum	Molybdén
Momentum	Hybnosť
Monaco	Monako
Monaco	Kategória:Monako
Monarch	Panovník
Monarchy	Panovník
Monarchy	Kategória:Monarchia
Monastery	Kláštor
Monday	Pondelok
Money	Peniaze
Mongolia	Mongolsko
Mongolia	Kategória:Mongolsko
Monica Seles	Monika Selešová
Monomer	Monomér
Monopoly	Monopol ponuky
Monopoly (game)	Monopoly
Monosaccharide	Monosacharid
Monosodium glutamate	Glutaman sodný
Monotheism	Monoteizmus
Monotreme	Vtákozobce
Monroe Doctrine	Monroeova doktrína
Monrovia	Monrovia
Mont Blanc	Mont Blanc
Montana	Montana
Montana	Kategória:Montana
Montenegro	Čierna Hora
Montenegro	Kategória:Čierna Hora
Montevideo	Montevideo
Montgomery	Montgomery (Alabama)
Month	Mesiac (časová jednotka)
Montpelier	Montpelier (Vermont)
Montreal	Montreal
Montserrat	Montserrat (ostrov)
Moon	Mesiac
Moose	Los obyčajný
Morality	Morálka
Moravia	Morava (región)
Morocco	Maroko
Morocco	Kategória:Maroko
Morpheme	Morféma
Morphine	Morfín
Morphology	Morfológia
Morphology (linguistics)	Tvaroslovie
Morse code	Medzinárodná Morseova abeceda
Mosaic	Mozaika
Moscow	Moskva
Moscow	Kategória:Moskva
Moselle	Moselle (departement)
Moses	Mojžiš
Mosque	Mešita
Moss	Machy
Mossad	Mosad
Motet	Moteto
Mother	Matka (biológia)
Mother Teresa	Matka Tereza
Motion (physics)	Pohyb (fyzika)
Motorcycle	Motocykel
Motto	Motto
Mount Ararat	Ararat (vrch v Turecku)
Mount Athos	Atos (polostrov)
Mount Etna	Etna
Mount Everest	Mount Everest
Mount Fuji	Fudžisan
Mount Kilimanjaro	Kilimandžáro
Mount McKinley	Mount McKinley
Mount Olympus	Olymp
Mount Pinatubo	Pinatubo
Mount St. Helens	Saint Helens
Mount Vesuvius	Vezuv
Mountain	Vrch (vyvýšenina)
Mountain bike	Horský bicykel
Mountain range	Pohorie
Mouse	Mus (rod)
Mouse (computing)	Myš (hardvér)
Mozambique	Mozambik
Mozambique	Kategória:Mozambik
Mu (letter)	Mí
Muezzin	Muezín
Muhammad	Mohamed
Muhammad Ali	Muhammad Ali
Mule	Mul
Multimedia	Multimédiá
Multiplication	Násobenie
Mumbai	Bombaj
Munich	Mníchov
Municipality	Obec (slovenská správna jednotka)
Muon	Mión
Murray Gell-Mann	Murray Gell-Mann
Musca	Súhvezdie Mucha
Muscat	Maskat
Muscle	Svalové tkanivo
Muse	Múza
Museum	Múzeum
Mushroom	Huby
Music	Hudba
Music	Kategória:Hudba
Musical instrument	Hudobný nástroj
Musical scale	Stupnica
Musician	Hudobník
Musicology	Muzikológia
Mute Swan	Labuť hrbozobá
Myanmar	Kategória:Mjanmarsko
Mycenae	Mykény
Mycology	Mykológia
Myopia	Krátkozrakosť
Mysticism	Mystika
Myth	Báj
Mythology	Mytológia
Mythology	Kategória:Mytológia
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	Organizácia Severoatlantickej zmluvy
NATO	Kategória:NATO
Nadine Gordimer	Nadine Gordimerová
Nadir	Nadir
Nagasaki	Nagasaki (Nagasaki)
Nagoya	Nagoja
Nahuatl	Nahuatl
Nail (anatomy)	Necht
Nail (fastener)	Klinec
Nairobi	Nairobi
Namibia	Namíbia
Namibia	Kategória:Namíbia
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanotechnology	Nanotechnológia
Nantes	Nantes (Francúzsko)
Napalm	Napalm
Naples	Neapol
Narcissus (mythology)	Narcis (mytológia)
Nashville	Nashville (Tennessee)
Nassau	Nassau
Nation	Národ
National Security Agency	National Security Agency
National anthem	Štátna hymna
National park	Národný park
Nationalism	Nacionalizmus
Nationalism	Kategória:Nacionalizmus
Natural gas	Zemný plyn
Natural number	Množina prirodzených čísel
Natural science	Prírodná veda
Nature	Príroda
Nature	Kategória:Príroda
Naturism	Nudizmus
Nauru	Nauru
Nauru	Kategória:Nauru
Nautical mile	Námorná míľa
Navigation	Kategória:Navigácia
Navy	Námorníctvo
Nazi Germany	Kategória:Tretia ríša
Nazi Party	Národnosocialistická nemecká robotnícka strana
Nazism	Kategória:Nacizmus
Neanderthal	Človek neandertálsky
Nebraska	Nebraska
Nebraska	Kategória:Nebraska
Nebuchadrezzar II	Nebukadnesar II.
Nebula	Hmlovina
Nefertiti	Nefertiti
Neil Armstrong	Neil Alden Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Hlístovce
Nemesis (mythology)	Nemezis (mytológia)
Neodymium	Neodým
Neolithic	Neolit
Neologism	Neologizmus
Neon	Neón
Neoplatonism	Novoplatonizmus
Nepal	Nepál
Nepal	Kategória:Nepál
Neptune	Neptún
Neptunium	Neptúnium
Nereid (moon)	Nereida (mesiac)
Nero	Nero
Nerva	Nerva
Nervous system	Nervové tkanivo
Nervous system	Kategória:Nervová sústava
Nestorianism	Nestoriánstvo
Netherlands	Holandsko
Netherlands	Kategória:Holandsko
Netherlands Antilles	Holandské Antily
Network topology	Topológia siete
Neurology	Kategória:Neurológia
Neuron	Neurón
Neurotransmitter	Neurotransmiter
Neutrino	Neutríno
Neutron	Neutrón
Neutron star	Neutrónová hviezda
Nevada	Nevada (štát USA)
Nevada	Kategória:Nevada (štát USA)
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
New Caledonia	Nová Kaledónia
New Delhi	Naí Dillí
New England	Nové Anglicko
New Guinea	Nová Guinea
New Hampshire	New Hampshire
New Hampshire	Kategória:New Hampshire
New Jersey	New Jersey
New Jersey	Kategória:New Jersey
New Mexico	Nové Mexiko
New Mexico	Kategória:Nové Mexiko
New Orleans	New Orleans
New South Wales	Nový Južný Wales
New Testament	Nový zákon
New World	Nový svet
New York	New York (štát USA)
New York	Kategória:New York (štát USA)
New York (disambiguation)	New York
New York City	New York (mesto)
New York City	Kategória:New York (mesto)
New York Stock Exchange	New York Stock Exchange
New Zealand	Nový Zéland
New Zealand	Kategória:Nový Zéland
Newark	Newark (New Jersey)
Newfoundland (island)	Newfoundland
Newfoundland and Labrador	Newfoundland a Labrador
Newport	Newport (Wales)
Newton	Newton (jednotka)
Niacin	Niacín
Niagara Falls	Niagarské vodopády
Niamey	Niamey
Nicaragua	Nikaragua
Nicaragua	Kategória:Nikaragua
Nice	Nice
Nicene Creed	Nicejsko-carihradské vyznanie viery
Nicholas	Petrović Njegoš
Nickel	Nikel
Nicolas Poussin	Nicolas Poussin
Nicolaus Copernicus	Mikuláš Kopernik
Nicosia	Nikózia
Nicotine	Nikotín
Niels Bohr	Niels Henrick David Bohr
Niels Henrik Abel	Niels Henrik Abel
