English	Georgian
Rio de Janeiro	რიო-დე-ჟანეირო (ქალაქი)
Rio de Janeiro (state)	რიო-დე-ჟანეირო (შტატი)
River Thames	ტემზა
Riyadh	ერ-რიადი
Roald Amundsen	რუალ ამუნდსენი
Robert Boyle	რობერტ ბიოლი
Robert De Niro	რობერტ დე ნირო
Robert Koch	რობერტ კოხი
Robert Redford	რობერტ რედფორდი
Rock music	კატეგორია:როკ-მუსიკა
Rocket	რაკეტა
Rococo	როკოკო
Rodent	მღრღნელები
Roman Catholic Church	რომის კათოლიკური ეკლესია
Roman Empire	რომის იმპერია
Roman Republic	რომის რესპუბლიკა
Roman calendar	რომაული კალენდარი
Roman mythology	რომაული რელიგია
Roman mythology	კატეგორია:რომაული მითოლოგია
Romania	რუმინეთი
Romania	კატეგორია:რუმინეთი
Romanticism	რომანტიზმი
Rome	რომი
Ronald Reagan	რონალდ რეიგანი
Rook (bird)	ჭილყვავი
Rosaceae	ვარდისებრნი
Rosetta Stone	როზეტის ქვა
Rostock	როსტოკი
Rotterdam	როტერდამი
Royal Air Force	როიალ ეარ ფორსი
Royal Society	ლონდონის სამეფო საზოგადოება
Rubicon	რუბიკონი
Ruby (programming language)	რუბი (პროგრამირების ენა)
Rudolf Hess	რუდოლფ ჰესი
Rudyard Kipling	რადიარდ კიპლინგი
Rugby football	რაგბი
Russia	რუსეთი
Russia	კატეგორია:რუსეთი
Rutherford B. Hayes	რეზერფორდ ჰეისი
Rwanda	რუანდა
Rwanda	კატეგორია:რუანდა
Rye	შვრია
S	S
Sacrament	საიდუმლონი
Sacramento	საკრამენტო
Saddam Hussein	სადამ ჰუსეინი
Safari (web browser)	საფარი (ბრაუზერი)
Sagittarius (constellation)	მშვილდოსანი (თანავარსკვლავედი)
Sahara	საჰარა
Saint Andrew	ანდრია პირველწოდებული
Saint George	წმინდა გიორგი
Saint Peter	წმინდა პეტრე
Saint Petersburg	სანქტ-პეტერბურგი
Saint Petersburg	კატეგორია:სანქტ-პეტერბურგი
Sake	საკე
Saladin	სალადინი
Salman Rushdie	სალმან რაშდი
Salt	სუფრის მარილი
Salt (chemistry)	მარილები
Salzburg	ზალცბურგი
Samoa	სამოა
Samsara	სამსარა
Samuel Beckett	სამუელ ბეკეტი
Samuel F. B. Morse	სემიუელ მორზე
Samurai	სამურაი
San Antonio	სან-ანტონიო
San Diego	სან-დიეგო
San Francisco	სან-ფრანცისკო
San Jose	სან-ხოსე (კალიფორნია)
San Marino	სან-მარინო
San Marino	სან-მარინო (ქალაქი)
Sandwich	სენდვიჩი
Sanskrit	სანსკრიტი
Santiago	სანტიაგო დე ჩილე
Santiago	სანტიაგო
Santo Domingo	სანტო-დომინგო
Sapporo	საპორო
Sarajevo	სარაევო
Sardinia	სარდინია
Saskatchewan	სასკაჩევანი
Satellite	ხელოვნური თანამგზავრი
Satire	სატირა
Saturday	შაბათი
Saturn	სატურნი (პლანეტა)
Saturn (mythology)	სატურნი (ღვთაება)
Saudi Arabia	საუდის არაბეთი
Saxony	საქსონია
Saxony	კატეგორია:საქსონია
Saxophone	საქსოფონი
Scandinavia	სკანდინავია
Scandinavia	კატეგორია:სკანდინავია
School	სკოლა
Schutzstaffel	სს
Science	მეცნიერება
Science	კატეგორია:მეცნიერება
Science fiction	ფანტასტიკა
Sciuridae	ციყვისებრნი
Scorpion	მორიელები
Scorpius	ღრიანკალი (თანავარსკვლავედი)
Scotland	შოტლანდია
Scotland	კატეგორია:შოტლანდია
Sculpture	ქანდაკება
Sculpture	კატეგორია:სკულპტურა
Sea	ზღვა
Sea Otter	ზღვის წავი
Sea anemone	აქტინიები
Sea cucumber	ჰოლოთურიები
Sea level	ზღვის დონე
Sea of Azov	აზოვის ზღვა
Sea of Marmara	მარმარილოს ზღვა
Sea urchin	ზღვის ზღარბები
Seahorse	ზღვის ცხენთევზა
Sears Tower	სირს ტაუერი
Seattle	სიეტლი
Second	წამი
Second Crusade	მეორე ჯვაროსნული ლაშქრობა
Seine	სენა (მდინარე)
Seismology	კატეგორია:სეისმოლოგია
Semantics	კატეგორია:სემანტიკა
Senate	სენატი
Senegal	სენეგალი
Senegal	კატეგორია:სენეგალი
Seoul	სეული
Seppuku	სეპუკუ
September	სექტემბერი
September 11	11 სექტემბერი
September 17	17 სექტემბერი
September 29	29 სექტემბერი
Serbia	სერბეთი
Serbia	კატეგორია:სერბეთი
Serbia and Montenegro	სერბია და მონტენეგრო
Sergei Eisenstein	სერგეი ეიზენშტეინი
Sergei Rachmaninoff	სერგეი რახმანინოვი
Serpens	გველი (თანავარსკვლავედი)
Server (computing)	სერვერი
Set	სიმრავლე
Set theory	სიმრავლეთა თეორია
Set theory	კატეგორია:სიმრავლეთა თეორია
Sevastopol	სევასტოპოლი
Seville	სევილია
Sexually transmitted disease	სქესობრივი გზით გადამდები ინფექციები
Seychelles	სეიშელის კუნძულები
Shah	შაჰი
Shamanism	შამანიზმი
Shanghai	შანჰაი
Shark	ზვიგენები
Sherlock Holmes	შერლოკ ჰოლმსი
Shikoku	სიკოკუ
Ship	გემი
Shiva	შივა
Shogun	სიოგუნი
Shrub	ბუჩქი
Sichuan	სიჩუანი
Sicily	სიცილია
Sicily	კატეგორია:სიცილია
Sierra Leone	სიერა-ლეონე
Sigma	სიგმა (ასო)
Sigmund Freud	ზიგმუნდ ფროიდი
Sikhism	სიქიზმი
Sikkim	სიკიმი
Silk Road	აბრეშუმის დიდი გზა
Silver	ვერცხლი
Sinai Peninsula	სინაის ნახევარკუნძული
Singapore	სინგაპური
Singapore	კატეგორია:სინგაპური
Single (music)	სინგლი
Sistine Chapel	სიქსტეს კაპელა
Sitting Bull	მჯდომარე ხარი
Situation comedy	სიტკომი
Skin	კანი
Skopje	სკოპიე
Skyscraper	ცათამბჯენი
Slavery	მონათმფლობელობა
Slovakia	სლოვაკეთი
Slovakia	კატეგორია:სლოვაკეთი
Slovenia	სლოვენია
Slovenia	კატეგორია:სლოვენია
Snake	გველები
Snow	თოვლი
Socialism	სოციალიზმი
Socialism	კატეგორია:სოციალიზმი
Socialist Party (France)	სოციალისტური პარტია (საფრანგეთი)
Society	კატეგორია:საზოგადოება
Society of Jesus	იეზუიტთა ორდენი
Sociology	სოციოლოგია
Sociology	კატეგორია:სოციოლოგია
Socrates	სოკრატე
Sodium	ნატრიუმი
Sodium chloride	ნატრიუმქლორიდი
Sofia	სოფია
Solanaceae	კატეგორია:ძაღლყურძენასებრნი
Solar System	მზის სისტემა
Solar System	კატეგორია:მზის სისტემა
Solid	მყარი სხეული
Solomon	სოლომონ მეფე
Solomon Islands	კატეგორია:სოლომონის კუნძულები
Somalia	სომალი
Somalia	კატეგორია:სომალი
Song	სიმღერა
Sonnet	სონეტი
Sophia Loren	სოფი ლორენი
Sophocles	სოფოკლე
Sorghum	სორგო
Soul	სული
South Africa	კატეგორია:სამხრეთ აფრიკის რესპუბლიკა
South America	სამხრეთი ამერიკა
South America	კატეგორია:სამხრეთი ამერიკა
South Australia	სამხრეთი ავსტრალია
South Carolina	სამხრეთი კაროლინა
South Dakota	სამხრეთი დაკოტა
South Dakota	კატეგორია:სამხრეთი დაკოტა
South Korea	სამხრეთი კორეა
South Korea	კატეგორია:სამხრეთი კორეა
Southeast Asia	სამხრეთ-აღმოსავლეთი აზია
Sovereignty	სუვერენიტეტი
Soviet Union	სსრკ
Soviet Union	კატეგორია:სსრკ
Space station	ორბიტული სადგური
Spacecraft	კოსმოსური ხომალდი
Spain	ესპანეთი
Spain	კატეგორია:ესპანეთი
Spanish people	კატეგორია:ესპანელები
Speed	სიჩქარე
Speleology	სპელეოლოგია
Sperm Whale	კაშალოტი
Spermatophyte	თესლოვანი მცენარეები
Spin (physics)	სპინი
Spleen	ელენთა
Sport	სპორტი
Spring (season)	გაზაფხული
Square (geometry)	კვადრატი
Square metre	კვადრატული მეტრი
Square root	კვადრატული ფესვი
Sri Lanka	შრი-ლანკა
Sri Lanka	კატეგორია:შრი-ლანკა
St. Louis	სენტ-ლუისი
Stadium	სტადიონი
Stalinism	სტალინიზმი
Stanford University	სტენფორდის უნივერსიტეტი
Star	ვარსკვლავი
Starfish	ზღვის ვარსკვლავები
State	სახელმწიფო
Staten Island	სტეიტენ-აილენდი
Statistics	სტატისტიკა
Statistics	კატეგორია:სტატისტიკა
Statue of Liberty	თავისუფლების ქანდაკება
Steel	ფოლადი
Stem cell	ღეროვანი უჯრედი
Stendhal	სტენდალი
Steppe	ველი
Steven Spielberg	სტივენ სპილბერგი
Sting	სტინგი
Stock exchange	საფონდო ბირჟა
Stockholm	სტოკჰოლმი
Stomach	კუჭი
Strait of Gibraltar	გიბრალტარის სრუტე
Straits	კატეგორია:სრუტეები
Strasbourg	სტრასბური
Strawberry	მარწყვი
Stuttgart	შტუტგარტი
Subculture	სუბკულტურა
Sucre	სუკრე
Sudan	სუდანი
Sudan	კატეგორია:სუდანი
Suez Canal	სუეცის არხი
Sugar	შაქარი
Sumer	შუმერი
Summer	ზაფხული
Sun	მზე
Sunday	კვირა
Supercomputer	სუპერკომპიუტერი
Supernova	ზეახალი ვარსკვლავი
Surrealism	სიურრეალიზმი
Susan Sontag	სიუზან ზონტაგი
Swan	გედები
Swastika	სვასტიკა
Swaziland	სვაზილენდი
Sweden	შვედეთი
Sweden	კატეგორია:შვედეთი
Sweet potato	ბატატი
Swimming	კატეგორია:ცურვა
Swiss franc	შვეიცარული ფრანკი
Swiss people	კატეგორია:შვეიცარიელები
Switzerland	შვეიცარია
Switzerland	კატეგორია:შვეიცარია
Sydney	სიდნეი
Sylvia Plath	სილვია პლათი
Synagogue	სინაგოგა
Synesthesia	სინესთეზია
Synonym	სინონიმი
Syria	სირია
Systematics	სისტემატიკა
T	T
Table tennis	მაგიდის ჩოგბურთი
Tacitus	პუბლიუს კორნელიუს ტაციტუსი
Taipei	ტაიბეი
Taj Mahal	თაჯ-მაჰალი
Tajikistan	ტაჯიკეთი
Tajikistan	კატეგორია:ტაჯიკეთი
Taliban	თალიბანი
Tallinn	ტალინი
Tamil Nadu	ტამილნადუ
Tango (dance)	ტანგო
Tanzania	ტანზანია
Tanzania	კატეგორია:ტანზანია
Tartu	ტარტუ
Tashkent	ტაშკენტი
Tasmania	ტასმანია (შტატი)
Tau	ტაუ (ასო)
Taurus (constellation)	კურო (თანავარსკვლავედი)
Taxation	კატეგორია:გადასახადები
Taxicab	ტაქსი
Tbilisi	თბილისი
Tea	ჩაი
Tea	კატეგორია:ჩაი
Technology	ტექნოლოგია
Tehran	თეირანი
Tel Aviv	თელ-ავივი
Telecommunication	კავშირგაბმულობა
Telegraphy	ტელეგრაფი
Telescope	ტელესკოპი
Television	ტელევიზია
Television	კატეგორია:ტელევიზია
Temple of Artemis	ეფესოს ტაძარი
Ten Commandments	ათი მცნება
Tennessee	ტენესი
Tennessee	კატეგორია:ტენესი
Tennessee Williams	ტენესი უილიამსი
Tennis	ჩოგბურთი
Tennis	კატეგორია:ჩოგბურთი
Tequila	ტეკილა
Terrorism	ტერორიზმი
Terrorism	კატეგორია:ტერორიზმი
Texas	ტეხასი
Thailand	ტაილანდი
Thailand	კატეგორია:ტაილანდი
Thales	თალესი
The Gambia	გამბია
The Gambia	კატეგორია:გამბია
The Hague	ჰააგა
Theatre	თეატრი
Theatre	კატეგორია:თეატრი
Themis	თემისი
Theocracy	თეოკრატია
Theodor Mommsen	თეოდორ მომზენი
Theodore Roosevelt	თეოდორ რუზველტი
Theology	კატეგორია:თეოლოგია
Theorem	თეორემა
Theory of relativity	ფარდობითობის თეორია
Thessaloniki	სალონიკი
Theta	თეტა (ასო)
Think tank	ქარაზრის წყარო
Third Crusade	მესამე ჯვაროსნული ლაშქრობა
Thomas Aquinas	თომა აკვინელი
Thomas Edison	თომას ალვა ედისონი
Thomas Hardy	თომას ჰარდი
Thomas Jefferson	თომას ჯეფერსონი
Thomas Mann	თომას მანი
Thomas More	თომას მორი
Thor	ტორი
Thoth	თოტი
Thrace	თრაკია
Thucydides	თუკიდიდე
Thuringia	თიურინგია
Thursday	ხუთშაბათი
Tiber	ტიბრი
Tiberius	ტიბერიუსი
Tibet	ტიბეტი
Tierra del Fuego	ცეცხლოვანი მიწა
Tiger	ვეფხვი
Timbuktu	ტიმბუქტუ
Time	დრო
Time	კატეგორია:დრო
Time (magazine)	ტაიმი (ჟურნალი)
Time zone	სასაათო სარტყელი
Timur	თემურლენგი
Tin	კალა (ელემენტი)
Tirana	ტირანა
Tit (bird)	წივწივასებრნი
Titan (mythology)	ტიტანები
Titian	ტიციანი
Titus	ტიტუსი
Tocantins (state)	ტოკანტინსი
Togo	ტოგო
Tokyo	ტოკიო
Tom Hanks	ტომ ჰენქსი
Tonga	ტონგა
Tongue	ენა (ორგანო)
Toni Morrison	ტონი მორისონი
Tony Blair	ტონი ბლერი
Topology	ტოპოლოგია
Topology	კატეგორია:ტოპოლოგია
Torah	თორა
Toronto	ტორონტო
Torpedo	ტორპედო (ჭურვი)
Torture	წამება
Totalitarianism	ტოტალიტარიზმი
Toulouse	ტულუზა
Tour de France	ტურ დე ფრანსი
Tourism	ტურიზმი
Tower	კოშკი
Tower of Babel	ბაბილონის გოდოლი
Town	ქალაქი
Tradition	ტრადიცია
Tragedy	ტრაგედია
Trajan	ტრაიანე
Tram	ტრამვაი
Transformer	ტრანსფორმატორი
Transistor	ტრანზისტორი
Trapezoid	ტრაპეცია
Treaty of Versailles	ვერსალის საზავო ხელშეკრულება (1919)
Triangle	სამკუთხედი
Trier	ტრირი
Trigonometry	ტრიგონომეტრია
Trinidad and Tobago	ტრინიდადი და ტობაგო
Tripoli	ტრიპოლი
Trojan War	ტროას ომი
Trotskyism	ტროცკიზმი
Troy	ტროა
Tsar	ცარი
Tuberculosis	ტუბერკულიოზი
Tucson	ტუსონი (არიზონა)
Tuesday	სამშაბათი
Tunicate	გარსიანები
Tunis	ტუნისი (ქალაქი)
Tunisia	ტუნისი
Tunisia	კატეგორია:ტუნისი
Turin	ტურინი
Turkey	თურქეთი
Turkey	კატეგორია:თურქეთი
Turkmenistan	თურქმენეთი
Turkmenistan	კატეგორია:თურქმენეთი
Turtle	კუ (ცხოველი)
Tuscany	ტოსკანა
Tux	ტუქსი
Typewriter	საბეჭდი მანქანა
U	U
UNESCO	იუნესკო
Ufa	უფა
Uganda	უგანდა
Ukraine	უკრაინა
Ukraine	კატეგორია:უკრაინა
Ulan Bator	ულან-ბატორი
Ulysses S. Grant	ულისე გრანტი
Umbria	უმბრია
United Arab Emirates	არაბეთის გაერთიანებული საამიროები
United Arab Emirates	კატეგორია:არაბეთის გაერთიანებული საამიროები
United Kingdom	გაერთიანებული სამეფო
United Kingdom	კატეგორია:გაერთიანებული სამეფო
United Nations	გაერთიანებული ერების ორგანიზაცია
United Nations	კატეგორია:გაერო
United Nations Children's Fund	გაეროს ბავშვთა ფონდი
United States	ამერიკის შეერთებული შტატები
United States	კატეგორია:აშშ
United States Congress	აშშ-ის კონგრესი
United States Constitution	ამერიკის შეერთებული შტატების კონსტიტუცია
United States House of Representatives	წარმომადგენელთა პალატა (აშშ)
United States Military Academy	ვესტ პოინტი
United States Senate	აშშ-ის სენატი
United States dollar	ამერიკული დოლარი
Universe	სამყარო
University	უნივერსიტეტი
University of Pennsylvania	პენსილვანიის უნივერსიტეტი
Unix	კატეგორია:იუნიქსი
Upsilon	იფსილონი (ასო)
Ur	ური
Ural Mountains	ურალის მთები
Uranus	ურანი (პლანეტა)
Uranus (mythology)	ურანოსი
Urdu	ურდუ ენა
Ursa Major	დიდი დათვი (თანავარსკვლავედი)
Uruguay	ურუგვაი
Uruguay	კატეგორია:ურუგვაი
Utah	იუტა
Uttar Pradesh	უტარ-პრადეში
Uzbekistan	უზბეკეთი
Uzbekistan	კატეგორია:უზბეკეთი
V	V
Vaduz	ვადუცი
Valence (chemistry)	ვალენტობა
Valencia	ვალენსია (ქალაქი)
Valencia	ვალენსია
Valletta	ვალეტა
Vampire	ვამპირი
Vancouver	ვანკუვერი
Varna	ვარნა
Vatican City	ვატიკანი
Vatican City	კატეგორია:ვატიკანი
Vector (spatial)	ვექტორი
Vegetable	ბოსტნეული კულტურები
Veneto	ვენეტო
Venezuela	ვენესუელა
Venice	ვენეცია
Venus	ვენერა (პლანეტა)
Venus (mythology)	ვენერა (მითოლოგია)
Verb	ზმნა
Vermont	ვერმონტი
Vertebrate	ხერხემლიანები
Vespasian	ვესპასიანე ფლავიუსი
Vesta (mythology)	ვესტა (მითოლოგია)
Veto	ვეტო
Vice President of the United States	აშშ-ის ვიცე-პრეზიდენტი
Victor Hugo	ვიქტორ ჰიუგო
Victoria (Australia)	ვიქტორია (შტატი)
Vienna	ვენა
Vienna	კატეგორია:ვენა
Vientiane	ვიენტიანი
Vietnam	ვიეტნამი
Vietnam	კატეგორია:ვიეტნამი
Vietnam War	ინდოჩინეთის მეორე ომი
Vilnius	ვილნიუსი
Vincent van Gogh	ვინსენტ ვან გოგი
Virgil	პუბლიუს ვერგილიუს მარონი
Virginia	ვირჯინია
Virginia	კატეგორია:ვირჯინია
Virginity	ქალწულობა
Virgo (constellation)	ქალწული (თანავარსკვლავედი)
Virus	ვირუსები
Vishnu	ვიშნუ
Vitamin	ვიტამინები
Vittorio De Sica	ვიტორიო დე სიკა
Vivien Leigh	ვივიენ ლი
Vladimir Lenin	ლენინი
Vladimir Nabokov	ვლადიმირ ნაბოკოვი
Vladimir Putin	ვლადიმირ პუტინი
Vladivostok	ვლადივოსტოკი
Vodka	არაყი
Volcano	ვულკანი
Volga River	ვოლგა (მდინარე)
Volgograd	ვოლგოგრადი
Voltaire	ვოლტერი
Voodoo	ვუდუ
Vowel	ხმოვანი
Vulcan (mythology)	ვულკანუსი
Vulpecula	მელია (თანავარსკვლავედი)
W	W
W. Somerset Maugham	უილიამ სომერსეტ მოემი
Wales	უელსი
Wales	კატეგორია:უელსი
Walrus	ლომვეშაპი
Walt Disney	უოლტ დისნეი
Walt Whitman	უოლტ უიტმენი
Walter Gropius	ვალტერ გროპიუსი
War	ომი
War	კატეგორია:ომი
Warsaw	ვარშავა
Washington	ვაშინგტონი (ქალაქი)
Washington	ვაშინგტონი (შტატი)
Washington (disambiguation)	ვაშინგტონი
Wassily Kandinsky	ვასილი კანდინსკი
Water	წყალი
Water	კატეგორია:წყალი
Watermelon	საზამთრო
Watt	ვატი
Weapon	საბრძოლო იარაღი
Weather	ამინდი
Web browser	ინტერნეტ ბრაუზერი
Wednesday	ოთხშაბათი
Week	კვირა (დრო)
Weimar	ვაიმარი
Weimar Republic	ვაიმარის რესპუბლიკა
Wernher von Braun	ვერნერ ფონ ბრაუნი
West Bengal	ბენგალი
West Virginia	დასავლეთი ვირჯინია
Western Australia	დასავლეთი ავსტრალია
Western Sahara	დასავლეთი საჰარა
Westminster Abbey	ვესტმინსტერის სააბატო
Wheel	ბორბალი
Whisky	შოტლანდიური ვისკი
White House	თეთრი სახლი
White Sea	თეთრი ზღვა
Wildcat	ტყის კატა
William Blake	უილიამ ბლეიკი
William Faulkner	უილიამ ფოლკნერი
William Harvey	უილიამ ჰარვეი
William Henry Harrison	უილიამ ჰენრი ჰარისონი
William Howard Taft	უილიამ ჰოვარდ ტაფტი
William I	ვილჰელმ I (გერმანიის იმპერია)
William II	ვილჰელმ II (გერმანიის იმპერია)
William McKinley	უილიამ მაკ-კინლი
William Rowan Hamilton	უილიამ როუან ჰამილტონი
William Shakespeare	უილიამ შექსპირი
Willy Brandt	ვილი ბრანტი
Windmill	ქარის წისქვილი
Window	ფანჯარა
Wine	ღვინო
Wine	კატეგორია:ღვინო
Winston Churchill	უინსტონ ჩერჩილი
Winter	ზამთარი
Winter Olympic Games	ზამთრის ოლიმპიური თამაშები
Winter Olympic Games	კატეგორია:ზამთრის ოლიმპიური თამაშები
Wisconsin	უისკონსინი
Wolfgang Amadeus Mozart	ვოლფგანგ ამადეუს მოცარტი
Wolfgang Pauli	ვოლფგანგ პაული
Woman	ქალი
Woodrow Wilson	ვუდრო უილსონი
Woody Allen	ვუდი ალენი
World Bank	მსოფლიო ბანკი
World Trade Center	მსოფლიო სავაჭრო ცენტრი
World Trade Organization	მსოფლიო სავაჭრო ორგანიზაცია
World War I	პირველი მსოფლიო ომი
World War I	კატეგორია:პირველი მსოფლიო ომი
World War II	მეორე მსოფლიო ომი
World War II	კატეგორია:მეორე მსოფლიო ომი
Writer	მწერალი
Wyoming	ვაიომინგი
X	X
Xenarthra	არასრულკბილიანები
Xenophobia	ქსენოფობია
Xenophon	ქსენოფონტი
Xi	ქსი (ასო)
Xinjiang	სინძიანი
Y	Y
Yak	იაკი
Yale University	იელის უნივერსიტეტი
Yalta	იალტა
Yalta Conference	იალტის კონფერენცია
Yasser Arafat	იასირ არაფატი
Year	წელი
Years	კატეგორია:წლები
Yellow Sea	ყვითელი ზღვა
Yemen	იემენი
Yerevan	ერევანი
Yokohama	იოკოჰამა
Yom Kippur	იომ-კიპური
Yom Kippur War	იომ-კიპურის ომი
Yugoslavia	იუგოსლავია
Yugoslavia	კატეგორია:იუგოსლავია
Yukon	იუკონი (ტერიტორია)
Yunnan	იუნანი
Yuri Gagarin	იური გაგარინი
Z	Z
Zachary Taylor	ზაქარი ტეილორი
Zagreb	ზაგრები
Zambia	ზამბია
Zaragoza	სარაგოსა
Zebra	ზებრა
Zen	ძენი
Zeus	ზევსი
Zeus (disambiguation)	ზევსი
Zimbabwe	ზიმბაბვე
Zionism	სიონიზმი
Zodiac	ზოდიაქო
Zoology	ზოოლოგია
Zoology	კატეგორია:ზოოლოგია
Zoroaster	ზარათუშტრა
Zoroastrianism	ზოროასტრიზმი
