Thai	English
นักบวช	Priest
อันดับลิง	Primate
เส้นไพรม์เมอริเดียน	Prime Meridian
นายกรัฐมนตรี	Prime minister
จำนวนเฉพาะ	Prime number
เจ้าฟ้าชายฟิลิป ดยุคแห่งเอดินบะระ	Prince Philip
เจ้าชายแห่งเวลส์	Prince of Wales
มหาวิทยาลัยพรินซ์ตัน	Princeton University
ทฤษฎีสัมพัทธภาพ	Principle of relativity
การพิมพ์	Printing
พรีออน	Prion
ปริซึม	Prism (geometry)
ความน่าจะเป็น	Probability
ทฤษฎีความน่าจะเป็น	Probability theory
ศาสตราจารย์	Professor
โปรแกรมเมอร์	Programmer
ภาษาโปรแกรม	Programming language
โครงการ	Project
โปรคาริโอต	Prokaryote
ภาษาโปรล็อก	Prolog
โพรมีเธียส	Prometheus
โพรมีเทียม	Promethium
ประกาศก	Prophet
โพรแทกทิเนียม	Protactinium
โปรตีน	Protein
การปฏิรูปศาสนาของนิกายโปรเตสแตนต์	Protestant Reformation
โปรเตสแตนต์	Protestantism
โพรทิสต์	Protist
โปรตอน	Proton
โพรโทซัว	Protozoa
ดาวพร็อกซิมาคนครึ่งม้า	Proxima Centauri
ปรัสเซีย	Prussia
นามแฝง	Pseudonym
พไซ	Psi (letter)
จิตเวชศาสตร์	Psychiatry
หมวดหมู่:จิตเวชศาสตร์	Psychiatry
จิตวิทยา	Psychology
หมวดหมู่:จิตวิทยา	Psychology
โรคจิต	Psychosis
ทอเลมี	Ptolemy
สาธารณสมบัติ	Public domain
เปอร์โตริโก	Puerto Rico
รอก	Pulley
ปั๊มน้ำ	Pump
เครื่องหมายวรรคตอน	Punctuation
รัฐปัญจาบ	Punjab (India)
พังก์ร็อก	Punk rock
กลุ่มดาวท้ายเรือ	Puppis
เปียงยาง	Pyongyang
พีระมิด (เรขาคณิต)	Pyramid (geometry)
เทือกเขาพิเรนีส	Pyrenees
พีทาโกรัส	Pythagoras
ภาษาไพทอน	Python (programming language)
กลุ่มดาวเข็มทิศ	Pyxis
Q	Q
ประเทศกาตาร์	Qatar
ราชวงศ์ฉิน	Qin Dynasty
ราชวงศ์ชิง	Qing Dynasty
สมการกำลังสอง	Quadratic equation
รูปสี่เหลี่ยม	Quadrilateral
กลศาสตร์ควอนตัม	Quantum mechanics
ควอตซ์	Quartz
เควซาร์	Quasar
ควอเทอร์เนียน	Quaternion
รัฐควิเบก	Quebec
ควิเบก (เมือง)	Quebec City
ควีน (หมากรุก)	Queen (chess)
ปรัศนี	Question mark
เกวตซัลโกอัตล์	Quetzalcoatl
กีโต	Quito
R	R
RAID	RAID
อาร์เอ็นเอ	RNA
รา (เทพเจ้า)	Ra
รพินทรนาถ ฐากูร	Rabindranath Tagore
ทานูกิ	Raccoon Dog
ราเชล คาร์สัน	Rachel Carson
เผ่าพันธุ์นิยม	Racism
หมวดหมู่:การยึดชาติพันธุ์เป็นเกณฑ์	Racism
เรเดียน	Radian
กล้องโทรทรรศน์วิทยุ	Radio telescope
กัมมันตภาพรังสี	Radioactive decay
รังสีวิทยา	Radiology
เรเดียม	Radium
รัศมี	Radius
เรดอน	Radon
ฝน	Rain
รุ้งกินน้ำ	Rainbow
ราลี	Raleigh
ราล์ฟ วอลโด เอเมอร์สัน	Ralph Waldo Emerson
พระราม	Rama
รอมะฎอน	Ramadan
รามายณะ	Ramayana
ฟาโรห์รามเสสที่สอง	Ramesses II
แรม	Random access memory
การข่มขืน	Rape
ราฟาเอล	Raphael
หนู	Rat
จำนวนตรรกยะ	Rational number
ราเวนนา	Ravenna
ราวัลปินดี	Rawalpindi
รอม	Read-only memory
จำนวนจริง	Real number
รูปสี่เหลี่ยมผืนผ้า	Rectangle
วงจรเรียงกระแส	Rectifier
ความสัมพันธ์เวียนเกิด	Recursion
รีไซเคิล	Recycling
สีแดง	Red
จิ้งจอกแดง	Red Fox
แพนด้าแดง	Red Panda
ทะเลแดง	Red Sea
เม็ดเลือดแดง	Red blood cell
RISC	Reduced instruction set computer
การออกเสียงประชามติ	Referendum
ดรรชนีหักเห	Refractive index
ผู้สำเร็จราชการแทนพระองค์	Regent
เร้กเก้	Reggae
ดินแดน	Region
กวางเรนเดียร์	Reindeer
รีเลย์	Relay
ศาสนา	Religion
หมวดหมู่:ศาสนา	Religion
แรมบรังด์	Rembrandt
ยุคฟื้นฟูศิลปวิทยา	Renaissance
การสืบพันธุ์	Reproduction
สัตว์เลื้อยคลาน	Reptile
สาธารณรัฐ	Republic
สาธารณรัฐจีน	Republic of China
สาธารณรัฐไอร์แลนด์	Republic of Ireland
หมวดหมู่:ประเทศไอร์แลนด์	Republic of Ireland
สาธารณรัฐคองโก	Republic of the Congo
พรรคริพับลิกัน (สหรัฐอเมริกา)	Republican Party (United States)
เรควีเอ็ม	Requiem
ตัวต้านทาน	Resistor
ภัตตาคาร	Restaurant
กลุ่มดาวตาข่าย	Reticulum
การปฏิวัติ	Revolution
รีเนียม	Rhenium
แรด	Rhinoceros
โร	Rho (letter)
มลรัฐโรดไอแลนด์	Rhode Island
โรเดียม	Rhodium
อาร์แอนด์บี	Rhythm and blues
กระดูกซี่โครง	Rib
ไรโบโซม	Ribosome
ข้าว	Rice
ริชาร์ด ไฟน์แมน	Richard Feynman
ริชาร์ด นิกสัน	Richard Nixon
ริชาร์ด วากเนอร์	Richard Wagner
ริกา	Riga
ไรต์แอสเซนชัน	Right ascension
ริง (คณิตศาสตร์)	Ring (mathematics)
รีโอเดจาเนโร	Rio de Janeiro
แม่น้ำ	River
แม่น้ำเทมส์ (ลอนดอน)	River Thames
ริยาด	Riyadh
ถนน	Road
โรอัลด์ อะมุนด์เซน	Roald Amundsen
โรเบิร์ต เอ. ไฮน์ไลน์	Robert A. Heinlein
โรเบิร์ต เดอ นิโร	Robert De Niro
โรเบิร์ต ฮุค	Robert Hooke
โรเบิร์ต เรดฟอร์ด	Robert Redford
โรเบิร์ต อะเล็กซานเดอร์ ชูมันน์	Robert Schumann
หุ่นยนต์	Robot
เป่ายิ้งฉุบ	Rock
หิน	Rock (geology)
ร็อกแอนด์โรล	Rock and roll
ร็อก	Rock music
เทือกเขาร็อกกี	Rocky Mountains
ศิลปะโรโคโค	Rococo
สัตว์ฟันแทะ	Rodent
เรินต์เกเนียม	Roentgenium
โรมันคาทอลิก	Roman Catholic Church
จักรวรรดิโรมัน	Roman Empire
ประเทศโรมาเนีย	Romania
หมวดหมู่:ประเทศโรมาเนีย	Romania
โรม	Rome
โรนัลด์ เรแกน	Ronald Reagan
หลังคา	Roof
เรือ (หมากรุก)	Rook (chess)
รูสเวลต์	Roosevelt
กุหลาบ	Rose
โรสแมรี	Rosemary
ศิลาโรเซตตา	Rosetta Stone
ร็อตเตอร์ดัม	Rotterdam
เราเตอร์	Router
ยาง	Rubber
รูบิเดียม	Rubidium
ทับทิม (อัญมณี)	Ruby
ภาษารูบี้	Ruby (programming language)
รูดอล์ฟ ดีเซล	Rudolf Diesel
รักบี้	Rugby football
ประเทศรัสเซีย	Russia
หมวดหมู่:ประเทศรัสเซีย	Russia
นิกายรัสเซียออร์โธด็อกซ์	Russian Orthodox Church
สงครามรัสเซีย-ญี่ปุ่น	Russo-Japanese War
รูทีเนียม	Ruthenium
รัทเทอร์ฟอร์เดียม	Rutherfordium
ประเทศรวันดา	Rwanda
S	S
ซัดดัม ฮุสเซน	Saddam Hussein
ซาฟารี (เว็บเบราว์เซอร์)	Safari (web browser)
หญ้าฝรั่น	Saffron
กลุ่มดาวลูกธนู	Sagitta
กลุ่มดาวคนยิงธนู	Sagittarius (constellation)
ทะเลทรายซาฮารา	Sahara
นักบุญ	Saint
นักบุญแอนดรูว์	Saint Andrew
นักบุญจอร์จ	Saint George
ประเทศเซนต์คิตส์และเนวิส	Saint Kitts and Nevis
ประเทศเซนต์ลูเซีย	Saint Lucia
เซนต์พอล	Saint Paul
นักบุญปีเตอร์	Saint Peter
เซนต์ปีเตอร์สเบิร์ก	Saint Petersburg
ประเทศเซนต์วินเซนต์และเกรนาดีนส์	Saint Vincent and the Grenadines
ศอลาฮุดดีน	Saladin
ละหมาด	Salah
น้ำลาย	Saliva
ซัลแมน รัชดี	Salman Rushdie
เกลือ	Salt
ซาลซ์บูร์ก	Salzburg
ซาแมเรียม	Samarium
ซามาร์คันด์	Samarkand
ประเทศซามัว	Samoa
สังสารวัฏ	Samsara
ซามูเอล เอฟ. บี. มอร์ส	Samuel F. B. Morse
ซามูไร	Samurai
ซานฟรานซิสโก	San Francisco
แซนโฮเซ (มลรัฐแคลิฟอร์เนีย)	San Jose
ประเทศซานมารีโน	San Marino
ซันซัลวาดอร์	San Salvador
ทราย	Sand
ซานโดร บอตติเชลลี	Sandro Botticelli
หินทราย	Sandstone
ภาษาสันสกฤต	Sanskrit
ซานตาคลอส	Santa Claus
ซันติอาโก	Santiago
ซัปโปะโระ	Sapporo
ซาราห์ แบร์นฮาร์ด	Sarah Bernhardt
ซาราเยโว	Sarajevo
รัฐซัสแคตเชวัน	Saskatchewan
ซาตาน	Satan
ดาวเทียม	Satellite
วันเสาร์	Saturday
ดาวเสาร์	Saturn
ซาไทร์	Satyr
ประเทศซาอุดีอาระเบีย	Saudi Arabia
หมวดหมู่:ประเทศซาอุดีอาระเบีย	Saudi Arabia
ไส้กรอก	Sausage
แซกโซนี	Saxony
แซกโซโฟน	Saxophone
สแกนดิเนเวีย	Scandinavia
คาบสมุทรสแกนดิเนเวีย	Scandinavian Peninsula
สแคนเดียม	Scandium
กระดูกสะบัก	Scapula
โรงเรียน	School
วิทยาศาสตร์	Science
หมวดหมู่:วิทยาศาสตร์	Science
นิยายวิทยาศาสตร์	Science fiction
หมวดหมู่:นิยายวิทยาศาสตร์	Science fiction
ระเบียบวิธีทางวิทยาศาสตร์	Scientific method
นักวิทยาศาสตร์	Scientist
กรรไกร	Scissors
แมงป่อง	Scorpion
กลุ่มดาวแมงป่อง	Scorpius
สกอตแลนด์	Scotland
หมวดหมู่:สกอตแลนด์	Scotland
การลูกเสือ	Scouting
สกรู	Screw
ไขควง	Screwdriver
กลุ่มดาวช่างแกะสลัก	Sculptor (constellation)
ประติมากรรม	Sculpture
ทะเล	Sea
ดอกไม้ทะเล	Sea anemone
ปลิงทะเล	Sea cucumber
ระดับน้ำทะเล	Sea level
เอไคนอยด์	Sea urchin
ซีบอร์เกียม	Seaborgium
เครื่องมือค้นหาบนอินเทอร์เน็ต	Search engine
เซียร์ทาวเวอร์	Sears Tower
ฤดู	Season
วินาที	Second
กฎข้อที่สองของอุณหพลศาสตร์	Second law of thermodynamics
หินตะกอน	Sedimentary rock
เซโกเบีย	Segovia
แม่น้ำแซน	Seine
วิทยาแผ่นดินไหว	Seismology
หมวดหมู่:วิทยาแผ่นดินไหว	Seismology
ซีลีเนียม	Selenium
น้ำอสุจิ	Semen
อัฒภาค	Semicolon
สารกึ่งตัวนำ	Semiconductor
วุฒิสภา	Senate
ประเทศเซเนกัล	Senegal
โซล	Seoul
ฮาราคีรี	Seppuku
กันยายน	September
11 กันยายน	September 11
วินาศกรรม 11 กันยายน พ.ศ. 2544	September 11
17 กันยายน	September 17
29 กันยายน	September 29
ลำดับ	Sequence
ประเทศเซอร์เบีย	Serbia
หมวดหมู่:ประเทศเซอร์เบีย	Serbia
ประเทศเซอร์เบียและมอนเตเนโกร	Serbia and Montenegro
อนุกรม	Series (mathematics)
กลุ่มดาวงู	Serpens
เซิร์ฟเวอร์	Server (computing)
เซต	Set
ทฤษฎีเซต	Set theory
หมวดหมู่:ทฤษฎีเซต	Set theory
โรคทางเดินหายใจเฉียบพลันรุนแรง	Severe acute respiratory syndrome
เซบียา	Seville
อวัยวะเพศ	Sex organ
เพศนิยม	Sexism
การร่วมเพศ	Sexual intercourse
ประเทศเซเชลส์	Seychelles
ชาแมน	Shamanism
เซี่ยงไฮ้	Shanghai
ปลาฉลาม	Shark
เชฟฟีลด์	Sheffield
เชอร์ล็อก โฮลมส์	Sherlock Holmes
เกาะชิโกะกุ	Shikoku
ชินโต	Shinto
พระอิศวร	Shiva
โชกุน	Shogun
ชวเลข	Shorthand
กุ้ง	Shrimp
ไซบีเรีย	Siberia
ไซบีเรียนฮัสกี้	Siberian Husky
มณฑลเสฉวน	Sichuan
เกาะซิซิลี	Sicily
หมวดหมู่:เกาะซิซิลี	Sicily
ประเทศเซียร์ราลีโอน	Sierra Leone
ซิกมา	Sigma
ซิกมุนด์ ฟรอยด์	Sigmund Freud
ภาษามือ	Sign language
ศาสนาสิกข์	Sikhism
รัฐสิกขิม	Sikkim
ซิลิคอน	Silicon
ไหม	Silk
เส้นทางสายไหม	Silk Road
เงิน (ธาตุ)	Silver
ประเทศสิงคโปร์	Singapore
หมวดหมู่:ประเทศสิงคโปร์	Singapore
ไซเรน	Siren
ชาเปลซิสติน	Sistine Chapel
ซิตติงบุล	Sitting Bull
ซิทคอม	Situation comedy
สงครามหกวัน	Six-Day War
สเกตบอร์ด	Skateboard
หมวดหมู่:ระบบโครงกระดูก	Skeletal system
ผิวหนัง	Skin
สกินเฮด	Skinhead
กะโหลกศีรษะ	Skull
ตึกระฟ้า	Skyscraper
ทาส	Slavery
ประเทศสโลวาเกีย	Slovakia
ประเทศสโลวีเนีย	Slovenia
ลำไส้เล็ก	Small intestine
งู	Snake
หิมะ	Snow
สบู่	Soap
สังคมนิยม	Socialism
หมวดหมู่:สังคม	Society
สังคม	Society
ลัทธิเยซูอิด	Society of Jesus
สังคมวิทยา	Sociology
หมวดหมู่:สังคมวิทยา	Sociology
โสกราตีส	Socrates
โซเดียม	Sodium
โซเดียมไบคาร์บอเนต	Sodium bicarbonate
โซเดียมคลอไรด์	Sodium chloride
โซดาไฟ	Sodium hydroxide
ซอฟต์บอล	Softball
หมวดหมู่:ซอฟต์แวร์	Software
ดิน	Soil
ระบบสุริยะ	Solar System
หมวดหมู่:ระบบสุริยะ	Solar System
เซลล์สุริยะ	Solar cell
สุริยุปราคา	Solar eclipse
พลังงานแสงอาทิตย์	Solar energy
ลมสุริยะ	Solar wind
ของแข็ง	Solid
ของแข็ง	Solid state
หมู่เกาะโซโลมอน	Solomon Islands
อายัน	Solstice
สารละลาย	Solution
ตัวทำละลาย	Solvent
ประเทศโซมาเลีย	Somalia
เพลง	Song
โซปราโน	Soprano
ข้าวฟ่าง	Sorghum
ขั้นตอนวิธีการเรียงลำดับ	Sorting algorithm
เสียง	Sound
ซอร์สโค้ด	Source code
ทิศใต้	South
หมวดหมู่:ประเทศแอฟริกาใต้	South Africa
ทวีปอเมริกาใต้	South America
มลรัฐเซาท์แคโรไลนา	South Carolina
ทะเลจีนใต้	South China Sea
มลรัฐเซาท์ดาโคตา	South Dakota
ประเทศเกาหลีใต้	South Korea
หมวดหมู่:ประเทศเกาหลีใต้	South Korea
ขั้วโลกใต้	South Pole
ประเทศเวียดนามใต้	South Vietnam
เอเชียตะวันออกเฉียงใต้	Southeast Asia
อำนาจอธิปไตย	Sovereignty
สหภาพโซเวียต	Soviet Union
หมวดหมู่:สหภาพโซเวียต	Soviet Union
ถั่วเหลือง	Soybean
กระสวยอวกาศ	Space Shuttle
ยานอวกาศ	Spacecraft
ประเทศสเปน	Spain
หมวดหมู่:ประเทศสเปน	Spain
สแปม	Spam (electronic)
สงครามกลางเมืองสเปน	Spanish Civil War
หมวดหมู่:ชาวสเปน	Spanish people
สปาร์ตา	Sparta
หอก	Spear
ทฤษฎีสัมพัทธภาพพิเศษ	Special relativity
สปีชีส์	Species
อัตราเร็ว	Speed
อัตราเร็วของแสง	Speed of light
ทรงกลม	Sphere
สฟิงซ์	Sphinx
เครื่องเทศ	Spice
แมงมุม	Spider
ดาราจักรชนิดก้นหอย	Spiral galaxy
ม้าม	Spleen
ฟองน้ำ	Sponge
กีฬา	Sport
ตารางงาน	Spreadsheet
แม่น้ำชเปร	Spree
ฤดูใบไม้ผลิ	Spring (season)
ซอฟต์แวร์สอดแนม	Spyware
รูปสี่เหลี่ยมจัตุรัส	Square (geometry)
ตารางเมตร	Square metre
กระรอก	Squirrel
ประเทศศรีลังกา	Sri Lanka
หมวดหมู่:ประเทศศรีลังกา	Sri Lanka
เซนต์หลุยส์	St. Louis
งานกระจกสี	Stained glass
เหล็กกล้าไร้สนิม	Stainless steel
ส่วนเบี่ยงเบนมาตรฐาน	Standard deviation
มหาวิทยาลัยสแตนฟอร์ด	Stanford University
ดาวฤกษ์	Star
แป้ง (อาหาร)	Starch
ดาวทะเล	Starfish
รัฐ	State
สถิติศาสตร์	Statistics
หมวดหมู่:สถิติศาสตร์	Statistics
อนุสาวรีย์เทพีเสรีภาพ	Statue of Liberty
ไอน้ำ	Steam
เครื่องจักรไอน้ำ	Steam engine
เหล็กกล้า	Steel
สเต็มเซลล์	Stem cell
สตีเฟน ฮอว์คิง	Stephen Hawking
สเตอเรเดียน	Steradian
กระดูกอก	Sternum
สเตอรอยด์	Steroid
สตีเวน สปีลเบิร์ก	Steven Spielberg
ตลาดหลักทรัพย์	Stock exchange
สตอกโฮล์ม	Stockholm
ลัทธิสโตอิก	Stoicism
กระเพาะอาหาร	Stomach
ยุคหิน	Stone Age
สโตนเฮนจ์	Stonehenge
พายุ	Storm
ช่องแคบยิบรอลตาร์	Strait of Gibraltar
ช่องแคบมาเจลลัน	Strait of Magellan
หมวดหมู่:ช่องแคบ	Straits
สตราโทสเฟียร์	Stratosphere
ทฤษฎีสตริง	String theory
สทรอนเทียม	Strontium
แม่แบบ:โครง	Stub
นักเรียน	Student
เจดีย์	Stupa
ชตุทท์การ์ท	Stuttgart
วัฒนธรรมย่อย	Subculture
การระเหิด	Sublimation (chemistry)
การลบ	Subtraction
ซูโครส	Sucrose
ประเทศซูดาน	Sudan
ซูโดะกุ	Sudoku
คลองสุเอซ	Suez Canal
น้ำตาล	Sugar
ซูฮาร์โต	Suharto
ซูการ์โน	Sukarno
เกาะซูลาเวซี	Sulawesi
กำมะถัน	Sulfur
ซัลเฟอร์ไดออกไซด์	Sulfur dioxide
กรดกำมะถัน	Sulfuric acid
เกาะสุมาตรา	Sumatra
สุเมเรียน	Sumer
ฤดูร้อน	Summer
ซูโม่	Sumo
ดวงอาทิตย์	Sun
หมวดหมู่:ดวงอาทิตย์	Sun
ซุน ยัตเซ็น	Sun Yat-sen
วันอาทิตย์	Sunday
นาฬิกาแดด	Sundial
ทานตะวัน	Sunflower
จุดมืดดวงอาทิตย์	Sunspot
สภาพตัวนำยิ่งยวด	Superconductivity
ซูเปอร์แมน	Superman
ซูเปอร์โนวา	Supernova
ศัลยศาสตร์	Surgery
หมวดหมู่:ศัลยกรรม	Surgery
ประเทศซูรินาเม	Suriname
ลัทธิเหนือจริง	Surrealism
ซูชิ	Sushi
สฟาลบาร์	Svalbard
นกนางแอ่น	Swallow
สวัสติกะ	Swastika
ประเทศสวาซิแลนด์	Swaziland
ประเทศสวีเดน	Sweden
หมวดหมู่:ประเทศสวีเดน	Sweden
มันเทศ	Sweet potato
การว่ายน้ำ	Swimming
หมวดหมู่:การว่ายน้ำ	Swimming
ฟรังก์สวิส	Swiss franc
ประเทศสวิตเซอร์แลนด์	Switzerland
หมวดหมู่:ประเทศสวิตเซอร์แลนด์	Switzerland
ดาบ	Sword
ซิดนีย์	Sydney
พยางค์	Syllable
สัญลักษณ์	Symbol
ซิมโฟนี	Symphony
อาการ	Symptom
สุเหร่ายิว	Synagogue
สหภาพแรงงาน	Syndicate
วากยสัมพันธ์	Syntax
เครื่องสังเคราะห์เสียง	Synthesizer
ซิฟิลิส	Syphilis
ประเทศซีเรีย	Syria
การวิเคราะห์และออกแบบระบบ	System
T	T
เทเบิลเทนนิส	Table tennis
คำต้องห้าม	Taboo
แทซิทัส	Tacitus
เทควันโด	Taekwondo
แม่น้ำเทกัส	Tagus
ไท่เก๊ก	Tai chi chuan
ไทเป	Taipei
หมวดหมู่:ไต้หวัน	Taiwan
ไต้หวัน	Taiwan
ทัชมาฮาล	Taj Mahal
ประเทศทาจิกิสถาน	Tajikistan
ทัลก์	Talc
ทาลลินน์	Tallinn
รัฐทมิฬนาฑู	Tamil Nadu
ตัมเปเร	Tampere
ราชวงศ์ถัง	Tang Dynasty
รถถัง	Tank
แทนทาลัม	Tantalum
ประเทศแทนซาเนีย	Tanzania
ลัทธิเต๋า	Taoism
ทาชเคนต์	Tashkent
รัฐแทสเมเนีย	Tasmania
รสชาติ	Taste
การสัก	Tattoo
เทา (อักษรกรีก)	Tau
กลุ่มดาววัว	Taurus (constellation)
ภาษีอากร	Tax
อนุกรมวิธาน	Taxonomy
ทบิลิซิ	Tbilisi
ชา	Tea
ครู	Teacher
เทคนีเชียม	Technetium
เทคโน (แนวดนตรี)	Techno
เทคโนโลยี	Technology
หมวดหมู่:เทคโนโลยี	Technology
เตกูซิกัลปา	Tegucigalpa
เตหะราน	Tehran
โทรคมนาคม	Telecommunication
โทรเลข	Telegraphy
โทรศัพท์	Telephone
กล้องโทรทรรศน์	Telescope
กลุ่มดาวกล้องโทรทรรศน์	Telescopium
โทรทัศน์	Television
หมวดหมู่:โทรทัศน์	Television
เทลลูเรียม	Tellurium
อุณหภูมิ	Temperature
เทวสถาน	Temple
มหาวิหารเดียนา	Temple of Artemis
บัญญัติ 10 ประการ	Ten Commandments
มลรัฐเทนเนสซี	Tennessee
เทนนิส	Tennis
หมวดหมู่:เทนนิส	Tennis
เทียนซิง นอร์เก	Tenzing Norgay
เตกีลา	Tequila
เทอร์เบียม	Terbium
การก่อการร้าย	Terrorism
อัณฑะ	Testicle
บาดทะยัก	Tetanus
ทรงสี่หน้า	Tetrahedron
เตตร้าไฮโดรแคนนาบินอล	Tetrahydrocannabinol
มลรัฐเทกซัส	Texas
ผ้า	Textile
ประเทศไทย	Thailand
หมวดหมู่:ประเทศไทย	Thailand
เธลีส	Thales
แทลเลียม	Thallium
ทานาทอส	Thanatos
วันขอบคุณพระเจ้า	Thanksgiving
วันขอบคุณพระเจ้า	Thanksgiving (Canada)
วันขอบคุณพระเจ้า	Thanksgiving (United States)
วันขอบคุณพระเจ้า	Thanksgiving (disambiguation)
ประเทศแกมเบีย	The Gambia
เดอะ สตาร์-สแปงเกิลด์ แบนเนอร์	The Star-Spangled Banner
ละคร	Theatre
เทโอดอร์ มอมม์เซิน	Theodor Mommsen
ทีโอดอร์ รูสเวลต์	Theodore Roosevelt
เทววิทยา	Theology
ทฤษฎี	Theory
ทฤษฎีสัมพัทธภาพ	Theory of relativity
เถรวาท	Theravada
อุณหพลศาสตร์	Thermodynamics
เทอร์มอมิเตอร์	Thermometer
ทีตา	Theta
วิตามินบี1	Thiamine
โทมัส อควีนาส	Thomas Aquinas
โทมัส เอดิสัน	Thomas Edison
โทมัส ฮอบส์	Thomas Hobbes
ทอมัส เจฟเฟอร์สัน	Thomas Jefferson
โทมัส ยัง	Thomas Young (scientist)
ทอเรียม	Thorium
ทูเลียม	Thulium
วันพฤหัสบดี	Thursday
ไทมีน	Thymine
ต่อมไทรอยด์	Thyroid
เทียนจิน	Tianjin
เขตปกครองตนเองทิเบต	Tibet
หมวดหมู่:ทิเบต	Tibet
เสือ	Tiger
เวลา	Time
หมวดหมู่:เวลา	Time
ไทม์	Time (magazine)
เขตเวลา	Time zone
ตีมูร์	Timur
ดีบุก	Tin
เนื้อเยื่อ	Tissue (biology)
ไททัน	Titan (moon)
ไทเทเนียม	Titanium
ทิเชียน	Titian
วิตามินอี	Tocopherol
เต้าหู้	Tofu
ประเทศโตโก	Togo
โตเกียว	Tokyo
โตเลโด	Toledo
ทอม แฮงส์	Tom Hanks
ทอมแอนด์เจอร์รี	Tom and Jerry
มะเขือเทศ	Tomato
ตัน	Ton
ประเทศตองกา	Tonga
ลิ้น	Tongue
ตัน	Tonne
โทนี แบลร์	Tony Blair
ฟัน	Tooth
แปรงสีฟัน	Toothbrush
ทอพอลอยี	Topology
โตราห์	Torah
ทอร์นาโด	Tornado
โทรอนโต	Toronto
เต่า	Tortoise
ตูร์เดอฟรองซ์	Tour de France
การท่องเที่ยว	Tourism
หมวดหมู่:การท่องเที่ยว	Tourism
หอคอยบาเบล	Tower of Babel
หอคอยแห่งลอนดอน	Tower of London
เมือง	Town
พิษวิทยา	Toxicology
ของเล่น	Toy
โตโยต้า	Toyota
การค้าขาย	Trade
สหภาพแรงงาน	Trade union
เครื่องหมายการค้า	Trademark
ประเพณี	Tradition
โศกนาฏกรรม	Tragedy
รถไฟ	Train
สถานีรถไฟ	Train station
จำนวนอดิศัย	Transcendental number
หม้อแปลงไฟฟ้า	Transformer
ทรานซิสเตอร์	Transistor
การเขียนคำทับศัพท์	Transliteration
Transmission Control Protocol	Transmission Control Protocol
หมวดหมู่:การขนส่ง	Transportation
สนธิสัญญาแวร์ซายส์	Treaty of Versailles
ต้นไม้	Tree
รูปสามเหลี่ยม	Triangle
กลุ่มดาวสามเหลี่ยม	Triangulum
กลุ่มดาวสามเหลี่ยมใต้	Triangulum Australe
ยุคไทรแอสซิก	Triassic
ฟังก์ชันตรีโกณมิติ	Trigonometric function
ตรีโกณมิติ	Trigonometry
ประเทศตรินิแดดและโตเบโก	Trinidad and Tobago
ทีเอ็นที	Trinitrotoluene
ตรีเอกภาพ	Trinity
ทริเทียม	Tritium
ไทรทัน	Triton (moon)
สงครามเมืองทรอย	Trojan War
ม้าโทรจัน (คอมพิวเตอร์)	Trojan horse (computing)
โทรลล์	Troll
เกรียน	Troll (Internet)
ทรอมโบน	Trombone
ทรัมเป็ต	Trumpet
ความจริง	Truth
ซาร์	Tsar
คลื่นสึนามิ	Tsunami
วัณโรค	Tuberculosis
กลุ่มดาวนกทูแคน	Tucana
วันอังคาร	Tuesday
เนื้องอก	Tumor
ทังสเตน	Tungsten
ประเทศตูนิเซีย	Tunisia
โตริโน	Turin
เครื่องจักรทัวริง	Turing machine
ประเทศตุรกี	Turkey
หมวดหมู่:ประเทศตุรกี	Turkey
ประเทศเติร์กเมนิสถาน	Turkmenistan
ขมิ้น	Turmeric
เต่า	Turtle
แคว้นตอสกานา	Tuscany
ประเทศตูวาลู	Tuvalu
ไทโค บราเฮ	Tycho Brahe
เครื่องพิมพ์ดีด	Typewriter
ไทฟอน	Typhon
ไทรันโนซอรัส เร็กซ์	Tyrannosaurus
U	U
ยูเนสโก	UNESCO
ประเทศยูกันดา	Uganda
ประเทศยูเครน	Ukraine
หมวดหมู่:ประเทศยูเครน	Ukraine
อูลานบาตอร์	Ulan Bator
การตรวจอัลตร้าซาวด์	Ultrasound
รังสีอัลตราไวโอเลต	Ultraviolet
ร่ม	Umbrella
แคว้นอุมเบรีย	Umbria
ยูนิคอร์น	Unicorn
ยูเอฟโอ	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
สหรัฐอาหรับเอมิเรตส์	United Arab Emirates
สหราชอาณาจักร	United Kingdom
หมวดหมู่:สหราชอาณาจักร	United Kingdom
สหประชาชาติ	United Nations
หมวดหมู่:สหประชาชาติ	United Nations
กองทุนเพื่อเด็กแห่งสหประชาชาติ	United Nations Children's Fund
สหรัฐอเมริกา	United States
หมวดหมู่:สหรัฐอเมริกา	United States
รัฐสภาคองเกรสแห่งสหรัฐอเมริกา	United States Congress
สภาผู้แทนราษฎรแห่งสหรัฐอเมริกา	United States House of Representatives
วุฒิสภาสหรัฐอเมริกา	United States Senate
หมู่เกาะเวอร์จินของสหรัฐอเมริกา	United States Virgin Islands
ดอลลาร์สหรัฐ	United States dollar
เอกภพ	Universe
มหาวิทยาลัย	University
มหาวิทยาลัยชิคาโก	University of Chicago
มหาวิทยาลัยเพนซิลเวเนีย	University of Pennsylvania
ยูนิกซ์	Unix
อูนอูนเบียม	Ununbium
อูนอูนเฮกเซียม	Ununhexium
อูนอูนเพนเทียม	Ununpentium
อูนอูนควอเดียม	Ununquadium
อูนอูนเทรียม	Ununtrium
