Serbian	English
Пољска	Poland
Категорија:Пољска	Poland
Бели медвед	Polar bear
Полиција	Police
Политичка партија	Political party
Политичке науке	Political science
Политика	Politics
Категорија:Политика	Politics
Контаминација	Pollution
Поло (спорт)	Polo
Полонијум	Polonium
Полигамија	Polygamy
Многоугао	Polygon
Полиедар	Polyhedron
Полихимнија	Polyhymnia
Полимер	Polymer
Полинезија	Polynesia
Полином	Polynomial
Политеизам	Polytheism
Нар	Pomegranate
Гнеј Помпеј Велики	Pompey
Поп-арт	Pop art
Папа	Pope
Топола (дрво)	Poplar
Популизам	Populism
Порцелан	Porcelain
Порнографија	Pornography
Порт Луис	Port Louis
Порт Морсби	Port Moresby
Порт Вила	Port Vila
Порт о Пренс	Port-au-Prince
Портланд	Portland
Портрет	Portrait
Португал	Portugal
Категорија:Португал	Portugal
Посејдон	Poseidon
Позитрон	Positron
Поштанска марка	Postage stamp
Поштански код	Postal code
Постмодернизам	Postmodernism
Калијум	Potassium
Шалитра	Potassium nitrate
Кромпир	Potato
Потенцијална енергија	Potential energy
Потсдам	Potsdam
Британска фунта	Pound sterling
Сиромаштво	Poverty
Претор	Praetor
Праг	Prague
Категорија:Праг	Prague
Праја	Praia
Празеодијум	Praseodymium
Молитва	Prayer
Падавине	Precipitation (meteorology)
Трудноћа	Pregnancy
Праисторија	Prehistory
Категорија:Праисторија	Prehistory
Председник	President
Председник Сједињених Америчких Држава	President of the United States
Притисак	Pressure
Преторија	Pretoria
Пријам	Priam
Цена	Price
Примати	Primate
Категорија:Примати	Primates
Премијер	Prime minister
Прост број	Prime number
Острво Принца Едварда	Prince Edward Island
Штампарство	Printing
Приони	Prion
Ратни заробљеници	Prisoner of war
Вероватноћа	Probability
Теорија вероватноће	Probability theory
Категорија:Теорија вероватноће	Probability theory
Професор	Professor
Профит	Profit
Програмски језик	Programming language
Progresivni rok	Progressive rock
Прокариоте	Prokaryote
Прометеј	Prometheus
Прометијум	Promethium
Заменице	Pronoun
Пропаганда	Propaganda
Пропан	Propane
Проза	Prose
Протактинијум	Protactinium
Протеин	Protein
Реформација	Protestant Reformation
Протестантизам	Protestantism
Протисти	Protist
Протон	Proton
Протозоа	Protozoa
Прусија	Prussia
Псалми	Psalms
Категорија:Псеудонаука	Pseudoscience
Псеудонаука	Pseudoscience
Психијатрија	Psychiatry
Категорија:Психијатрија	Psychiatry
Психоанализа	Psychoanalysis
Психологија	Psychology
Категорија:Психологија	Psychology
Психоза	Psychosis
Психотерапија	Psychotherapy
Птах	Ptah
Птеросаури	Pterosaur
Птолемејиди	Ptolemaic dynasty
Клаудије Птоломеј	Ptolemy
Пубертет	Puberty
Јавно власништво	Public domain
Односи с јавношћу	Public relations
Порторико	Puerto Rico
Категорија:Порторико	Puerto Rico
Пула	Pula
Пулсар	Pulsar
Пенџаб (Индија)	Punjab (India)
Категорија:Панк	Punk
Панк	Punk rock
Пјонгјанг	Pyongyang
Пирамиде	Pyramid
Пирамида (геометрија)	Pyramid (geometry)
Пиринеји	Pyrenees
Пирова победа	Pyrrhic victory
Питагора	Pythagoras
Програмски језик Пајтон	Python (programming language)
Q (слово латинице)	Q
Катар	Qatar
Категорија:Катар	Qatar
Династија Ћинг	Qing Dynasty
Квадратна једначина	Quadratic equation
Четвороугао	Quadrilateral
Квестор	Quaestor
Квантна механика	Quantum mechanics
Категорија:Квантна механика	Quantum mechanics
Карантин	Quarantine
Кварк	Quark
Кварц	Quartz
Квазар	Quasar
Квартар	Quaternary
Кватернион	Quaternion
Квебек	Quebec
Квебек (град)	Quebec City
Кечуа језик	Quechua
Краљица (шах)	Queen (chess)
Квинс	Queens
Квинсленд	Queensland
Квентин Тарантино	Quentin Tarantino
Знак питања	Question mark
Дуња	Quince
Кито	Quito
R (слово латинице)	R
РАФ	RAF (disambiguation)
Рибонуклеинска киселина	RNA
Ра	Ra
Рабат	Rabat
Рабин	Rabbi
Рабиндранат Тагор	Rabindranath Tagore
Раса	Race
Рејчел Карсон	Rachel Carson
Расизам	Racism
Категорија:Расизам	Racism
Радар	Radar
Радијан	Radian
Категорија:Радио	Radio
Радио телескоп	Radio telescope
Радиоактивност	Radioactive decay
Радијум	Radium
Полупречник	Radius
Радон	Radon
Киша	Rain
Дуга	Rainbow
Рајнер Марија Рилке	Rainer Maria Rilke
Рамајана	Ramayana
Рамзес II	Ramesses II
RAM	Random access memory
Љутићи	Ranunculaceae
Силовање	Rape
Рафаел	Raphael
Категорија:Метро	Rapid transit
Малина	Raspberry
Пацов	Rat
Рационалан број	Rational number
Равена	Ravenna
ROM	Read-only memory
Реалан број	Real number
Ресифе	Recife
Правоугаоник	Rectangle
Исправљач	Rectifier
Рекурзија	Recursion
Recikliranje	Recycling
Црвена боја	Red
Фракција црвене армије	Red Army Faction
Црвена лисица	Red Fox
Црвена панда	Red Panda
Црвено море	Red Sea
Црвене алге	Red algae
Црвена крвна зрнца	Red blood cell
Crveni div	Red giant
Црвени помак	Redshift
Црвени помак	Redshift (disambiguation)
RISC	Reduced instruction set computer
Референдум	Referendum
Индекс преламања	Refractive index
Избеглица	Refugee
Реге	Reggae
Пук	Regiment
Риџајна	Regina
Ремс	Reims
Реинкарнација	Reincarnation
Ирвас	Reindeer
Релација (математика)	Relation (mathematics)
Категорија:Релативност	Relativity
Религија	Religion
Категорија:Религија	Religion
Рембрант	Rembrandt
Ренесанса	Renaissance
Категорија:Ренесанса	Renaissance
Репродукција	Reproduction
Гмизавци	Reptile
Република	Republic
Република Кина	Republic of China
Република Ирска	Republic of Ireland
Категорија:Република Ирска	Republic of Ireland
Република Конго	Republic of the Congo
Категорија:Република Конго	Republic of the Congo
Републиканска странка (САД)	Republican Party (United States)
Отпорник	Resistor
Систем органа за дисање	Respiratory system
Ресторан	Restaurant
Ретинол	Retinol
Револуција	Revolution
Револвер	Revolver
Реа	Rhea (mythology)
Ренијум	Rhenium
Категорија:Реторика	Rhetoric
Рајна	Rhine
Носорози	Rhinoceros
Род Ајленд	Rhode Island
Родос	Rhodes
Родијум	Rhodium
Ромб	Rhombus
Ritam i bluz	Rhythm and blues
Витамин Б2	Riboflavin
Рибозом	Ribosome
Пиринач	Rice
Ричард Филип Фајнман	Richard Feynman
Ричард Никсон	Richard Nixon
Рихард Штраус	Richard Strauss
Рихард Вагнер	Richard Wagner
Ричард Рајт	Richard Wright (musician)
Рига	Riga
Ригел VII	Rigel
Прстен (математика)	Ring (mathematics)
Ринго Стар	Ringo Starr
Рио де Жанеиро	Rio de Janeiro
Рио де Жанеиро (држава)	Rio de Janeiro (state)
Река	River
Темза	River Thames
Ријад	Riyadh
Пут	Road
Роалд Амундсен	Roald Amundsen
Роберт Миликен	Robert Andrews Millikan
Роберт Бојл	Robert Boyle
Роберт Де Ниро	Robert De Niro
Роберт Фалкон Скот	Robert Falcon Scott
Роберт Хук	Robert Hooke
Роберт Кох	Robert Koch
Роберт Луис Стивенсон	Robert Louis Stevenson
Роберт Опенхајмер	Robert Oppenheimer
Robert Redford	Robert Redford
Роберт Шуман (композитор)	Robert Schumann
Робот	Robot
Стене	Rock (geology)
Рокенрол	Rock and roll
Категорија:Рок	Rock music
Стеновите планине	Rocky Mountains
Рококо	Rococo
Глодари	Rodent
Срна	Roe Deer
Рентгенијум	Roentgenium
Роџер Бејкон	Roger Bacon
Римокатоличка црква	Roman Catholic Church
Римско царство	Roman Empire
Римска Република	Roman Republic
Римски календар	Roman calendar
Римско право	Roman law
Римска легија	Roman legion
Римска митологија	Roman mythology
Категорија:Римска митологија	Roman mythology
Румунија	Romania
Категорија:Румунија	Romania
Романш	Romansh
Романтизам	Romanticism
Рим	Rome
Категорија:Рим	Rome
Роналд Реган	Ronald Reagan
Топ (шах)	Rook (chess)
Рузвелт	Roosevelt
Корен	Root
Роза Паркс	Rosa Parks
Rosaceae	Rosaceae
Rosales	Rosales
Росарио	Rosario
Ружа	Rose
Камен из Розете	Rosetta Stone
Рош Хашана	Rosh Hashanah
Росово море	Ross Sea
Росток	Rostock
Ротердам	Rotterdam
Рутер	Router
Веслање	Rowing (sport)
Краљевско друштво	Royal Society
Рубикон	Rubicon
Рубидијум	Rubidium
Рубља	Ruble
Малина	Rubus idaeus
Рубин	Ruby
Програмски језик Руби	Ruby (programming language)
Рудолф Хес	Rudolf Hess
Рудолф Штајнер	Rudolf Steiner
Радјард Киплинг	Rudyard Kipling
Рагби	Rugby football
Руперт Мердок	Rupert Murdoch
Русија	Russia
Категорија:Русија	Russia
Руска православна црква	Russian Orthodox Church
Рутенијум	Ruthenium
Радерфордијум	Rutherfordium
Руанда	Rwanda
Категорија:Руанда	Rwanda
S (слово латинице)	S
Свете тајне	Sacrament
Сакраменто	Sacramento
Садам Хусеин	Saddam Hussein
Safari (brauzer)	Safari (web browser)
Шафран	Saffron
Сахара	Sahara
Светац	Saint
Андреј Првозвани	Saint Andrew
Свети великомученик Георгије	Saint George
Свети Китс и Невис	Saint Kitts and Nevis
Категорија:Свети Китс и Невис	Saint Kitts and Nevis
Света Луција (острво)	Saint Lucia
Категорија:Света Луција	Saint Lucia
Острво Свети Мартин	Saint Martin
Свети Никола	Saint Nicholas
Свети апостол Петар	Saint Peter
Санкт Петербург	Saint Petersburg
Свети Винсент и Гренадини	Saint Vincent and the Grenadines
Категорија:Свети Винсент и Гренадини	Saint Vincent and the Grenadines
Sake	Sake
Саладин	Saladin
Намаз (молитва)	Salah
Салерно	Salerno
Пљувачка	Saliva
Salman Rušdi	Salman Rushdie
Пастрмке	Salmonidae
Солт Лејк Сити	Salt Lake City
Салвадор (Бразил)	Salvador
Салцбург	Salzburg
Салцбург (покрајина)	Salzburg (state)
Самара	Samara
Самаријум	Samarium
Самарканд	Samarkand
Самоа	Samoa
Категорија:Самоа	Samoa
Самсара	Samsara
Семјуел Бекет	Samuel Beckett
Семјуел Морзе	Samuel F. B. Morse
Самурај	Samurai
Сан Антонио	San Antonio
Сан Дијего	San Diego
Сан Франциско	San Francisco
Сан Хозе	San Jose
Сан Марино	San Marino
Категорија:Сан Марино	San Marino
Сан Марино (град)	San Marino
Сан Салвадор	San Salvador
Песак	Sand
Сандро Ботичели	Sandro Botticelli
Пешчар	Sandstone
Санскрит	Sanskrit
Санта Фе	Santa Fe
Сантијаго де Чиле	Santiago
Сантјаго де Куба	Santiago de Cuba
Санто Доминго	Santo Domingo
Сапфа	Sappho
Сапоро	Sapporo
Сара Бернар	Sarah Bernhardt
Сарајево	Sarajevo
Саратов	Saratov
Sarkofag	Sarcophagus
Сардинија	Sardinia
Саскачеван	Saskatchewan
Шејтан	Satan
Сатанизам	Satanism
Вештачки сателит	Satellite
Субота	Saturday
Сатурн (планета)	Saturn
Категорија:Сатурн	Saturn
Сатурн	Saturn (disambiguation)
Сатурн (митологија)	Saturn (mythology)
Сатири	Satyr
Зачин	Sauce
Саудијска Арабија	Saudi Arabia
Категорија:Саудијска Арабија	Saudi Arabia
Сол Белоу	Saul Bellow
Савана	Savanna
Саксонија	Saxony
Категорија:Саксонија	Saxony
Саксофон	Saxophone
Скандинавија	Scandinavia
Скандијум	Scandium
Лопатица	Scapula
Схизофренија	Schizophrenia
Схоластика	Scholasticism
Школа	School
Шуцштафел	Schutzstaffel
Наука	Science
Категорија:Наука	Science
Научна фантастика	Science fiction
Категорија:Научна фантастика	Science fiction
Научни метод	Scientific method
Публије Корнелије Сципион Африканац Старији	Scipio Africanus
Sciuridae	Sciuridae
Скорпије	Scorpion
Шкотска	Scotland
Категорија:Шкотска	Scotland
Шкотски гелски језик	Scottish Gaelic
Вијак	Screw
Одвијач	Screwdriver
Скротум	Scrotum
Вајарство	Sculpture
Категорија:Вајарство	Sculpture
Море	Sea
Морска видра	Sea Otter
Морска саса	Sea anemone
Азовско море	Sea of Azov
Јапанско море	Sea of Japan
Мраморно море	Sea of Marmara
Охотско море	Sea of Okhotsk
Морски јежеви	Sea urchin
Сиборгијум	Seaborgium
Морски коњић	Seahorse
Интернет претраживач	Search engine
Сијетл	Seattle
Секунд	Second
Други крсташки рат	Second Crusade
Други принцип термодинамике	Second law of thermodynamics
Секта	Sect
Категорија:Безбедност	Security
Седиментне стене	Sedimentary rock
Семе	Seed
Сеговија	Segovia
Сена	Seine
Сеизмологија	Seismology
Категорија:Сеизмологија	Seismology
Селен	Selenium
Селеук I	Seleucus I Nicator
Семантика	Semantics
Категорија:Семантика	Semantics
Полупроводник	Semiconductor
Семиологија	Semiotics
Семити	Semitic
Сенатор	Senate
Сенегал	Senegal
Категорија:Сенегал	Senegal
Сеул	Seoul
Сепуку	Seppuku
Септембар	September
11. септембар	September 11
Напади 11. септембра 2001.	September 11
17. септембар	September 17
29. септембар	September 29
Септуагинта	Septuagint
Србија	Serbia
Категорија:Србија	Serbia
Србија и Црна Гора	Serbia and Montenegro
Категорија:Србија и Црна Гора	Serbia and Montenegro
Сергеј Ејзенштајн	Sergei Eisenstein
Сергеј Рахмањинов	Sergei Rachmaninoff
Ред (математика)	Series (mathematics)
Серотонин	Serotonin
Server	Server (computing)
Скуп	Set
Сет (митологија)	Set (mythology)
Теорија скупова	Set theory
Категорија:Теорија скупова	Set theory
Седмогодишњи рат	Seven Years' War
Севиља	Seville
Сексизам	Sexism
Секс	Sexual intercourse
Категорија:Сексуалност	Sexuality
Полне болести	Sexually transmitted disease
Сејшели	Seychelles
Категорија:Сејшели	Seychelles
Šamanizam	Shamanism
Шангај	Shanghai
Акција	Share (finance)
Шеријат	Sharia
Ајкула	Shark
Шефилд	Sheffield
Šerlok Holms	Sherlock Holmes
Штит	Shield
Шикоку	Shikoku
Шинтоизам	Shinto
Брод	Ship
Шива	Shiva
Шогун	Shogun
Стенограф	Shorthand
Сибир	Siberia
Сибирски хаски	Siberian Husky
Сечуан	Sichuan
Сицилија	Sicily
Категорија:Сицилија	Sicily
Сименс (јединица)	Siemens (unit)
Сијера Леоне	Sierra Leone
Категорија:Сијера Леоне	Sierra Leone
Зигмунд Фројд	Sigmund Freud
Сигрид Унсет	Sigrid Undset
Сикизам	Sikhism
Сиким	Sikkim
Шлеска	Silesia
Силицијум	Silicon
Силицијум диоксид	Silicon dioxide
Пут свиле	Silk Road
Сребро	Silver
Симон де Бовоар	Simone de Beauvoir
Грех	Sin
Синклер Луис	Sinclair Lewis
Сингапур	Singapore
Категорија:Сингапур	Singapore
Сингл (музика)	Single (music)
Сиријус	Sirius
Сизиф	Sisyphus
Бик Који Седи	Sitting Bull
Шестодневни рат	Six-Day War
Скагерак	Skagerrak
Скептицизам	Skepticism
Skinhedsi	Skinhead
Скопље	Skopje
Лобања	Skull
Облакодер	Skyscraper
Робовласништво	Slavery
Словачка	Slovakia
Категорија:Словачка	Slovakia
Словенија	Slovenia
Категорија:Словенија	Slovenia
Танко црево	Small intestine
Смоленск	Smolensk
Змије	Snake
Снукер	Snooker
Снијег	Snow
Социјална психологија	Social psychology
Социјализам	Socialism
Категорија:Социјализам	Socialism
Категорија:Људска друштва	Society
Друштво	Society
Исусовци	Society of Jesus
Социолингвистика	Sociolinguistics
Социологија	Sociology
Категорија:Социологија	Sociology
Сократ	Socrates
Натријум	Sodium
Кухињска со	Sodium chloride
Софија	Sofia
Софтбол	Softball
Едафски фактори	Soil
Сунчев систем	Solar System
Категорија:Сунчев систем	Solar System
Соларна енергија	Solar energy
Сунчев ветар	Solar wind
Соломон	Solomon
Соломонова Острва	Solomon Islands
Категорија:Соломонова Острва	Solomon Islands
Солон	Solon
Раствор	Solution
Растварач	Solvent
Сомалија	Somalia
Категорија:Сомалија	Somalia
Сома (департман)	Somme
Соната	Sonata
Песма над песмама	Song of Solomon
Сонет	Sonnet
Софија Лорен	Sophia Loren
Софокле	Sophocles
Сирак	Sorghum
Душа	Soul
Звук	Sound
Супа	Soup
Југ	South
Категорија:Јужноафричка Република	South Africa
Јужна Америка	South America
Категорија:Јужна Америка	South America
Јужна Аустралија	South Australia
Јужна Каролина	South Carolina
Јужно кинеско море	South China Sea
Јужна Дакота	South Dakota
Јужно острво	South Island
Јужна Кореја	South Korea
Категорија:Јужна Кореја	South Korea
Јужни пол	South Pole
Јужни Вијетнам	South Vietnam
Југоисточна Азија	Southeast Asia
Јужна хемисфера	Southern Hemisphere
Suverenost	Sovereignty
Савез Совјетских Социјалистичких Република	Soviet Union
Категорија:Совјетски Савез	Soviet Union
Соја	Soybean
Свемирске летелице	Spacecraft
Шпанија	Spain
Категорија:Шпанија	Spain
Шпански грађански рат	Spanish Civil War
Категорија:Шпанци	Spanish people
Спарта	Sparta
Specijalna teorija relativnosti	Special relativity
Врста (биологија)	Species
Спектроскопија	Spectroscopy
Брзина светлости	Speed of light
Спенсер Трејси	Spencer Tracy
Сфера	Sphere
Сфинга	Sphinx
Пауци	Spider
Спин	Spin (physics)
Кичмена мождина	Spinal cord
Спирална галаксија	Spiral galaxy
Слезина	Spleen
Сплит	Split
Сунђери	Sponge
Спорт	Sport
Шпреја	Spree
Пролеће	Spring (season)
Спајвер	Spyware
Squamata	Squamata
Квадрат	Square (geometry)
Квадратни метар	Square metre
Квадратни корен	Square root
Skvoš	Squash (sport)
Веверица	Squirrel
Сри Ланка	Sri Lanka
Категорија:Сри Ланка	Sri Lanka
Сент Луис	St. Louis
Стадион	Stadium
Витраж	Stained glass
Нерђајући челици	Stainless steel
Стандардна девијација	Standard deviation
Стенли Кјубрик	Stanley Kubrick
Звезда	Star
Давидова звезда	Star of David
Морске звезде	Starfish
Држава	State
Статистичка механика	Statistical mechanics
Статистика	Statistics
Категорија:Статистика	Statistics
Кип слободе	Statue of Liberty
Парна машина	Steam engine
Челик	Steel
Штефи Граф	Steffi Graf
Стегосаур	Stegosaurus
Изворна ћелија	Stem cell
Стендал	Stendhal
Стивен Хокинг	Stephen Hawking
Степа	Steppe
Стерадијан	Steradian
Стернум	Sternum
Стероиди	Steroid
Стивен Спилберг	Steven Spielberg
Стокхолм	Stockholm
Камено доба	Stone Age
Стоунхенџ	Stonehenge
Рода	Stork
Олуја	Storm
Гибралтарски мореуз	Strait of Gibraltar
Магеланов мореуз	Strait of Magellan
Месински мореуз	Strait of Messina
Категорија:Мореузи	Straits
Стразбур	Strasbourg
Стратегија	Strategy
Стратиграфија	Stratigraphy
Стратосфера	Stratosphere
Стрес	Stress (medicine)
Јака сила	Strong interaction
Стронцијум	Strontium
Шаблон:Клица	Stub
Студент	Student
Ступа	Stupa
Штурмабтајлунг	Sturmabteilung
Штутгарт	Stuttgart
Подсахарска Африка	Sub-Saharan Africa
Potkultura	Subculture
Сублимација (физика)	Sublimation (chemistry)
Подморница	Submarine
Подскуп	Subset
SVN	Subversion (software)
Сукре	Sucre
Сахароза	Sucrose
Судан	Sudan
Категорија:Судан	Sudan
Судоку	Sudoku
Суецки канал	Suez Canal
Суфизам	Sufism
Сухарто	Suharto
Сулавеси	Sulawesi
Сумпор	Sulfur
Сумпор диоксид	Sulfur dioxide
Сумпорна киселина	Sulfuric acid
Султан	Sultan
Суматра	Sumatra
Сумер	Sumer
Лето	Summer
Сунце	Sun
Категорија:Сунце	Sun
Недеља	Sunday
Сунчани сат	Sundial
Сунцокрет	Sunflower
Сунити	Sunni Islam
Сунчеве пеге	Sunspot
Суперпроводност	Superconductivity
Супермен	Superman
Supernova	Supernova
Хирургија	Surgeon
Хирургија	Surgery
Категорија:Хирургија	Surgery
Суринам	Suriname
Категорија:Суринам	Suriname
Надреализам	Surrealism
Сува	Suva
Свалбард	Svalbard
Кукасти крст	Swastika
Свазиленд	Swaziland
Категорија:Свазиленд	Swaziland
Шведска	Sweden
Категорија:Шведска	Sweden
Шведска круна	Swedish krona
Пливање	Swimming
Категорија:Пливање	Swimming
Швајцарски франак	Swiss franc
Категорија:Швајцарци	Swiss people
Швајцарска	Switzerland
Категорија:Швајцарска	Switzerland
Мач	Sword
Сиднеј	Sydney
Симбиоза	Symbiosis
Симбол	Symbol
Simfonija	Symphony
Симптом	Symptom
Синагога	Synagogue
Синдикат	Syndicate
Синоним	Synonym
Синтакса	Syntax
Синтисајзер	Synthesizer
Сифилис	Syphilis
Сирија	Syria
Категорија:Сирија	Syria
Систем	System
Систематика	Systematics
T (слово латинице)	T
Томас Стернс Елиот	T. S. Eliot
Стони тенис	Table tennis
Табу	Taboo
Тацит	Tacitus
Теквондо	Taekwondo
Тахити	Tahiti
Тајпеј	Taipei
Категорија:Тајван	Taiwan
Таџ Махал	Taj Mahal
Таџикистан	Tajikistan
Категорија:Таџикистан	Tajikistan
Талк	Talc
Талибани	Taliban
Талин	Tallinn
Талмуд	Talmud
Тамил Наду	Tamil Nadu
Тампа	Tampa
Тампере	Tampere
Танго	Tango (dance)
Тенк	Tank
Тантал	Tantalum
Тантал (митологија)	Tantalus
Танзанија	Tanzania
Категорија:Танзанија	Tanzania
Таоизам	Taoism
Tardigrada	Tardigrade
Тарн	Tarn
Тарту	Tartu
Ташкент	Tashkent
Тасманово море	Tasman Sea
Тасманија	Tasmania
Таксономија	Taxonomy
Европска тиса	Taxus baccata
Тбилиси	Tbilisi
Чај	Tea
Категорија:Чајеви	Tea
Техницијум	Technetium
Tehno	Techno
Технологија	Technology
Категорија:Технологија	Technology
Тегусигалпа	Tegucigalpa
Техеран	Tehran
Тел Авив	Tel Aviv
Телекомуникације	Telecommunication
Телеграф	Telegraphy
Телепатија	Telepathy
Телефон	Telephone
Телескоп	Telescope
Телевизија	Television
Категорија:Телевизија	Television
Телур	Tellurium
Температура	Temperature
Храм	Temple
Артемидин храм	Temple of Artemis
Десет Божјих заповести	Ten Commandments
Тенерифе	Tenerife
Тенеси	Tennessee
Тенеси Вилијамс	Tennessee Williams
Тенис	Tennis
Категорија:Тенис	Tennis
Тензинг Норгај	Tenzing Norgay
Тербијум	Terbium
Термит	Termite
Терпсихора	Terpsichore
Терестричка планета	Terrestrial planet
Тероризам	Terrorism
Категорија:Тероризам	Terrorism
Тертулијан	Tertullian
Тесла (јединица)	Tesla (unit)
Тестис	Testicle
Тестостерон	Testosterone
Тетанус	Tetanus
Тетија	Tethys (mythology)
Тетраедар	Tetrahedron
Tetrahidrokanabinol	Tetrahydrocannabinol
Тексас	Texas
Tekstil	Textile
Тајланд	Thailand
Категорија:Тајланд	Thailand
Талес из Милета	Thales
Талија	Thalia
Талијум	Thallium
Нагон смрти	Thanatos
Гамбија	The Gambia
Категорија:Гамбија	The Gambia
Хаг	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Сценска уметност	Theatre
Теба (сателит)	Thebe (moon)
Теба (град у Грчкој)	Thebes
Теба (град у Египту)	Thebes
Теја (митологија)	Theia
Темида	Themis
Темистокле	Themistocles
Теократија	Theocracy
Теодор Момсен	Theodor Mommsen
Теодор Рузвелт	Theodore Roosevelt
Теодосије I	Theodosius I
Теологија	Theology
Категорија:Теологија	Theology
Теорема	Theorem
Теорија	Theory
Теорија релативитета	Theory of relativity
Teravada	Theravada
Термодинамика	Thermodynamics
Категорија:Термодинамика	Thermodynamics
Тезеј	Theseus
Солун	Thessaloniki
Периферија Тесалија	Thessaly
Тетида	Thetis
Витамин Б1	Thiamine
Трећи крсташки рат	Third Crusade
Трећи свет	Third World
Тридесетогодишњи рат	Thirty Years' War
Тома Аквински	Thomas Aquinas
Томас Алва Едисон	Thomas Edison
Томас Харди	Thomas Hardy
Томас Хобс	Thomas Hobbes
Томас Џеферсон	Thomas Jefferson
Томас Роберт Малтус	Thomas Malthus
Томас Ман	Thomas Mann
Tomas Mor	Thomas More
Томас Пејн	Thomas Paine
Томас Јанг	Thomas Young (scientist)
Тор (митологија)	Thor
Торијум	Thorium
Мишљење	Thought
Тракија	Thrace
Тукидид	Thucydides
Тулијум	Thulium
Тирингија	Thuringia
Категорија:Тирингија	Thuringia
Четвртак	Thursday
Мајчина душица	Thyme
Тимин	Thymine
Штитаста жлезда	Thyroid
Тијенђин	Tianjin
Тибар	Tiber
Тиберије	Tiberius
Тибет	Tibet
Огњена Земља	Tierra del Fuego
Тигар	Tiger
Тигар (река)	Tigris
Липа (дрво)	Tilia
Тимбукту	Timbuktu
Време	Time
Категорија:Време	Time
Тајм (магазин)	Time (magazine)
Временска зона	Time zone
Тимор	Timor
Тамерлан	Timur
Калај	Tin
Тирана	Tirana
Ткиво	Tissue (biology)
Титан (месец)	Titan (moon)
Титанијум	Titanium
Тицијан Вечели	Titian
Тит	Titus
Токантинс	Tocantins (state)
Того	Togo
Категорија:Того	Togo
Токио	Tokyo
Толедо	Toledo
Том Хенкс	Tom Hanks
Том и Џери	Tom and Jerry
Парадајз	Tomato
Тона	Ton
Тонга	Tonga
Тони Морисон	Toni Morrison
Тона	Tonne
Тони Блер	Tony Blair
Alat	Tool
Зуби	Tooth
Топологија	Topology
Категорија:Топологија	Topology
Тора	Torah
Торнадо	Tornado
Торонто	Toronto
Торпедо	Torpedo
Момент силе	Torque
Корњача	Tortoise
Торус	Torus
Тоталитаризам	Totalitarianism
Тулон	Toulon
Тулуз	Toulouse
Тур де Франс	Tour de France
Туризам	Tourism
Категорија:Туризам	Tourism
Куле	Tower
Вавилонска кула	Tower of Babel
Лондон тауер	Tower of London
Град	Town
Отров	Toxicity
Токсикологија	Toxicology
Тојота	Toyota
Трактор	Tractor
Синдикат	Trade union
Традиција	Tradition
Воз	Train
Трајан	Trajan
Трансформатор	Transformer
Транзистор	Transistor
Категорија:Саобраћај	Transportation
Транссексуализам	Transsexualism
Трансилванија	Transylvania
Трапез (геометрија)	Trapezoid
Међународни уговор	Treaty
Версајски споразум	Treaty of Versailles
Дрво	Tree
Тренто	Trento
Троугао	Triangle
Тријас	Triassic
Трицератопс	Triceratops
Трир	Trier
Тригонометријске функције	Trigonometric function
Тригонометрија	Trigonometry
Категорија:Тригонометрија	Trigonometry
Трилобити	Trilobite
Трилогија	Trilogy
Тринидад и Тобаго	Trinidad and Tobago
Категорија:Тринидад и Тобаго	Trinidad and Tobago
ТНТ	Trinitrotoluene
Света Тројица	Trinity
Триполи	Tripoli
Трицијум	Tritium
Тритон (митологија)	Triton (mythology)
Тројански коњ (митологија)	Trojan Horse
Тројански рат	Trojan War
Тројански коњ (информатика)	Trojan horse (computing)
Трол	Troll
Интернет трол	Troll (Internet)
Тролејбус	Trolleybus
Тромбон	Trombone
Трондхајм	Trondheim
Тропосфера	Troposphere
Троја (град)	Troy
Труба	Trumpet
Истина	Truth
Тригве Ли	Trygve Lie
Цар	Tsar
Цунами	Tsunami
Туарези	Tuareg
Туба	Tuba
Туберкулоза	Tuberculosis
Тусон	Tucson
Уторак	Tuesday
Лала	Tulip
Волфрам	Tungsten
Плашташи	Tunicate
Тунис (град)	Tunis
Тунис	Tunisia
Категорија:Тунис	Tunisia
Тунел	Tunnel
Торино	Turin
Тјурингова машина	Turing machine
Турска	Turkey
Категорија:Турска	Turkey
Туркменистан	Turkmenistan
Категорија:Туркменистан	Turkmenistan
Корњача	Turtle
Тоскана	Tuscany
Тувалу	Tuvalu
Tuks	Tux
Тихо Брахе	Tycho Brahe
Тифон	Typhon
Tipografija	Typography
Категорија:Типографија	Typography
Тираносаурус	Tyrannosaurus
Тир	Tyre
Тирол (покрајина)	Tyrol (state)
Тиренско море	Tyrrhenian Sea
U (слово латинице)	U
Унеско	UNESCO
Уфа	Ufa
Уганда	Uganda
Категорија:Уганда	Uganda
Украјина	Ukraine
Категорија:Украјина	Ukraine
Улан Батор	Ulan Bator
Алстер	Ulster
Ултраљубичасто зрачење	Ultraviolet
Јулисиз Симпсон Грант	Ulysses S. Grant
Умбрија	Umbria
Незапосленост	Unemployment
Једнорог	Unicorn
НЛО	Unidentified flying object
Уједињени Арапски Емирати	United Arab Emirates
Категорија:Уједињени Арапски Емирати	United Arab Emirates
Уједињено Краљевство	United Kingdom
Категорија:Уједињено Краљевство	United Kingdom
Уједињене нације	United Nations
Категорија:Уједињене нације	United Nations
