Bulgarian	English
Професор	Professor
Език за програмиране	Programming language
Прогресив рок	Progressive rock
Проект	Project
Прокариоти	Prokaryote
Пролог	Prolog
Прометей	Prometheus
Местоимение	Pronoun
Пропаганда	Propaganda
Простата	Prostate
Протекторат	Protectorate
Белтък	Protein
Реформация	Protestant Reformation
Протестантство	Protestantism
Протисти	Protist
Протокол	Protocol
Протон	Proton
Провидънс	Providence
Проксима Кентавър	Proxima Centauri
Прусия	Prussia
Псалтир	Psalms
Псевдоним	Pseudonym
Категория:Лъженауки	Pseudoscience
Лъженаука	Pseudoscience
Пси	Psi (letter)
Психиатрия	Psychiatry
Психоанализа	Psychoanalysis
Психология	Psychology
Категория:Психология	Psychology
Психоза	Psychosis
Птах	Ptah
Птерозаври	Pterosaur
Птолемеи	Ptolemaic dynasty
Клавдий Птолемей	Ptolemy
Пубертет	Puberty
Обществено достояние	Public domain
Пуерто Рико	Puerto Rico
Категория:Пуерто Рико	Puerto Rico
Пула (град в Хърватия)	Pula
Помпа (ръчна)	Pump
Пунктуация	Punctuation
Категория:Пънк	Punk
Пънк	Punk rock
Зеница	Pupil
Пхенян	Pyongyang
Пирамида	Pyramid
Пиренеи	Pyrenees
Пирова победа	Pyrrhic victory
Питагор	Pythagoras
Python	Python (programming language)
Компас (съзвездие)	Pyxis
Катар	Qatar
Категория:Катар	Qatar
Цин (17-20 век)	Qing Dynasty
Квадратно уравнение	Quadratic equation
Четириъгълник	Quadrilateral
Квестор	Quaestor
Квантова механика	Quantum mechanics
Категория:Квантова механика	Quantum mechanics
Карантина	Quarantine
Кварк	Quark
Кварц	Quartz
Квазар	Quasar
Кватернион	Quaternion
Квебек	Quebec
Категория:Квебек	Quebec
Квебек (град)	Quebec City
Кечуа	Quechua
Дама (шахмат)	Queen (chess)
Куинс	Queens
Куинсланд	Queensland
Куентин Тарантино	Quentin Tarantino
Въпросителен знак	Question mark
Дюля	Quince
Кито	Quito
РНК	RNA
Ра	Ra
Рабат	Rabat
Равин	Rabbi
Рабиндранат Тагор	Rabindranath Tagore
Енотовидно куче	Raccoon Dog
Раса	Race
Расизъм	Racism
Категория:Расизъм	Racism
Радиолокатор	Radar
Радиан	Radian
Категория:Радио	Radio
Радиотелескоп	Radio telescope
Радиоактивност	Radioactive decay
Радиология	Radiology
Радий	Radium
Радиус	Radius
Радон	Radon
Дъга (оптична)	Rainbow
Райнер Мария Рилке	Rainer Maria Rilke
Роли (Северна Каролина)	Raleigh
Ралф Уолдо Емерсън	Ralph Waldo Emerson
Рамазан	Ramadan
Рамаяна	Ramayana
Рамзес II	Ramesses II
Памет с произволен достъп	Random access memory
Лютикови	Ranunculaceae
Изнасилване	Rape
Рапица	Rapeseed
Рафаело Санцио	Raphael
Категория:Метро	Rapid transit
Малина	Raspberry
Плъх	Rat
Рационално число	Rational number
Щраусоподобни	Ratite
Равена	Ravenna
Равалпинди	Rawalpindi
Рей Бредбъри	Ray Bradbury
Реално число	Real number
Рецесия	Recession
Ресифе	Recife
Правоъгълник	Rectangle
Рекурсия	Recursion
Червен цвят	Red
Лисица	Red Fox
Червена панда	Red Panda
Червено море	Red Sea
Червени водорасли	Red algae
Еритроцит	Red blood cell
Червено джудже	Red dwarf
Червен гигант	Red giant
Червено отместване	Redshift
Червено отместване	Redshift (disambiguation)
Референдум	Referendum
Пречупване	Refraction
Бежанец	Refugee
Регент	Regent
Реге	Reggae
Полк	Regiment
Риджайна	Regina
Реймс	Reims
Прераждане	Reincarnation
Релация	Relation (mathematics)
Релативизъм	Relativism
Религия	Religion
Категория:Религия	Religion
Квакери	Religious Society of Friends
Рембранд ван Рейн	Rembrandt
Ренесанс	Renaissance
Категория:Ренесанс	Renaissance
Размножаване	Reproduction
Влечуги	Reptile
Република	Republic
Република Китай	Republic of China
Република Ирландия	Republic of Ireland
Категория:Ирландия	Republic of Ireland
Република Конго	Republic of the Congo
Категория:Република Конго	Republic of the Congo
Републиканска партия	Republican Party (United States)
Реквием	Requiem
Съпротивление	Resistor
Ресторант	Restaurant
Мрежичка (съзвездие)	Reticulum
Революция	Revolution
Рея (спътник)	Rhea (moon)
Рея (митология)	Rhea (mythology)
Рений	Rhenium
Реторика	Rhetoric
Категория:Реторика	Rhetoric
Рейн	Rhine
Носорози	Rhinoceros
Ро	Rho (letter)
Род Айлънд	Rhode Island
Категория:Род Айлънд	Rhode Island
Родос	Rhodes
Ромб	Rhombus
Рима	Rhyme
Ритъм енд блус	Rhythm and blues
Ребро	Rib
Рибозома	Ribosome
Ориз	Rice
Ричард Файнман	Richard Feynman
Ричард Никсън	Richard Nixon
Рихард Щраус	Richard Strauss
Рихард Вагнер	Richard Wagner
Ричард Райт	Richard Wright (musician)
Ричмънд (Вирджиния)	Richmond
Рига	Riga
Ригел	Rigel
Ректасцензия	Right ascension
Ринго Стар	Ringo Starr
Рио Гранде	Rio Grande
Рио де Жанейро	Rio de Janeiro
Рио де Жанейро (щат)	Rio de Janeiro (state)
Река	River
Темза	River Thames
Рияд	Riyadh
Път	Road
Руал Амундсен	Roald Amundsen
Робърт Хайнлайн	Robert A. Heinlein
Робърт Миликан	Robert Andrews Millikan
Робърт Бърнс	Robert Burns
Робърт де Ниро	Robert De Niro
Робърт Лий	Robert E. Lee
Робърт Скот	Robert Falcon Scott
Робърт Хук	Robert Hooke
Роберт Кох	Robert Koch
Робърт Луис Стивънсън	Robert Louis Stevenson
Робърт Опенхаймер	Robert Oppenheimer
Робърт Редфорд	Robert Redford
Роберт Шуман	Robert Schumann
Робин Худ	Robin Hood
Робот	Robot
Скала	Rock (geology)
Рокендрол	Rock and roll
Рок	Rock music
Категория:Рок	Rock music
Ракета	Rocket
Скалисти планини	Rocky Mountains
Рококо	Rococo
Гризачи	Rodent
Сърна	Roe Deer
Роджър Бейкън	Roger Bacon
Римокатолическа църква	Roman Catholic Church
Римска империя	Roman Empire
Римски календар	Roman calendar
Легион	Roman legion
Римска митология	Roman mythology
Категория:Римска митология	Roman mythology
Румъния	Romania
Категория:Румъния	Romania
Романш	Romansh
Романтизъм	Romanticism
Рим	Rome
Категория:Рим	Rome
Роналд Рейгън	Ronald Reagan
Покрив	Roof
Посевна врана	Rook (bird)
Топ (шахмат)	Rook (chess)
Корен	Root
Роза Паркс	Rosa Parks
Розоцветни	Rosaceae
Росарио	Rosario
Розо	Roseau
Розмарин	Rosemary
Розетски камък	Rosetta Stone
Рош Хашана	Rosh Hashanah
Рос (море)	Ross Sea
Росток	Rostock
Ротердам	Rotterdam
Маршрутизатор	Router
Академично гребане	Rowing (sport)
Кралски военновъздушни сили	Royal Air Force
Британско кралско научно дружество	Royal Society
Каучук	Rubber
Рубикон	Rubicon
Рубидий	Rubidium
Малина	Rubus idaeus
Рубин	Ruby
Ruby	Ruby (programming language)
Рудолф Дизел	Rudolf Diesel
Рудолф Хес	Rudolf Hess
Рудолф Щайнер	Rudolf Steiner
Ръдиард Киплинг	Rudyard Kipling
Ръгби	Rugby football
Русия	Russia
Категория:Русия	Russia
Руска православна църква	Russian Orthodox Church
Руско-японска война	Russo-Japanese War
Ръдърфорд Хейс	Rutherford B. Hayes
Руанда	Rwanda
Категория:Руанда	Rwanda
Ръж	Rye
SOS	SOS
Сакраменто	Sacramento
Саддам Хюсеин	Saddam Hussein
Сафари (браузър)	Safari (web browser)
Шафран	Saffron
Стрелец (съзвездие)	Sagittarius (constellation)
Сахара	Sahara
Платно (ветроходство)	Sail
Светец	Saint
Андрей Първозвани	Saint Andrew
Георги Победоносец	Saint George
Сейнт Китс и Невис	Saint Kitts and Nevis
Свети Лаврентий (река)	Saint Lawrence River
Сейнт Лусия	Saint Lucia
Категория:Сейнт Лусия	Saint Lucia
Синт Мартен (Холандски Антили)	Saint Martin
Николай Мирликийски	Saint Nicholas
Сейнт Пол (Минесота)	Saint Paul
Петър (апостол)	Saint Peter
Санкт Петербург	Saint Petersburg
Категория:Санкт Петербург	Saint Petersburg
Сейнт Винсент и Гренадини	Saint Vincent and the Grenadines
Салах ад Дин	Saladin
Опашати земноводни	Salamander
Салем (Орегон)	Salem
Салерно (град)	Salerno
Слюнка	Saliva
Салман Рушди	Salman Rushdie
Сол	Salt (chemistry)
Солт Лейк Сити	Salt Lake City
Салвадор (Бразилия)	Salvador
Залцбург	Salzburg
Залцбург (провинция)	Salzburg (state)
Самара (Русия)	Samara
Самарканд	Samarkand
Самоа	Samoa
Категория:Самоа	Samoa
Самсара	Samsara
Самюъл Бекет	Samuel Beckett
Самюъл Морз	Samuel F. B. Morse
Самюъл Колридж	Samuel Taylor Coleridge
Самурай	Samurai
Сан Антонио	San Antonio
Сан Диего	San Diego
Сан Франциско	San Francisco
Сан Хосе (Калифорния)	San Jose
Сан Хуан	San Juan
Сан Марино	San Marino
Категория:Сан Марино	San Marino
Сан Марино (Сан Марино)	San Marino
Сан Салвадор	San Salvador
Пясък	Sand
Сандро Ботичели	Sandro Botticelli
Санскрит	Sanskrit
Дядо Коледа	Santa Claus
Санта Фе (Ню Мексико)	Santa Fe
Сантяго де Чиле	Santiago
Сантяго	Santiago
Сантяго де Куба	Santiago de Cuba
Санто Доминго	Santo Domingo
Сантуш	Santos (Săo Paulo)
Сапфир	Sapphire
Сафо	Sappho
Сара Бернар	Sarah Bernhardt
Сараево	Sarajevo
Саратов	Saratov
Саркофаг	Sarcophagus
Сардина	Sardine
Сардиния	Sardinia
Саскачеван (провинция)	Saskatchewan
Сатана	Satan
Сатанизъм	Satanism
Изкуствен спътник	Satellite
Сатира	Satire
Събота	Saturday
Сатурн (планета)	Saturn
Категория:Сатурн	Saturn
Сатурн	Saturn (disambiguation)
Сатурн (митология)	Saturn (mythology)
Сос	Sauce
Саудитска Арабия	Saudi Arabia
Категория:Саудитска Арабия	Saudi Arabia
Сол Белоу	Saul Bellow
Наденица	Sausage
Савана	Savanna
Саксония	Saxony
Категория:Саксония	Saxony
Саксофон	Saxophone
Скандинавия	Scandinavia
Скандинавски полуостров	Scandinavian Peninsula
Скандий	Scandium
Шелда	Scheldt
Scheme	Scheme (programming language)
Шизофрения	Schizophrenia
Схоластика	Scholasticism
Училище	School
СС	Schutzstaffel
Наука	Science
Категория:Наука	Science
Фантастика	Science fiction
Категория:Научна фантастика	Science fiction
Научен метод	Scientific method
Учен	Scientist
Сциентология	Scientology
Ножици	Scissors
Катерицови	Sciuridae
Скорпиони	Scorpion
Скорпион (съзвездие)	Scorpius
Шотландия	Scotland
Категория:Шотландия	Scotland
Бял бор	Scots Pine
Шотландски келтски език	Scottish Gaelic
Скаут	Scouting
Скрабъл	Scrabble
Винт	Screw
Отвертка	Screwdriver
Скротум	Scrotum
Скулптура	Sculpture
Категория:Скулптура	Sculpture
Море	Sea
Азовско море	Sea of Azov
Японско море	Sea of Japan
Мраморно море	Sea of Marmara
Охотско море	Sea of Okhotsk
Морско конче	Seahorse
Търсачка	Search engine
Сиърс Тауър	Sears Tower
Сиатъл	Seattle
Секунда	Second
Втори кръстоносен поход	Second Crusade
Втори Ватикански събор	Second Vatican Council
Втори закон на термодинамиката	Second law of thermodynamics
Секта	Sect
Категория:Сигурност	Security
Седиментна скала	Sedimentary rock
Семе	Seed
Сеговия (град)	Segovia
Сена	Seine
Сеизмология	Seismology
Категория:Сеизмология	Seismology
Селена	Selene
Селен	Selenium
Семантика	Semantics
Категория:Семантика	Semantics
Сперма	Semen
Полупроводник	Semiconductor
Семиотика	Semiotics
Семити	Semitic
Сенегал	Senegal
Категория:Сенегал	Senegal
Сеул	Seoul
Харакири	Seppuku
Септември	September
11 септември	September 11
Атентати от 11 септември 2001 г.	September 11
17 септември	September 17
29 септември	September 29
Редица	Sequence
Сърбия	Serbia
Категория:Сърбия	Serbia
Сърбия и Черна гора	Serbia and Montenegro
Категория:Сърбия и Черна гора	Serbia and Montenegro
Сергей Айзенщайн	Sergei Eisenstein
Сергей Рахманинов	Sergei Rachmaninoff
Серотонин	Serotonin
Змия (съзвездие)	Serpens
Сървър	Server (computing)
Множество	Set
Сет (бог)	Set (mythology)
Теория на множествата	Set theory
Категория:Теория на множествата	Set theory
Севастопол	Sevastopol
Седемгодишна война	Seven Years' War
Севиля	Seville
Пол	Sex
Полова дискриминация	Sexism
Секстант	Sextant
Секс	Sexual intercourse
Категория:Сексуалност	Sexuality
Полово предавани болести	Sexually transmitted disease
Сейшели	Seychelles
Категория:Сейшелски острови	Seychelles
Шах (титла)	Shah
Шехадет	Shahadah
Шаманизъм	Shamanism
Шанхай	Shanghai
Шeриат	Sharia
Акулообразни	Shark
Шефилд	Sheffield
Шерлок Холмс	Sherlock Holmes
Шетландски острови	Shetland
Щит	Shield
Шикоку	Shikoku
Шинтоизъм	Shinto
Кораб	Ship
Шива	Shiva
Шогун	Shogun
Стенография	Shorthand
Скариди	Shrimp
Храст	Shrub
Сибир	Siberia
Съчуан	Sichuan
Сицилия	Sicily
Сименс	Siemens (unit)
Сиера Леоне	Sierra Leone
Сигма	Sigma
Зигмунд Фройд	Sigmund Freud
Сигрид Ундсет	Sigrid Undset
Сикхска религия	Sikhism
Сиким	Sikkim
Силезия	Silesia
Силиций	Silicon
Силициева долина	Silicon Valley
Коприна	Silk
Път на коприната	Silk Road
Сребро	Silver
Симон дьо Бовоар	Simone de Beauvoir
Грях	Sin
Синклер Луис	Sinclair Lewis
Сингапур	Singapore
Категория:Сингапур	Singapore
Сингъл	Single (music)
Сирени	Sirenia
Сириус	Sirius
Сикстинска капела	Sistine Chapel
Сизиф	Sisyphus
Ситуационна комедия	Situation comedy
Шестдневна война	Six-Day War
Скагерак	Skagerrak
Скептицизъм	Skepticism
Кожа	Skin
Скинхедс	Skinhead
Скопие	Skopje
Череп	Skull
Скайлаб	Skylab
Небостъргач	Skyscraper
Слаш	Slash (musician)
Робство	Slavery
Slayer	Slayer
Сън	Sleep
Словакия	Slovakia
Категория:Словакия	Slovakia
Словения	Slovenia
Категория:Словения	Slovenia
Смог	Smog
Смоленск	Smolensk
Змии	Snake
Снукър	Snooker
Сняг	Snow
Сапун	Soap
Социална психология	Social psychology
Социализъм	Socialism
Категория:Социализъм	Socialism
Категория:Общество	Society
Общество	Society
Общество на Исус	Society of Jesus
Социолингвистика	Sociolinguistics
Социология	Sociology
Категория:Социология	Sociology
Сократ	Socrates
Натрий	Sodium
Сода за хляб	Sodium bicarbonate
Натриев хлорид	Sodium chloride
Натриева основа	Sodium hydroxide
София	Sofia
Софтбол	Softball
Категория:Софтуер	Software
Почва	Soil
Картофови	Solanaceae
Категория:Картофови	Solanaceae
Слънчева система	Solar System
Категория:Слънчева система	Solar System
Слънчева батерия	Solar cell
Слънчево затъмнение	Solar eclipse
Слънчева енергия	Solar energy
Слънчев вятър	Solar wind
Твърдо тяло	Solid
Твърдо тяло	Solid state
Соломон	Solomon
Соломонови острови (държава)	Solomon Islands
Категория:Соломонови острови	Solomon Islands
Слънцестоене	Solstice
Сомалия	Somalia
Категория:Сомалия	Somalia
Соната	Sonata
Песен	Song
Сонет	Sonnet
София Лорен	Sophia Loren
Софизъм	Sophism
Софокъл	Sophocles
Сопран	Soprano
Сорбона	Sorbonne
Сорго	Sorghum
Душа	Soul
Звук	Sound
Супа	Soup
Изходен код	Source code
Юг	South
Категория:Република Южна Африка	South Africa
Южна Америка	South America
Категория:Южна Америка	South America
Южна Австралия	South Australia
Южна Каролина	South Carolina
Категория:Южна Каролина	South Carolina
Южнокитайско море	South China Sea
Южна Дакота	South Dakota
Категория:Южна Дакота	South Dakota
Южна Корея	South Korea
Категория:Южна Корея	South Korea
Южен полюс	South Pole
Южен Виетнам	South Vietnam
Югоизточна Азия	Southeast Asia
Суверенитет	Sovereignty
Съюз на съветските социалистически републики	Soviet Union
Категория:Съветски съюз	Soviet Union
Соя	Soybean
Космическа совалка	Space Shuttle
Космическа станция	Space station
Космически апарат	Spacecraft
Испания	Spain
Категория:Испания	Spain
Спам	Spam (electronic)
Гражданска война в Испания	Spanish Civil War
Категория:Испанци	Spanish people
Спарта	Sparta
Копие	Spear
Вид (биология)	Species
Спектроскопия	Spectroscopy
Скорост на светлината	Speed of light
Спелеология	Speleology
Кашалот	Sperm Whale
Семенни растения	Spermatophyte
Сперматозоид	Spermatozoon
Сфера	Sphere
Сфинкс	Sphinx
Подправка	Spice
Паяци	Spider
Спин (физика)	Spin (physics)
Спанак	Spinach
Спирална галактика	Spiral galaxy
Слезка	Spleen
Сплит	Split
Водни гъби	Sponge
Спорт	Sport
Пролет	Spring (season)
Спрингфийлд (Илинойс)	Springfield
Люспести	Squamata
Квадрат	Square (geometry)
Квадратен метър	Square metre
Скуош	Squash (sport)
Катерици	Squirrel
Шри Ланка	Sri Lanka
Категория:Шри Ланка	Sri Lanka
Сейнт Луис	St. Louis
Стадион	Stadium
Стъклопис	Stained glass
Сталинизъм	Stalinism
SGML	Standard Generalized Markup Language
Станфордски университет	Stanford University
Стенли Кубрик	Stanley Kubrick
Звезда	Star
Нишесте	Starch
Държава	State
Статън Айлънд	Staten Island
Статистика	Statistics
Категория:Статистика	Statistics
Статуя на Свободата	Statue of Liberty
Ставангер	Stavanger
Пара	Steam
Стомана	Steel
Стефан Цвайг	Stefan Zweig
Щефи Граф	Steffi Graf
Стегозавър	Stegosaurus
Стволова клетка	Stem cell
Стендал	Stendhal
Стивън Хокинг	Stephen Hawking
Степ	Steppe
Стерадиан	Steradian
Стероид	Steroid
Стивън Спилбърг	Steven Spielberg
Стинг	Sting
Борса	Stock exchange
Стокхолм	Stockholm
Стомах	Stomach
Каменна ера	Stone Age
Стоунхендж	Stonehenge
Буря	Storm
Проток	Strait
Гибралтарски проток	Strait of Gibraltar
Магеланов проток	Strait of Magellan
Месински пролив	Strait of Messina
Категория:Протоци	Straits
Страсбург	Strasbourg
Ягода	Strawberry
Стрес	Stress (medicine)
Теория на струните	String theory
Силно ядрено взаимодействие	Strong interaction
Стронций	Strontium
Структурализъм	Structuralism
Шаблон:Мъниче	Stub
Sturmabteilung	Sturmabteilung
Щутгарт	Stuttgart
Стикс	Styx
Субкултура	Subculture
Сублимация	Sublimation (chemistry)
Подводница	Submarine
Изваждане	Subtraction
Захароза	Sucrose
Судан	Sudan
Категория:Судан	Sudan
Судоку	Sudoku
Суецки канал	Suez Canal
Наставка	Suffix
Суфизъм	Sufism
Захар	Sugar
Сухарто	Suharto
Сукарно	Sukarno
Сулавеси	Sulawesi
Сяра	Sulfur
Серен диоксид	Sulfur dioxide
Иприт	Sulfur mustard
Султан	Sultan
Суматра	Sumatra
Шумер	Sumer
Лято	Summer
Сумо	Sumo
Слънце	Sun
Категория:Слънце	Sun
Сун Ятсен	Sun Yat-sen
Неделя	Sunday
Слънчоглед	Sunflower
Сунити	Sunni Islam
Слънчево петно	Sunspot
Суперкомпютър	Supercomputer
Свръхпроводимост	Superconductivity
Супермен	Superman
Свръхнова	Supernova
Върховен съд на САЩ	Supreme Court of the United States
Сура	Sura
Повърхностно напрежение	Surface tension
Хирург	Surgeon
Суринам	Suriname
Категория:Суринам	Suriname
Сюрреализъм	Surrealism
Съри	Surrey
Сюзън Зонтаг	Susan Sontag
Суши	Sushi
Сува	Suva
Лястовицови	Swallow
Лебеди	Swan
Свастика	Swastika
Свазиленд	Swaziland
Категория:Свазиленд	Swaziland
Швеция	Sweden
Категория:Швеция	Sweden
Шведска крона	Swedish krona
Плуване	Swimming
Категория:Плуване	Swimming
Категория:Швейцарци	Swiss people
Швейцария	Switzerland
Категория:Швейцария	Switzerland
Меч	Sword
Сидни	Sydney
Силвия Плат	Sylvia Plath
Симбиоза	Symbiosis
Симфония	Symphony
Симптом	Symptom
Синагога	Synagogue
Синоним	Synonym
Синтаксис	Syntax
Синтезатор	Synthesizer
Сифилис	Syphilis
Сиракуза	Syracuse
Сирия	Syria
Категория:Сирия	Syria
Система	System
Томас Лорънс	T. E. Lawrence
Томас Стърнз Елиът	T. S. Eliot
Тенис на маса	Table tennis
Табу	Taboo
Тацит	Tacitus
Таекуон-до	Taekwondo
Тахо (река)	Tagus
Таити	Tahiti
Тайдзи цюан	Tai chi chuan
Опашка	Tail
Тайпей	Taipei
Категория:Тайван	Taiwan
Тайван	Taiwan
Тадж Махал	Taj Mahal
Таджикистан	Tajikistan
Категория:Таджикистан	Tajikistan
Талк	Talc
Талибани	Taliban
Талахаси (Флорида)	Tallahassee
Талин	Tallinn
Талмуд	Talmud
Тамил Наду	Tamil Nadu
Тампа	Tampa
Тампере	Tampere
Танах	Tanakh
Тан	Tang Dynasty
Танжер	Tangier
Танго	Tango (dance)
Танк	Tank
Тантал (химичен елемент)	Tantalum
Тантал (митология)	Tantalus
Танзания	Tanzania
Категория:Танзания	Tanzania
Даоизъм	Taoism
Тапири	Tapir
Тарос	Tarragon
Тартар	Tartarus
Тарту	Tartu
Ташкент	Tashkent
Тасманово море	Tasman Sea
Тасмания	Tasmania
Вкус (осезание)	Taste
Татуировка	Tattoo
Бик (съзвездие)	Taurus (constellation)
Горска улулица	Tawny Owl
Данък	Tax
Категория:Данъчно облагане	Taxation
Такси	Taxicab
Таксон	Taxon
Таксономия	Taxonomy
Обикновен тис	Taxus baccata
Тбилиси	Tbilisi
Чай	Tea
Учител	Teacher
Технеций	Technetium
Техно музика	Techno
Технология	Technology
Категория:Технология	Technology
Тегусигалпа	Tegucigalpa
Техеран	Tehran
Тел Авив	Tel Aviv
Телекомуникации	Telecommunication
Телепатия	Telepathy
Телефон	Telephone
Телескоп	Telescope
Телевизия	Television
Категория:Телевизия	Television
Телур	Tellurium
Температура	Temperature
Храм	Temple
Храм на Артемида	Temple of Artemis
Десетте Божи заповеди	Ten Commandments
Тенерифе	Tenerife
Тенеси	Tennessee
Категория:Тенеси	Tennessee
Тенеси Уилямс	Tennessee Williams
Тенис	Tennis
Категория:Тенис	Tennis
Тенор	Tenor
Тенсинг Норгей	Tenzing Norgay
Текила	Tequila
Терпсихора	Terpsichore
Земеподобна планета	Terrestrial planet
Тероризъм	Terrorism
Категория:Тероризъм	Terrorism
Тертулиан	Tertullian
Тесла (единица)	Tesla (unit)
Тестис	Testicle
Тетида (спътник)	Tethys (moon)
Тетида	Tethys (mythology)
Тетраедър	Tetrahedron
Тетрахидроканабинол	Tetrahydrocannabinol
Тексас	Texas
Текстил	Textile
Тайланд	Thailand
Категория:Тайланд	Thailand
Талес	Thales
Талия	Thalia
Танатос	Thanatos
Ден на благодарността	Thanksgiving
Ден на благодарността	Thanksgiving (Canada)
Ден на благодарността	Thanksgiving (United States)
Ден на благодарността	Thanksgiving (disambiguation)
Гамбия	The Gambia
Категория:Гамбия	The Gambia
Хага	The Hague
Химн на Съединените американски щати	The Star-Spangled Banner
Театър	Theatre
Категория:Театър	Theatre
Тива (спътник)	Thebe (moon)
Тива (Беотия)	Thebes
Тея	Theia
Темида	Themis
Темистокъл	Themistocles
Теокрация	Theocracy
Теодолит	Theodolite
Теодор Момзен	Theodor Mommsen
Теодор Рузвелт	Theodore Roosevelt
Теодосий I	Theodosius I
Теология	Theology
Категория:Теология	Theology
Теорема	Theorem
Теория	Theory
Теория на относителността	Theory of relativity
Термодинамика	Thermodynamics
Категория:Термодинамика	Thermodynamics
Термометър	Thermometer
Тезей	Theseus
Солун	Thessaloniki
Тесалия	Thessaly
Трети кръстоносен поход	Third Crusade
Трети свят	Third World
Тридесетгодишна война	Thirty Years' War
Тома Аквински	Thomas Aquinas
Томас Едисън	Thomas Edison
Томас Хобс	Thomas Hobbes
Томас Джеферсън	Thomas Jefferson
Томас Малтус	Thomas Malthus
Томас Ман	Thomas Mann
Томас Мор	Thomas More
Томас Йънг	Thomas Young (scientist)
Тор (митология)	Thor
Торий	Thorium
Тот	Thoth
Тракия	Thrace
Тукидид	Thucydides
Тюрингия	Thuringia
Категория:Тюрингия	Thuringia
Четвъртък	Thursday
Тасманийски вълк	Thylacine
Мащерка	Thyme
Тимин	Thymine
Тиендзин	Tianjin
Тибър	Tiber
Тиберий	Tiberius
Тибет	Tibet
Категория:Тибет	Tibet
Тичино (кантон)	Ticino
Приливи и отливи	Tide
Огнена земя	Tierra del Fuego
Тигър	Tiger
Тигър (река)	Tigris
Липа	Tilia
Тимбукту	Timbuktu
Време	Time
Категория:Време	Time
Тайм	Time (magazine)
Часова зона	Time zone
Тимор	Timor
Тимур	Timur
Калай	Tin
Тирана	Tirana
Тъкан (биология)	Tissue (biology)
Титан	Titan (disambiguation)
Титан (спътник)	Titan (moon)
Титани	Titan (mythology)
Титания (спътник)	Titania (moon)
Титан (елемент)	Titanium
Тициан	Titian
Тит	Titus
Тиволи	Tivoli
Тютюн	Tobacco
Токантинс (щат)	Tocantins (state)
Тофу	Tofu
Того	Togo
Категория:Того	Togo
Токио	Tokyo
Толедо	Toledo
Том Ханкс	Tom Hanks
Том и Джери	Tom and Jerry
Домат	Tomato
Тон (единица)	Ton
Тонга	Tonga
Категория:Тонга	Tonga
Език (биология)	Tongue
Тони Морисън	Toni Morrison
Тон (единица)	Tonne
Тони Блеър	Tony Blair
Зъб	Tooth
Топаз	Topaz
Топика (Канзас)	Topeka
Топология	Topology
Категория:Топология	Topology
Торнадо	Tornado
Торонто	Toronto
Костенурки	Tortoise
Тор (геометрия)	Torus
Тоталитаризъм	Totalitarianism
Тулон	Toulon
Тулуза	Toulouse
Обиколка на Франция	Tour de France
Туризъм	Tourism
Категория:Туризъм	Tourism
Тур (град)	Tours
Вавилонска кула	Tower of Babel
Град	Town
Токсикология	Toxicology
Играчка	Toy
Тойота Мотър Корпорейшън	Toyota
Трактор	Tractor
Търговия	Trade
Традиция	Tradition
Трагедия	Tragedy
Влак	Train
Железопътна гара	Train station
Траян	Trajan
Трамвай	Tram
Трансцендентно число	Transcendental number
Трансформатор	Transformer
Транзистор	Transistor
TCP	Transmission Control Protocol
Категория:Транспорт	Transportation
Транссексуалност	Transsexualism
Трансилвания	Transylvania
Трапец	Trapezoid
Версайски договор	Treaty of Versailles
Дърво	Tree
Трентън (Ню Джърси)	Trenton
Триъгълник	Triangle
Триъгълник (съзвездие)	Triangulum
Триас	Triassic
Приток	Tributary
Трицератопс	Triceratops
Трир	Trier
Тригонометрична функция	Trigonometric function
Тригонометрия	Trigonometry
Категория:Тригонометрия	Trigonometry
Трилобити	Trilobite
Трилогия	Trilogy
Тринидад и Тобаго	Trinidad and Tobago
Категория:Тринидад и Тобаго	Trinidad and Tobago
Тротил	Trinitrotoluene
Света Троица	Trinity
Триполи	Tripoli
Трискелион	Triskelion
Тритон (спътник)	Triton (moon)
Тритон (митология)	Triton (mythology)
Троянски кон	Trojan Horse
Троянска война	Trojan War
Троянски кон (компютри)	Trojan horse (computing)
Трол	Troll
Интернет трол	Troll (Internet)
Тролейбус	Trolleybus
Тромбон	Trombone
Тронхейм	Trondheim
Тропосфера	Troposphere
Троцкизъм	Trotskyism
Троя	Troy
Камион	Truck
Доктрина Труман	Truman Doctrine
Тромпет	Trumpet
Цар	Tsar
Цунами	Tsunami
Туареги	Tuareg
Трюфел	Tuber (genus)
Туберкулоза	Tuberculosis
Тюсон	Tucson
Вторник	Tuesday
Тумор	Tumor
Тундра	Tundra
Волфрам	Tungsten
Тунис (град)	Tunis
Тунис	Tunisia
Категория:Тунис	Tunisia
Тунел	Tunnel
Турбина	Turbine
Торино	Turin
Машина на Тюринг	Turing machine
Турция	Turkey
Категория:Турция	Turkey
Туркменистан	Turkmenistan
Категория:Туркменистан	Turkmenistan
Куркума	Turmeric
Костенурки	Turtle
Тоскана	Tuscany
Тувалу	Tuvalu
Категория:Тувалу	Tuvalu
Тукс	Tux
Тихо Брахе	Tycho Brahe
Пишеща машина	Typewriter
Тифон	Typhon
Типография	Typography
Тиранозавър	Tyrannosaurus
Тирол	Tyrol (state)
Тиренско море	Tyrrhenian Sea
Организация на обединените нации за образование, наука и култура	UNESCO
Уфа	Ufa
