French	English
Pléiades (astronomie)	Pleiades (star cluster)
Pléistocène	Pleistocene
Pleven	Pleven
Pline l'Ancien	Pliny the Elder
Pline le Jeune	Pliny the Younger
Pliocène	Pliocene
Plotin	Plotinus
Plovdiv	Plovdiv
Prunier	Plum
Plutarque	Plutarch
(134340) Pluton	Pluto
Pluton	Pluto (disambiguation)
Plutonium	Plutonium
Plymouth (Angleterre)	Plymouth
Pneumonie	Pneumonia
Pô	Po River
Poaceae	Poaceae
Podcasting	Podcast
Poésie	Poetry
Catégorie:Poésie	Poetry
Pogrom	Pogrom
Point (géométrie)	Point (geometry)
Poison	Poison
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Pologne	Poland
Catégorie:Pologne	Poland
Ours polaire	Polar bear
Alpha Ursae Minoris	Polaris
Police (institution)	Police
Poliomyélite	Poliomyelitis
Parti politique	Political party
Science politique	Political science
Catégorie:Science politique	Political science
Personnalité politique	Politician
Politique	Politics
Catégorie:Politique	Politics
Pollen	Pollen
Pollinisation	Pollination
Pollution	Pollution
Polo	Polo
Polonium	Polonium
Polyéthylène	Polyethylene
Polygamie	Polygamy
Polygone	Polygon
Polyèdre	Polyhedron
Polymnie	Polyhymnia
Polymère	Polymer
Polynésie	Polynesia
Polynôme	Polynomial
Polythéisme	Polytheism
Polychlorure de vinyle	Polyvinyl chloride
Grenade (fruit)	Pomegranate
Citrus maxima	Pomelo
Pompéi	Pompeii
Pompée	Pompey
Ponce Pilate	Pontius Pilate
Pop art	Pop art
Pop (musique)	Pop music
Pape	Pope
Alexandre VI	Pope Alexander VI
Peuplier	Poplar
Population	Population
Populisme (politique)	Populism
Porcelaine	Porcelain
Pornographie	Pornography
Port (marine)	Port
Port-Louis (Maurice)	Port Louis
Port Moresby	Port Moresby
Port-Vila	Port Vila
Port-d'Espagne	Port of Spain
Port-au-Prince	Port-au-Prince
Portland	Portland
Portland (homonymie)	Portland
Porto (Portugal)	Porto
Portrait	Portrait
Portsmouth	Portsmouth
Portugal	Portugal
Catégorie:Portugal	Portugal
Poséidon	Poseidon
Positron	Positron
Timbre postal	Postage stamp
Code postal	Postal code
Post-modernisme	Postmodernism
Potassium	Potassium
Salpêtre	Potassium nitrate
Pomme de terre	Potato
Énergie potentielle mécanique	Potential energy
Potsdam	Potsdam
Livre (unité de masse)	Pound (mass)
Livre sterling	Pound sterling
Pauvreté	Poverty
Puissance (physique)	Power (physics)
Centrale électrique	Power station
Préteur	Praetor
Prague	Prague
Catégorie:Prague	Prague
Praia	Praia
Praséodyme	Praseodymium
Prière	Prayer
Précambrien	Precambrian
Précession	Precession
Précipitation	Precipitation (meteorology)
Grossesse	Pregnancy
Préhistoire	Prehistory
Catégorie:Préhistoire	Prehistory
Président	President
Président des États-Unis	President of the United States
Pression	Pressure
Pretoria	Pretoria
Priam	Priam
Prix	Price
Primates	Primate
Catégorie:Primate	Primates
Méridien de Greenwich	Prime Meridian
Premier ministre	Prime minister
Nombre premier	Prime number
Île-du-Prince-Édouard	Prince Edward Island
Philip Mountbatten	Prince Philip
Prince de Galles	Prince of Wales
Université Princeton	Princeton University
Théorie de la relativité	Principle of relativity
Gravure	Printing
Prion (protéine)	Prion
Prisme (solide)	Prism (geometry)
Prisme (optique)	Prism (optics)
Prison	Prison
Prisonnier de guerre	Prisoner of war
Prix Goncourt	Prix Goncourt
Probabilité	Probability
Théorie des probabilités	Probability theory
Catégorie:Probabilités	Probability theory
Procyonidae	Procyonidae
Professeur	Professor
Bénéfice	Profit
Programmeur	Programmer
Langage de programmation	Programming language
Rock progressif	Progressive rock
Projet	Project
Procaryote	Prokaryote
Prolog	Prolog
Prométhée	Prometheus
Prométhium	Promethium
Pronom	Pronoun
Propagande	Propaganda
Propane	Propane
Prophète	Prophet
Prose	Prose
Prostate	Prostate
Protactinium	Protactinium
Protectorat	Protectorate
Protéine	Protein
Protérozoïque	Proterozoic
Réforme protestante	Protestant Reformation
Protestantisme	Protestantism
Protista	Protist
Catégorie:Protiste	Protista
Protocole	Protocol
Proton	Proton
Providence (Rhode Island)	Providence
Proxima Centauri	Proxima Centauri
Prunus	Prunus
Prusse	Prussia
Livre des Psaumes	Psalms
Pseudonyme	Pseudonym
Catégorie:Pseudo-science	Pseudoscience
Pseudo-science	Pseudoscience
Psi (lettre grecque)	Psi (letter)
Psoriasis	Psoriasis
Psychiatrie	Psychiatry
Catégorie:Psychiatrie	Psychiatry
Psychanalyse	Psychoanalysis
Psychologie	Psychology
Catégorie:Psychologie	Psychology
Psychose	Psychosis
Psychothérapie	Psychotherapy
Ptah	Ptah
Pterosauria	Pterosaur
Dynastie des Ptolémées	Ptolemaic dynasty
Ptolémée	Ptolemy
Puberté	Puberty
Domaine public en droit de la propriété intellectuelle français	Public domain
Relations publiques	Public relations
Porto Rico	Puerto Rico
Catégorie:Porto Rico	Puerto Rico
Pula	Pula
Poulie	Pulley
Pulsar	Pulsar
Pompe	Pump
Ponctuation	Punctuation
Penjab (Inde)	Punjab (India)
Catégorie:Punk	Punk
Punk rock	Punk rock
Pupille	Pupil
Poupe (constellation)	Puppis
Pyongyang	Pyongyang
Pyramide (architecture)	Pyramid
Pyramide	Pyramid (geometry)
Pyrénées	Pyrenees
Pyrite	Pyrite
Victoire à la Pyrrhus	Pyrrhic victory
Pythagore	Pythagoras
Python (langage)	Python (programming language)
Boussole (constellation)	Pyxis
Q (lettre)	Q
Qatar	Qatar
Catégorie:Qatar	Qatar
Dynastie Qin	Qin Dynasty
Dynastie Qing	Qing Dynasty
Équation du second degré	Quadratic equation
Quadrilatère	Quadrilateral
Questeur	Quaestor
Théorie quantique des champs	Quantum field theory
Mécanique quantique	Quantum mechanics
Catégorie:Mécanique quantique	Quantum mechanics
Quarantaine	Quarantine
Quark	Quark
Quartz (minéral)	Quartz
Quasar	Quasar
Quaternaire	Quaternary
Quaternion	Quaternion
Québec	Quebec
Catégorie:Québec	Quebec
Québec (ville)	Quebec City
Quechua	Quechua
Dame (jeu d'échecs)	Queen (chess)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Point d'interrogation	Question mark
Quetzalcoatl	Quetzalcoatl
Cognassier	Quince
San Francisco de Quito	Quito
R (lettre)	R
RAF	RAF (disambiguation)
RAID (informatique)	RAID
Acide ribonucléique	RNA
Rê	Ra
Rabat	Rabat
Rabbin	Rabbi
Rabîndranâth Tagore	Rabindranath Tagore
Chien viverrin	Raccoon Dog
Race	Race
Rachel Carson	Rachel Carson
Racisme	Racism
Catégorie:Racisme	Racism
Radar	Radar
Radian	Radian
Catégorie:Radio	Radio
Radiotélescope	Radio telescope
Radioactivité	Radioactive decay
Datation par le carbone 14	Radiocarbon dating
Radium	Radium
Rayon (géométrie)	Radius
Radon	Radon
Pluie	Rain
Arc-en-ciel	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Râma	Rama
Ramadan	Ramadan
Râmâyana	Ramayana
Ramsès II	Ramesses II
Mémoire vive	Random access memory
Ranunculaceae	Ranunculaceae
Viol	Rape
Colza	Rapeseed
Raphaël (peintre)	Raphael
Raphaël (archange)	Raphael (archangel)
Catégorie:Métro	Rapid transit
Framboise	Raspberry
Rat	Rat
Nombre rationnel	Rational number
Struthioniformes	Ratite
Ravenne	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Mémoire morte	Read-only memory
Nombre réel	Real number
Récession économique	Recession
Recife	Recife
Rectangle	Rectangle
Redresseur	Rectifier
Récursivité	Recursion
Recyclage	Recycling
Rouge	Red
Fraction armée rouge	Red Army Faction
Cerf élaphe	Red Deer
Renard roux	Red Fox
Petit panda	Red Panda
Mer Rouge	Red Sea
Rhodophyta	Red algae
Érythrocyte	Red blood cell
Naine rouge	Red dwarf
Géante rouge	Red giant
Décalage vers le rouge	Redshift
Décalage vers le rouge	Redshift (disambiguation)
Reduced instruction set computer	Reduced instruction set computer
Référendum	Referendum
Réfraction	Refraction
Indice de réfraction	Refractive index
Réfugié	Refugee
Régence	Regent
Reggae	Reggae
Régiment	Regiment
Régina (Saskatchewan)	Regina
Reims	Reims
Réincarnation	Reincarnation
Renne	Reindeer
Correspondance et relation	Relation (mathematics)
Relativisme	Relativism
Catégorie:Relativité	Relativity
Relais électromécanique	Relay
Religion	Religion
Catégorie:Religion	Religion
Société religieuse des Amis	Religious Society of Friends
Rembrandt	Rembrandt
Renaissance artistique	Renaissance
Catégorie:Renaissance	Renaissance
Reproduction (biologie)	Reproduction
Reptiles	Reptile
République	Republic
République de Chine	Republic of China
Irlande (pays)	Republic of Ireland
Catégorie:Irlande	Republic of Ireland
République du Congo	Republic of the Congo
Catégorie:République du Congo	Republic of the Congo
Parti républicain (États-Unis)	Republican Party (United States)
Requiem	Requiem
Résistance (composant)	Resistor
Appareil respiratoire	Respiratory system
Restaurant	Restaurant
Réticule (constellation)	Reticulum
Rétine	Retina
Vitamine A	Retinol
Révolution	Revolution
Revolver	Revolver
Rhéa (lune)	Rhea (moon)
Rhéa (mythologie)	Rhea (mythology)
Rhénium	Rhenium
Rhétorique	Rhetoric
Catégorie:Rhétorique	Rhetoric
Rhin	Rhine
Rhinocéros	Rhinoceros
Rhô	Rho (letter)
Rhode Island	Rhode Island
Catégorie:Rhode Island	Rhode Island
Rhodes	Rhodes
Rhodium	Rhodium
Losange	Rhombus
Rime	Rhyme
Rythme	Rhythm
Rhythm and blues	Rhythm and blues
Côte (anatomie)	Rib
Vitamine B2	Riboflavin
Ribosome	Ribosome
Riz	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (Pink Floyd)	Richard Wright (musician)
Richmond (Virginie)	Richmond
Rīga	Riga
Beta Orionis	Rigel
Ascension droite	Right ascension
Anneau (mathématiques)	Ring (mathematics)
Ringo Starr	Ringo Starr
Río Grande (fleuve)	Rio Grande
Rio de Janeiro	Rio de Janeiro
État de Rio de Janeiro	Rio de Janeiro (state)
Rivière	River
Tamise	River Thames
Riyad	Riyadh
Route	Road
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro (acteur)	Robert De Niro
Robert Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin des Bois	Robin Hood
Robot	Robot
Pierre-feuille-ciseaux	Rock
Roche	Rock (geology)
Rock 'n' roll	Rock and roll
Rock 'n' roll	Rock music
Catégorie:Rock	Rock music
Fusée spatiale	Rocket
Montagnes Rocheuses	Rocky Mountains
Rococo	Rococo
Rodentia	Rodent
Chevreuil	Roe Deer
Roentgenium	Roentgenium
Roger Bacon	Roger Bacon
Église catholique romaine	Roman Catholic Church
Empire romain	Roman Empire
République romaine	Roman Republic
Calendrier romain	Roman calendar
Droit romain	Roman law
Légion romaine	Roman legion
Mythologie romaine	Roman mythology
Catégorie:Mythologie romaine	Roman mythology
Roumanie	Romania
Catégorie:Roumanie	Romania
Romanche	Romansh
Romantisme	Romanticism
Rome	Rome
Catégorie:Rome	Rome
Ronald Reagan	Ronald Reagan
Toit	Roof
Corbeau freux	Rook (bird)
Tour (jeu d'échecs)	Rook (chess)
Roosevelt	Roosevelt
Racine (botanique)	Root
Rosa Parks	Rosa Parks
Rosaceae	Rosaceae
Rosales	Rosales
Rosario	Rosario
Rosaire	Rosary
Rose (fleur)	Rose
Roseau (ville)	Roseau
Romarin	Rosemary
Pierre de Rosette	Rosetta Stone
Roch Hachana	Rosh Hashanah
Mer de Ross	Ross Sea
Rostock	Rostock
Rotifera	Rotifer
Rotterdam	Rotterdam
Routeur	Router
Aviron	Rowing (sport)
Royal Air Force	Royal Air Force
Royal Society	Royal Society
Caoutchouc (matériau)	Rubber
Rubicon	Rubicon
Rubidium	Rubidium
Rouble	Ruble
Framboise	Rubus idaeus
Rubis	Ruby
Ruby	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby	Rugby football
Rupert Murdoch	Rupert Murdoch
Russie	Russia
Catégorie:Russie	Russia
Patriarcat de Moscou et de toute la Russie	Russian Orthodox Church
Révolution russe	Russian Revolution (1917)
Guerre russo-japonaise	Russo-Japanese War
Ruthénium	Ruthenium
Rutherford Birchard Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Catégorie:Rwanda	Rwanda
Seigle	Rye
S (lettre)	S
SOAP	SOAP
SOS	SOS
Sacrement	Sacrament
Sacramento	Sacramento
Saddam Hussein	Saddam Hussein
Safari (logiciel)	Safari (web browser)
Safran (épice)	Saffron
Flèche (constellation)	Sagitta
Sagittaire (constellation)	Sagittarius (constellation)
Sahara	Sahara
Voile (navire)	Sail
Saint	Saint
André (apôtre)	Saint Andrew
Georges de Lydda	Saint George
Saint-Christophe-et-Niévès	Saint Kitts and Nevis
Catégorie:Saint-Christophe-et-Niévès	Saint Kitts and Nevis
Fleuve Saint-Laurent	Saint Lawrence River
Sainte-Lucie	Saint Lucia
Catégorie:Sainte-Lucie	Saint Lucia
Saint-Martin (île)	Saint Martin
Nicolas de Myre	Saint Nicholas
Saint Patrick	Saint Patrick
Saint Paul (Minnesota)	Saint Paul
Pierre (apôtre)	Saint Peter
Saint-Pétersbourg	Saint Petersburg
Catégorie:Saint-Pétersbourg	Saint Petersburg
Saint-Vincent-et-les Grenadines	Saint Vincent and the Grenadines
Catégorie:Saint-Vincent-et-les Grenadines	Saint Vincent and the Grenadines
Saké	Sake
Saladin	Saladin
Salat (islam)	Salah
Urodèle	Salamander
Salem (Oregon)	Salem
Salerne	Salerno
Salive	Saliva
Salman Rushdie	Salman Rushdie
Salmonidae	Salmonidae
Sel alimentaire	Salt
Sel (chimie)	Salt (chemistry)
Salt Lake City	Salt Lake City
Salvador (Bahia)	Salvador
Salzbourg	Salzburg
Salzbourg (Land)	Salzburg (state)
Samara (Russie)	Samara
Samarium	Samarium
Samarcande	Samarkand
Samoa	Samoa
Catégorie:Samoa	Samoa
Saṃsāra	Samsara
Samuel Beckett	Samuel Beckett
Samuel Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samouraï	Samurai
San Antonio	San Antonio
San Diego	San Diego
San Francisco	San Francisco
San José (Californie)	San Jose
San Juan (Porto Rico)	San Juan
Saint-Marin	San Marino
Catégorie:Saint-Marin	San Marino
Ville de Saint-Marin	San Marino
San Salvador (Salvador)	San Salvador
Sable	Sand
Sandro Botticelli	Sandro Botticelli
Grès (géologie)	Sandstone
Sandwich	Sandwich
Sanskrit	Sanskrit
Santa Fe (Nouveau-Mexique)	Santa Fe
Santiago du Chili	Santiago
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Saint-Domingue (ville)	Santo Domingo
Santos	Santos (Săo Paulo)
Saphir	Sapphire
Sappho	Sappho
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sarcophage	Sarcophagus
Sardine	Sardine
Sardaigne	Sardinia
Sari (Iran)	Sari
Sarin	Sarin
Saskatchewan	Saskatchewan
Satan	Satan
Satanisme	Satanism
Satellite artificiel	Satellite
Satire	Satire
Samedi	Saturday
Saturne (planète)	Saturn
Catégorie:Saturne	Saturn
Saturne	Saturn (disambiguation)
Saturne (mythologie)	Saturn (mythology)
Satyre	Satyr
Sauce	Sauce
Arabie saoudite	Saudi Arabia
Catégorie:Arabie saoudite	Saudi Arabia
Saul Bellow	Saul Bellow
Saucisse	Sausage
Savane	Savanna
Saxe (Land)	Saxony
Catégorie:Saxe	Saxony
Saxophone	Saxophone
Scandinavie	Scandinavia
Catégorie:Scandinavie	Scandinavia
Péninsule Scandinave	Scandinavian Peninsula
Scandium	Scandium
Scapula	Scapula
Escaut	Scheldt
Scheme	Scheme (programming language)
Schizophrénie	Schizophrenia
Scolastique	Scholasticism
École	School
Schutzstaffel	Schutzstaffel
Science	Science
Catégorie:Sciences	Science
Science-fiction	Science fiction
Catégorie:Science-fiction	Science fiction
Méthode scientifique	Scientific method
Scientifique	Scientist
Scientologie	Scientology
Scipion l'Africain	Scipio Africanus
Ciseau	Scissors
Sciuridae	Sciuridae
Scorpiones	Scorpion
Scorpion (constellation)	Scorpius
Écosse	Scotland
Catégorie:Écosse	Scotland
Pin sylvestre	Scots Pine
Écossais	Scottish Gaelic
Scoutisme	Scouting
Scrabble	Scrabble
Vis de fixation	Screw
Tournevis	Screwdriver
Scrotum	Scrotum
Sculpteur (constellation)	Sculptor (constellation)
Sculpture	Sculpture
Catégorie:Sculpture	Sculpture
Mer	Sea
Loutre de mer	Sea Otter
Anémone de mer	Sea anemone
Holothurie	Sea cucumber
Niveau de la mer	Sea level
Mer d'Azov	Sea of Azov
Mer du Japon	Sea of Japan
Mer de Marmara	Sea of Marmara
Mer d'Okhotsk	Sea of Okhotsk
Echinoidea	Sea urchin
Seaborgium	Seaborgium
Hippocampe (poisson)	Seahorse
Moteur de recherche	Search engine
Sears Tower	Sears Tower
Saison	Season
Seattle	Seattle
Seconde (temps)	Second
Deuxième croisade	Second Crusade
IIe concile œcuménique du Vatican	Second Vatican Council
Deuxième principe de la thermodynamique	Second law of thermodynamics
Culte	Sect
Catégorie:Sécurité	Security
Roche sédimentaire	Sedimentary rock
Graine	Seed
Ségovie	Segovia
Seine	Seine
Sismologie	Seismology
Catégorie:Sismologie	Seismology
Séléné	Selene
Sélénium	Selenium
Séleucos Ier	Seleucus I Nicator
Sémantique	Semantics
Catégorie:Sémantique	Semantics
Sperme	Semen
Point-virgule	Semicolon
Semi-conducteur	Semiconductor
Sémiotique	Semiotics
Sémites	Semitic
Sénat	Senate
Sénégal	Senegal
Catégorie:Sénégal	Senegal
Séoul	Seoul
Seppuku	Seppuku
Septembre	September
11 septembre	September 11
Attentats du 11 septembre 2001	September 11
17 septembre	September 17
29 septembre	September 29
Septante	Septuagint
Suite (mathématiques)	Sequence
Serbie	Serbia
Catégorie:Serbie	Serbia
Serbie-et-Monténégro	Serbia and Montenegro
Catégorie:Serbie-et-Monténégro	Serbia and Montenegro
Servage	Serfdom
Sergueï Eisenstein	Sergei Eisenstein
Sergueï Rachmaninov	Sergei Rachmaninoff
Série (mathématiques)	Series (mathematics)
Sérine	Serine
Sérotonine	Serotonin
Serpent (constellation)	Serpens
Serveur informatique	Server (computing)
Ensemble	Set
Seth	Set (mythology)
Théorie des ensembles	Set theory
Catégorie:Théorie des ensembles	Set theory
Sébastopol	Sevastopol
Guerre de Sept Ans	Seven Years' War
Pneumonie atypique	Severe acute respiratory syndrome
Séville	Seville
Sexe	Sex
Appareil reproducteur	Sex organ
Sexisme	Sexism
Sextant	Sextant
Rapport sexuel	Sexual intercourse
Catégorie:Sexualité	Sexuality
Infection sexuellement transmissible	Sexually transmitted disease
Seychelles	Seychelles
Catégorie:Seychelles	Seychelles
Chah	Shah
Chahada	Shahadah
Chamanisme	Shamanism
Shanghai	Shanghai
Action (finance)	Share (finance)
Partagiciel	Shareware
Charia	Sharia
Requin	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Bouclier (arme)	Shield
Shikoku	Shikoku
Shintoïsme	Shinto
Navire	Ship
Shiva	Shiva
Shōgi	Shogi
Shogun	Shogun
Sténographie	Shorthand
Crevette	Shrimp
Arbrisseau	Shrub
Sibérie	Siberia
Husky sibérien	Siberian Husky
Sichuan	Sichuan
Sicile	Sicily
Catégorie:Sicile	Sicily
Siemens (unité)	Siemens (unit)
Sierra Leone	Sierra Leone
Catégorie:Sierra Leone	Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Langue des signes	Sign language
Sigrid Undset	Sigrid Undset
Sikhisme	Sikhism
Sikkim	Sikkim
Silésie	Silesia
Silicium	Silicon
Silicon Valley	Silicon Valley
Silice	Silicon dioxide
Soie	Silk
Route de la soie	Silk Road
Silurien	Silurian
Argent	Silver
Simone de Beauvoir	Simone de Beauvoir
Péché	Sin
Sinaï	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapour	Singapore
Catégorie:Singapour	Singapore
Single (musique)	Single (music)
Sirène (mythologie)	Siren
Sirenia	Sirenia
Sirius	Sirius
Chapelle Sixtine	Sistine Chapel
Sisyphe	Sisyphus
Sitting Bull	Sitting Bull
Sitcom	Situation comedy
Guerre des Six Jours	Six-Day War
Skagerrak	Skagerrak
Skateboard	Skateboard
Catégorie:Ostéologie	Skeletal system
Scepticisme (philosophie)	Skepticism
Peau	Skin
Skinhead	Skinhead
Skopje	Skopje
Crâne	Skull
Skylab	Skylab
Gratte-ciel	Skyscraper
Slash (guitariste)	Slash (musician)
Esclavage	Slavery
Slayer	Slayer
Sommeil	Sleep
Slovaquie	Slovakia
Catégorie:Slovaquie	Slovakia
Slovénie	Slovenia
Catégorie:Slovénie	Slovenia
Intestin grêle	Small intestine
Smog	Smog
Smolensk	Smolensk
Serpent	Snake
Snooker	Snooker
Neige	Snow
Savon	Soap
Psychologie sociale	Social psychology
Socialisme	Socialism
Catégorie:Socialisme	Socialism
Parti socialiste (France)	Socialist Party (France)
Catégorie:Société	Society
Société (sciences sociales)	Society
Compagnie de Jésus	Society of Jesus
Sociolinguistique	Sociolinguistics
Sociologie	Sociology
Catégorie:Sociologie	Sociology
Socrate	Socrates
Sodium	Sodium
Bicarbonate de soude	Sodium bicarbonate
Chlorure de sodium	Sodium chloride
Hydroxyde de sodium	Sodium hydroxide
Sofia	Sofia
Softball	Softball
Catégorie:Logiciel	Software
Sol (pédologie)	Soil
Solanaceae	Solanaceae
Catégorie:Solanaceae	Solanaceae
Système solaire	Solar System
Catégorie:Système solaire	Solar System
Cellule photovoltaïque	Solar cell
Éclipse solaire	Solar eclipse
Énergie solaire	Solar energy
Vent solaire	Solar wind
État solide	Solid
État solide	Solid state
Solidarność	Solidarity
Salomon (Bible)	Solomon
Salomon (pays)	Solomon Islands
Catégorie:Îles Salomon	Solomon Islands
Solon	Solon
Solstice	Solstice
Solution (chimie)	Solution
Solvant	Solvent
Somalie	Somalia
Catégorie:Somalie	Somalia
Somerset	Somerset
Somme (département)	Somme
Sonate	Sonata
Chanson	Song
Cantique des cantiques	Song of Solomon
Sonnet	Sonnet
Sophia Loren	Sophia Loren
Sophiste	Sophism
Sophocle	Sophocles
Soprano	Soprano
Sorbonne	Sorbonne
Sorghum	Sorghum
Algorithme de tri	Sorting algorithm
Âme	Soul
Son (physique)	Sound
Soupe	Soup
Code source	Source code
Sud	South
Catégorie:Afrique du Sud	South Africa
Amérique du Sud	South America
Catégorie:Amérique du Sud	South America
Australie-Méridionale	South Australia
Caroline du Sud	South Carolina
Catégorie:Caroline du Sud	South Carolina
Mer de Chine méridionale	South China Sea
Dakota du Sud	South Dakota
Catégorie:Dakota du Sud	South Dakota
Île du Sud	South Island
Corée du Sud	South Korea
Catégorie:Corée du Sud	South Korea
Pôle Sud	South Pole
République du Viêt Nam	South Vietnam
Asie du Sud-Est	Southeast Asia
Hémisphère Sud	Southern Hemisphere
Souveraineté	Sovereignty
Union des républiques socialistes soviétiques	Soviet Union
Catégorie:URSS	Soviet Union
Soja	Soybean
Espace (notion)	Space
Navette spatiale américaine	Space Shuttle
Station spatiale	Space station
Véhicule spatial	Spacecraft
Spaghetti	Spaghetti
Espagne	Spain
Catégorie:Espagne	Spain
Pourriel	Spam (electronic)
Guerre d'Espagne	Spanish Civil War
Catégorie:Personnalité espagnole	Spanish people
Guerre hispano-américaine	Spanish-American War
Sparte	Sparta
Relativité restreinte	Special relativity
Espèce	Species
Spectroscopie	Spectroscopy
Vitesse	Speed
Vitesse de la lumière	Speed of light
Spéléologie	Speleology
Spencer Tracy	Spencer Tracy
Cachalot	Sperm Whale
Spermatophyta	Spermatophyte
Spermatozoïde	Spermatozoon
Sphère	Sphere
Sphinx (mythologie égyptienne)	Sphinx
Épice	Spice
Araignée	Spider
Spin	Spin (physics)
Épinard	Spinach
Moelle épinière	Spinal cord
Galaxie spirale	Spiral galaxy
Rate	Spleen
Split	Split
Porifera	Sponge
Sport	Sport
Tableur	Spreadsheet
Spree	Spree
Printemps	Spring (season)
Springfield (Illinois)	Springfield
Logiciel espion	Spyware
Squamata	Squamata
Carré	Square (geometry)
Mètre carré	Square metre
Racine carrée	Square root
Squash	Squash (sport)
Écureuil	Squirrel
Sri Lanka	Sri Lanka
Catégorie:Sri Lanka	Sri Lanka
Saint-Louis (Missouri)	St. Louis
Stade	Stadium
Vitrail	Stained glass
Acier inoxydable	Stainless steel
Stalinisme	Stalinism
Standard Generalized Markup Language	Standard Generalized Markup Language
Écart type	Standard deviation
Université Stanford	Stanford University
Stanley Kubrick	Stanley Kubrick
Étoile	Star
Étoile de David	Star of David
Amidon	Starch
Étoile de mer	Starfish
État	State
Staten Island	Staten Island
Physique statistique	Statistical mechanics
Statistiques	Statistics
Catégorie:Statistiques	Statistics
Statue de la Liberté	Statue of Liberty
Stavanger	Stavanger
Machine à vapeur	Steam engine
Acier	Steel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Cellule souche	Stem cell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Steppe
Stéradian	Steradian
Sternum	Sternum
Stéroïde	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Bourse (économie)	Stock exchange
Stockholm	Stockholm
Stoïcisme	Stoicism
Estomac	Stomach
Âge de la pierre	Stone Age
Stonehenge	Stonehenge
Ciconiidae	Stork
Tempête	Storm
Détroit	Strait
Détroit de Gibraltar	Strait of Gibraltar
Détroit d'Ormuz	Strait of Hormuz
Détroit de Magellan	Strait of Magellan
Détroit de Messine	Strait of Messina
Catégorie:Détroit	Straits
Strasbourg	Strasbourg
Stratégie	Strategy
Stratigraphie	Stratigraphy
Stratosphère	Stratosphere
Fragaria	Strawberry
Stress	Stress (medicine)
Théorie des cordes	String theory
Accident vasculaire cérébral	Stroke
Interaction forte	Strong interaction
Strontium	Strontium
Structuralisme	Structuralism
Modèle:Ébauche	Stub
Étudiant	Student
Stûpa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Styx
Afrique sub-saharienne	Sub-Saharan Africa
Sous-culture	Subculture
Sublimation (physique)	Sublimation (chemistry)
Sous-marin	Submarine
Sous-ensemble	Subset
Soustraction	Subtraction
Subversion (logiciel)	Subversion (software)
Sucre (Bolivie)	Sucre
Saccharose	Sucrose
Soudan	Sudan
Catégorie:Soudan	Sudan
Sudoku	Sudoku
Canal de Suez	Suez Canal
Affixe#Place des affixes	Suffix
Soufisme	Sufism
Sucre	Sugar
Soeharto	Suharto
Soekarno	Sukarno
Sulawesi	Sulawesi
Soufre	Sulfur
Dioxyde de soufre	Sulfur dioxide
Gaz moutarde	Sulfur mustard
Acide sulfurique	Sulfuric acid
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sumer
Été	Summer
Sumo	Sumo
Soleil	Sun
Catégorie:Soleil	Sun
Sun Yat-sen	Sun Yat-sen
Dimanche	Sunday
Cadran solaire	Sundial
Tournesol	Sunflower
Sunnisme	Sunni Islam
Tache solaire	Sunspot
Superordinateur	Supercomputer
Supraconductivité	Superconductivity
Superman	Superman
Supernova	Supernova
