English	Bulgarian
Pyxis	Компас (съзвездие)
Qatar	Катар
Qatar	Категория:Катар
Qing Dynasty	Цин (17-20 век)
Quadratic equation	Квадратно уравнение
Quadrilateral	Четириъгълник
Quaestor	Квестор
Quantum mechanics	Квантова механика
Quantum mechanics	Категория:Квантова механика
Quarantine	Карантина
Quark	Кварк
Quartz	Кварц
Quasar	Квазар
Quaternion	Кватернион
Quebec	Квебек
Quebec	Категория:Квебек
Quebec City	Квебек (град)
Quechua	Кечуа
Queen (chess)	Дама (шахмат)
Queens	Куинс
Queensland	Куинсланд
Quentin Tarantino	Куентин Тарантино
Question mark	Въпросителен знак
Quince	Дюля
Quito	Кито
RNA	РНК
Ra	Ра
Rabat	Рабат
Rabbi	Равин
Rabindranath Tagore	Рабиндранат Тагор
Raccoon Dog	Енотовидно куче
Race	Раса
Racism	Расизъм
Racism	Категория:Расизъм
Radar	Радиолокатор
Radian	Радиан
Radio	Категория:Радио
Radio telescope	Радиотелескоп
Radioactive decay	Радиоактивност
Radiology	Радиология
Radium	Радий
Radius	Радиус
Radon	Радон
Rainbow	Дъга (оптична)
Rainer Maria Rilke	Райнер Мария Рилке
Raleigh	Роли (Северна Каролина)
Ralph Waldo Emerson	Ралф Уолдо Емерсън
Ramadan	Рамазан
Ramayana	Рамаяна
Ramesses II	Рамзес II
Random access memory	Памет с произволен достъп
Ranunculaceae	Лютикови
Rape	Изнасилване
Rapeseed	Рапица
Raphael	Рафаело Санцио
Rapid transit	Категория:Метро
Raspberry	Малина
Rat	Плъх
Rational number	Рационално число
Ratite	Щраусоподобни
Ravenna	Равена
Rawalpindi	Равалпинди
Ray Bradbury	Рей Бредбъри
Real number	Реално число
Recession	Рецесия
Recife	Ресифе
Rectangle	Правоъгълник
Recursion	Рекурсия
Red	Червен цвят
Red Fox	Лисица
Red Panda	Червена панда
Red Sea	Червено море
Red algae	Червени водорасли
Red blood cell	Еритроцит
Red dwarf	Червено джудже
Red giant	Червен гигант
Redshift	Червено отместване
Redshift (disambiguation)	Червено отместване
Referendum	Референдум
Refraction	Пречупване
Refugee	Бежанец
Regent	Регент
Reggae	Реге
Regiment	Полк
Regina	Риджайна
Reims	Реймс
Reincarnation	Прераждане
Relation (mathematics)	Релация
Relativism	Релативизъм
Religion	Религия
Religion	Категория:Религия
Religious Society of Friends	Квакери
Rembrandt	Рембранд ван Рейн
Renaissance	Ренесанс
Renaissance	Категория:Ренесанс
Reproduction	Размножаване
Reptile	Влечуги
Republic	Република
Republic of China	Република Китай
Republic of Ireland	Република Ирландия
Republic of Ireland	Категория:Ирландия
Republic of the Congo	Република Конго
Republic of the Congo	Категория:Република Конго
Republican Party (United States)	Републиканска партия
Requiem	Реквием
Resistor	Съпротивление
Restaurant	Ресторант
Reticulum	Мрежичка (съзвездие)
Revolution	Революция
Rhea (moon)	Рея (спътник)
Rhea (mythology)	Рея (митология)
Rhenium	Рений
Rhetoric	Реторика
Rhetoric	Категория:Реторика
Rhine	Рейн
Rhinoceros	Носорози
Rho (letter)	Ро
Rhode Island	Род Айлънд
Rhode Island	Категория:Род Айлънд
Rhodes	Родос
Rhombus	Ромб
Rhyme	Рима
Rhythm and blues	Ритъм енд блус
Rib	Ребро
Ribosome	Рибозома
Rice	Ориз
Richard Feynman	Ричард Файнман
Richard Nixon	Ричард Никсън
Richard Strauss	Рихард Щраус
Richard Wagner	Рихард Вагнер
Richard Wright (musician)	Ричард Райт
Richmond	Ричмънд (Вирджиния)
Riga	Рига
Rigel	Ригел
Right ascension	Ректасцензия
Ringo Starr	Ринго Стар
Rio Grande	Рио Гранде
Rio de Janeiro	Рио де Жанейро
Rio de Janeiro (state)	Рио де Жанейро (щат)
River	Река
River Thames	Темза
Riyadh	Рияд
Road	Път
Roald Amundsen	Руал Амундсен
Robert A. Heinlein	Робърт Хайнлайн
Robert Andrews Millikan	Робърт Миликан
Robert Burns	Робърт Бърнс
Robert De Niro	Робърт де Ниро
Robert E. Lee	Робърт Лий
Robert Falcon Scott	Робърт Скот
Robert Hooke	Робърт Хук
Robert Koch	Роберт Кох
Robert Louis Stevenson	Робърт Луис Стивънсън
Robert Oppenheimer	Робърт Опенхаймер
Robert Redford	Робърт Редфорд
Robert Schumann	Роберт Шуман
Robin Hood	Робин Худ
Robot	Робот
Rock (geology)	Скала
Rock and roll	Рокендрол
Rock music	Рок
Rock music	Категория:Рок
Rocket	Ракета
Rocky Mountains	Скалисти планини
Rococo	Рококо
Rodent	Гризачи
Roe Deer	Сърна
Roger Bacon	Роджър Бейкън
Roman Catholic Church	Римокатолическа църква
Roman Empire	Римска империя
Roman calendar	Римски календар
Roman legion	Легион
Roman mythology	Римска митология
Roman mythology	Категория:Римска митология
Romania	Румъния
Romania	Категория:Румъния
Romansh	Романш
Romanticism	Романтизъм
Rome	Рим
Rome	Категория:Рим
Ronald Reagan	Роналд Рейгън
Roof	Покрив
Rook (bird)	Посевна врана
Rook (chess)	Топ (шахмат)
Root	Корен
Rosa Parks	Роза Паркс
Rosaceae	Розоцветни
Rosario	Росарио
Roseau	Розо
Rosemary	Розмарин
Rosetta Stone	Розетски камък
Rosh Hashanah	Рош Хашана
Ross Sea	Рос (море)
Rostock	Росток
Rotterdam	Ротердам
Router	Маршрутизатор
Rowing (sport)	Академично гребане
Royal Air Force	Кралски военновъздушни сили
Royal Society	Британско кралско научно дружество
Rubber	Каучук
Rubicon	Рубикон
Rubidium	Рубидий
Rubus idaeus	Малина
Ruby	Рубин
Ruby (programming language)	Ruby
Rudolf Diesel	Рудолф Дизел
Rudolf Hess	Рудолф Хес
Rudolf Steiner	Рудолф Щайнер
Rudyard Kipling	Ръдиард Киплинг
Rugby football	Ръгби
Russia	Русия
Russia	Категория:Русия
Russian Orthodox Church	Руска православна църква
Russo-Japanese War	Руско-японска война
Rutherford B. Hayes	Ръдърфорд Хейс
Rwanda	Руанда
Rwanda	Категория:Руанда
Rye	Ръж
SOS	SOS
Sacramento	Сакраменто
Saddam Hussein	Саддам Хюсеин
Safari (web browser)	Сафари (браузър)
Saffron	Шафран
Sagittarius (constellation)	Стрелец (съзвездие)
Sahara	Сахара
Sail	Платно (ветроходство)
Saint	Светец
Saint Andrew	Андрей Първозвани
Saint George	Георги Победоносец
Saint Kitts and Nevis	Сейнт Китс и Невис
Saint Lawrence River	Свети Лаврентий (река)
Saint Lucia	Сейнт Лусия
Saint Lucia	Категория:Сейнт Лусия
Saint Martin	Синт Мартен (Холандски Антили)
Saint Nicholas	Николай Мирликийски
Saint Paul	Сейнт Пол (Минесота)
Saint Peter	Петър (апостол)
Saint Petersburg	Санкт Петербург
Saint Petersburg	Категория:Санкт Петербург
Saint Vincent and the Grenadines	Сейнт Винсент и Гренадини
Saladin	Салах ад Дин
Salamander	Опашати земноводни
Salem	Салем (Орегон)
Salerno	Салерно (град)
Saliva	Слюнка
Salman Rushdie	Салман Рушди
Salt (chemistry)	Сол
Salt Lake City	Солт Лейк Сити
Salvador	Салвадор (Бразилия)
Salzburg	Залцбург
Salzburg (state)	Залцбург (провинция)
Samara	Самара (Русия)
Samarkand	Самарканд
Samoa	Самоа
Samoa	Категория:Самоа
Samsara	Самсара
Samuel Beckett	Самюъл Бекет
Samuel F. B. Morse	Самюъл Морз
Samuel Taylor Coleridge	Самюъл Колридж
Samurai	Самурай
San Antonio	Сан Антонио
San Diego	Сан Диего
San Francisco	Сан Франциско
San Jose	Сан Хосе (Калифорния)
San Juan	Сан Хуан
San Marino	Сан Марино
San Marino	Категория:Сан Марино
San Marino	Сан Марино (Сан Марино)
San Salvador	Сан Салвадор
Sand	Пясък
Sandro Botticelli	Сандро Ботичели
Sanskrit	Санскрит
Santa Claus	Дядо Коледа
Santa Fe	Санта Фе (Ню Мексико)
Santiago	Сантяго де Чиле
Santiago	Сантяго
Santiago de Cuba	Сантяго де Куба
Santo Domingo	Санто Доминго
Santos (Săo Paulo)	Сантуш
Sapphire	Сапфир
Sappho	Сафо
Sarah Bernhardt	Сара Бернар
Sarajevo	Сараево
Saratov	Саратов
Sarcophagus	Саркофаг
Sardine	Сардина
Sardinia	Сардиния
Saskatchewan	Саскачеван (провинция)
Satan	Сатана
Satanism	Сатанизъм
Satellite	Изкуствен спътник
Satire	Сатира
Saturday	Събота
Saturn	Сатурн (планета)
Saturn	Категория:Сатурн
Saturn (disambiguation)	Сатурн
Saturn (mythology)	Сатурн (митология)
Sauce	Сос
Saudi Arabia	Саудитска Арабия
Saudi Arabia	Категория:Саудитска Арабия
Saul Bellow	Сол Белоу
Sausage	Наденица
Savanna	Савана
Saxony	Саксония
Saxony	Категория:Саксония
Saxophone	Саксофон
Scandinavia	Скандинавия
Scandinavian Peninsula	Скандинавски полуостров
Scandium	Скандий
Scheldt	Шелда
Scheme (programming language)	Scheme
Schizophrenia	Шизофрения
Scholasticism	Схоластика
School	Училище
Schutzstaffel	СС
Science	Наука
Science	Категория:Наука
Science fiction	Фантастика
Science fiction	Категория:Научна фантастика
Scientific method	Научен метод
Scientist	Учен
Scientology	Сциентология
Scissors	Ножици
Sciuridae	Катерицови
Scorpion	Скорпиони
Scorpius	Скорпион (съзвездие)
Scotland	Шотландия
Scotland	Категория:Шотландия
Scots Pine	Бял бор
Scottish Gaelic	Шотландски келтски език
Scouting	Скаут
Scrabble	Скрабъл
Screw	Винт
Screwdriver	Отвертка
Scrotum	Скротум
Sculpture	Скулптура
Sculpture	Категория:Скулптура
Sea	Море
Sea of Azov	Азовско море
Sea of Japan	Японско море
Sea of Marmara	Мраморно море
Sea of Okhotsk	Охотско море
Seahorse	Морско конче
Search engine	Търсачка
Sears Tower	Сиърс Тауър
Seattle	Сиатъл
Second	Секунда
Second Crusade	Втори кръстоносен поход
Second Vatican Council	Втори Ватикански събор
Second law of thermodynamics	Втори закон на термодинамиката
Sect	Секта
Security	Категория:Сигурност
Sedimentary rock	Седиментна скала
Seed	Семе
Segovia	Сеговия (град)
Seine	Сена
Seismology	Сеизмология
Seismology	Категория:Сеизмология
Selene	Селена
Selenium	Селен
Semantics	Семантика
Semantics	Категория:Семантика
Semen	Сперма
Semiconductor	Полупроводник
Semiotics	Семиотика
Semitic	Семити
Senegal	Сенегал
Senegal	Категория:Сенегал
Seoul	Сеул
Seppuku	Харакири
September	Септември
September 11	11 септември
September 11	Атентати от 11 септември 2001 г.
September 17	17 септември
September 29	29 септември
Sequence	Редица
Serbia	Сърбия
Serbia	Категория:Сърбия
Serbia and Montenegro	Сърбия и Черна гора
Serbia and Montenegro	Категория:Сърбия и Черна гора
Sergei Eisenstein	Сергей Айзенщайн
Sergei Rachmaninoff	Сергей Рахманинов
Serotonin	Серотонин
Serpens	Змия (съзвездие)
Server (computing)	Сървър
Set	Множество
Set (mythology)	Сет (бог)
Set theory	Теория на множествата
Set theory	Категория:Теория на множествата
Sevastopol	Севастопол
Seven Years' War	Седемгодишна война
Seville	Севиля
Sex	Пол
Sexism	Полова дискриминация
Sextant	Секстант
Sexual intercourse	Секс
Sexuality	Категория:Сексуалност
Sexually transmitted disease	Полово предавани болести
Seychelles	Сейшели
Seychelles	Категория:Сейшелски острови
Shah	Шах (титла)
Shahadah	Шехадет
Shamanism	Шаманизъм
Shanghai	Шанхай
Sharia	Шeриат
Shark	Акулообразни
Sheffield	Шефилд
Sherlock Holmes	Шерлок Холмс
Shetland	Шетландски острови
Shield	Щит
Shikoku	Шикоку
Shinto	Шинтоизъм
Ship	Кораб
Shiva	Шива
Shogun	Шогун
Shorthand	Стенография
Shrimp	Скариди
Shrub	Храст
Siberia	Сибир
Sichuan	Съчуан
Sicily	Сицилия
Siemens (unit)	Сименс
Sierra Leone	Сиера Леоне
Sigma	Сигма
Sigmund Freud	Зигмунд Фройд
Sigrid Undset	Сигрид Ундсет
Sikhism	Сикхска религия
Sikkim	Сиким
Silesia	Силезия
Silicon	Силиций
Silicon Valley	Силициева долина
Silk	Коприна
Silk Road	Път на коприната
Silver	Сребро
Simone de Beauvoir	Симон дьо Бовоар
Sin	Грях
Sinclair Lewis	Синклер Луис
Singapore	Сингапур
Singapore	Категория:Сингапур
Single (music)	Сингъл
Sirenia	Сирени
Sirius	Сириус
Sistine Chapel	Сикстинска капела
Sisyphus	Сизиф
Situation comedy	Ситуационна комедия
Six-Day War	Шестдневна война
Skagerrak	Скагерак
Skepticism	Скептицизъм
Skin	Кожа
Skinhead	Скинхедс
Skopje	Скопие
Skull	Череп
Skylab	Скайлаб
Skyscraper	Небостъргач
Slash (musician)	Слаш
Slavery	Робство
Slayer	Slayer
Sleep	Сън
Slovakia	Словакия
Slovakia	Категория:Словакия
Slovenia	Словения
Slovenia	Категория:Словения
Smog	Смог
Smolensk	Смоленск
Snake	Змии
Snooker	Снукър
Snow	Сняг
Soap	Сапун
Social psychology	Социална психология
Socialism	Социализъм
Socialism	Категория:Социализъм
Society	Категория:Общество
Society	Общество
Society of Jesus	Общество на Исус
Sociolinguistics	Социолингвистика
Sociology	Социология
Sociology	Категория:Социология
Socrates	Сократ
Sodium	Натрий
Sodium bicarbonate	Сода за хляб
Sodium chloride	Натриев хлорид
Sodium hydroxide	Натриева основа
Sofia	София
Softball	Софтбол
Software	Категория:Софтуер
Soil	Почва
Solanaceae	Картофови
Solanaceae	Категория:Картофови
Solar System	Слънчева система
Solar System	Категория:Слънчева система
Solar cell	Слънчева батерия
Solar eclipse	Слънчево затъмнение
Solar energy	Слънчева енергия
Solar wind	Слънчев вятър
Solid	Твърдо тяло
Solid state	Твърдо тяло
Solomon	Соломон
Solomon Islands	Соломонови острови (държава)
Solomon Islands	Категория:Соломонови острови
Solstice	Слънцестоене
Somalia	Сомалия
Somalia	Категория:Сомалия
Sonata	Соната
Song	Песен
Sonnet	Сонет
Sophia Loren	София Лорен
Sophism	Софизъм
Sophocles	Софокъл
Soprano	Сопран
Sorbonne	Сорбона
Sorghum	Сорго
Soul	Душа
Sound	Звук
Soup	Супа
Source code	Изходен код
South	Юг
South Africa	Категория:Република Южна Африка
South America	Южна Америка
South America	Категория:Южна Америка
South Australia	Южна Австралия
South Carolina	Южна Каролина
South Carolina	Категория:Южна Каролина
South China Sea	Южнокитайско море
South Dakota	Южна Дакота
South Dakota	Категория:Южна Дакота
South Korea	Южна Корея
South Korea	Категория:Южна Корея
South Pole	Южен полюс
South Vietnam	Южен Виетнам
Southeast Asia	Югоизточна Азия
Sovereignty	Суверенитет
Soviet Union	Съюз на съветските социалистически републики
Soviet Union	Категория:Съветски съюз
Soybean	Соя
Space Shuttle	Космическа совалка
Space station	Космическа станция
Spacecraft	Космически апарат
Spain	Испания
Spain	Категория:Испания
Spam (electronic)	Спам
Spanish Civil War	Гражданска война в Испания
Spanish people	Категория:Испанци
Sparta	Спарта
Spear	Копие
Species	Вид (биология)
Spectroscopy	Спектроскопия
Speed of light	Скорост на светлината
Speleology	Спелеология
Sperm Whale	Кашалот
Spermatophyte	Семенни растения
Spermatozoon	Сперматозоид
Sphere	Сфера
Sphinx	Сфинкс
Spice	Подправка
Spider	Паяци
Spin (physics)	Спин (физика)
Spinach	Спанак
Spiral galaxy	Спирална галактика
Spleen	Слезка
Split	Сплит
Sponge	Водни гъби
Sport	Спорт
Spring (season)	Пролет
Springfield	Спрингфийлд (Илинойс)
Squamata	Люспести
Square (geometry)	Квадрат
Square metre	Квадратен метър
Squash (sport)	Скуош
Squirrel	Катерици
Sri Lanka	Шри Ланка
Sri Lanka	Категория:Шри Ланка
St. Louis	Сейнт Луис
Stadium	Стадион
Stained glass	Стъклопис
Stalinism	Сталинизъм
Standard Generalized Markup Language	SGML
Stanford University	Станфордски университет
Stanley Kubrick	Стенли Кубрик
Star	Звезда
Starch	Нишесте
State	Държава
Staten Island	Статън Айлънд
Statistics	Статистика
Statistics	Категория:Статистика
Statue of Liberty	Статуя на Свободата
Stavanger	Ставангер
Steam	Пара
Steel	Стомана
Stefan Zweig	Стефан Цвайг
Steffi Graf	Щефи Граф
Stegosaurus	Стегозавър
Stem cell	Стволова клетка
Stendhal	Стендал
Stephen Hawking	Стивън Хокинг
Steppe	Степ
Steradian	Стерадиан
Steroid	Стероид
Steven Spielberg	Стивън Спилбърг
Sting	Стинг
Stock exchange	Борса
Stockholm	Стокхолм
Stomach	Стомах
Stone Age	Каменна ера
Stonehenge	Стоунхендж
Storm	Буря
Strait	Проток
Strait of Gibraltar	Гибралтарски проток
Strait of Magellan	Магеланов проток
Strait of Messina	Месински пролив
Straits	Категория:Протоци
Strasbourg	Страсбург
Strawberry	Ягода
Stress (medicine)	Стрес
String theory	Теория на струните
Strong interaction	Силно ядрено взаимодействие
Strontium	Стронций
Structuralism	Структурализъм
Stub	Шаблон:Мъниче
Sturmabteilung	Sturmabteilung
Stuttgart	Щутгарт
Styx	Стикс
Subculture	Субкултура
Sublimation (chemistry)	Сублимация
Submarine	Подводница
Subtraction	Изваждане
Sucrose	Захароза
Sudan	Судан
Sudan	Категория:Судан
Sudoku	Судоку
Suez Canal	Суецки канал
Suffix	Наставка
Sufism	Суфизъм
Sugar	Захар
Suharto	Сухарто
Sukarno	Сукарно
Sulawesi	Сулавеси
Sulfur	Сяра
Sulfur dioxide	Серен диоксид
Sulfur mustard	Иприт
Sultan	Султан
Sumatra	Суматра
Sumer	Шумер
Summer	Лято
Sumo	Сумо
Sun	Слънце
Sun	Категория:Слънце
Sun Yat-sen	Сун Ятсен
Sunday	Неделя
Sunflower	Слънчоглед
Sunni Islam	Сунити
Sunspot	Слънчево петно
Supercomputer	Суперкомпютър
Superconductivity	Свръхпроводимост
Superman	Супермен
Supernova	Свръхнова
Supreme Court of the United States	Върховен съд на САЩ
Sura	Сура
Surface tension	Повърхностно напрежение
Surgeon	Хирург
Suriname	Суринам
Suriname	Категория:Суринам
Surrealism	Сюрреализъм
Surrey	Съри
Susan Sontag	Сюзън Зонтаг
Sushi	Суши
Suva	Сува
Swallow	Лястовицови
Swan	Лебеди
Swastika	Свастика
Swaziland	Свазиленд
Swaziland	Категория:Свазиленд
Sweden	Швеция
Sweden	Категория:Швеция
Swedish krona	Шведска крона
Swimming	Плуване
Swimming	Категория:Плуване
Swiss people	Категория:Швейцарци
Switzerland	Швейцария
Switzerland	Категория:Швейцария
Sword	Меч
Sydney	Сидни
Sylvia Plath	Силвия Плат
Symbiosis	Симбиоза
Symphony	Симфония
Symptom	Симптом
Synagogue	Синагога
Synonym	Синоним
Syntax	Синтаксис
Synthesizer	Синтезатор
Syphilis	Сифилис
Syracuse	Сиракуза
Syria	Сирия
Syria	Категория:Сирия
System	Система
T. E. Lawrence	Томас Лорънс
T. S. Eliot	Томас Стърнз Елиът
Table tennis	Тенис на маса
Taboo	Табу
Tacitus	Тацит
Taekwondo	Таекуон-до
Tagus	Тахо (река)
Tahiti	Таити
Tai chi chuan	Тайдзи цюан
Tail	Опашка
Taipei	Тайпей
Taiwan	Категория:Тайван
Taiwan	Тайван
Taj Mahal	Тадж Махал
Tajikistan	Таджикистан
Tajikistan	Категория:Таджикистан
Talc	Талк
Taliban	Талибани
Tallahassee	Талахаси (Флорида)
Tallinn	Талин
Talmud	Талмуд
Tamil Nadu	Тамил Наду
Tampa	Тампа
Tampere	Тампере
Tanakh	Танах
Tang Dynasty	Тан
Tangier	Танжер
Tango (dance)	Танго
Tank	Танк
Tantalum	Тантал (химичен елемент)
Tantalus	Тантал (митология)
Tanzania	Танзания
Tanzania	Категория:Танзания
Taoism	Даоизъм
Tapir	Тапири
Tarragon	Тарос
Tartarus	Тартар
Tartu	Тарту
Tashkent	Ташкент
Tasman Sea	Тасманово море
Tasmania	Тасмания
Taste	Вкус (осезание)
Tattoo	Татуировка
Taurus (constellation)	Бик (съзвездие)
Tawny Owl	Горска улулица
Tax	Данък
Taxation	Категория:Данъчно облагане
Taxicab	Такси
Taxon	Таксон
Taxonomy	Таксономия
Taxus baccata	Обикновен тис
Tbilisi	Тбилиси
Tea	Чай
Teacher	Учител
Technetium	Технеций
Techno	Техно музика
Technology	Технология
Technology	Категория:Технология
Tegucigalpa	Тегусигалпа
Tehran	Техеран
Tel Aviv	Тел Авив
Telecommunication	Телекомуникации
Telepathy	Телепатия
Telephone	Телефон
Telescope	Телескоп
Television	Телевизия
Television	Категория:Телевизия
Tellurium	Телур
Temperature	Температура
Temple	Храм
Temple of Artemis	Храм на Артемида
Ten Commandments	Десетте Божи заповеди
Tenerife	Тенерифе
Tennessee	Тенеси
Tennessee	Категория:Тенеси
Tennessee Williams	Тенеси Уилямс
Tennis	Тенис
Tennis	Категория:Тенис
Tenor	Тенор
Tenzing Norgay	Тенсинг Норгей
Tequila	Текила
Terpsichore	Терпсихора
Terrestrial planet	Земеподобна планета
Terrorism	Тероризъм
Terrorism	Категория:Тероризъм
Tertullian	Тертулиан
Tesla (unit)	Тесла (единица)
Testicle	Тестис
Tethys (moon)	Тетида (спътник)
Tethys (mythology)	Тетида
Tetrahedron	Тетраедър
Tetrahydrocannabinol	Тетрахидроканабинол
Texas	Тексас
Textile	Текстил
Thailand	Тайланд
Thailand	Категория:Тайланд
Thales	Талес
Thalia	Талия
Thanatos	Танатос
Thanksgiving	Ден на благодарността
Thanksgiving (Canada)	Ден на благодарността
Thanksgiving (United States)	Ден на благодарността
Thanksgiving (disambiguation)	Ден на благодарността
The Gambia	Гамбия
The Gambia	Категория:Гамбия
The Hague	Хага
The Star-Spangled Banner	Химн на Съединените американски щати
Theatre	Театър
Theatre	Категория:Театър
Thebe (moon)	Тива (спътник)
Thebes	Тива (Беотия)
Theia	Тея
Themis	Темида
Themistocles	Темистокъл
Theocracy	Теокрация
Theodolite	Теодолит
Theodor Mommsen	Теодор Момзен
Theodore Roosevelt	Теодор Рузвелт
Theodosius I	Теодосий I
Theology	Теология
Theology	Категория:Теология
Theorem	Теорема
Theory	Теория
Theory of relativity	Теория на относителността
Thermodynamics	Термодинамика
Thermodynamics	Категория:Термодинамика
Thermometer	Термометър
Theseus	Тезей
Thessaloniki	Солун
Thessaly	Тесалия
Third Crusade	Трети кръстоносен поход
Third World	Трети свят
Thirty Years' War	Тридесетгодишна война
Thomas Aquinas	Тома Аквински
Thomas Edison	Томас Едисън
Thomas Hobbes	Томас Хобс
Thomas Jefferson	Томас Джеферсън
Thomas Malthus	Томас Малтус
Thomas Mann	Томас Ман
Thomas More	Томас Мор
Thomas Young (scientist)	Томас Йънг
Thor	Тор (митология)
Thorium	Торий
Thoth	Тот
Thrace	Тракия
Thucydides	Тукидид
Thuringia	Тюрингия
Thuringia	Категория:Тюрингия
Thursday	Четвъртък
Thylacine	Тасманийски вълк
Thyme	Мащерка
Thymine	Тимин
Tianjin	Тиендзин
Tiber	Тибър
Tiberius	Тиберий
Tibet	Тибет
Tibet	Категория:Тибет
Ticino	Тичино (кантон)
Tide	Приливи и отливи
Tierra del Fuego	Огнена земя
Tiger	Тигър
Tigris	Тигър (река)
Tilia	Липа
Timbuktu	Тимбукту
Time	Време
Time	Категория:Време
Time (magazine)	Тайм
Time zone	Часова зона
Timor	Тимор
Timur	Тимур
Tin	Калай
Tirana	Тирана
Tissue (biology)	Тъкан (биология)
Titan (disambiguation)	Титан
Titan (moon)	Титан (спътник)
Titan (mythology)	Титани
Titania (moon)	Титания (спътник)
Titanium	Титан (елемент)
Titian	Тициан
Titus	Тит
Tivoli	Тиволи
Tobacco	Тютюн
Tocantins (state)	Токантинс (щат)
Tofu	Тофу
Togo	Того
Togo	Категория:Того
Tokyo	Токио
Toledo	Толедо
Tom Hanks	Том Ханкс
Tom and Jerry	Том и Джери
Tomato	Домат
Ton	Тон (единица)
Tonga	Тонга
Tonga	Категория:Тонга
Tongue	Език (биология)
Toni Morrison	Тони Морисън
Tonne	Тон (единица)
Tony Blair	Тони Блеър
Tooth	Зъб
Topaz	Топаз
Topeka	Топика (Канзас)
Topology	Топология
Topology	Категория:Топология
Tornado	Торнадо
Toronto	Торонто
Tortoise	Костенурки
Torus	Тор (геометрия)
Totalitarianism	Тоталитаризъм
Toulon	Тулон
Toulouse	Тулуза
Tour de France	Обиколка на Франция
Tourism	Туризъм
Tourism	Категория:Туризъм
Tours	Тур (град)
Tower of Babel	Вавилонска кула
Town	Град
Toxicology	Токсикология
Toy	Играчка
Toyota	Тойота Мотър Корпорейшън
Tractor	Трактор
Trade	Търговия
Tradition	Традиция
Tragedy	Трагедия
Train	Влак
Train station	Железопътна гара
Trajan	Траян
Tram	Трамвай
Transcendental number	Трансцендентно число
Transformer	Трансформатор
Transistor	Транзистор
Transmission Control Protocol	TCP
Transportation	Категория:Транспорт
Transsexualism	Транссексуалност
Transylvania	Трансилвания
Trapezoid	Трапец
Treaty of Versailles	Версайски договор
Tree	Дърво
Trenton	Трентън (Ню Джърси)
Triangle	Триъгълник
Triangulum	Триъгълник (съзвездие)
Triassic	Триас
Tributary	Приток
Triceratops	Трицератопс
Trier	Трир
Trigonometric function	Тригонометрична функция
Trigonometry	Тригонометрия
Trigonometry	Категория:Тригонометрия
Trilobite	Трилобити
Trilogy	Трилогия
Trinidad and Tobago	Тринидад и Тобаго
Trinidad and Tobago	Категория:Тринидад и Тобаго
Trinitrotoluene	Тротил
Trinity	Света Троица
Tripoli	Триполи
Triskelion	Трискелион
Triton (moon)	Тритон (спътник)
Triton (mythology)	Тритон (митология)
Trojan Horse	Троянски кон
Trojan War	Троянска война
Trojan horse (computing)	Троянски кон (компютри)
Troll	Трол
Troll (Internet)	Интернет трол
Trolleybus	Тролейбус
Trombone	Тромбон
Trondheim	Тронхейм
Troposphere	Тропосфера
Trotskyism	Троцкизъм
Troy	Троя
Truck	Камион
Truman Doctrine	Доктрина Труман
Trumpet	Тромпет
Tsar	Цар
Tsunami	Цунами
Tuareg	Туареги
Tuber (genus)	Трюфел
Tuberculosis	Туберкулоза
Tucson	Тюсон
Tuesday	Вторник
Tumor	Тумор
Tundra	Тундра
Tungsten	Волфрам
Tunis	Тунис (град)
Tunisia	Тунис
Tunisia	Категория:Тунис
Tunnel	Тунел
Turbine	Турбина
Turin	Торино
Turing machine	Машина на Тюринг
Turkey	Турция
Turkey	Категория:Турция
Turkmenistan	Туркменистан
Turkmenistan	Категория:Туркменистан
Turmeric	Куркума
Turtle	Костенурки
Tuscany	Тоскана
Tuvalu	Тувалу
Tuvalu	Категория:Тувалу
Tux	Тукс
Tycho Brahe	Тихо Брахе
Typewriter	Пишеща машина
Typhon	Тифон
Typography	Типография
Tyrannosaurus	Тиранозавър
Tyrol (state)	Тирол
Tyrrhenian Sea	Тиренско море
UNESCO	Организация на обединените нации за образование, наука и култура
Ufa	Уфа
Uganda	Уганда
Uganda	Категория:Уганда
Ukraine	Украйна
Ukraine	Категория:Украйна
Ulan Bator	Улан Батор
Ulster	Ълстър
Ultrasound	Ултразвук
Ultraviolet	Ултравиолетови лъчи
Ulysses S. Grant	Юлисис Грант
Umbria	Умбрия
Uncertainty principle	Съотношение на неопределеност на Хайзенберг
Unemployment	Безработица
Unicorn	Еднорог
Unidentified flying object	НЛО
Uniform Resource Locator	Унифициран локатор на ресурси
United Arab Emirates	Обединени арабски емирства
United Arab Emirates	Категория:Обединени арабски емирства
United Arab Republic	Обединена арабска република
United Kingdom	Обединено кралство Великобритания и Северна Ирландия
United Kingdom	Категория:Обединено кралство
United Nations	Организация на обединените нации
United Nations	Категория:ООН
United Nations Children's Fund	УНИЦЕФ
United States	Съединени американски щати
United States	Категория:САЩ
United States Air Force	Военновъздушни сили на Съединените американски щати
United States Congress	Конгрес на САЩ
United States Constitution	Конституция на САЩ
United States House of Representatives	Камара на представителите на САЩ
United States Military Academy	Военна академия на Съединените щати
United States Navy	Военноморски сили на Съединените американски щати
United States Senate	Сенат на САЩ
United States Virgin Islands	Американски Вирджински острови
United States dollar	Щатски долар
Universe	Вселена
University	Университет
Unix	Юникс
Uppsala	Упсала
Upsilon	Ипсилон
