English	Greek
Lombardy	Λομβαρδία
London	Λονδίνο
Long jump	Άλμα εις μήκος
Lord's Prayer	Κυριακή προσευχή
Lorraine (region)	Λωρραίνη
Los Angeles	Λος Άντζελες
Loudspeaker	Ηχείο
Louis Aragon	Λουί Αραγκόν
Louis Armstrong	Λούις Άρμστρονγκ
Louis Braille	Λουδοβίκος Μπράιγ
Louis Pasteur	Λουί Παστέρ
Louis the Pious	Λουδοβίκος ο Ευσεβής
Louisiana	Λουιζιάνα
Louvre	Μουσείο του Λούβρου
Love	Αγάπη
Lower Saxony	Κάτω Σαξωνία
Luanda	Λουάντα
Lucerne	Λουκέρνη
Luciano Pavarotti	Λουτσιάνο Παβαρόττι
Lucretius	Λουκρήτιος
Ludwig Boltzmann	Λούντβιχ Μπόλτζμαν
Ludwig Mies van der Rohe	Μις φαν ντερ Ρόε
Ludwig Wittgenstein	Λούντβιχ Βιτγκενστάιν
Ludwig van Beethoven	Λούντβιχ βαν Μπετόβεν
Luigi Galvani	Λουίτζι Γκαλβάνι
Luigi Pirandello	Λουίτζι Πιραντέλλο
Luminescence	Φωταύγεια
Lund	Λουντ
Lung cancer	Καρκίνος του πνεύμονα
Lupus (constellation)	Λύκος (αστερισμός)
Lute	Λαούτο
Lutetium	Λουτήτιο
Luxembourg	Λουξεμβούργο
Luxembourg	Κατηγορία:Λουξεμβούργο
Luxembourg (city)	Λουξεμβούργο (πόλη)
Lydia	Λυδία
Lymphatic system	Λεμφικό σύστημα
Lyon	Λυών
Lyra	Λύρα (αστερισμός)
Lysergic acid diethylamide	Διαιθυλαμίδιο του λυσεργικού οξέος
Lysosome	Λυσόσωμα
M	M
M-theory	Θεωρία-Μ
MIME	MIME
MS-DOS	MS-DOS
Macau	Μακάου
Macbeth	Μάκβεθ
Macedon	Μακεδονικό βασίλειο
Macedonia (Greece)	Μακεδονία (διαμέρισμα)
Mach number	Αριθμός Μαχ
Machine	Μηχανή
Machine code	Γλώσσα μηχανής
Macintosh	Macintosh
Macroeconomics	Μακροοικονομία
Madagascar	Μαδαγασκάρη
Madagascar	Κατηγορία:Μαδαγασκάρη
Madeira	Μαδέρα
Madonna (entertainer)	Μαντόνα
Madrid	Μαδρίτη
Mafia	Σικελική μαφία
Magma	Μάγμα
Magna Carta	Μάγκνα Κάρτα
Magnesium	Μαγνήσιο
Magnetic field	Μαγνητικό φάσμα
Magnetic resonance imaging	Μαγνητική τομογραφία
Magnetism	Μαγνητισμός
Magnetism	Κατηγορία:Μαγνητισμός
Magnetite	Μαγνητίτης
Mahatma Gandhi	Μαχάτμα Γκάντι
Mahayana	Μαχαγιάνα
Maimonides	Μαϊμονίδης
Main	Μάιν
Mainframe computer	Κεντρικός υπολογιστής
Maize	Καλαμπόκι
Major	Ταγματάρχης
Majorca	Μαγιόρκα
Malabo	Μαλάμπο
Malaria	Ελονοσία
Malawi	Κατηγορία:Μαλάουι
Malaysia	Μαλαισία
Malaysia	Κατηγορία:Μαλαισία
Maldives	Μαλδίβες
Maldives	Κατηγορία:Μαλδίβες
Mali	Μάλι
Mali	Κατηγορία:Μάλι
Mallard	Αγριόπαπια
Malta	Μάλτα
Malta	Κατηγορία:Μάλτα
Maltese language	Μαλτεζική γλώσσα
Mammal	Θηλαστικό
Mammoth	Μαμούθ
Management	Διοίκηση
Manatee	Μανάτος
Manchester	Μάντσεστερ
Mandarin orange	Μανταρίνι
Manganese	Μαγγάνιο
Mango	Μάνγκο
Manhattan	Μανχάταν
Manitoba	Μανιτόμπα
Mannerism	Μανιερισμός
Mannheim	Μάνχαϊμ
Mantle (geology)	Μανδύας (γεωλογία)
Manuscript	Χειρόγραφο
Mao Zedong	Μάο Τσετούνγκ
Maoism	Μαοϊσμός
Maputo	Μαπούτο
Marathon	Μαραθώνας
Marble	Μάρμαρο
Marc Chagall	Μαρκ Σαγκάλ
Marcel Duchamp	Μαρσέλ Ντυσάν
Marcel Marceau	Μαρσέλ Μαρσώ
March	Μάρτιος
March 17	17 Μαρτίου
March 19	19 Μαρτίου
March 2	2 Μαρτίου
March 25	25 Μαρτίου
Marco Polo	Μάρκο Πόλο
Marcus Aurelius	Μάρκος Αυρήλιος
Marcus Junius Brutus	Βρούτος
Margaret Thatcher	Μάργκαρετ Θάτσερ
Maria Callas	Μαρία Κάλλας
Marie Antoinette	Μαρία Αντουανέτα
Marie Curie	Μαρία Κιουρί
Mark Antony	Μάρκος Αντώνιος
Mark Twain	Μαρκ Τουαίην
Marketing	Μάρκετινγκ
Marketing	Κατηγορία:Μάρκετινγκ
Marlene Dietrich	Μάρλεν Ντήτριχ
Marquis de Sade	Μαρκήσιος ντε Σαντ
Marrakech	Μαρακές
Marriage	Γάμος
Mars (disambiguation)	Άρης
Mars (mythology)	Μαρς
Marseille	Μασσαλία
Marshall Islands	Νήσοι Μάρσαλ
Marshall Islands	Κατηγορία:Νήσοι Μάρσαλ
Marshall Plan	Σχέδιο Μάρσαλ
Marsupial	Μαρσιποφόρα
Martin Heidegger	Μάρτιν Χάιντεγκερ
Martin Luther	Μαρτίνος Λούθηρος
Martin Luther King	Μάρτιν Λούθερ Κινγκ
Martin Scorsese	Μάρτιν Σκορσέζε
Martinique	Μαρτινίκα
Marxism	Μαρξισμός
Marxism	Κατηγορία:Μαρξισμός
Mary (mother of Jesus)	Παναγία
Mary Magdalene	Μαρία Μαγδαληνή
Mary Shelley	Μαίρη Σέλλεϋ
Maseru	Μαζέρου
Mass	Μάζα
Mass number	Μαζικός αριθμός
Massachusetts	Μασαχουσέτη
Massachusetts	Κατηγορία:Μασαχουσέτη
Massachusetts Institute of Technology	Τεχνολογικό Ινστιτούτο Μασαχουσέτης
Masturbation	Αυνανισμός
Match	Σπίρτο
Materialism	Υλισμός
Mathematical logic	Μαθηματική λογική
Mathematical proof	Μαθηματική απόδειξη
Mathematics	Μαθηματικά
Mathematics	Κατηγορία:Μαθηματικά
Matter	Ύλη
Mauritania	Μαυριτανία
Mauritania	Κατηγορία:Μαυριτανία
Mauritius	Μαυρίκιος (κράτος)
Mauritius	Κατηγορία:Μαυρίκιος
Max Born	Μαξ Μπορν
Max Ernst	Μαξ Ερνστ
Max Planck	Μαξ Πλανκ
Max Weber	Μαξ Βέμπερ
Maximian	Μαξιμιανός
Maxwell's equations	Εξισώσεις Μάξγουελ
May	Μάιος
May 1	1 Μαΐου
May 24	24 Μαΐου
Mayfly	Εφημερόπτερα
Mayor	Δήμαρχος
Mecca	Μέκκα
Mechanical engineering	Μηχανολογία
Mechanical engineering	Κατηγορία:Επιστήμες Μηχανικών
Mechanics	Κατηγορία:Μηχανική
Mechanics	Μηχανική (φυσική)
Medea	Μήδεια
Medicine	Ιατρική
Medicine	Κατηγορία:Ιατρική
Mediterranean	Κατηγορία:Μεσόγειος Θάλασσα
Mediterranean Sea	Μεσόγειος Θάλασσα
Medusa	Μέδουσα (μυθολογία)
Meitnerium	Μαϊτνέριο
Melanesia	Μελανησία
Melon	Πεπονιά
Melpomene	Μελπομένη
Melting	Τήξη
Melting point	Σημείο τήξης
Memphis	Μέμφις (Αίγυπτος)
Mendelevium	Μεντελέβιο
Menelaus	Μενέλαος
Meningitis	Μηνιγγίτιδα
Mensa (constellation)	Τράπεζα (αστερισμός)
Mentha	Μέντα
Mercury (element)	Υδράργυρος
Mercury (planet)	Ερμής (πλανήτης)
Meridian (geography)	Μεσημβρινός
Merovingian	Μεροβίγγειοι
Meryl Streep	Μέριλ Στριπ
Mesolithic	Μεσολιθική περίοδος
Meson	Μεσόνιο
Mesopotamia	Μεσοποταμία
Mesopotamia	Κατηγορία:Μεσοποταμία
Mesosphere	Μεσόσφαιρα
Messiah	Μεσσίας
Metadata	Μεταδεδομένα
Metal	Μέταλλα
Metalloid	Μεταλλοειδή
Metallurgy	Μεταλλουργία
Metaphysics	Μεταφυσική
Meteor shower	Βροχή διαττόντων
Meteorite	Μετεωρίτης
Meteoroid	Μετέωρο
Meteorology	Κατηγορία:Μετεωρολογία
Meteorology	Μετεωρολογία
Metre	Μέτρο (μονάδα μήκους)
Metric space	Μετρικός χώρος
Meuse River	Μεύσης
Mexico	Μεξικό
Mexico	Κατηγορία:Μεξικό
Mexico City	Πόλη του Μεξικού
Miami	Μαϊάμι
Michael (archangel)	Αρχάγγελος Μιχαήλ
Michael Faraday	Μάικλ Φαραντέι
Michel Ney	Μισέλ Νέϋ
Michelangelo	Μιχαήλ Άγγελος
Michigan	Μίσιγκαν
Microbiology	Μικροβιολογία
Microeconomics	Μικροοικονομία
Micronesia	Μικρονησία
Microorganism	Μικροοργανισμός
Microscopium	Μικροσκόπιον
Microwave	Μικροκύματα
Middle Ages	Μεσαίωνας
Middle Ages	Κατηγορία:Μεσαίωνας
Middle East	Μέση Ανατολή
Middle East	Κατηγορία:Μέση Ανατολή
Midnight sun	Ήλιος του μεσονυχτίου
Miguel de Cervantes	Μιγκέλ ντε Θερβάντες
Mikhail Bakunin	Μιχαήλ Μπακούνιν
Mikhail Gorbachev	Μιχαήλ Γκορμπατσώφ
Milan	Μιλάνο
Mile	Μίλι
Military	Κατηγορία:Στρατός
Milk	Γάλα
Milky Way	Γαλαξίας
Millennium	Χιλιετία
Millimetre	Χιλιοστόμετρο
Milton Friedman	Μίλτον Φρίντμαν
Mineral	Ορυκτό
Mineralogy	Ορυκτολογία
Minerva	Μινέρβα
Ming Dynasty	Δυναστεία Μινγκ
Mining	Μεταλλευτική
Minister (government)	Υπουργός
Minoan civilization	Μινωικός πολιτισμός
Minotaur	Μινώταυρος
Minsk	Μινσκ
Minute	Λεπτό
Miracle	Θαύμα
Mirror	Κάτοπτρο
Mississippi River	Μισισιπής (ποταμός)
Missouri	Μιζούρι (πολιτεία)
Missouri River	Μιζούρι (ποταμός)
Mitochondrion	Μιτοχόνδριο
Mnemosyne	Μνημοσύνη
Mobile phone	Κινητό τηλέφωνο
Modem	Μόντεμ
Modernism	Μοντερνισμός
Moirae	Μοίρες
Moldova	Μολδαβία
Moldova	Κατηγορία:Μολδαβία
Mole (unit)	Γραμμομόριο
Molecular biology	Μοριακή Βιολογία
Molecule	Μόριο
Mollusca	Μαλάκια
Molotov cocktail	Κοκτέιλ μολότωφ
Molybdenum	Μολυβδαίνιο
Momentum	Ορμή
Monaco	Μονακό
Monaco	Κατηγορία:Μονακό
Monarchy	Μοναρχία
Monarchy	Κατηγορία:Μοναρχία
Monday	Δευτέρα
Money	Χρήμα
Mongolia	Μογγολία
Mongoose	Μαγκούστα
Monocotyledon	Μονοκοτυλήδονο
Monopoly	Μονοπώλιο
Monopoly (game)	Monopoly
Monotreme	Μονοτρήματα
Mons	Μονς
Mont Blanc	Λευκό Όρος
Montenegro	Μαυροβούνιο
Montenegro	Κατηγορία:Μαυροβούνιο
Montevideo	Μοντεβιδέο
Montreal	Μόντρεαλ
Montserrat	Μοντσερράτ
Moon	Σελήνη
Moravia	Μοραβία
Morocco	Μαρόκο
Morocco	Κατηγορία:Μαρόκο
Morse code	Κώδικας Μορς
Mosaic	Ψηφιδωτό
Moscow	Μόσχα
Moscow	Κατηγορία:Μόσχα
Moses	Μωυσής
Moshe Dayan	Μοσέ Νταγιάν
Mosque	Τζαμί
Mosquito	Κουνούπι
Mossad	Mossad
Motet	Μοτέτο
Motion (physics)	Κίνηση
Motorcycle	Μοτοσικλέτα
Mount Ararat	Αραράτ
Mount Athos	Άγιο Όρος
Mount Etna	Αίτνα
Mount Everest	Έβερεστ
Mount Fuji	Φούτζι
Mount Kilimanjaro	Κιλιμάντζαρο
Mount Olympus	Όλυμπος
Mount Vesuvius	Βεζούβιος
Mountain	Βουνό
Mouse	Ποντίκι (ζωολογία)
Mouse (computing)	Ποντίκι (υπολογιστές)
Mozambique	Μοζαμβίκη
Mozambique	Κατηγορία:Μοζαμβίκη
Mu (letter)	Μι
Muezzin	Μουεζίνης
Muhammad	Μωάμεθ
Muhammad Ali	Μοχάμεντ Άλι
Mulberry	Μουριά (φυτό)
Multiple sclerosis	Πολλαπλή σκλήρυνση
Mummy	Μούμια
Munich	Μόναχο
Municipality	Δήμος
Murmansk	Μούρμανσκ
Musa (genus)	Μπανάνα
Musca	Μυία
Muse	Μούσες
Museum	Μουσείο
Mushroom	Μανιτάρι
Music	Μουσική
Music	Κατηγορία:Μουσική
Musical Instrument Digital Interface	MIDI
Musical scale	Κλίμακα (μουσική)
Musicology	Μουσικολογία
Mutation	Μετάλλαξη
Mycenae	Μυκήνες
Myocardial infarction	Έμφραγμα του μυοκαρδίου
Myopia	Μυωπία
Mysticism	Μυστικισμός
Myth	Μύθος
Mythology	Μυθολογία
Mythology	Κατηγορία:Μυθολογία
N	N
N'Djamena	Ντζαμένα
NATO	ΝΑΤΟ
Nadine Gordimer	Ναντίν Γκόρντιμερ
Nadir	Ναδίρ
Nagasaki	Ναγκασάκι
Nahuatl	Ναχουάτλ γλώσσα
Nail (fastener)	Καρφί
Nairobi	Ναϊρόμπι
Namibia	Ναμίμπια
Namibia	Κατηγορία:Ναμίμπια
Namur (city)	Ναμούρ
Nancy	Νανσύ
Nanjing	Ναντζίνγκ
Nanotechnology	Νανοτεχνολογία
Nantes	Νάντη
Naples	Νάπολη
Napoleonic Wars	Ναπολεόντειοι πόλεμοι
Narcissus (mythology)	Νάρκισσος (μυθολογία)
Nation	Έθνος (κοινωνιολογία)
National Security Agency	NSA
National anthem	Εθνικός ύμνος
Nationalism	Εθνικισμός
Nationalism	Κατηγορία:Εθνικισμός
Natural gas	Φυσικό αέριο
Natural number	Φυσικός αριθμός
Natural science	Φυσική επιστήμη
Natural selection	Φυσική επιλογή
Nature	Φύση
Nature	Κατηγορία:Φύση
Nauru	Ναουρού
Nauru	Κατηγορία:Ναουρού
Navigation	Κατηγορία:Ναυσιπλοΐα
Navigation	Ναυσιπλοΐα
Nazareth	Ναζαρέτ
Nazi Germany	Ναζιστική Γερμανία
Nazi Germany	Κατηγορία:Ναζιστική Γερμανία
Nazi Party	Εθνικοσοσιαλιστικό Γερμανικό Εργατικό Κόμμα
Nebraska	Νεμπράσκα
Nebuchadrezzar II	Ναβουχοδονόσορ Β'
Nebula	Νεφέλωμα
Necktie	Γραβάτα
Neil Armstrong	Νηλ Άρμστρονγκ
Nelson Mandela	Νέλσον Μαντέλα
Nemean Lion	Λέων της Νεμέας
Nemesis (mythology)	Νέμεσις
Neodymium	Νεοδύμιο
Neolithic	Νεολιθική περίοδος
Neologism	Νεολογισμός
Neon	Νέον
Neoplatonism	Νεοπλατωνισμός
Nepal	Νεπάλ
Nepal	Κατηγορία:Νεπάλ
Nephthys	Νέφθυς
Neptune	Ποσειδώνας (πλανήτης)
Neptunium	Ποσειδώνιο
Nereid (moon)	Νηρηίδα (δορυφόρος)
Nero	Νέρων
Nerva	Νέρβας
Nervous system	Νευρικό σύστημα
Nest	Φωλιά
Nestorianism	Νεστοριανισμός
Netherlands	Ολλανδία
Netherlands	Κατηγορία:Ολλανδία
Netherlands Antilles	Ολλανδικές Αντίλλες
Network topology	Τοπολογία δικτύου
Neurology	Νευρολογία
Neuron	Νευρώνας
Neurotransmitter	Νευροδιαβιβαστής
Neutrino	Νετρίνο
Neutron	Νετρόνιο
Neutron star	Αστέρας νετρονίων
Neva River	Νέβας
Nevada	Νεβάδα
Neville Chamberlain	Νέβιλ Τσάμπερλεν
New Brunswick	Νέα Βρουνσβίκη
New Caledonia	Νέα Καληδονία
New Delhi	Νέο Δελχί
New England	Νέα Αγγλία
New Guinea	Νέα Γουινέα
New Hampshire	Νιου Χάμσαϊρ
New Mexico	Νέο Μεξικό
New Orleans	Νέα Ορλεάνη
New Testament	Καινή Διαθήκη
New Year	Πρωτοχρονιά
New York	Νέα Υόρκη (πολιτεία)
New York City	Νέα Υόρκη
New Zealand	Νέα Ζηλανδία
New Zealand	Κατηγορία:Νέα Ζηλανδία
Newfoundland (island)	Νέα Γη
Newfoundland and Labrador	Νέα Γη και Λαμπραντόρ
Newport	Νιούπορτ
Nicaragua	Νικαράγουα
Nicaragua	Κατηγορία:Νικαράγουα
Nice	Νίκαια (Γαλλία)
Nickel	Νικέλιο
Nicolaus Copernicus	Νικόλαος Κοπέρνικος
Nicosia	Λευκωσία
Nicotine	Νικοτίνη
Niels Bohr	Νιλς Μπορ
Niels Henrik Abel	Νιλς Χένρικ Άμπελ
Niger	Νίγηρας
Niger	Κατηγορία:Νίγηρας
Niger River	Νίγηρας ποταμός
Nigeria	Νιγηρία
Nigeria	Κατηγορία:Νιγηρία
Nike (mythology)	Νίκη (μυθολογία)
Nikola Tesla	Νίκολα Τέσλα
Nile	Νείλος ποταμός
Nineveh	Νινευή
Niobium	Νιόβιο
Nirvana	Νιρβάνα
Nitrogen	Άζωτο
Njord	Νγιορντ
Noah	Νώε
Noam Chomsky	Νόαμ Τσόμσκι
Nobel Prize	Βραβείο Νόμπελ
Nobel Prize	Κατηγορία:Βραβεία Νόμπελ
Nobelium	Νομπέλιο
Noble gas	Ευγενή αέρια
Nominative case	Ονομαστική
Nonmetal	Αμέταλλα
Norfolk Island	Νησί Νόρφολκ
Norma (constellation)	Γνώμων (αστερισμός)
Norman Mailer	Νόρμαν Μέιλερ
Normandy	Νορμανδία
Norn	Νορν
Norse mythology	Σκανδιναβική μυθολογία
Norse mythology	Κατηγορία:Σκανδιναβική μυθολογία
North	Βορράς
North Africa	Βόρεια Αφρική
North America	Βόρεια Αμερική
North America	Κατηγορία:Βόρεια Αμερική
North Island	Βόρειο Νησί (Νέα Ζηλανδία)
North Korea	Βόρεια Κορέα
North Korea	Κατηγορία:Βόρεια Κορέα
North Pole	Βόρειος Πόλος
North Sea	Βόρεια Θάλασσα
Northern Hemisphere	Βόρειο Ημισφαίριο
Northern Ireland	Βόρεια Ιρλανδία
Northern Mariana Islands	Βόρειες Μαριάνες Νήσοι
Northwest Territories	Βορειοδυτικά Εδάφη
Norway	Νορβηγία
Norway	Κατηγορία:Νορβηγία
Norwegian krone	Κορόνα Νορβηγίας
Nose	Μύτη
Nouakchott	Νουακσότ
Noun	Ουσιαστικό
Nova Scotia	Νέα Σκωτία
Novel	Μυθιστόρημα
November	Νοέμβριος
November 1	1 Νοεμβρίου
November 11	11 Νοεμβρίου
November 2	2 Νοεμβρίου
November 5	5 Νοεμβρίου
Novosibirsk	Νοβοσιμπίρσκ
Nu (letter)	Νι
Nuclear fission	Πυρηνική σχάση
Nuclear fusion	Πυρηνική σύντηξη
Nuclear physics	Πυρηνική φυσική
Nuclear weapon	Ατομική βόμβα
Nucleic acid	Νουκλεϊκά οξέα
Nucleotide	Νουκλεοτίδιο
Number	Αριθμός
Numbers	Κατηγορία:Αριθμοί
Numismatics	Νομισματική
Numismatics	Κατηγορία:Νομισματική
Nunavut	Νούναβουτ
Nuremberg	Νυρεμβέργη
Nutmeg	Μοσχοκαρυδιά
Nymph	Νύμφες
O	O
OPEC	Οργανισμός εξαγωγών πετρελαιοπαραγωγών χωρών
Oak	Βελανιδιά
Oat	Βρώμη
Ob River	Ομπ
Object-oriented programming	Αντικειμενοστρεφής προγραμματισμός
Oboe	Όμποε
Observatory	Αστεροσκοπείο
Obsidian	Οψιανός
Occam's razor	Ξυράφι του Όκαμ
Ocean	Ωκεανός
Oceania	Ωκεανία
Oceania	Κατηγορία:Ωκεανία
Oceanid	Ωκεανίδες
Oceanography	Ωκεανογραφία
Oceanus	Ωκεανός (μυθολογία)
Octal	Οκταδικό σύστημα αρίθμησης
Octans	Οκτάς
October	Οκτώβριος
October 12	12 Οκτωβρίου
October 24	24 Οκτωβρίου
Octopus	Χταπόδι
Odessa	Οδησσός
Odin	Οντίν
Odonata	Οδοντόγναθα
Odysseus	Οδυσσέας (μυθολογία)
Odyssey	Οδύσσεια
Oedipus	Οιδίποδας
Offside (football)	Οφσάιντ
Ohio	Οχάιο
Ohm	Ωμ (μονάδα μέτρησης)
Ohm's law	Νόμος του Ωμ
Oil	Λάδι
Oil (disambiguation)	Λάδι
Oktoberfest	Οκτόμπερφεστ
Old Norse	Αρχαία σκανδιναβική γλώσσα
Old Testament	Παλαιά Διαθήκη
Oligarchy	Ολιγαρχία
Olive	Ελιά
Olive oil	Ελαιόλαδο
Olympia	Ολυμπία
Olympic Games	Ολυμπιακοί Αγώνες
Olympics	Κατηγορία:Ολυμπιακοί Αγώνες
Oman	Ομάν
Oman	Κατηγορία:Ομάν
Omega	Ωμέγα
Omicron	Όμικρον
Omsk	Ομσκ
Onion	Κρεμμύδι
Ontario	Οντάριο
Ontology	Οντολογία
Oort cloud	Νέφος του Oort
Opel	Opel
Opera	Όπερα
Opera (Internet suite)	Opera (φυλλομετρητής)
Operating system	Λειτουργικό σύστημα
Operetta	Οπερέτα
Ophiuchus	Οφιούχος (αστερισμός)
Optics	Οπτική
Optics	Κατηγορία:Οπτική
Optimization (mathematics)	Βελτιστοποίηση
Oral sex	Στοματικό σεξ
Orange (colour)	Πορτοκαλί
Orange (fruit)	Πορτοκαλιά
Oratorio	Ορατόριο
Orchestra	Συμφωνική ορχήστρα
Order (biology)	Τάξη (βιολογία)
Order of Saint Benedict	Βενεδικτίνοι
Oregano	Ρίγανη
Orestes (mythology)	Ορέστης
Organelle	Οργανίδιο
Organic chemistry	Οργανική Χημεία
Organic compound	Οργανική ένωση
Organism	Οργανισμός (βιολογία)
Orgasm	Οργασμός
Origami	Οριγκάμι
Origen	Ωριγένης
Orion (constellation)	Ωρίων (αστερισμός)
Orpheus	Ορφέας (μυθολογία)
Orthography	Ορθογραφία
Osaka	Οσάκα
Osama bin Laden	Οσάμα μπιν Λάντεν
Oscar Wilde	Όσκαρ Ουάιλντ
Oscillation	Ταλάντωση
Osiris	Όσιρις
Oslo	Όσλο
Osman I	Οσμάν Α΄
Osmium	Όσμιο
Osteichthyes	Οστεϊχθύες
Osteoporosis	Οστεοπόρωση
Ostrava	Οστράβα
Othello	Οθέλος
Ottawa	Οττάβα
Otto von Bismarck	Ότο φον Μπίσμαρκ
Ottoman Empire	Οθωμανική αυτοκρατορία
Ottoman Empire	Κατηγορία:Οθωμανική αυτοκρατορία
Ovid	Οβίδιος
Owl	Κουκουβάγια
Oxford	Οξφόρδη
Oxide	Οξείδιο
Oxygen	Οξυγόνο
Ozone	Όζον
P	P
PH	PH
Pablo Picasso	Πάμπλο Πικάσο
Pacific Ocean	Ειρηνικός Ωκεανός
Pacific Ocean	Κατηγορία:Ειρηνικός Ωκεανός
Padua	Πάδοβα
Paganism	Παγανισμός
Painting	Κατηγορία:Ζωγραφική
Pakistan	Πακιστάν
Pakistan	Κατηγορία:Πακιστάν
Palace of Versailles	Βερσαλλίες (παλάτι)
Palau	Παλάου
Palau	Κατηγορία:Παλάου
Paleolithic	Παλαιολιθική περίοδος
Paleontology	Παλαιοντολογία
Paleontology	Κατηγορία:Παλαιοντολογία
Paleozoic	Παλαιοζωική εποχή
Palermo	Παλέρμο
Palestine	Παλαιστίνη (ιστορική περιοχή)
Palestine	Κατηγορία:Παλαιστίνη
Palindrome	Καρκινική επιγραφή
Palladium	Παλλάδιο
Palmyra	Παλμύρα
Pamir Mountains	Παμίρ
Pan (mythology)	Πάνας
Panama	Παναμάς
Panama	Κατηγορία:Παναμάς
Panama Canal	Διώρυγα Παναμά
Pandora	Πανδώρα
Pangaea	Παγγαία
Pantheism	Πανθεϊσμός
Pantheon	Πάνθεον (Ρώμη)
Papua New Guinea	Παπούα Νέα Γουινέα
Papua New Guinea	Κατηγορία:Παπούα Νέα Γουινέα
Papyrus	Πάπυρος
Parabola	Παραβολή (γεωμετρία)
Paracelsus	Παράκελσος
Parachute	Αλεξίπτωτο
Paragliding	Αλεξίπτωτο πλαγιάς
Paraguay	Παραγουάη
Paraguay	Κατηγορία:Παραγουάη
Parallelogram	Παραλληλόγραμμο
Paramaribo	Παραμαρίμπο
Parapsychology	Παραψυχολογία
Parasitism	Παρασιτισμός
Parchment	Περγαμηνή
Paris	Παρίσι
Paris	Κατηγορία:Παρίσι
Paris (mythology)	Πάρις
Parity (mathematics)	Άρτιοι και περιττοί αριθμοί
Parkinson's disease	Νόσος του Πάρκινσον
Parmenides	Παρμενίδης
Parrot	Παπαγάλος
Parsec	Παρσέκ
Parsley	Μαϊντανός
Parthenon	Παρθενώνας
Parthia	Παρθία
Particle physics	Σωματιδιακή Φυσική
Particle physics	Κατηγορία:Σωματιδιακή Φυσική
Pascal (programming language)	Pascal
Pascal (unit)	Πασκάλ
Pasteurization	Παστερίωση
Patent	Ευρεσιτεχνία
Patras	Πάτρα
Patriarch	Πατριάρχης
Paul Gauguin	Πωλ Γκωγκέν
Paul Johann Ludwig von Heyse	Πωλ Γιόχαν Λ. Χάισε
Paul Klee	Πάουλ Κλέε
Paul McCartney	Πωλ Μακάρτνεϋ
Paul Verlaine	Πωλ Βερλαίν
Paul the Apostle	Απόστολος Παύλος
Paul von Hindenburg	Πάουλ φον Χίντενμπουργκ
Pavo (constellation)	Ταώς (αστρονομία)
Pawn (chess)	Πιόνι (σκάκι)
Peach	Ροδακινιά
Pear	Αχλαδιά
Pearl Harbor	Περλ Χάρμπορ
Pegasus	Πήγασος (μυθολογία)
Pegasus (constellation)	Πήγασος (αστερισμός)
Peloponnese	Πελοπόννησος
Peloponnesian War	Πελοποννησιακός Πόλεμος
Pencil	Μολύβι
Penelope	Πηνελόπη
Penguin	Πιγκουίνος
Peninsula	Χερσόνησος
Pentagon	Κανονικό πεντάγωνο
Pentagram	Πεντάγραμμο
Pentecost	Πεντηκοστή
Pentecostalism	Πεντηκοστιανισμός
People's Republic of China	Λαϊκή Δημοκρατία της Κίνας
Pepsi	Πέπσι κόλα
Peptide	Πεπτίδιο
Percussion instrument	Κρουστά μουσικά όργανα
Peregrine Falcon	Πετρίτης
Pericles	Περικλής
Periodic table	Περιοδικός πίνακας των χημικών στοιχείων
Permian	Πέρμια περίοδος
Persephone	Περσεφόνη
Persepolis	Περσέπολη
Perseus	Περσέας
Perseus (constellation)	Περσεύς (αστερισμός)
Persian Empire	Περσία
Persian Gulf	Περσικός Κόλπος
Perth	Περθ
Peru	Περού
Peru	Κατηγορία:Περού
Peter Abelard	Πέτρος Αβελάρδος
Peter Paul Rubens	Πέτερ Πάουλ Ρούμπενς
Peter Sellers	Πίτερ Σέλλερς
Petroleum	Πετρέλαιο
Petrology	Πετρολογία
Phanerozoic	Φανεροζωικός αιώνας
Pharaoh	Φαραώ
Pharmacology	Φαρμακολογία
Pharmacology	Κατηγορία:Φαρμακευτική
Pharynx	Φάρυγγας
Phase (matter)	Κατάσταση της ύλης
Phenol	Φαινόλη
Phenomenology	Φαινομενολογία
Phenylketonuria	Φαινυλκετονουρία
Phi (letter)	Φι
Philadelphia	Φιλαδέλφεια (ΗΠΑ)
Philately	Φιλοτελισμός
Philip II of Macedon	Φίλιππος Β'
Philip II of Spain	Φίλιππος Β' της Ισπανίας
Philippines	Φιλιππίνες
Philippines	Κατηγορία:Φιλιππίνες
Philology	Φιλολογία
Philology	Κατηγορία:Φιλολογία
Philosophy	Φιλοσοφία
Philosophy	Κατηγορία:Φιλοσοφία
Phnom Penh	Πνομ Πενχ
Phobia	Φοβία
Phobos (moon)	Φόβος (δορυφόρος)
Phoenicia	Φοίνικες
Phoenix	Φοίνικας
Phoenix (constellation)	Φοίνιξ (αστερισμός)
Phoenix (mythology)	Φοίνικας (μυθολογία)
Phoneme	Φώνημα
Phonetics	Φωνητική
Phonetics	Κατηγορία:Φωνητική
Phonology	Φωνολογία
Phosphorus	Φωσφόρος
Photography	Φωτογραφία
Photography	Κατηγορία:Φωτογραφία
Photon	Φωτόνιο
Photosynthesis	Φωτοσύνθεση
Physical chemistry	Φυσικοχημεία
Physical chemistry	Κατηγορία:Φυσικοχημεία
Physics	Φυσική
Physics	Κατηγορία:Φυσική
Physiology	Φυσιολογία (βιολογία)
