Hungarian	English
Kába szentély	Kaaba
Kabul	Kabul
Kamcsatka	Kamchatka Peninsula
Kampala	Kampala
Kansas	Kansas
Kappa	Kappa
Karacsi	Karachi
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Raimund Popper	Karl Popper
Karnátaka	Karnataka
Katharine Hepburn	Katharine Hepburn
Katmandu	Kathmandu
Katowice	Katowice
Kaunas	Kaunas
Kazahsztán	Kazakhstan
Kategória:Kazahsztán	Kazakhstan
Kazány	Kazan
Kazimir Szeverinovics Malevics	Kazimir Malevich
Kelvin	Kelvin
Kentucky	Kentucky
Kenya	Kenya
Kategória:Kenya	Kenya
Rendszermag	Kernel (computer science)
Keton	Ketone
Billentyűzet	Keyboard (computing)
Billentyűs hangszerek	Keyboard instrument
Habarovszk	Khabarovsk
Harkov	Kharkiv
Kartúm	Khartoum
Hufu	Khufu
Kibuc	Kibbutz
Vese	Kidney
Kijev	Kiev
Kigali	Kigali
Kilogramm	Kilogram
Kimonó	Kimono
Óvoda	Kindergarten
Kinematika	Kinematics
Mozgási energia	Kinetic energy
Artúr király	King Arthur
Kingston	Kingston
Kinshasa	Kinshasa
Kiribati	Kiribati
Kategória:Kiribati	Kiribati
Csók	Kiss
Papírsárkány	Kite
Kivifélék	Kiwi
Lovag	Knight
Knósszosz	Knossos
Csomó (mértékegység)	Knot (speed)
Ismeret	Knowledge
Koala	Koala
Kóbe	Kobe
Kolkata	Kolkata
Komodói sárkány	Komodo dragon
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Kategória:Korea	Korea
Koreai háború	Korean War
Koszovó	Kosovo
Kategória:Koszovó	Kosovo
Krakatau	Krakatoa
Krisna	Krishna
Kripton	Krypton
Ku Klux Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Kubilaj kán	Kublai Khan
Kuiper-öv	Kuiper belt
Kuomintang	Kuomintang
Kura	Kura River
Kategória:Kurdisztán	Kurdistan
Kurt Vonnegut	Kurt Vonnegut
Kuvait	Kuwait
Kategória:Kuvait	Kuwait
Kuvaitváros	Kuwait City
Kiotó	Kyoto
Kirgizisztán	Kyrgyzstan
L	L
L’Aquila	L'Aquila
LAMP (szoftvercsomag)	LAMP (software bundle)
La Paz	La Paz
LaTeX	LaTeX
Munkáspárt (Egyesült Királyság)	Labour Party (UK)
Labrador retriever	Labrador Retriever
Gyík csillagkép	Lacerta
Tejsav	Lactic acid
Laktóz	Lactose
Jane Grey	Lady Jane Grey
Nyúlalakúak	Lagomorpha
Lagos	Lagos
Lahore	Lahore
Laissez-faire	Laissez-faire
Tó	Lake
Bajkál-tó	Lake Baikal
Balaton	Lake Balaton
Csád-tó	Lake Chad
Bodeni-tó	Lake Constance
Eyre-tó	Lake Eyre
Genfi-tó	Lake Geneva
Ladoga-tó	Lake Ladoga
Michigan-tó	Lake Michigan
Tanganyika-tó	Lake Tanganyika
Viktória-tó (Afrika)	Lake Victoria
Lambda	Lambda
Árvacsalánfélék	Lamiaceae
Szakállas saskeselyű	Lammergeier
Ingolafélék	Lamprey
Fejgerinchúrosok	Lancelet
Nyelv	Language
Languedoc-Roussillon	Languedoc-Roussillon
Lantanidák	Lanthanide
Lantán	Lanthanum
Laosz	Laos
Kategória:Laosz	Laos
Notebook	Laptop
Vörösfenyő	Larch
Lárva	Larva
Las Vegas	Las Vegas
Lascaux-i barlang	Lascaux
Lézer	Laser
Esztergálás	Lathe
Latin nyelv	Latin
Latin-Amerika	Latin America
Latin ábécé	Latin alphabet
Lettország	Latvia
Kategória:Lettország	Latvia
Lausanne	Lausanne
Láva	Lava
Jog	Law
Kategória:Jog	Law
Kategória:Büntetés-végrehajtás	Law enforcement
Laurencium	Lawrencium
Lazio	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Ólom	Lead
Levél (növény)	Leaf
Népszövetség	League of Nations
Szökőév	Leap year
Libanon	Lebanon
Kategória:Libanon	Lebanon
Léda (mitológia)	Leda (mythology)
Lee Harvey Oswald	Lee Harvey Oswald
Balkezesség	Left-handed
LEGO	Lego
Leicester	Leicester
Lipcse	Leipzig
Citrom	Lemon
Citromfű	Lemon balm
Léna (folyó)	Lena River
Hossz	Length
Optikai lencse	Lens (optics)
Lencse	Lentil
I. Leó bizánci császár	Leo I (emperor)
Lev Davidovics Trockij	Leon Trotsky
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonyid Iljics Brezsnyev	Leonid Brezhnev
Lepkék	Lepidoptera
Lepra	Leprosy
Lepton	Lepton
Nyúl csillagkép	Lepus (constellation)
Leszbikusság	Lesbian
Lesotho	Lesotho
Kategória:Lesotho	Lesotho
Létó	Leto
Betű	Letter (alphabet)
Leukémia	Leukemia
Emelő	Lever
Tengeri kígyó	Leviathan
Lewis Carroll	Lewis Carroll
Lhásza	Lhasa
Liberalizmus	Liberalism
Libéria	Liberia
Kategória:Libéria	Liberia
Könyvtár	Library
Könyvtár- és információtudomány	Library science
Libreville	Libreville
Líbia	Libya
Kategória:Líbia	Libya
Zuzmó	Lichen
Hazugság	Lie
Liechtenstein	Liechtenstein
Kategória:Liechtenstein	Liechtenstein
Élet	Life
Fény	Light
Fénykibocsátó dióda	Light-emitting diode
Fényév	Light-year
Öngyújtó	Lighter
Villám	Lightning
Liguria	Liguria
Ligur-tenger	Ligurian Sea
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Mészkő (kőzet)	Limestone
Határérték	Limit (mathematics)
Limousin	Limousin (region)
Egyenes	Line (mathematics)
Lineáris algebra	Linear algebra
Kategória:Lineáris algebra	Linear algebra
Nyelvészet	Linguistics
Kategória:Nyelvészet	Linguistics
Linux	Linux
Kategória:Linux	Linux
Linz	Linz
Oroszlán	Lion
Folyadék	Liquid
Lisszabon	Lisbon
Lise Meitner	Lise Meitner
Lisp	Lisp (programming language)
Irodalom	Literature
Kategória:Irodalom	Literature
Lítium	Lithium
Litográfia	Lithography
Litoszféra	Lithosphere
Litvánia	Lithuania
Kategória:Litvánia	Lithuania
Liter	Litre
Kuvik	Little Owl
Liverpool	Liverpool
Livónia	Livonia
Titus Livius	Livy
Gyíkok	Lizard
Ljubljana	Ljubljana
Láma	Llama
Jövevényszó	Loanword
Helyi hálózat	Local area network
Loch Ness-i szörny	Loch Ness Monster
Mozdony	Locomotive
Logaritmus	Logarithm
Logika	Logic
Kategória:Logika	Logic
Logikai kapu	Logic gate
Logisztika	Logistics
Logó	Logo
Loire	Loire River
Lolita	Lolita
Lombardia	Lombardy
London	London
Kategória:London	London
Erdei fülesbagoly	Long-eared Owl
Lope de Vega	Lope de Vega
Miatyánk	Lord's Prayer
Lotaringia	Lorraine (region)
Los Angeles	Los Angeles
Hangszóró	Loudspeaker
Louis Armstrong	Louis Armstrong
Louis Pasteur	Louis Pasteur
I. Lajos francia király	Louis the Pious
II. Lajos francia király	Louis the Stammerer
Louisiana	Louisiana
Louvre	Louvre
Szerelem	Love
Alnémet nyelv	Low German
Alsó-Szászország	Lower Saxony
Lublin	Lublin
Luzern	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucretius Carus	Lucretius
Lucrezia Borgia	Lucrezia Borgia
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luigi Pirandello	Luigi Pirandello
Lumen	Lumen (unit)
Holdfogyatkozás	Lunar eclipse
Lund	Lund
Tüdő	Lung
Gőtehalalakúak	Lungfish
Farkas csillagkép	Lupus (constellation)
Lusaka	Lusaka
Lusitania (római provincia)	Lusitania
Lant	Lute
Lutécium	Lutetium
Evangélikus egyház	Lutheranism
Luxemburg	Luxembourg
Kategória:Luxemburg	Luxembourg
Luxembourg	Luxembourg (city)
Luxor	Luxor
Licsi	Lychee
Lüdia	Lydia
Hiúz csillagkép	Lynx (constellation)
Lyon	Lyon
Lant csillagkép	Lyra
LSD	Lysergic acid diethylamide
Lizin	Lysine
Lizoszóma	Lysosome
M	M
MESSENGER	MESSENGER
MIME	MIME
MS-DOS	MS-DOS
Makaó	Macau
Makedónia	Macedon
Mach-szám	Mach number
Gépi kód	Machine code
Géppuska	Machine gun
Gépi fordítás	Machine translation
Machu Picchu	Machu Picchu
Makroökonómia	Macroeconomics
Kategória:Makroökonómia	Macroeconomics
Madagaszkár	Madagascar
Kategória:Madagaszkár	Madagascar
Madeira	Madeira
Madonna (énekesnő)	Madonna (entertainer)
Madrid	Madrid
Madrid tartomány	Madrid (autonomous community)
Maffia	Mafia
Magreb	Maghreb
Maginot-vonal	Maginot Line
Magma	Magma
Magna Charta Libertatum	Magna Carta
Magnézium	Magnesium
Mágnes	Magnet
Mágneses mező	Magnetic field
MRI	Magnetic resonance imaging
Mágnesség	Magnetism
Magnetit	Magnetite
Mahárástra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahájána buddhizmus	Mahayana
Maimonidész	Maimonides
Maine	Maine
Nagygép	Mainframe computer
Kukorica	Maize
Dúr skála	Major scale
Mallorca	Majorca
Makalu	Makalu
Malabo	Malabo
Malachit	Malachite
Magasabbrendű rákok	Malacostraca
Malária	Malaria
Kategória:Malawi	Malawi
Ázsiai tapír	Malayan Tapir
Malajzia	Malaysia
Maldív-szigetek	Maldives
Kategória:Maldív-szigetek	Maldives
Mali	Mali
Kategória:Mali	Mali
Tőkés réce	Mallard
Málta	Malta
Kategória:Málta	Malta
Máltai nyelv	Maltese language
Maltóz	Maltose
Mályvafélék	Malvaceae
Emlősök	Mammal
Mamut	Mammoth
Managua	Managua
Manáma	Manama
Manátuszfélék	Manatee
Manchester	Manchester
Mandala	Mandala
Mandarin nyelv	Mandarin (linguistics)
Mandelbrot-halmaz	Mandelbrot set
Mangán	Manganese
Manhattan	Manhattan
Manhattan-terv	Manhattan Project
Manila	Manila
Manipur	Manipur
Manierizmus (művészet)	Mannerism
Mannheim	Mannheim
Földköpeny	Mantle (geology)
Mantra	Mantra
Mantova	Mantua
Mao Ce-tung	Mao Zedong
Maoizmus	Maoism
Térkép	Map
Juhar	Maple
Maputo	Maputo
Maraton	Marathon
Márvány	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
Március	March
Március 17	March 17
Március 19	March 19
Március 2	March 2
Március 25	March 25
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Iunius Brutus	Marcus Junius Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Mariana-szigetek	Mariana Islands
Mária Antónia francia királyné	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Marcus Antonius	Mark Antony
Mark Twain	Mark Twain
Piac	Market
Marketing	Marketing
Kategória:Marketing	Marketing
Marlene Dietrich	Marlene Dietrich
De Sade márki	Marquis de Sade
Marrákes	Marrakech
Házasság	Marriage
Mars (egyértelműsítő lap)	Mars (disambiguation)
Marseille	Marseille
Marshall-szigetek	Marshall Islands
Marshall-terv	Marshall Plan
Erszényesek	Marsupial
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navratilova	Martina Navratilova
Martinique	Martinique
Vértanú	Martyr
Marxizmus	Marxism
Szűz Mária	Mary (mother of Jesus)
Mária Magdolna	Mary Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Maseru	Maseru
Tömeg	Mass
Szentmise	Mass (liturgy)
Tömegszám	Mass number
Massachusetts	Massachusetts
Kategória:Massachusetts	Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Önkielégítés	Masturbation
Mata Hari	Mata Hari
Gyufa	Match
Materializmus	Materialism
Matematikai logika	Mathematical logic
Kategória:Matematikai logika	Mathematical logic
Matematikai bizonyítás	Mathematical proof
Matematika	Mathematics
Kategória:Matematika	Mathematics
Portál:Matematika	Mathematics
Mátrix (matematika)	Matrix (mathematics)
Anyag	Matter
Matterhorn	Matterhorn
Mauna Loa	Mauna Loa
Nagycsütörtök	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mauritánia	Mauritania
Kategória:Mauritánia	Mauritania
Mauritius	Mauritius
Kategória:Mauritius	Mauritius
Max Born	Max Born
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximianus	Maximian
Maxwell-egyenletek	Maxwell's equations
Május	May
Május 1	May 1
Május 24	May 24
Polgármester	Mayor
Mbabane	Mbabane
Kanyaró	Measles
Mérték (matematika)	Measure (mathematics)
Mérés	Measurement
Hús	Meat
Mekka	Mecca
Médeia	Medea
Medián	Median
Gyógyszer	Medication
Medici-család	Medici
Orvostudomány	Medicine
Kategória:Orvostudomány	Medicine
Medina	Medina
Meditáció	Meditation
Kategória:Földközi-tenger	Mediterranean
Földközi-tenger	Mediterranean Sea
Szurikáta	Meerkat
Meiózis	Meiosis
Eckhart mester	Meister Eckhart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanézia	Melanesia
Melpomené	Melpomene
Olvadáspont	Melting point
mém	Meme
Emlékezet	Memory
Memphisz	Memphis
Mendelévium	Mendelevium
Menelaosz (mitológia)	Menelaus
Agyhártyagyulladás	Meningitis
Táblahegy csillagkép	Mensa (constellation)
Merkantilizmus	Mercantilism
Zsoldos	Mercenary
Higany	Mercury (element)
Merkúr	Mercury (planet)
Merovingok	Merovingian
Meryl Streep	Meryl Streep
Meszkalin	Mescaline
Mezolitikum	Mesolithic
Mezon	Meson
Mezopotámia	Mesopotamia
Mezoszféra	Mesosphere
Mezozoikum	Mesozoic
Messiás	Messiah
Messina	Messina
Metabolizmus	Metabolism
Metaadat	Metadata
Fémek	Metal
Fémes kötés	Metallic bond
Félfémek	Metalloid
Kohászat	Metallurgy
Kategória:Kohászat	Metallurgy
Metamorf kőzetek	Metamorphic rock
Metafora	Metaphor
Metafizika	Metaphysics
Kategória:Metafizika	Metaphysics
Áttét	Metastasis
Meteorraj	Meteor shower
Meteorit	Meteorite
Meteoroid	Meteoroid
Kategória:Meteorológia	Meteorology
Meteorológia	Meteorology
Metadon	Methadone
Metamfetamin	Methamphetamine
Metanol	Methanol
Metionin	Methionine
Métisz (hold)	Metis (moon)
Metonímia	Metonymy
Méter	Metre
Metrikus tér	Metric space
Maas	Meuse River
Mexikó	Mexico
Kategória:Mexikó	Mexico
Mexikóváros	Mexico City
Miami	Miami
Szent Mihály	Michael (archangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo Buonarroti	Michelangelo
Michigan	Michigan
Mick Jagger	Mick Jagger
Miki egér	Mickey Mouse
Mikroökonómia	Microeconomics
Kategória:Mikroökonómia	Microeconomics
Mikronézia	Micronesia
Mikroorganizmus	Microorganism
Mikrofon	Microphone
Mikroszkóp	Microscope
Mikroszkóp csillagkép	Microscopium
Mikrohullám	Microwave
Mikrohullámú sütő	Microwave oven
Középkor	Middle Ages
Közel-Kelet	Middle East
Éjféli nap	Midnight sun
Migrén	Migraine
Miguel de Cervantes	Miguel de Cervantes
Mihail Alekszandrovics Bakunyin	Mikhail Bakunin
Mihail Szergejevics Gorbacsov	Mikhail Gorbachev
Milánó	Milan
Mérföld	Mile
Miles Davis	Miles Davis
Rendfokozat	Military rank
Tej	Milk
Tejútrendszer	Milky Way
Milliméter	Millimetre
Millió	Million
Minaret	Minaret
Ásvány	Mineral
Ásványvíz	Mineral water
Ásványtan	Mineralogy
Kategória:Ásványtan	Mineralogy
Minerva	Minerva
Ming-dinasztia	Ming Dynasty
Minimal art	Minimalism
Bányászat	Mining
Miniszter	Minister (government)
Minneapolis	Minneapolis
Minnesota	Minnesota
Kategória:Minnesota	Minnesota
Minószi civilizáció	Minoan civilization
Moll skála	Minor scale
Minósz	Minos
Minótaurosz	Minotaur
Minszk	Minsk
Perc	Minute
Miocén	Miocene
Csoda	Miracle
Misna	Mishnah
Mississippi (folyó)	Mississippi River
Missouri	Missouri
Mitokondrium	Mitochondrion
Mnémoszüné	Mnemosyne
Mobiltelefon	Mobile phone
Modem	Modem
Mogyeszt Petrovics Muszorgszkij	Modest Mussorgsky
Moduláció	Modulation
Mogadishu	Mogadishu
Moirák	Moirae
Moldova	Moldova
Kategória:Moldova	Moldova
Mól	Mole (unit)
Molekuláris biológia	Molecular biology
Kategória:Molekuláris biológia	Molecular biology
Molekula	Molecule
Molise	Molise
Puhatestűek	Mollusca
Molotov-koktél	Molotov cocktail
Molibdén	Molybdenum
Mombasa	Mombasa
Impulzus	Momentum
Monaco	Monaco
Kategória:Monaco	Monaco
Monarchia	Monarchy
Kolostor	Monastery
Hétfő	Monday
Pénz	Money
Mongólia	Mongolia
Kategória:Mongólia	Mongolia
Mongúzfélék	Mongoose
Szeles Mónika	Monica Seles
Monizmus	Monism
Egyszikűek	Monocotyledon
Monopólium	Monopoly
Monopoly	Monopoly (game)
Nátrium-glutamát	Monosodium glutamate
Egyistenhit	Monotheism
Kloakások	Monotreme
Monrovia	Monrovia
Mons	Mons
Mont Blanc	Mont Blanc
Montana	Montana
Monte Carlo	Monte Carlo
Montenegró	Montenegro
Kategória:Montenegró	Montenegro
Montevideo	Montevideo
Montgomery (Alabama)	Montgomery
Hónap	Month
Montpelier (Vermont)	Montpelier
Montreal	Montreal
Montserrat	Montserrat
Hold	Moon
Jávorszarvas	Moose
Morvaország	Moravia
Marokkó	Morocco
Kategória:Marokkó	Morocco
Morféma	Morpheme
Morfin	Morphine
Morfológia (nyelvtan)	Morphology (linguistics)
Morzekód	Morse code
Aknavető	Mortar (weapon)
Moszkva	Moscow
Kategória:Moszkva	Moscow
Mózes	Moses
Móse Dajan	Moshe Dayan
Mecset	Mosque
Lombosmohák	Moss
Moszad	Mossad
Moszul	Mosul
Motetta	Motet
Kalkuttai Teréz anya	Mother Teresa
Anyák napja	Mother's Day
Motorkerékpár	Motorcycle
Mottó	Motto
Ararát	Mount Ararat
Athosz-hegy	Mount Athos
Etna	Mount Etna
Mount Everest	Mount Everest
Fudzsi	Mount Fuji
Kilimandzsáró	Mount Kilimanjaro
Mount McKinley	Mount McKinley
Olümposz	Mount Olympus
Rushmore-hegy	Mount Rushmore
Vezúv	Mount Vesuvius
Hegy	Mountain
Egér (számítástechnika)	Mouse (computing)
Mozambik	Mozambique
Kategória:Mozambik	Mozambique
Müezzin	Muezzin
Mohamed próféta	Muhammad
Eperfa	Mulberry
Öszvér	Mule
Multimédia	Multimedia
Sclerosis multiplex	Multiple sclerosis
Mumbai	Mumbai
München	Munich
Község	Municipality
Müon	Muon
Murmanszk	Murmansk
Murray Gell-Mann	Murray Gell-Mann
Maszkat	Muscat
Izom	Muscle
Múzsák	Muse
Múzeum	Museum
Zene	Music
Kategória:Zene	Music
MIDI	Musical Instrument Digital Interface
Hangszer	Musical instrument
Hangsor	Musical scale
Muskéta	Musket
Menyétfélék	Mustelidae
Mutáció	Mutation
Bütykös hattyú	Mute Swan
Kategória:Mianmar	Myanmar
Mükéné	Mycenae
Mikológia	Mycology
Szívinfarktus	Myocardial infarction
Mítosz	Myth
Mitológia	Mythology
Kategória:Mitológia	Mythology
N	N
N’Djamena	N'Djamena
Észak-atlanti Szerződés Szervezete	NATO
Nadine Gordimer	Nadine Gordimer
Nagaszaki	Nagasaki
Azték nyelv	Nahuatl
Köröm	Nail (anatomy)
Nairobi	Nairobi
Namíbia	Namibia
Kategória:Namíbia	Namibia
Namur	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanjing
Nanotechnológia	Nanotechnology
Nápoly	Naples
Napóleoni háborúk	Napoleonic Wars
Narkisszosz	Narcissus (mythology)
Nashville	Nashville
Nassau (Bahama-szigetek)	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Nemzet	Nation
Nemzeti himnusz	National anthem
Nemzeti park	National park
Nacionalizmus	Nationalism
Földgáz	Natural gas
Természetes számok	Natural number
Természettudomány	Natural science
Természetes szelekció	Natural selection
Kategória:Természet	Nature
Naturizmus	Naturism
Nauru	Nauru
Kategória:Nauru	Nauru
Harmadik Birodalom	Nazi Germany
Kategória:Harmadik Birodalom	Nazi Germany
Nemzetiszocialista Német Munkáspárt	Nazi Party
Neandervölgyi ember	Neanderthal
Nebraska	Nebraska
II. Nabú-kudurri-uszur	Nebuchadrezzar II
Csillagköd	Nebula
Neckar	Neckar
Nofertiti	Nefertiti
Negev-sivatag	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nemeai oroszlán	Nemean Lion
Nemeszisz	Nemesis (mythology)
Neodímium	Neodymium
Neolitikum	Neolithic
Neologizmus	Neologism
Neon	Neon
Neoplatonizmus	Neoplatonism
Nepál	Nepal
Nepthüsz	Nephthys
Neptunusz	Neptune
Neptúnium	Neptunium
Nereida (hold)	Nereid (moon)
Nero	Nero
Nerva	Nerva
Kategória:Idegrendszer	Nervous system
Hollandia	Netherlands
Kategória:Hollandia	Netherlands
Holland Antillák	Netherlands Antilles
Hálózati topológia	Network topology
Neurológia	Neurology
Kategória:Neurológia	Neurology
Idegsejt	Neuron
Ingerületátvivő anyagok	Neurotransmitter
Neutrínó	Neutrino
Neutron	Neutron
Neutroncsillag	Neutron star
Néva	Neva River
Nevada	Nevada
Kategória:Nevada	Nevada
Új-Kaledónia	New Caledonia
New England	New England
New Hampshire	New Hampshire
New Jersey	New Jersey
Kategória:New Jersey	New Jersey
Új-Mexikó	New Mexico
New Orleans	New Orleans
Új-Dél-Wales	New South Wales
Újszövetség	New Testament
Újvilág	New World
New York (állam)	New York
New York (egyértelműsítő lap)	New York (disambiguation)
New York	New York City
Kategória:New York	New York City
New York Stock Exchange	New York Stock Exchange
Új-Zéland	New Zealand
Újfundland	Newfoundland (island)
Newport	Newport
Newton (mértékegység)	Newton
Niacin	Niacin
Niagara-vízesés	Niagara Falls
Niamey	Niamey
Nicaragua	Nicaragua
Kategória:Nicaragua	Nicaragua
Nizza	Nice
Nicea-konstantinápolyi hitvallás	Nicene Creed
Petrović Njegoš	Nicholas
Nikkel	Nickel
Nicolas Poussin	Nicolas Poussin
Nikolausz Kopernikusz	Nicolaus Copernicus
Nicosia	Nicosia
Nikotin	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Kategória:Niger	Niger
Niger (folyó)	Niger River
Nigéria	Nigeria
Kategória:Nigéria	Nigeria
Csalogány	Nightingale
Nihilizmus	Nihilism
Nike, Inc.	Nike
Niké	Nike (mythology)
Nyikita Szergejevics Hruscsov	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nílus	Nile
Nílusi krokodil	Nile crocodile
Ninive	Nineveh
Nióbium	Niobium
Salétromsav	Nitric acid
Nitrogén	Nitrogen
Glicerin-trinitrát	Nitroglycerin
Nix (hold)	Nix (moon)
Noam Chomsky	Noam Chomsky
Nobel-díj	Nobel Prize
Kategória:Nobel-díj	Nobel Prize
Nobélium	Nobelium
Nemesgáz	Noble gas
Vándorlás	Nomad
Alanyeset	Nominative case
Nemfémek	Nonmetal
Norfolk-sziget	Norfolk Island
Szögmérő csillagkép	Norma (constellation)
Normális eloszlás	Normal distribution
Normandia	Normandy
Skandináv mitológia	Norse mythology
Kategória:Skandináv mitológia	Norse mythology
Észak	North
Észak-Afrika	North Africa
Észak-Amerika	North America
Észak-Karolina	North Carolina
Észak-Dakota	North Dakota
Észak-Korea	North Korea
Kategória:Észak-Korea	North Korea
Északi-sark	North Pole
Északi-tenger	North Sea
Észak-Európa	Northern Europe
Észak-Írország	Northern Ireland
Kategória:Észak-Írország	Northern Ireland
Északi-Mariana-szigetek	Northern Mariana Islands
Csuka	Northern pike
Norvégia	Norway
Kategória:Norvégia	Norway
Norvég-tenger	Norwegian Sea
Norvég korona	Norwegian krone
Orr	Nose
Nostradamus	Nostradamus
Nouakchott	Nouakchott
Főnév	Noun
Novaja Zemlja	Novaya Zemlya
Regény	Novel
November	November
November 1	November 1
November 11	November 11
November 2	November 2
November 5	November 5
Novial nyelv	Novial
Novoszibirszk	Novosibirsk
Nű	Nu (letter)
Maghasadás	Nuclear fission
Magfúzió	Nuclear fusion
Magfizika	Nuclear physics
Kategória:Magfizika	Nuclear physics
Atomenergia	Nuclear power
Nukleáris fegyver	Nuclear weapon
Nukleon	Nucleon
Nukleotid	Nucleotide
Szám	Number
Kategória:Számok	Numbers
Numidia	Numidia
Numizmatika	Numismatics
Nürnberg	Nuremberg
Szerecsendió	Nutmeg
Nimfák	Nymph
Tündérrózsafélék	Nymphaeaceae
O	O
OPEC	OPEC
Tölgy	Oak
Zab	Oat
Oaxaca	Oaxaca
Ob	Ob River
Obeliszk	Obelisk
Elhízás	Obesity
Objektumorientált programozás	Object-oriented programming
Oboa	Oboe
Obszidián	Obsidian
Occam borotvája	Occam's razor
Óceán	Ocean
Tengeráramlat	Ocean current
Ausztrália és Óceánia	Oceania
Kategória:Ausztrália és Óceánia	Oceania
Ókeaniszok	Oceanid
Ókeanosz	Oceanus
Nyolcas számrendszer	Octal
Oktáns csillagkép	Octans
Oktáv	Octave
Október	October
Október 12	October 12
Október 24	October 24
Bolsevik hatalomátvétel Szentpétervárott	October Revolution
Óda	Ode
Odera	Oder River
Odessza	Odessa
Odin	Odin
Szitakötők	Odonata
Odüsszeusz	Odysseus
Odüsszeia	Odyssey
Oidipusz	Oedipus
Ohio	Ohio
Ohm-törvény	Ohm's law
Olaj	Oil (disambiguation)
Olajfesték	Oil painting
Okapi	Okapi
Oklahoma	Oklahoma
Oktoberfest	Oktoberfest
Óegyházi szláv nyelv	Old Church Slavonic
Ószövetség	Old Testament
Oligocén	Oligocene
Oligopólium	Oligopoly
Olívaolaj	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivin	Olivine
Olympia (Washington)	Olympia
Olimpiai játékok	Olympic Games
Kategória:Olimpia	Olympics
Omán	Oman
Kategória:Omán	Oman
Ómega	Omega
Omikron	Omicron
Omszk	Omsk
Kategória:Onkológia	Oncology
Vöröshagyma	Onion
Névtan	Onomastics
Ontológia	Ontology
Oort-felhő	Oort cloud
Opál	Opal
Opel	Opel
Opera (színmű)	Opera
Opera (webböngésző)	Opera (Internet suite)
Operációs rendszer	Operating system
Operett	Operetta
Kígyótartó csillagkép	Ophiuchus
Ópium	Opium
Optikai szál	Optical fiber
Optika	Optics
Orális szex	Oral sex
Narancs	Orange (fruit)
Orangután	Orangutan
Oratórium	Oratorio
Pálya (csillagászat)	Orbit
Kardszárnyú delfin	Orca
Zenekar	Orchestra
Kosborfélék	Orchidaceae
Rend (rendszertan)	Order (biology)
Bencések	Order of Saint Benedict
Ordovícium	Ordovician
Szurokfű	Oregano
Oregon	Oregon
Oresztész	Orestes (mythology)
Szerv (biológia)	Organ (anatomy)
Orgona (hangszer)	Organ (music)
Sejtszervecske	Organelle
Szerves kémia	Organic chemistry
Kategória:Szerves kémia	Organic chemistry
Élőlény	Organism
Amerikai Államok Szervezete	Organization of American States
Orgazmus	Orgasm
Órigenész	Origen
Orion csillagkép	Orion (constellation)
Orisza	Orissa
Orson Welles	Orson Welles
Helyesírás	Orthography
Ószaka	Osaka
Oszama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Ozirisz	Osiris
Oslo	Oslo
I. Oszmán	Osman I
Ozmium	Osmium
Csontos halak	Osteichthyes
