Ukrainian	English
Прага	Prague
Категорія:Прага	Prague
Прая	Praia
Празеодим	Praseodymium
Молитва	Prayer
Докембрій	Precambrian
Прецесія	Precession
Атмосферні опади	Precipitation (meteorology)
Вагітність	Pregnancy
Первісне суспільство	Prehistory
Президент	President
Тиск	Pressure
Преторія	Pretoria
Пріам	Priam
Ціна	Price
Священик	Priest
Примати	Primate
Категорія:Примати	Primates
Просте число	Prime number
Острів Принца Едварда	Prince Edward Island
Друкарство	Printing
Тюрма	Prison
Полон	Prisoner of war
Ймовірність	Probability
Теорія ймовірностей	Probability theory
Категорія:Теорія ймовірностей	Probability theory
Єнотові	Procyonidae
Професор	Professor
Програміст	Programmer
Мова програмування	Programming language
Прогресивний рок	Progressive rock
Прокаріоти	Prokaryote
Пролог (мова програмування)	Prolog
Прометей (міфологія)	Prometheus
Прометій	Promethium
Займенник	Pronoun
Пропаганда	Propaganda
Пропан	Propane
Пророк	Prophet
Проза	Prose
Передміхурова залоза	Prostate
Протактиній	Protactinium
Протекторат	Protectorate
Білки	Protein
Протерозой	Proterozoic
Реформація	Protestant Reformation
Протестантизм	Protestantism
Найпростіші	Protist
Категорія:Найпростіші	Protista
Протокол	Protocol
Протон	Proton
Псалтир	Psalms
Псевдонім	Pseudonym
Категорія:Псевдонаука	Pseudoscience
Псі (літера)	Psi (letter)
Психіатрія	Psychiatry
Психоаналіз	Psychoanalysis
Психологія	Psychology
Категорія:Психологія	Psychology
Пта	Ptah
Клавдій Птолемей	Ptolemy
Суспільне надбання	Public domain
Пуерто-Ріко	Puerto Rico
Пула	Pula
Блок (механіка)	Pulley
Пульсар	Pulsar
Помпа (техніка)	Pump
Пунктуація	Punctuation
Категорія:Панк	Punk
Панк-рок	Punk rock
Корма (сузір'я)	Puppis
Пхеньян	Pyongyang
Піраміда	Pyramid
Піраміда (геометрія)	Pyramid (geometry)
Піренеї	Pyrenees
Пірит	Pyrite
Піррова перемога	Pyrrhic victory
Піфагор	Pythagoras
Python	Python (programming language)
Q (латиниця)	Q
Катар	Qatar
Династія Цінь	Qin Dynasty
Династія Цін	Qing Dynasty
Квадратне рівняння	Quadratic equation
Чотирикутник	Quadrilateral
Квантова теорія поля	Quantum field theory
Квантова механіка	Quantum mechanics
Категорія:Квантова фізика	Quantum mechanics
Кварк	Quark
Кварц	Quartz
Квазари	Quasar
Четвертинний період	Quaternary
Кватерніони	Quaternion
Квебек (провінція)	Quebec
Категорія:Квебек	Quebec
Квебек (місто)	Quebec City
Кечуа	Quechua
Квінз	Queens
Квінсленд	Queensland
Тарантіно Квентін	Quentin Tarantino
Айва	Quince
Кіто	Quito
R (латиниця)	R
РНК	RNA
Ра	Ra
Рабат	Rabat
Рабин	Rabbi
Тагор Рабіндранат	Rabindranath Tagore
Раса	Race
Карсон Рейчел	Rachel Carson
Расизм	Racism
Категорія:Расизм	Racism
Радар	Radar
Радіан	Radian
Категорія:Радіо	Radio
Радіоактивність	Radioactive decay
Радіовуглецеве датування	Radiocarbon dating
Рентгенологія	Radiology
Радій	Radium
Радіус	Radius
Радон	Radon
Дощ	Rain
Веселка	Rainbow
Рільке Райнер Марія	Rainer Maria Rilke
Ралі	Raleigh
Рама	Rama
Рамадан	Ramadan
Рамаяна	Ramayana
Рамсес ІІ	Ramesses II
Оперативна пам'ять	Random access memory
Жовтецеві	Ranunculaceae
Ріпак	Rapeseed
Рафаель Санті	Raphael
Рафаїл	Raphael (archangel)
Категорія:Метро	Rapid transit
Малина	Raspberry
Щур	Rat
Раціональні числа	Rational number
Равенна	Ravenna
Бредбері Рей Дуґлас	Ray Bradbury
Постійний запам'ятовуючий пристрій	Read-only memory
Дійсні числа	Real number
Прямокутник	Rectangle
Випрямлення	Rectifier
Червоний колір	Red
Олень благородний	Red Deer
Лисиця звичайна	Red Fox
Червоне море	Red Sea
Еритроцити	Red blood cell
Червоний зсув	Redshift
Червоний зсув	Redshift (disambiguation)
RISC	Reduced instruction set computer
Референдум	Referendum
Заломлення	Refraction
Показник заломлення	Refractive index
Біженці	Refugee
Регент	Regent
Реґі	Reggae
Полк	Regiment
Реджайна	Regina
Регіон	Region
Реінкарнація	Reincarnation
Північний олень	Reindeer
Категорія:Теорія відносності	Relativity
Релігія	Religion
Категорія:Релігія	Religion
Рембрандт	Rembrandt
Ренесанс	Renaissance
Категорія:Відродження	Renaissance
Розмноження	Reproduction
Плазуни	Reptile
Республіка	Republic
Республіка Китай	Republic of China
Ірландія	Republic of Ireland
Категорія:Ірландія	Republic of Ireland
Республіка Конго	Republic of the Congo
Категорія:Республіка Конго	Republic of the Congo
Республіканська партія США	Republican Party (United States)
Реквієм	Requiem
Резистор	Resistor
Дихальна система	Respiratory system
Ресторан	Restaurant
Сітка (сузір'я)	Reticulum
Сітківка	Retina
Вітамін A	Retinol
Революція	Revolution
Револьвер	Revolver
Рея (супутник)	Rhea (moon)
Рея (міфологія)	Rhea (mythology)
Реній	Rhenium
Риторика	Rhetoric
Категорія:Риторика	Rhetoric
Рейн	Rhine
Носороги	Rhinoceros
Ро (літера)	Rho (letter)
Род-Айленд	Rhode Island
Родос	Rhodes
Родій	Rhodium
Ромб	Rhombus
Рима	Rhyme
Ритм-енд-блюз	Rhythm and blues
Ребра	Rib
Рибофлавін	Riboflavin
Рибосома	Ribosome
Рис	Rice
Річард Філіпс Фейнман	Richard Feynman
Річард Ніксон	Richard Nixon
Штраус Ріхард	Richard Strauss
Ваґнер Ріхард	Richard Wagner
Рига	Riga
Рігель (зірка)	Rigel
Пряме сходження	Right ascension
Кільце (алгебра)	Ring (mathematics)
Старр Рінго	Ringo Starr
Ріо-Гранде (річка у США)	Rio Grande
Ріо-де-Жанейро	Rio de Janeiro
Ріо-де-Жанейро (штат)	Rio de Janeiro (state)
Ріка	River
Темза	River Thames
Ер-Ріяд	Riyadh
Амундсен Руал	Roald Amundsen
Хайнлайн Роберт	Robert A. Heinlein
Міллікен Роберт Ендрус	Robert Andrews Millikan
Бойль Роберт	Robert Boyle
Бернс Роберт	Robert Burns
Скотт Роберт Фолкон	Robert Falcon Scott
Роберт Кох	Robert Koch
Стівенсон Роберт Люїс	Robert Louis Stevenson
Роберт Оппенгеймер	Robert Oppenheimer
Шуман Роберт	Robert Schumann
Робін Гуд	Robin Hood
Робот	Robot
Гірська порода	Rock (geology)
Рок-н-рол	Rock and roll
Рок-музика	Rock music
Категорія:Рок-музика	Rock music
Скелясті гори	Rocky Mountains
Рококо	Rococo
Гризуни	Rodent
Косуля	Roe Deer
Рентгеній	Roentgenium
Бекон Роджер	Roger Bacon
Римо-Католицька Церква	Roman Catholic Church
Римська імперія	Roman Empire
Римське право	Roman law
Легіон	Roman legion
Категорія:Римська міфологія	Roman mythology
Румунія	Romania
Категорія:Румунія	Romania
Ретороманська мова	Romansh
Романтизм	Romanticism
Рим	Rome
Категорія:Рим	Rome
Рональд Рейган	Ronald Reagan
Дах	Roof
Грак	Rook (bird)
Тура (шахова фігура)	Rook (chess)
Корінь	Root
Паркс Роза	Rosa Parks
Розоцвіті	Rosales
Троянда	Rose
Розо	Roseau
Розмарин	Rosemary
Рош Гашана	Rosh Hashanah
Море Росса	Ross Sea
Росток	Rostock
Роттердам	Rotterdam
Маршрутизатор	Router
Лондонське королівське товариство	Royal Society
Каучук	Rubber
Рубікон	Rubicon
Рубідій	Rubidium
Малина	Rubus idaeus
Рубін	Ruby
Ruby	Ruby (programming language)
Дізель Рудольф	Rudolf Diesel
Кіплінг Редьярд	Rudyard Kipling
Регбі	Rugby football
Мердок Руперт	Rupert Murdoch
Росія	Russia
Категорія:Росія	Russia
Російська православна церква	Russian Orthodox Church
Жовтневий переворот 1917	Russian Revolution (1917)
Російсько-японська війна	Russo-Japanese War
Рутеній	Ruthenium
Резерфордій	Rutherfordium
Руанда	Rwanda
Жито	Rye
S (латиниця)	S
SOAP	SOAP
SOS	SOS
Таїнство	Sacrament
Сакраменто (Каліфорнія)	Sacramento
Саддам Хусейн	Saddam Hussein
Safari	Safari (web browser)
Стріла (сузір'я)	Sagitta
Стрілець (сузір'я)	Sagittarius (constellation)
Сахара	Sahara
Вітрило	Sail
Святі	Saint
Андрій Первозванний	Saint Andrew
Святий Георгій	Saint George
Сент-Кіттс і Невіс	Saint Kitts and Nevis
Річка Святого Лаврентія	Saint Lawrence River
Сент-Люсія	Saint Lucia
Святий Миколай	Saint Nicholas
Святий Патрик	Saint Patrick
Сент-Пол (Міннесота)	Saint Paul
Петро (апостол)	Saint Peter
Санкт-Петербург	Saint Petersburg
Категорія:Санкт-Петербург	Saint Petersburg
Сент-Вінсент і Гренадини	Saint Vincent and the Grenadines
Саке	Sake
Салах ад-Дін	Saladin
Салят	Salah
Саламандра	Salamander
Слина	Saliva
Рушді Салман	Salman Rushdie
Лососеві	Salmonidae
Сіль (хімія)	Salt
Сіль (хімія)	Salt (chemistry)
Солт-Лейк-Сіті	Salt Lake City
Салвадор (Бразилія)	Salvador
Зальцбург	Salzburg
Самара (місто)	Samara
Самарій	Samarium
Самоа	Samoa
Беккет Семюель	Samuel Beckett
Семюел Фінлі Бріз Морзе	Samuel F. B. Morse
Колрідж Семюел Тейлор	Samuel Taylor Coleridge
Самурай	Samurai
Сан-Антоніо	San Antonio
Сан-Дієго (Каліфорнія)	San Diego
Сан-Франциско	San Francisco
Сан-Хосе (Каліфорнія)	San Jose
Сан Хуан	San Juan
Сан-Марино	San Marino
Категорія:Сан-Марино	San Marino
Сан-Марино (місто)	San Marino
Сан-Сальвадор	San Salvador
Пісок	Sand
Боттічеллі Сандро	Sandro Botticelli
Пісковик	Sandstone
Канапка	Sandwich
Санскрит	Sanskrit
Санта Клаус	Santa Claus
Санта-Фе	Santa Fe
Сантьяго	Santiago
Сантьяго-де-Куба	Santiago de Cuba
Санто-Домінго	Santo Domingo
Сапфір	Sapphire
Сапфо	Sappho
Саппоро	Sapporo
Бернар Сара	Sarah Bernhardt
Сараєво	Sarajevo
Саратов	Saratov
Сардинія	Sardinia
Саскачеван	Saskatchewan
Сатана	Satan
Штучний супутник	Satellite
Сатира	Satire
Субота	Saturday
Сатурн (планета)	Saturn
Сатурн	Saturn (disambiguation)
Сатурн (міфологія)	Saturn (mythology)
Сатири	Satyr
Саудівська Аравія	Saudi Arabia
Категорія:Саудівська Аравія	Saudi Arabia
Беллоу Сол	Saul Bellow
Савана	Savanna
Саксонія	Saxony
Саксофон	Saxophone
Скандинавія	Scandinavia
Категорія:Скандинавія	Scandinavia
Скандій	Scandium
Лопатка	Scapula
Шельда	Scheldt
Scheme	Scheme (programming language)
Шизофренія	Schizophrenia
Схоластика	Scholasticism
Школа	School
СС	Schutzstaffel
Наука	Science
Категорія:Наука	Science
Наукова фантастика	Science fiction
Категорія:Наукова фантастика	Science fiction
Науковець	Scientist
Білячі	Sciuridae
Скорпіони	Scorpion
Скорпіон (сузір'я)	Scorpius
Шотландія	Scotland
Категорія:Шотландія	Scotland
Сосна звичайна	Scots Pine
Шотландська (гельська) мова	Scottish Gaelic
Скаутинг	Scouting
Гвинт	Screw
Мошонка	Scrotum
Скульптор (сузір'я)	Sculptor (constellation)
Скульптура	Sculpture
Категорія:Скульптура	Sculpture
Море	Sea
Калан	Sea Otter
Актинії	Sea anemone
Азовське море	Sea of Azov
Японське море	Sea of Japan
Мармурове море	Sea of Marmara
Охотське море	Sea of Okhotsk
Сіборгій	Seaborgium
Морський коник	Seahorse
Пошукова машина	Search engine
Сірз Тауер	Sears Tower
Пора року	Season
Сіетл	Seattle
Секунда	Second
Другий хрестовий похід	Second Crusade
Другий Ватиканський собор	Second Vatican Council
Другий закон термодинаміки	Second law of thermodynamics
Категорія:Безпека	Security
Осадова гірська порода	Sedimentary rock
Насіння	Seed
Сена	Seine
Сейсмологія	Seismology
Категорія:Сейсмологія	Seismology
Селен	Selenium
Семантика	Semantics
Категорія:Семантика	Semantics
Напівпровідник	Semiconductor
Семіотика	Semiotics
Семіти	Semitic
Сенат	Senate
Сенегал	Senegal
Сеул	Seoul
Сепуку	Seppuku
Вересень	September
11 вересня	September 11
Терористичний акт 11 вересня 2001 року	September 11
17 вересня	September 17
29 вересня	September 29
Септуаґінта	Septuagint
Послідовність (математика)	Sequence
Сербія	Serbia
Категорія:Сербія	Serbia
Сербія і Чорногорія	Serbia and Montenegro
Кріпосне право	Serfdom
Рахманінов Сергій Васильович	Sergei Rachmaninoff
Ряд (математика)	Series (mathematics)
Серин	Serine
Серотонін	Serotonin
Змія (сузір'я)	Serpens
Сервер	Server (computing)
Множина	Set
Сет (міфологія)	Set (mythology)
Теорія множин	Set theory
Категорія:Теорія множин	Set theory
Севастополь	Sevastopol
Семирічна війна	Seven Years' War
Севілья	Seville
Стать	Sex
Статеві органи	Sex organ
Сексизм	Sexism
Секстант	Sextant
Венеричні захворювання	Sexually transmitted disease
Сейшельські Острови	Seychelles
Шахада	Shahadah
Шаманізм	Shamanism
Шанхай	Shanghai
Акція	Share (finance)
Shareware	Shareware
Шаріат	Sharia
Акули	Shark
Шерлок Холмс	Sherlock Holmes
Щит	Shield
Сікоку	Shikoku
Синто	Shinto
Корабель	Ship
Шива	Shiva
Сьоґун	Shogun
Стенографія	Shorthand
Кущ	Shrub
Сибір	Siberia
Сичуань	Sichuan
Сицилія	Sicily
Сіменс	Siemens (unit)
Сьєрра-Леоне	Sierra Leone
Категорія:Сьєрра-Леоне	Sierra Leone
Сигма (літера)	Sigma
Фрейд Зиґмунд	Sigmund Freud
Мова жестів	Sign language
Сикхізм	Sikhism
Сіккім	Sikkim
Сілезія	Silesia
Кремній	Silicon
Діоксид силіцію	Silicon dioxide
Шовк	Silk
Великий шовковий шлях	Silk Road
Силурійський період	Silurian
Срібло	Silver
Сімона де Бовуар	Simone de Beauvoir
Гріх	Sin
Синайський півострів	Sinai Peninsula
Сінклер Люїс	Sinclair Lewis
Сінгапур	Singapore
Категорія:Сінгапур	Singapore
Сингл	Single (music)
Сирени	Siren
Сирени (тварини)	Sirenia
Сіріус	Sirius
Сикстинська капела	Sistine Chapel
Сісіф	Sisyphus
Сидячий Бик	Sitting Bull
Комедія ситуацій	Situation comedy
Скагеррак	Skagerrak
Категорія:Скелетна система	Skeletal system
Скептицизм	Skepticism
Шкіра	Skin
Скінхеди	Skinhead
Скоп'є	Skopje
Череп	Skull
Хмарочоси	Skyscraper
Рабство	Slavery
Сон (значення)	Sleep
Словаччина	Slovakia
Категорія:Словаччина	Slovakia
Словенія	Slovenia
Категорія:Словенія	Slovenia
Тонкий кишечник	Small intestine
Смог	Smog
Смоленськ	Smolensk
Змії	Snake
Снукер	Snooker
Сніг	Snow
Мило	Soap
Соціалізм	Socialism
Категорія:Соціалізм	Socialism
Категорія:Суспільство	Society
Суспільство	Society
Товариство Ісуса	Society of Jesus
Соціолінгвістика	Sociolinguistics
Соціологія	Sociology
Категорія:Соціологія	Sociology
Сократ	Socrates
Натрій	Sodium
Хлорид натрію	Sodium chloride
Гідроксид натрію	Sodium hydroxide
Софія	Sofia
Софтбол	Softball
Категорія:Програмне забезпечення	Software
Ґрунти	Soil
Пасльонові	Solanaceae
Категорія:Пасльонові	Solanaceae
Сонячна система	Solar System
Категорія:Сонячна система	Solar System
Сонячний елемент	Solar cell
Сонячні затемнення	Solar eclipse
Сонячний вітер	Solar wind
Тверде тіло	Solid
Тверде тіло	Solid state
Солідарність (профспілка)	Solidarity
Соломон (цар)	Solomon
Соломонові Острови	Solomon Islands
Солон	Solon
Сонцестояння	Solstice
Розчин	Solution
Сомалі	Somalia
Сомма (департамент)	Somme
Соната	Sonata
Пісня	Song
Сонет	Sonnet
Лорен Софі	Sophia Loren
Софісти	Sophism
Софокл	Sophocles
Сопрано	Soprano
Сорго	Sorghum
Алгоритми сортування	Sorting algorithm
Душа	Soul
Звук	Sound
Програмний код	Source code
Південь	South
Категорія:Південно-Африканська Республіка	South Africa
Південна Америка	South America
Категорія:Південна Америка	South America
Південна Австралія	South Australia
Південна Кароліна	South Carolina
Південно-Китайське море	South China Sea
Південна Дакота	South Dakota
Південний острів Нової Зеландії	South Island
Південна Корея	South Korea
Південний полюс	South Pole
Південно-Східна Азія	Southeast Asia
Суверенітет	Sovereignty
Союз Радянських Соціалістичних Республік	Soviet Union
Категорія:СРСР	Soviet Union
Соя	Soybean
Простір	Space
Іспанія	Spain
Категорія:Іспанія	Spain
Спам	Spam (electronic)
Громадянська війна в Іспанії	Spanish Civil War
Категорія:Персоналії:Іспанія	Spanish people
Іспано-американська війна	Spanish-American War
Спарта	Sparta
Спис	Spear
Спеціальна теорія відносності	Special relativity
Вид (біологія)	Species
Спектроскопія	Spectroscopy
Швидкість	Speed
Швидкість світла	Speed of light
Спелеологія	Speleology
Кашалот	Sperm Whale
Насінні	Spermatophyte
Сфера	Sphere
Сфінкс	Sphinx
Павуки	Spider
Спін	Spin (physics)
Шпинат	Spinach
Спинний мозок	Spinal cord
Спіральна галактика	Spiral galaxy
Губки	Sponge
Спорт	Sport
Електронні таблиці	Spreadsheet
Весна	Spring (season)
Спрінгфілд (Іллінойс)	Springfield
Шпигунські програмні продукти	Spyware
Лускаті	Squamata
Квадрат	Square (geometry)
Квадратний метр	Square metre
Шрі-Ланка	Sri Lanka
Категорія:Шрі-Ланка	Sri Lanka
Сент-Луїс (Міссурі)	St. Louis
Стадіон	Stadium
Вітраж	Stained glass
SGML	Standard Generalized Markup Language
Стандартне відхилення	Standard deviation
Стенлі Кубрик	Stanley Kubrick
Зірки	Star
Крохмаль	Starch
Морські зірки	Starfish
Держава	State
Стейтен-Айленд	Staten Island
Статистична механіка	Statistical mechanics
Статистика	Statistics
Категорія:Статистика	Statistics
Статуя Свободи	Statue of Liberty
Пара	Steam
Парова машина	Steam engine
Сталь	Steel
Граф Штеффі	Steffi Graf
Стегозавр	Stegosaurus
Стовбурові клітини	Stem cell
Хокінг Стівен Вільям	Stephen Hawking
Степ	Steppe
Стерадіан	Steradian
Грудина	Sternum
Стівен Спілберг	Steven Spielberg
Стінґ	Sting
Біржа	Stock exchange
Стокгольм	Stockholm
Шлунок	Stomach
Кам’яна доба	Stone Age
Стоунхендж	Stonehenge
Лелека	Stork
Буря	Storm
Протока	Strait
Гібралтарська протока	Strait of Gibraltar
Ормузька протока	Strait of Hormuz
Магелланова протока	Strait of Magellan
Мессинська протока	Strait of Messina
Категорія:Протоки	Straits
Страсбур	Strasbourg
Стратегія	Strategy
Стратиграфія	Stratigraphy
Стратосфера	Stratosphere
Суниця	Strawberry
Стронцій	Strontium
Шаблон:Доробити	Stub
Студент	Student
Штутгарт	Stuttgart
Стікс (міфологія)	Styx
Сублімація (фізика)	Sublimation (chemistry)
Підводний човен	Submarine
Підмножина	Subset
Subversion	Subversion (software)
Цукроза	Sucrose
Судан	Sudan
Категорія:Судан	Sudan
Судоку	Sudoku
Суецький канал	Suez Canal
Цукор	Sugar
Сухарто	Suharto
Сукарно	Sukarno
Сірка	Sulfur
Діоксид сірки	Sulfur dioxide
Сульфатна кислота	Sulfuric acid
Султан	Sultan
Суматра	Sumatra
Шумер	Sumer
Літо	Summer
Сумо	Sumo
Сонце	Sun
Категорія:Сонце	Sun
Неділя	Sunday
Сонячний годинник	Sundial
Соняшник	Sunflower
Сунізм	Sunni Islam
Сонячні плями	Sunspot
Суперкомп'ютер	Supercomputer
Надпровідність	Superconductivity
Наднова	Supernova
Верховний Суд США	Supreme Court of the United States
Поверхневий натяг	Surface tension
Хірургія	Surgery
Категорія:Хірургія	Surgery
Суринам	Suriname
Категорія:Суринам	Suriname
Сюрреалізм	Surrealism
Суші	Sushi
Сува	Suva
Свальбард	Svalbard
Ластівка	Swallow
Лебеді	Swan
Свастика	Swastika
Свазіленд	Swaziland
Швеція	Sweden
Категорія:Швеція	Sweden
Батат	Sweet potato
Категорія:Плавання	Swimming
Категорія:Персоналії:Швейцарія	Swiss people
Швейцарія	Switzerland
Категорія:Швейцарія	Switzerland
Меч	Sword
Сідней	Sydney
Склад (мовознавство)	Syllable
Симбіоз	Symbiosis
Символ	Symbol
Симфонія	Symphony
Симптом	Symptom
Синагога	Synagogue
Синонім	Synonym
Синтаксис	Syntax
Синтезатор	Synthesizer
Сифіліс	Syphilis
Сирія	Syria
Категорія:Сирія	Syria
Система	System
Систематика	Systematics
T (латиниця)	T
Еліот Томас Стернз	T. S. Eliot
Настільний теніс	Table tennis
Табу	Taboo
Публій Корнелій Тацит	Tacitus
Тхеквондо	Taekwondo
Тагус	Tagus
Хвіст	Tail
Тайбей	Taipei
Категорія:Тайвань	Taiwan
Тайвань	Taiwan
Тадж Махал	Taj Mahal
Таджикистан	Tajikistan
Категорія:Таджикистан	Tajikistan
Тальк	Talc
Таллахассі	Tallahassee
Таллінн	Tallinn
Тампа	Tampa
Танах	Tanakh
Династія Тан	Tang Dynasty
Танжер	Tangier
Танго	Tango (dance)
Танк (військова справа)	Tank
Тантал (хімічний елемент)	Tantalum
Тантал (міф)	Tantalus
Танзанія	Tanzania
Категорія:Танзанія	Tanzania
Даосизм	Taoism
Тапірові	Tapir
Тихоходи	Tardigrade
Тархун	Tarragon
Тартар	Tartarus
Ташкент	Tashkent
Тасманове море	Tasman Sea
Тасманія	Tasmania
Смак	Taste
Татуювання	Tattoo
Тау (літера)	Tau
Телець (сузір'я)	Taurus (constellation)
Сова сіра	Tawny Owl
Податок	Tax
Категорія:Оподаткування	Taxation
Таксі	Taxicab
Таксон	Taxon
Таксономія	Taxonomy
Тис ягідний	Taxus baccata
Тбілісі	Tbilisi
Чай	Tea
Категорія:Чай	Tea
Педагог	Teacher
Технецій	Technetium
Техно	Techno
Технологія	Technology
Категорія:Технології	Technology
Тегусігальпа	Tegucigalpa
Тегеран	Tehran
Тель-Авів	Tel Aviv
Телекомунікації	Telecommunication
Телеграф	Telegraphy
Телепатія	Telepathy
Телефон	Telephone
Телескоп	Telescope
Телескоп (сузір'я)	Telescopium
Телебачення	Television
Категорія:Телебачення	Television
Телур	Tellurium
Температура	Temperature
Храм Артеміди	Temple of Artemis
Десять заповідей	Ten Commandments
Теннессі (штат)	Tennessee
Теніс	Tennis
Категорія:Теніс	Tennis
Тенор	Tenor
Тенцинґ Норгей	Tenzing Norgay
Текіла	Tequila
Тербій	Terbium
Терпсіхора	Terpsichore
Тероризм	Terrorism
Категорія:Тероризм	Terrorism
Тертуліан	Tertullian
Тесла	Tesla (unit)
Тефія (супутник)	Tethys (moon)
Тетія	Tethys (mythology)
Тетраедр	Tetrahedron
Тетрагідроканнабінол	Tetrahydrocannabinol
Чотириногі	Tetrapod
Техас	Texas
Таїланд	Thailand
Фалес	Thales
Талій	Thallium
Танатос	Thanatos
День подяки	Thanksgiving
Гамбія	The Gambia
Гаага	The Hague
Гімн США	The Star-Spangled Banner
Театр	Theatre
Категорія:Театр	Theatre
Уасет	Thebes
Тейя	Theia
Феміда	Themis
Фемістокл	Themistocles
Теократія	Theocracy
Гіротеодоліт	Theodolite
Моммзен Хрістіан Матіас Теодор	Theodor Mommsen
Рузвельт Теодор	Theodore Roosevelt
Феодосій Великий	Theodosius I
Теологія	Theology
Категорія:Богослов'я	Theology
Теорема	Theorem
Теорія	Theory
Теорія відносності	Theory of relativity
Тхеравада	Theravada
Термодинаміка	Thermodynamics
Категорія:Термодинаміка	Thermodynamics
Термометр	Thermometer
Тесей	Theseus
Салоніки	Thessaloniki
Фессалія	Thessaly
Тета (літера)	Theta
Фетіда	Thetis
Тіамін	Thiamine
Аналітичні центри	Think tank
Третій світ	Third World
Тридцятирічна війна 1618—1648	Thirty Years' War
Фома Аквінський	Thomas Aquinas
Едісон Томас Алва	Thomas Edison
Гоббс Томас	Thomas Hobbes
Джефферсон Томас	Thomas Jefferson
Мальтус Томас Роберт	Thomas Malthus
Манн Томас	Thomas Mann
Мор Томас	Thomas More
Пейн Томас	Thomas Paine
Томас Янг	Thomas Young (scientist)
Тор	Thor
Торій	Thorium
Тот	Thoth
Думка	Thought
Фракія	Thrace
Фукідід	Thucydides
Тулій	Thulium
Полекс	Thumb
Тюрингія	Thuringia
Категорія:Тюрингія	Thuringia
Четвер	Thursday
Тимін	Thymine
Тиверій	Tiberius
Приплив	Tide
Вогняна земля	Tierra del Fuego
Тигр	Tiger
Тигр (річка)	Tigris
Тімбукту	Timbuktu
Час	Time
Категорія:Час	Time
Тайм (журнал)	Time (magazine)
Часовий пояс	Time zone
Тимур	Timur
Олово	Tin
Тірана	Tirana
Тканина (біологія)	Tissue (biology)
Синиця	Tit (bird)
Титан	Titan (disambiguation)
Титан (супутник)	Titan (moon)
Титани	Titan (mythology)
Титанік	Titanic (disambiguation)
Титан (хімічний елемент)	Titanium
Тіціан	Titian
Тит Флавій	Titus
Тютюн	Tobacco
Токантінс (штат)	Tocantins (state)
Токоферол	Tocopherol
Тофу	Tofu
Того	Togo
Категорія:Того	Togo
Токіо	Tokyo
Генкс Томас Джеффрі	Tom Hanks
Помідор	Tomato
Тонга	Tonga
Язик	Tongue
Тонна	Tonne
Блер Тоні	Tony Blair
Зуби	Tooth
Топаз	Topaz
Топіка	Topeka
Топологія	Topology
Категорія:Топологія	Topology
Смерч	Tornado
Торонто	Toronto
Торпеда	Torpedo
Момент сили	Torque
Тор (геометрія)	Torus
Тоталітаризм	Totalitarianism
Тулуза	Toulouse
Тур де Франс	Tour de France
Туризм	Tourism
Категорія:Туризм	Tourism
Тур (місто)	Tours
Вежа	Tower
Вавилонська вежа	Tower of Babel
Місто	Town
Іграшка	Toy
Toyota Motor Corporation	Toyota
Трактор	Tractor
Торгівля	Trade
Товарний знак	Trademark
Традиція	Tradition
Трагедія	Tragedy
Поїзд	Train
Залізнична станція	Train station
Траян	Trajan
Трамвай	Tram
Трансцендентні числа	Transcendental number
Трансформатор	Transformer
Транзистор	Transistor
Транслітерація	Transliteration
Протокол керування передачею	Transmission Control Protocol
Категорія:Транспорт	Transportation
Семигород	Transylvania
Трапеція	Trapezoid
Версальський договір 1919	Treaty of Versailles
Дерево	Tree
Трентон	Trenton
Трикутник	Triangle
Трикутник (сузір'я)	Triangulum
Південний Трикутник (сузір'я)	Triangulum Australe
Тріасовий період	Triassic
Притока	Tributary
Трицератопс	Triceratops
Тригонометричні функції	Trigonometric function
Тригонометрія	Trigonometry
Категорія:Тригонометрія	Trigonometry
Тринідад і Тобаго	Trinidad and Tobago
Тринітротолуол	Trinitrotoluene
Трійця (християнство)	Trinity
Тріполі	Tripoli
Тритій	Tritium
Тритон (супутник)	Triton (moon)
Тритон (міфологія)	Triton (mythology)
Арка тріумфальна	Triumphal arch
Троянський кінь	Trojan Horse
Троянська війна	Trojan War
Троль	Troll
Тролінг	Troll (Internet)
Тролейбус	Trolleybus
Тромбон	Trombone
Тронхейм	Trondheim
Тропосфера	Troposphere
Троя	Troy
Вантажний автомобіль	Truck
Труба (музика)	Trumpet
Істина	Truth
Триптофан	Tryptophan
Цар	Tsar
Цунамі	Tsunami
Туба	Tuba
Трюфель	Tuber (genus)
Туберкульоз	Tuberculosis
Тукан (сузір'я)	Tucana
Вівторок	Tuesday
Тюльпан	Tulip
Тундра	Tundra
Вольфрам	Tungsten
Покривники	Tunicate
Туніс (місто)	Tunis
Туніс	Tunisia
Категорія:Туніс	Tunisia
Тунель	Tunnel
Турін	Turin
Машина Тюринга	Turing machine
Туреччина	Turkey
Категорія:Туреччина	Turkey
Туркменістан	Turkmenistan
Категорія:Туркменістан	Turkmenistan
Черепахи	Turtle
Тоскана	Tuscany
Тувалу	Tuvalu
Tux	Tux
Браге Тихо	Tycho Brahe
Друкарська машинка	Typewriter
Тіфон	Typhon
Типографія	Typography
Категорія:Типографія	Typography
Тиранозавр	Tyrannosaurus
Тір	Tyre
Тірренське море	Tyrrhenian Sea
U (латиниця)	U
ЮНЕСКО	UNESCO
Уфа	Ufa
Уганда	Uganda
