Hebrew	English
תחנת כוח	Power station
פראיטור	Praetor
פראג	Prague
קטגוריה:פראג	Prague
פראיה	Praia
פרסאודימיום	Praseodymium
תפילה	Prayer
פרקמבריון	Precambrian
נקיפה	Precession
משקעים	Precipitation (meteorology)
היריון	Pregnancy
פרהיסטוריה	Prehistory
קטגוריה:פרהיסטוריה	Prehistory
נשיא	President
נשיא ארצות הברית	President of the United States
לחץ	Pressure
פרטוריה	Pretoria
פריאמוס	Priam
מחיר	Price
פרימטים	Primate
קטגוריה:פרימטים	Primates
קו גריניץ'	Prime Meridian
ראש ממשלה	Prime minister
מספר ראשוני	Prime number
אי הנסיך אדוארד	Prince Edward Island
פיליפ, דוכס אדינבורו	Prince Philip
נסיך ויילס	Prince of Wales
אוניברסיטת פרינסטון	Princeton University
תורת היחסות	Principle of relativity
דפוס	Printing
פריון	Prion
מנסרה (גאומטריה)	Prism (geometry)
מנסרה (אופטיקה)	Prism (optics)
בית סוהר	Prison
שבוי	Prisoner of war
פרס גונקור	Prix Goncourt
הסתברות	Probability
תורת ההסתברות	Probability theory
קטגוריה:תורת ההסתברות	Probability theory
ראקוניים	Procyonidae
פרופסור	Professor
רווח	Profit
מתכנת	Programmer
שפת תכנות	Programming language
רוק מתקדם	Progressive rock
פרוקריוטיים	Prokaryote
פרולוג (שפת תכנות)	Prolog
פרומתאוס	Prometheus
פרומטיום	Promethium
כינוי גוף	Pronoun
תעמולה	Propaganda
פרופאן	Propane
נביא	Prophet
סיפורת	Prose
בלוטת הערמונית	Prostate
פרוטקטיניום	Protactinium
מדינת חסות	Protectorate
חלבון	Protein
פרוטרוזואיקון	Proterozoic
הרפורמציה הפרוטסטנטית	Protestant Reformation
נצרות פרוטסטנטית	Protestantism
פרוטיסטים	Protist
קטגוריה:פרוטיסטה	Protista
פרוטוקול	Protocol
פרוטון	Proton
פרובידנס	Providence
פרוקסימה קנטאורי	Proxima Centauri
פרונוס	Prunus
פרוסיה	Prussia
תהילים	Psalms
שם עט	Pseudonym
קטגוריה:פסבדו-מדע	Pseudoscience
פסבדו-מדע	Pseudoscience
פסי	Psi (letter)
פסוריאזיס	Psoriasis
פסיכיאטריה	Psychiatry
קטגוריה:פסיכיאטריה	Psychiatry
פסיכואנליזה	Psychoanalysis
פסיכולוגיה	Psychology
קטגוריה:פסיכולוגיה	Psychology
פסיכוזה	Psychosis
טיפול פסיכולוגי	Psychotherapy
פטרוזאוריה	Pterosaur
בית תלמי	Ptolemaic dynasty
תלמי (אסטרונום)	Ptolemy
התבגרות מינית	Puberty
רשות הציבור	Public domain
יחסי ציבור	Public relations
פוארטו ריקו	Puerto Rico
גלגלת	Pulley
פולסר	Pulsar
משאבה	Pump
פיסוק	Punctuation
פנג'אב	Punjab (India)
קטגוריה:פאנק (Punk)	Punk
פאנק (Punk)	Punk rock
ירכתי הספינה (קבוצת כוכבים)	Puppis
פיונגיאנג	Pyongyang
פירמידה (מבנה)	Pyramid
פירמידה (גאומטריה)	Pyramid (geometry)
הרי הפירינאים	Pyrenees
פיריט	Pyrite
עוד ניצחון כזה ואבדנו	Pyrrhic victory
פיתגורס	Pythagoras
Python	Python (programming language)
מצפן (קבוצת כוכבים)	Pyxis
Q	Q
קטאר	Qatar
קטגוריה:קטאר	Qatar
שושלת צ'ינג	Qing Dynasty
משוואה ממעלה שנייה	Quadratic equation
מרובע	Quadrilateral
קוואיסטור	Quaestor
תורת השדות הקוונטית	Quantum field theory
מכניקת הקוונטים	Quantum mechanics
קטגוריה:מכניקת הקוונטים	Quantum mechanics
קווארק	Quark
קוורץ	Quartz
קוואזר	Quasar
רביעון	Quaternary
אלגברת הקווטרניונים של המילטון	Quaternion
קוויבק	Quebec
קטגוריה:קוויבק	Quebec
קוויבק סיטי	Quebec City
קצ'ואה	Quechua
מלכה (שחמט)	Queen (chess)
קווינס	Queens
קווינסלנד	Queensland
קוונטין טרנטינו	Quentin Tarantino
סימן שאלה	Question mark
חבוש	Quince
קיטו	Quito
R	R
RAID	RAID
RNA	RNA
רע (אל)	Ra
רבאט	Rabat
רב	Rabbi
רבינדרנת טאגור	Rabindranath Tagore
שועל ראקון	Raccoon Dog
גזע (אדם)	Race
רייצ'ל קרסון	Rachel Carson
גזענות	Racism
קטגוריה:גזענות	Racism
מכ"ם	Radar
רדיאן	Radian
קטגוריה:רדיו	Radio
רדיו-טלסקופ	Radio telescope
רדיואקטיביות	Radioactive decay
תיארוך פחמן-14	Radiocarbon dating
רדיולוגיה	Radiology
רדיום	Radium
רדיוס	Radius
רדון	Radon
גשם	Rain
קשת בענן	Rainbow
ריינר מריה רילקה	Rainer Maria Rilke
ראלי (קרוליינה הצפונית)	Raleigh
ראלף ואלדו אמרסון	Ralph Waldo Emerson
רמדאן	Ramadan
ראמאיאנה	Ramayana
רעמסס השני	Ramesses II
זיכרון גישה אקראית	Random access memory
נוריתיים	Ranunculaceae
אונס	Rape
לפתית	Rapeseed
רפאל (צייר)	Raphael
רפאל (מלאך)	Raphael (archangel)
קטגוריה:רכבות תחתית	Rapid transit
חולדה	Rat
מספר רציונלי	Rational number
רוונה	Ravenna
רוואלפינדי	Rawalpindi
ריי ברדבורי	Ray Bradbury
Read-only Memory	Read-only memory
מספר ממשי	Real number
מיתון	Recession
רסיפה	Recife
מלבן	Rectangle
מיישר זרם	Rectifier
רקורסיה	Recursion
מיחזור	Recycling
אדום	Red
סיעת הצבא האדום	Red Army Faction
אייל אציל	Red Deer
שועל מצוי	Red Fox
פנדה אדום	Red Panda
ים סוף	Red Sea
אדומיות	Red algae
תא דם אדום	Red blood cell
ננס אדום	Red dwarf
ענק אדום	Red giant
הסחה לאדום	Redshift
היסט לאדום	Redshift (disambiguation)
משאל עם	Referendum
שבירה	Refraction
מקדם שבירה	Refractive index
פליט	Refugee
עוצר (שליט)	Regent
רגאיי	Reggae
רג'ימנט	Regiment
חבל ארץ	Region
גלגול נשמות	Reincarnation
אייל הצפון	Reindeer
רלטיביזם	Relativism
קטגוריה:תורת היחסות	Relativity
ממסר	Relay
דת	Religion
קטגוריה:דתות	Religion
אגודת הידידים	Religious Society of Friends
רמברנדט	Rembrandt
רנסאנס	Renaissance
רבייה	Reproduction
זוחלים	Reptile
רפובליקה	Republic
הרפובליקה הסינית	Republic of China
אירלנד	Republic of Ireland
קטגוריה:אירלנד	Republic of Ireland
הרפובליקה של קונגו	Republic of the Congo
קטגוריה:הרפובליקה של קונגו	Republic of the Congo
המפלגה הרפובליקנית	Republican Party (United States)
רקוויאם	Requiem
נגד	Resistor
מערכת הנשימה	Respiratory system
מסעדה	Restaurant
רשתית	Retina
ויטמין A	Retinol
מהפכה	Revolution
אקדח תופי	Revolver
ריאה (ירח)	Rhea (moon)
ריאה (אלה)	Rhea (mythology)
רניום	Rhenium
רטוריקה	Rhetoric
קטגוריה:רטוריקה	Rhetoric
ריין	Rhine
קרנפיים	Rhinoceros
רו	Rho (letter)
רוד איילנד	Rhode Island
קטגוריה:רוד איילנד	Rhode Island
רודוס	Rhodes
רודיום	Rhodium
מעוין	Rhombus
חריזה	Rhyme
משקל (מוזיקה)	Rhythm
רית'ם אנד בלוז	Rhythm and blues
צלעות	Rib
ויטמין B2	Riboflavin
ריבוזום	Ribosome
אורז	Rice
ריצ'רד פיינמן	Richard Feynman
ריצ'רד ניקסון	Richard Nixon
ריכרד שטראוס	Richard Strauss
ריכרד וגנר	Richard Wagner
ריצ'רד רייט	Richard Wright (musician)
ריצ'מונד	Richmond
ריגה	Riga
ריג'ל	Rigel
חוג (מבנה אלגברי)	Ring (mathematics)
רינגו סטאר	Ringo Starr
ריו גראנדה	Rio Grande
ריו דה ז'ניירו	Rio de Janeiro
ריו דה ז'ניירו (מדינה)	Rio de Janeiro (state)
נהר	River
תמזה	River Thames
ריאד	Riyadh
כביש	Road
רואלד אמונדסן	Roald Amundsen
רוברט היינליין	Robert A. Heinlein
רוברט מיליקן	Robert Andrews Millikan
רוברט בויל	Robert Boyle
רוברט ברנס	Robert Burns
רוברט דה נירו	Robert De Niro
רוברט לי	Robert E. Lee
רוברט פלקון סקוט	Robert Falcon Scott
רוברט הוק	Robert Hooke
רוברט קוך	Robert Koch
רוברט לואיס סטיבנסון	Robert Louis Stevenson
רוברט אופנהיימר	Robert Oppenheimer
רוברט אואן	Robert Owen
רוברט רדפורד	Robert Redford
רוברט שומאן	Robert Schumann
רובין הוד	Robin Hood
רובוט	Robot
אבן נייר ומספריים	Rock
סלע	Rock (geology)
רוק אנד רול	Rock and roll
רוק (מוזיקה)	Rock music
קטגוריה:רוק	Rock music
רקטה	Rocket
הרי הרוקי	Rocky Mountains
רוקוקו	Rococo
מכרסמים	Rodent
אייל הכרמל	Roe Deer
רנטגניום	Roentgenium
רוג'ר בייקון	Roger Bacon
הקיסרות הרומית	Roman Empire
הרפובליקה הרומית	Roman Republic
לוח השנה הרומי	Roman calendar
המשפט הרומי	Roman law
לגיון	Roman legion
מיתולוגיה רומית	Roman mythology
קטגוריה:מיתולוגיה רומית	Roman mythology
רומניה	Romania
קטגוריה:רומניה	Romania
רומאנש	Romansh
רומנטיקה	Romanticism
רומא	Rome
קטגוריה:רומא	Rome
רונלד רייגן	Ronald Reagan
גג	Roof
עורב מזרע	Rook (bird)
צריח (שחמט)	Rook (chess)
רוזוולט	Roosevelt
שורש (בוטניקה)	Root
רוזה פארקס	Rosa Parks
ורדיים	Rosaceae
ורדנאים	Rosales
רוסאריו	Rosario
ורד	Rose
רוזו	Roseau
רוזמרין	Rosemary
אבן רוזטה	Rosetta Stone
ראש השנה	Rosh Hashanah
ים רוס	Ross Sea
רוטרדם	Rotterdam
נתב	Router
חתירה (ספורט)	Rowing (sport)
חיל האוויר המלכותי	Royal Air Force
החברה המלכותית	Royal Society
גומי	Rubber
רוביקון	Rubicon
רובידיום	Rubidium
רובל	Ruble
פטל אדום	Rubus idaeus
אודם	Ruby
Ruby	Ruby (programming language)
רודולף דיזל	Rudolf Diesel
רודולף הס	Rudolf Hess
רודולף שטיינר	Rudolf Steiner
רודיארד קיפלינג	Rudyard Kipling
רוגבי	Rugby football
רופרט מרדוק	Rupert Murdoch
רוסיה	Russia
קטגוריה:רוסיה	Russia
הכנסייה הרוסית הפרבוסלבית	Russian Orthodox Church
מלחמת רוסיה-יפן	Russo-Japanese War
רותניום	Ruthenium
רתרפורד הייז	Rutherford B. Hayes
רתרפורדיום	Rutherfordium
רואנדה	Rwanda
קטגוריה:רואנדה	Rwanda
שיפון (דגן)	Rye
S	S
SOAP	SOAP
SOS	SOS
סקרמנט	Sacrament
סקרמנטו	Sacramento
סדאם חוסיין	Saddam Hussein
ספארי (דפדפן)	Safari (web browser)
זעפרן	Saffron
קשת (קבוצת כוכבים)	Sagittarius (constellation)
סהרה	Sahara
מפרש	Sail
קדוש (נצרות)	Saint
אנדראס הקדוש	Saint Andrew
גאורגיוס הקדוש	Saint George
סנט קיטס ונוויס	Saint Kitts and Nevis
קטגוריה:סנט קיטס ונוויס	Saint Kitts and Nevis
סנט לורנס (נהר)	Saint Lawrence River
סנט לוסיה	Saint Lucia
קטגוריה:סנט לוסיה	Saint Lucia
סן מרטן	Saint Martin
פטריק הקדוש	Saint Patrick
סיינט פול	Saint Paul
פטרוס	Saint Peter
סנקט פטרבורג	Saint Petersburg
קטגוריה:סנקט פטרבורג	Saint Petersburg
סנט וינסנט והגרנדינים	Saint Vincent and the Grenadines
קטגוריה:סנט וינסנט והגרנדינים	Saint Vincent and the Grenadines
סאקה	Sake
צלאח א-דין	Saladin
צלאה	Salah
בעלי זנב	Salamander
סאלם (אורגון)	Salem
רוק (ביולוגיה)	Saliva
סלמאן רושדי	Salman Rushdie
מלח בישול	Salt
מלח (כימיה)	Salt (chemistry)
סולט לייק סיטי	Salt Lake City
סלבדור (ברזיל)	Salvador
זלצבורג	Salzburg
זלצבורג (מדינה)	Salzburg (state)
סמרה	Samara
סמריום	Samarium
סמרקנד	Samarkand
סמואה	Samoa
קטגוריה:סמואה	Samoa
סמסרה	Samsara
סמואל בקט	Samuel Beckett
סמואל מורס	Samuel F. B. Morse
סמואל טיילור קולרידג'	Samuel Taylor Coleridge
סמוראי	Samurai
סן אנטוניו	San Antonio
סן דייגו	San Diego
סן פרנסיסקו	San Francisco
סן חוזה (קליפורניה)	San Jose
סן חואן	San Juan
סן מרינו	San Marino
קטגוריה:סן מרינו	San Marino
סן מרינו (עיר)	San Marino
סן סלוודור	San Salvador
חול	Sand
סנדרו בוטיצ'לי	Sandro Botticelli
אבן חול	Sandstone
כריך	Sandwich
סנסקריט	Sanskrit
סנטה קלאוס	Santa Claus
סנטה פה	Santa Fe
סנטיאגו דה צ'ילה	Santiago
סנטיאגו	Santiago
סנטיאגו דה קובה	Santiago de Cuba
סנטו דומינגו	Santo Domingo
סנטוס	Santos (Săo Paulo)
ספיר	Sapphire
סאפפו	Sappho
שרה ברנאר	Sarah Bernhardt
סראייבו	Sarajevo
סרטוב	Saratov
סרקופג	Sarcophagus
סרדין	Sardine
סרדיניה	Sardinia
סארין	Sarin
ססקצ'ואן	Saskatchewan
שטן	Satan
לוויין	Satellite
סאטירה	Satire
יום השבת	Saturday
שבתאי	Saturn
קטגוריה:שבתאי	Saturn
סטורן	Saturn (disambiguation)
סאטיר	Satyr
רוטב	Sauce
ערב הסעודית	Saudi Arabia
קטגוריה:ערב הסעודית	Saudi Arabia
סול בלו	Saul Bellow
נקניק	Sausage
סוואנה	Savanna
סקסוניה	Saxony
קטגוריה:סקסוניה	Saxony
סקסופון	Saxophone
סקנדינביה	Scandinavia
קטגוריה:סקנדינביה	Scandinavia
סקנדיום	Scandium
עצם השכם	Scapula
סכלדה	Scheldt
Scheme	Scheme (programming language)
סכיזופרניה	Schizophrenia
סכולסטיקה	Scholasticism
בית ספר	School
אס אס	Schutzstaffel
מדע	Science
קטגוריה:מדע וטכנולוגיה	Science
מדע בדיוני	Science fiction
קטגוריה:מדע בדיוני	Science fiction
השיטה המדעית	Scientific method
מדען	Scientist
סיינטולוגיה	Scientology
פובליוס קורנליוס סקיפיו אפריקנוס	Scipio Africanus
מספריים	Scissors
סנאיים	Sciuridae
עקרבאים	Scorpion
עקרב (קבוצת כוכבים)	Scorpius
סקוטלנד	Scotland
קטגוריה:סקוטלנד	Scotland
גאלית סקוטית	Scottish Gaelic
תנועת הצופים	Scouting
שבץ נא	Scrabble
בורג	Screw
מברג	Screwdriver
כיס האשכים	Scrotum
פסל (קבוצת כוכבים)	Sculptor (constellation)
פיסול	Sculpture
קטגוריה:פיסול	Sculpture
ים	Sea
לוטרת ים	Sea Otter
שושנות ים	Sea anemone
מלפפון ים	Sea cucumber
גובה פני הים	Sea level
ים אזוב	Sea of Azov
ים יפן	Sea of Japan
ים השיש	Sea of Marmara
ים אוחוצק	Sea of Okhotsk
קיפודי ים	Sea urchin
סיבורגיום	Seaborgium
סוסון ים	Seahorse
מנוע חיפוש	Search engine
מגדל סירס	Sears Tower
עונות השנה	Season
סיאטל	Seattle
שנייה	Second
מסע הצלב השני	Second Crusade
ועידת הוותיקן השנייה	Second Vatican Council
החוק השני של התרמודינמיקה	Second law of thermodynamics
כת	Sect
קטגוריה:אבטחה	Security
סלע משקע	Sedimentary rock
זרע (בוטניקה)	Seed
סגוביה	Segovia
סן	Seine
סייסמולוגיה	Seismology
קטגוריה:סייסמולוגיה	Seismology
סלנה	Selene
סלניום	Selenium
סלאוקוס הראשון	Seleucus I Nicator
סמנטיקה	Semantics
קטגוריה:סמנטיקה	Semantics
נקודה ופסיק	Semicolon
מוליך למחצה	Semiconductor
סמיוטיקה	Semiotics
סנאט	Senate
סנגל	Senegal
קטגוריה:סנגל	Senegal
סיאול	Seoul
ספוקו	Seppuku
ספטמבר	September
11 בספטמבר	September 11
פיגועי 11 בספטמבר	September 11
17 בספטמבר	September 17
29 בספטמבר	September 29
תרגום השבעים	Septuagint
סדרה	Sequence
סרביה	Serbia
קטגוריה:סרביה	Serbia
סרביה ומונטנגרו	Serbia and Montenegro
קטגוריה:סרביה ומונטנגרו	Serbia and Montenegro
צמיתות	Serfdom
סרגיי אייזנשטיין	Sergei Eisenstein
סרגיי רחמנינוב	Sergei Rachmaninoff
טור (מתמטיקה)	Series (mathematics)
סרין	Serine
סרוטונין	Serotonin
נחש (קבוצת כוכבים)	Serpens
שרת	Server (computing)
קבוצה (מתמטיקה)	Set
סת	Set (mythology)
תורת הקבוצות	Set theory
קטגוריה:תורת הקבוצות	Set theory
סבסטופול	Sevastopol
מלחמת שבע השנים	Seven Years' War
סארס	Severe acute respiratory syndrome
סביליה	Seville
זוויג	Sex
אפליה מינית	Sexism
סקסטנט	Sextant
יחסי מין	Sexual intercourse
קטגוריה:מיניות	Sexuality
מחלת מין	Sexually transmitted disease
סיישל	Seychelles
קטגוריה:סיישל	Seychelles
שאה	Shah
שהאדה	Shahadah
שמאניזם	Shamanism
שאנגחאי	Shanghai
מניה	Share (finance)
שריעה	Sharia
כרישאים	Shark
שפילד	Sheffield
שרלוק הולמס	Sherlock Holmes
איי שטלנד	Shetland
מגן	Shield
שינטו	Shinto
ספינה	Ship
שיווה	Shiva
שוגי	Shogi
שוגון	Shogun
קצרנות	Shorthand
חסילונים	Shrimp
שיח	Shrub
סיביר	Siberia
האסקי סיבירי	Siberian Husky
סצ'ואן	Sichuan
סיציליה	Sicily
קטגוריה:סיציליה	Sicily
סימנס	Siemens (unit)
סיירה לאונה	Sierra Leone
קטגוריה:סיירה לאונה	Sierra Leone
סיגמא	Sigma
זיגמונד פרויד	Sigmund Freud
שפת סימנים	Sign language
סיגריד אונדסט	Sigrid Undset
סיקהיזם	Sikhism
סיקים	Sikkim
שלזיה	Silesia
צורן	Silicon
עמק הסיליקון	Silicon Valley
צורן דו-חמצני	Silicon dioxide
משי	Silk
דרך המשי	Silk Road
סילור	Silurian
כסף (יסוד)	Silver
סימון דה בובואר	Simone de Beauvoir
סיני	Sinai Peninsula
סינקלר לואיס	Sinclair Lewis
סינגפור	Singapore
קטגוריה:סינגפור	Singapore
סינגל	Single (music)
סירנה	Siren
תחשאים	Sirenia
סיריוס	Sirius
הקפלה הסיסטינית	Sistine Chapel
סיזיפוס	Sisyphus
שור יושב	Sitting Bull
קומדיית מצבים	Situation comedy
מלחמת ששת הימים	Six-Day War
סקייטבורד	Skateboard
קטגוריה:מערכת השלד	Skeletal system
ספקנות	Skepticism
עור	Skin
סקינהד	Skinhead
סקופיה	Skopje
גולגולת	Skull
סקיילאב	Skylab
גורד שחקים	Skyscraper
סלאש	Slash (musician)
עבדות	Slavery
סלייר	Slayer
שינה	Sleep
סלובקיה	Slovakia
קטגוריה:סלובקיה	Slovakia
סלובניה	Slovenia
קטגוריה:סלובניה	Slovenia
המעי הדק	Small intestine
ערפיח	Smog
סמולנסק	Smolensk
נחשים	Snake
שלג	Snow
סבון	Soap
פסיכולוגיה חברתית	Social psychology
סוציאליזם	Socialism
קטגוריה:סוציאליזם	Socialism
המפלגה הסוציאליסטית הצרפתית	Socialist Party (France)
קטגוריה:חברה	Society
חברה	Society
ישועים	Society of Jesus
בלשנות חברתית	Sociolinguistics
סוציולוגיה	Sociology
קטגוריה:סוציולוגיה	Sociology
סוקרטס	Socrates
נתרן	Sodium
סודה לשתייה	Sodium bicarbonate
מלח בישול	Sodium chloride
נתרן הידרוקסידי	Sodium hydroxide
סופיה	Sofia
קטגוריה:תוכנה	Software
קרקע	Soil
סולניים	Solanaceae
קטגוריה:סולניים	Solanaceae
מערכת השמש	Solar System
קטגוריה:מערכת השמש	Solar System
תא פוטו-וולטאי	Solar cell
ליקוי חמה	Solar eclipse
אנרגיה סולארית	Solar energy
רוח השמש	Solar wind
מוצק	Solid
מוצק	Solid state
סולידריות (תנועה)	Solidarity
שלמה	Solomon
איי שלמה	Solomon Islands
קטגוריה:איי שלמה	Solomon Islands
סולון	Solon
מישור המילקה#.D7.A0.D7.A7.D7.95.D7.93.D7.95.D7.AA .D7.94.D7.A9.D7.95.D7.95.D7.99.D7.95.D7.9F .D7.95.D7.94.D7.94.D7.99.D7.A4.D7.95.D7.9A	Solstice
תמיסה	Solution
תמיסה#הממס	Solvent
סומליה	Somalia
קטגוריה:סומליה	Somalia
סום	Somme
סונאטה	Sonata
שיר השירים	Song of Solomon
סונטה (שירה)	Sonnet
סופיה לורן	Sophia Loren
סופיזם	Sophism
סופוקלס	Sophocles
סופרן	Soprano
סורבון	Sorbonne
דורה	Sorghum
מיון (מדעי המחשב)	Sorting algorithm
נשמה	Soul
קול	Sound
מרק	Soup
קוד מקור	Source code
דרום	South
קטגוריה:דרום אפריקה	South Africa
אמריקה הדרומית	South America
קטגוריה:אמריקה הדרומית	South America
אוסטרליה הדרומית	South Australia
קרוליינה הדרומית	South Carolina
קטגוריה:קרוליינה הדרומית	South Carolina
ים סין הדרומי	South China Sea
דקוטה הדרומית	South Dakota
קטגוריה:דקוטה הדרומית	South Dakota
האי הדרומי	South Island
קוריאה הדרומית	South Korea
קטגוריה:קוריאה הדרומית	South Korea
הקוטב הדרומי	South Pole
דרום-מזרח אסיה	Southeast Asia
חצי הכדור הדרומי	Southern Hemisphere
ריבונות	Sovereignty
ברית המועצות	Soviet Union
קטגוריה:ברית המועצות	Soviet Union
פולי סויה	Soybean
מרחב	Space
מעבורת חלל	Space Shuttle
תחנת חלל	Space station
חללית	Spacecraft
ספגטי	Spaghetti
ספרד	Spain
קטגוריה:ספרד	Spain
דואר זבל	Spam (electronic)
מלחמת האזרחים בספרד	Spanish Civil War
קטגוריה:ספרדים	Spanish people
מלחמת ארצות הברית-ספרד	Spanish-American War
ספרטה	Sparta
חנית	Spear
תורת היחסות הפרטית	Special relativity
מין (טקסונומיה)	Species
ספקטרוסקופיה	Spectroscopy
מהירות	Speed
מהירות האור	Speed of light
ספלאולוגיה	Speleology
ספנסר טרייסי	Spencer Tracy
ראשתן גדול ראש	Sperm Whale
צמחי זרע	Spermatophyte
תא זרע	Spermatozoon
ספירה (גאומטריה)	Sphere
ספינקס	Sphinx
תבלין	Spice
עכבישאים	Spider
ספין	Spin (physics)
תרד	Spinach
חוט השדרה	Spinal cord
גלקסיה ספירלית	Spiral galaxy
טחול	Spleen
ספליט	Split
ספוגיים	Sponge
ספורט	Sport
גיליון אלקטרוני	Spreadsheet
שפרה	Spree
אביב	Spring (season)
ספרינגפילד (אילינוי)	Springfield
רוגלה	Spyware
קשקשאים	Squamata
ריבוע	Square (geometry)
מטר מרובע	Square metre
שורש ריבועי	Square root
סקווש	Squash (sport)
סנאי	Squirrel
סרי לנקה	Sri Lanka
קטגוריה:סרי לנקה	Sri Lanka
סנט לואיס	St. Louis
אצטדיון	Stadium
ויטראז'	Stained glass
פלדת אל-חלד	Stainless steel
סטליניזם	Stalinism
סטיית תקן	Standard deviation
אוניברסיטת סטנפורד	Stanford University
סטנלי קובריק	Stanley Kubrick
כוכב	Star
מגן דוד	Star of David
עמילן	Starch
כוכבי ים	Starfish
מדינה	State
סטטן איילנד	Staten Island
מכניקה סטטיסטית	Statistical mechanics
סטטיסטיקה	Statistics
קטגוריה:סטטיסטיקה	Statistics
פסל החירות	Statue of Liberty
סטוונגר	Stavanger
אד	Steam
מנוע קיטור	Steam engine
פלדה	Steel
סטפן צווייג	Stefan Zweig
שטפי גראף	Steffi Graf
סטגוזאור	Stegosaurus
תא גזע	Stem cell
סטנדל	Stendhal
סטיבן הוקינג	Stephen Hawking
הערבה האירואסייתית	Steppe
סטרדיאן	Steradian
עצם החזה	Sternum
סטרואיד	Steroid
סטיבן ספילברג	Steven Spielberg
סטינג	Sting
בורסה לניירות ערך	Stock exchange
סטוקהולם	Stockholm
האסכולה הסטואית	Stoicism
קיבה	Stomach
תקופת האבן	Stone Age
סטונהנג'	Stonehenge
חסידה	Stork
סופה	Storm
מצר	Strait
מצר גיברלטר	Strait of Gibraltar
מצר הורמוז	Strait of Hormuz
מצר מגלן	Strait of Magellan
מצר מסינה	Strait of Messina
שטרסבורג	Strasbourg
אסטרטגיה (מדע המדינה)	Strategy
סטרטיגרפיה	Stratigraphy
סטרטוספירה	Stratosphere
תות שדה	Strawberry
דחק	Stress (medicine)
תורת המיתרים	String theory
שבץ מוחי	Stroke
הכוח הגרעיני החזק	Strong interaction
סטרונציום	Strontium
סטרוקטורליזם	Structuralism
סטודנט	Student
סטופה	Stupa
אס אה	Sturmabteilung
שטוטגרט	Stuttgart
סטיקס	Styx
אפריקה שמדרום לסהרה	Sub-Saharan Africa
תת-תרבות	Subculture
המראה (פיזיקה)	Sublimation (chemistry)
צוללת	Submarine
תת קבוצה	Subset
סוקרה	Sucre
סוכרוז	Sucrose
סודאן	Sudan
קטגוריה:סודאן	Sudan
סודוקו	Sudoku
תעלת סואץ	Suez Canal
סופיות	Sufism
סוהארטו	Suharto
גופרית	Sulfur
גופרית דו-חמצנית	Sulfur dioxide
חומצה גופרתית	Sulfuric acid
סולטן	Sultan
סומטרה	Sumatra
שומר	Sumer
קיץ	Summer
סומו	Sumo
השמש	Sun
קטגוריה:השמש	Sun
סון יאט-סן	Sun Yat-sen
יום ראשון	Sunday
שעון שמש	Sundial
חמנית	Sunflower
אסלאם סוני	Sunni Islam
כתם שמש	Sunspot
מחשב-על	Supercomputer
מוליכות-על	Superconductivity
סופרמן	Superman
סופרנובה	Supernova
בית המשפט העליון של ארצות הברית	Supreme Court of the United States
סורה	Sura
מתח פנים	Surface tension
כירורגיה	Surgeon
כירורגיה	Surgery
קטגוריה:כירורגיה	Surgery
סורינאם	Suriname
קטגוריה:סורינאם	Suriname
סוריאליזם	Surrealism
סושי	Sushi
סובה	Suva
סבאלברד	Svalbard
סנוניתיים	Swallow
ברבור	Swan
צלב קרס	Swastika
סווזילנד	Swaziland
קטגוריה:סווזילנד	Swaziland
שבדיה	Sweden
קטגוריה:שבדיה	Sweden
בטטה	Sweet potato
שחייה	Swimming
קטגוריה:שחייה	Swimming
פרנק שווייצרי	Swiss franc
שווייץ	Switzerland
קטגוריה:שווייץ	Switzerland
חרב	Sword
סידני	Sydney
הברה	Syllable
סילביה פלאת'	Sylvia Plath
סימביוזה	Symbiosis
סמל	Symbol
סימפוניה	Symphony
תסמין	Symptom
בית כנסת	Synagogue
איגוד מקצועי	Syndicate
סינסתזיה	Synesthesia
מילה נרדפת	Synonym
תחביר	Syntax
סינתיסייזר	Synthesizer
עגבת	Syphilis
סירקוזה	Syracuse
סוריה	Syria
קטגוריה:סוריה	Syria
מערכת	System
T	T
לורנס איש ערב	T. E. Lawrence
תומאס סטרנס אליוט	T. S. Eliot
שולחן	Table (furniture)
טניס שולחן	Table tennis
טאבו (סוציולוגיה)	Taboo
טקיטוס	Tacitus
טאיקוונדו	Taekwondo
טחו	Tagus
טהיטי	Tahiti
טאי צ'י	Tai chi chuan
זנב	Tail
טאיפיי	Taipei
הרפובליקה הסינית	Taiwan
טאג' מהאל	Taj Mahal
טג'יקיסטן	Tajikistan
קטגוריה:טג'יקיסטן	Tajikistan
טלק	Talc
טליבאן	Taliban
טאלאהאסי	Tallahassee
טאלין	Tallinn
תלמוד	Talmud
טאמיל נאדו	Tamil Nadu
טמפה	Tampa
טמפרה (פינלנד)	Tampere
תנ"ך	Tanakh
טנג'יר	Tangier
טנגו	Tango (dance)
טנק	Tank
טנטלום	Tantalum
טנטלוס	Tantalus
טנזניה	Tanzania
קטגוריה:טנזניה	Tanzania
טאואיזם	Taoism
טפיר	Tapir
דובוני מים	Tardigrade
טרטרוס	Tartarus
טרטו	Tartu
טשקנט	Tashkent
ים טסמן	Tasman Sea
טסמניה	Tasmania
שד טסמני	Tasmanian Devil
טעם	Taste
קעקע	Tattoo
טאו (אות)	Tau
שור (קבוצת כוכבים)	Taurus (constellation)
לילית מצויה	Tawny Owl
מס	Tax
