English	Slovenian
hot water	vroča voda
hotel industry	hotelska dejavnost
hour	ura
household	gospodinjstvo
household chemical	kemikalija za uporabo v gospodinjstvu
household expenditure	stroški gospodinjstva
household goods	gospodinjski predmeti, gospodinjske potrebščine, gospodinjska oprema
housing	stanovanje, prebivališče ; stanovanje ; prebivališče
housing density	gostota stanovanj
housing improvement	stanovanjska obnova
housing legislation	stanovanjska zakonodaja
housing programme	program stanovanjske izgradnje
housing quality standard	standard kakovosti stanovanj
human body	človeško telo
human disease	človeška bolezen
human ecology	ekologija človeka
human habitat	človekov habitat
human health	človekovo zdravje ; zdravje ljudi
human migration	migracije/preseljevanje ljudi
human physiology	fiziologija človeka
human population	prebivalci, prebivalstvo
human rights	človekove pravice
human science	vede o človeku
human settlement	naselje
human settlement management	upravljanje naselij
human-made disaster	nesreča/katastrofa, ki jo povzroči človek
humanitarian aid	humanitarna pomoč
humus	humus
hundred	sto
hunger ; hunger ; hunger	glad
hunting	lov
hunting licence	dovoljenje za lov
hunting reserve	lovski rezervat
hurricane	orkan
hybridisation	križanje, hibridizacija
hydraulic construction	vodnogospodarski objekt
hydraulic engineering	hidrotehnika
hydraulics	hidravlika
hydrobiology	hidrobiologija
hydrocarbon	ogljikovodik
hydrocarbon storage tank	rezervoar za ogljikovodike
hydrochloric acid ; muriatic acid	solna kislina
hydroculture	hidrokultura
hydroelectric energy	hidroenergija
hydroelectric power plant	hidroelektrarna
hydrogen	vodik
hydrogen sulphide	vodikov sulfid
hydrogeology	hidrogeologija
hydrographic basin	povodje, porečje
hydrographic network	hidrografska mreža
hydrography	hidrografija
hydrologic balance	hidrološko ravnovesje
hydrologic cycle	hidrološki cikel
hydrologic disaster	hidrološka nesreča, hudourniška katastrofa
hydrologic flow	hidrološke značilnosti območja
hydrology	hidrologija
hydrolysis	hidroliza
hydrometeorology	hidrometeorologija
hydrometry	hidrometrija
hydrosphere	hidrosfera
hyena	hijena
hygiene	higiena
hymenopteran	kožokrilci (Hymenoptera) ; kožokrilci
hypertext	hipertekst
ice	led
ice hockey	hokej na ledu
ice pack	območje plavajočega/skladastega ledu na morski gladini
iceberg	ledena gora
ideology	ideologija
image classification	razčlenjevanje slik
image enhancement	izboljšanje kakovosti slike
image filtering	filtriranje slik
image processing digital system	digitalni sistem obdelave slik
image registration	registracija slike
immission	imisija
immission control	ukrepi za zmanjševanje imisij
immission control law	zakon o zmanjševanju imisij
immission damage	škoda zaradi imisij
immission forecast	predvidevanje imisij
immission limit	imisijska meja
immission load	obremenitev z imisijami, imisijska obremenitev
immune system	imunski sistem
immunity	imunost
immunoassay	imunološki preskus
immunological disease	bolezen imunskega sistema
immunology	imunologija
impact assessment	presoja vplivov na okolje
impact minimisation	zmanjševanje vplivov, minimizacija vplivov
impact prevention	preprečevanje vplivov (na okolje)
impact reversal	preobrat/sprememba vplivov
impact source	vir vplivov (na okolje)
impactor	impaktor
implementation law	izvedbeni zakon
import	uvoz
import licence	uvozno dovoljenje
impoverishment	osiromašenje, obubožanje, izčrpanje ; osiromašenje ; obubožanje ; izčrpanje
impregnating agent	impregnacijska snov
impregnation	impregnacija
improvement of efficiency	izboljšanje učinkovitosti
impulsive noise	kratkotrajni hrup
in situ	na lokaciji
in vitro assay	laboratorijski poskus, laboratorijska analiza
in vivo assay	poskus v telesu
incentive fund	sklad za spodbude
incentive tax	davčna spodbuda
incidental pollution	onesnaženje ob nesrečah
incineration	sežiganje
incineration of waste	sežiganje odpadkov
incineration residue	ostanki pri sežigu odpadkov
incinerator	sežigalnica
income	dohodek, prihodek
income tax	davek na dohodek, dohodnina
incorporation	ustanovitev/registracija (družbe, firme) ; ustanovitev ; registracija
indefinite legal concept	nedoločenost (v pogodbah, sporazumih itd.)
indemnity	odškodnina, nadomestilo škode, povračilo škode ; odškodnina ; nadomestilo škode ; povračilo škode
index	indeks, kazalo ; indeks ; kazalo
indexing of documentation	indeksiranje dokumentacije
indicator	kazalec, indikator
indicator of environmental quality	kazalec/indikator kakovosti okolja
indigenous knowledge	poznavanje lokalnih razmer
indigenous technology	domača tehnologija
indirect discharger	posredni/indirektni onesnaževalec
indium	indij
individual	posameznik
individual wastewater treatment	notranji sistem zbiranja, obdelave in ponovne rabe odpade vode
indoor air pollution	onesnaženje zraka v zaprtih prostorih
indoor environment	zunanje okolje
industrial activity	industrijska dejavnost
industrial area	industrijsko območje
industrial association	industrijska združba
industrial building	industrijsko poslopje
industrial crop	industrijska rastlina
industrial development	industrijski razvoj
industrial dumping	odlaganje industrijskih odpadkov
industrial economics	industrijsko gospodarstvo
industrial effluent	industrijske odplake
industrial emission	industrijske emisija, emisije iz industrije
industrial environment	industrijsko okolje
industrial environmental policy	okoljska politika v industriji
industrial equipment	industrijska oprema
industrial installation	industrijski obrat
industrial legislation	zakonodaja s področja industrije
industrial manufacturing	industrijska proizvodnja
industrial material	industrijski material
industrial medicine	medicina dela
industrial noise	industrijski hrup
industrial planning	načrtovanje industrijskih dejavnosti
industrial plant (building) ; industrial plant	industrijski/proizvodni obrat ; industrijski ; proizvodni obrat
industrial plant (organism) ; industrial plant	industrijska rastlina
industrial policy	industrijska politika
industrial pollution	industrijsko onesnaženje
industrial process	industrijski proces
industrial product	industrijski izdelek, industrijski proizvod
industrial production	industrijska proizvodnja
industrial production statistics	statistični podatki o industrijski proizvodnji
industrial property right	pravica industrijske lastnine (patenti, zaščiteni modeli, blagovne znamke)
industrial safety	industrijska varnost, varnost industrijskih objektov in naprav
industrial site	industrijska lokacija
industrial sludge	industrijska gošča
industrial society	industrijska družba
industrial structure	struktura industrije
industrial waste	industrijski odpadki
industrial waste gas	industrijski odpadni plin
industrial waste water	industrijska odpadna voda
industrial wasteland	neuporabno industrijsko zemljišče
industrial zoning	določanje površin za gospodarsko dejavnost
industrialisation	industrializacija
industry	industrija
inert waste	neaktivni, inertni odpadki
inertisation	stabilizacija in zgostitev odpadkov
infant	majhen otrok
infant mortality	smrtnost/umrljivost dojenčkov
infection	okužba, infekcija
infectious disease	infekcijska bolezen
infestation of crops	napad škodljivcev na pridelek, infestacija pridelka
infestation of food	napad škodljivcev na živila, infestacija živil
infiltration	pronicanje
inflammable substance	vnetljiva snov
inflow	dotok meteorne vode (kanalizacija) ; dotok meteorne vode
info ; information	informacija ; informacije ; podatki
informal negotiation	neformalna pogajanja
informatics ; computer science ; information science	informatika
information centre	informacijsko središče
information clearing-house	informacijsko središče
information exchange	izmenjava informacij
information infrastructure	informacijska infrastruktura
information kit	informacijsko gradivo
information network	informacijsko omrežje
information processing	obdelava podatkov
information service	informacijska/informativna služba ; informacijska služba ; informativna služba
information source	vir informacij
information system	informacijski sistem
information technology ; IT	informacijska tehnologija
information technology industry	informacijska tehnologija (dejavnost)
information transfer	prenos informacij
infraction	kršitev (zakona, pogodbe), zloraba (pravice) ; kršitev ; zloraba
infrared radiation	infrardeče sevanje
infrasound	infrazvok
infrastructure	infrastruktura
inhabitant	prebivalec
initial training	začetno izobraževanje
injury	poškodba
ink	črnilo
inland fishery	ribolov v sladkih vodah
inland navigation	notranja plovba
inland water	vode na kopnem
inland waterways transport	prevoz/transport po notranjih plovnih poteh (rekah, kanalih ali jezerih)
innovation	novost, inovacija ; inovacija ; novost
inorganic chemistry	anorganska kemija
inorganic fertiliser	anorgansko gnojilo
inorganic pollutant	anorgansko onesnaževalo
inorganic substance	anorganska snov
insect	žuželke (Insecta) ; žuželke
insecticide	insekticid
insectivore	žužkojedi (Insectivora) ; žužkojedi
insoluble substance	netopna snov
inspection	(inšpekcijski) pregled ; pregled
inspection of records	pregled poslovnih knjig
inspection service	inšpekcijska služba
installation optimisation	optimizacija objektov in naprav
installation requiring approval	inštalacije, za katere je potrebno soglasje
installation restoration	obnova, restavriranje (zgradb)
institutional activity	institucionalna dejavnost
institutional structure	institucionalna struktura
institutionalisation	inštitucionalizacija
instrument ; musical instrument	instrument ; inštrument
instrument manufacture	izdelava inštrumentov
instrumentation	izdelava in uporaba inštrumentov
insulation	izolacija
insurance	zavarovanje
insurance business	zavarovalništvo
insurance coverage	zavarovalniško kritje
integral natural reserve	območje integralnega varstva narave, strogi naravni rezervat
integrated environmental protection technology	integrirana tehnologija varstva okolja
integrated management	integralno upravljanje
integrated pest control	celovito zatiranje škodljivcev
integrated pollution control	celovit nadzor in preprečevanje onesnaževanja
intensive animal husbandry	intenzivna živinoreja
intensive farming	intenzivno kmetijstvo
inter-library loan	medknjižnična izposoja
interaction of pesticides	vzajemno delovanje pesticidov, interakcija pesticidov
interchange of electronic data	izmenjava elektronskih podatkov
interdisciplinary research	interdisciplinarno raziskovanje, interdisciplinarna raziskava
interest	obresti
interest group	interesna skupina
interim decision	začasna odločitev
interlaboratory comparison	medlaboratorijska primerjava
intermediate goods	polizdelki
intermittent noise	občasni hrup
internal European market	notranji evropski trg
internal migration	notranje migracije
internalisation of external costs	internalizacija zunanjih stroškov
international agreement	mednarodni sporazum, mednarodni dogovor
international assistance	mednarodna podpora
international balance	mednarodno ravnovesje
international co-operation	mednarodno sodelovanje
international competitiveness	mednarodna konkurenčnost
international conflict	mednarodni konflikt
international convention	mednarodna konvencija
international distribution	svetovna razporeditev
international division of labour	mednarodna delitev dela
international economic law	mednarodni gospodarski zakon
international environmental relations	mednarodni okoljski odnosi
international harmonisation	mednarodno usklajevanje
international law	mednarodno pravo
international organisation	mednarodna organizacija
international politics	mednarodna politika
international relations	mednarodni odnosi
international safety	mednarodna varnost
international standardisation	mednarodna standardizacija
international trade	mednarodna trgovina
international transaction	mednarodna transakcija, zunanjetrgovinski posel
international watercourse	mednarodni vodotok
internationally important ecosystem	ekosistem mednarodnega pomena
internet search service	storitev iskanja po internetu
internet service provider ; ISP ; Internet access provider ; Internet service provider	ponudnik medmrežnih storitev
interpolation	interpolacija
interpretation method	metoda interpretacije
intertidal zone	območje plimovanja
intervention fund	intervencijski sklad
intervention in nature and landscape	sanacijski poseg v naravo in pokrajino
intervention on land	ukrepanje na kopnem
intoxication	zastrupitev
introduction of animal species	vnašanje živalskih vrst
introduction of plant species	vnašanje rastlinskih vrst
inventory	inventar, seznam, popis
inventory of forest damage	popis škode v gozdu
inversion	inverzija, obrat ; inverzija ; obrat
inversion layer	inverzijska plast
invertebrate	nevretenčar
investment	naložba, investicija
iodine	jod
ion	ion
ion exchange	ionska izmenjava
ion exchanger	ionski izmenjevalec
ionising radiation	ionizirno sevanje
ionosphere	ionosfera
iridium	iridij
iron	železo
iron and steel industry	železarstvo in jeklarstvo
iron industry	črna metalurgija
iron scrap	železni odpadki
ironwork industry	predelava železa in jekla
irradiation	obsevanje
irreversibility of the phenomenon	nepovratnost
irrigation	umetno namakanje
irrigation farming	namakalno kmetijstvo
irrigation system	namakalni sistem
island ; isle	otok
island ecosystem	otoški ekosistem
isomer	izomer
isotope	izotop
ivory	slonovina
jackal	šakal
jaguar	jaguar
jazz	jazz
joint debtor	solidarni dolžnik
joint implementation	skupna izvedba
journalist	novinar
judgement (sentence) ; sentence ; judgement	obsodba, sodba, razsodba, sklep sodišča ; obsodba ; sodba ; razsodba ; sklep sodišča
judicial assistance	pravna pomoč
judicial body	sodni organ
judicial system	sodni sistem
judiciary rule	sodno pravilo, pravna norma
judo	judo
juridical act	sodni akt
jurisdiction	jurisdikcija, pravna/sodna pristojnost
jurisprudence	pravo
justice	pravičnost/zakonitost, pravosodje/sodstvo/sodna oblast
karst	kras
kerosene	kerozin
knight ; knight	skakač
krypton	kripton
labelling	označevanje
laboratory	laboratorij
laboratory experiment	laboratorijski poskus
laboratory research	laboratorijska raziskava
laboratory technique ; laboratory techniques	laboratorijska tehnika
laboratory test	laboratorijski preskus
laboratory waste	laboratorijski odpadki
labour	delo
labour force	delovna sila
labour law	delovna zakonodaja
labour market	trg delovne sile
labour relations	delovna razmerja, odnosi med delavci in delodajalci
lacquer	lak
lagoon	laguna
lagooning	čiščenje z laguno
lake	jezero
lake basin	jezerska kotanja
lake pollution	onesnaženje jezer
lamp ; light	luč, svetilka ; luč ; svetilka
land	površje ; zemlja ; zemljišče
land allotment	parcelacija
land clearing	čiščenje/trebljenje zemljišča
land conservation	ohranjanje/varstvo površin
land consolidation	komasacija
land cover	pojavi na zemeljskem površju
land development	prostorski razvoj
land disposal	odlaganje odpadkov na/v zemljo
land ecology	ekologija kopnega
land forming	oblikovanje površja
land mammal	kopenski sesalec
land management and planning	gospodarjenje z zemljišči in načrtovanje
land occupation	raba zemljišč
land planning	načrtovanje rabe zemljišč
land pollution	onesnaženje tal
land reclamation	melioracija
land register	zemljiška knjiga, kataster
land restoration	sanacija tal za rabo
land restoration in mountain areas	sanacija tal v gorskih območjih
land setup	oblikovanje regionalne politike, regionalno planiranje in usklajevanje
land tax	zemljiški davek
land transportation	kopenski prevoz/transport, prevoz po kopnem
land use	raba tal
land use classification	razvrstitev (klasifikacija) rabe tal
land use plan	načrt rabe tal
land use planning	načrtovanje rabe tal
land use regime	zemljiškoposestno razmerje
land value	vrednost zemljišča
land-based activity	aktivnost na kopnem
land-based marine pollution	onesnaževanje morja s kopnega
land-management intervention area	območje, potrebno prostorske ureditve
landfill	odlagališče odpadkov ; odlagališče odpadkov, deponija ; deponija
landfill base sealing	tesnenje odlagališčnega dna
landfill covering	prekritje deponije
landfill degasification	odplinjevanje deponije
landfill gas	deponijski plin
landfill leachate	deponijske izcedne vode
landform	reliefna oblika
landscape	pokrajina, krajina
landscape after mining	rudarska pokrajina/krajina
landscape alteration	spreminjanje pokrajine/krajine
landscape architecture	krajinska arhitektura
landscape component	pokrajinski/krajinski element ; pokrajinski ; krajinski element
landscape conservation	ohranjanje pokrajine/krajine
landscape conservation policy	politika ohranjanja pokrajine/krajine
landscape consumption	obsežnejši poseg v krajino
landscape ecology	pokrajinska ekologija
landscape management	izvajanje ukrepov za ohranjanje pokrajine/krajine
landscape planning	krajinsko načrtovanje
landscape protection	varstvo pokrajine/krajine
landscape protection area	zavarovano krajinsko območje
landscape utilisation	izraba pokrajine
landslide	zemeljski plaz
large combustion plant	velika zgorevalna naprava
laser ; Light Amplification by Stimulated Emission of Radiation	laser
latitude	zemljepisna/geografska širina
laundering	pranje in likanje
law	zakon, zakonitost ; zakon ; zakonitost
law	zakonodaja
law ; law (science)	pravo
law amendment	zakonsko dopolnilo, novela/amandma (zakona)
law branch	veja prava
law draft	osnutek zakona
law enforcement	izvajanje zakona
law relating to prisons	zakon o zaporih
lawrencium	lavrencij
leaching	izpiranje
lead	svinec
lead compound	svinčeva spojina
lead level in blood	vsebnost svinca v krvi
lead-in-petrol law	zakon o vsebnosti svinca v bencinu
leaf	list
leakage	iztekanje (tekočine), uhajanje (plina), pronicanje ; pronicanje ; iztekanje ; uhajanje
lease	najem, zakup ; najem ; zakup
leather	usnje
leather industry	usnjarska industrija
legal basis	pravna osnova, zakonska podlaga
legal form of organisations	pravna oblika organizacij
legal procedure	pravni postopek
legal profession	pravniški poklic, pravna stroka
legal regulation	pravni predpis
legal remedy	pravno sredstvo
legal system	pravni sistem
legal text	pravni dokument
legally protected right	zakonita pravica
legislation	zakonodaja, (vsi) zakoni, pravni predpisi
legislation on pollution	zakonodaja o onesnaževanju okolja
legislative authority	zakonodajna oblast
legislative competence	zakonodajna pristojnost, zakonodajna kompetenca
legislative information	informacije o zakonodaji, pravne informacije
legislative procedure	zakonodajni postopek
legislature	zakonodajno telo
leisure activity	prostočasna dejavnost, dejavnost/aktivnost v prostem času, hobi
leisure centre	rekreacijsko središče
leisure time	prosti čas
lemon	limona
leopard	leopard
lepidopteran	metulji (Lepidoptera)
less developed country	manj razvita država
letter	črka
leukaemia	levkemija
level of education	stopnja izobrazbe
levy	obdavčenje, obdavčitev, pobiranje davkov/dajatev ; obdavčitev ; obdavčenje ; pobiranje davkov ; pobiranje dajatev
lexicon	leksikon ; leksikon, slovar ; slovar
liability	(pogodbena) obveznost, odgovornost ; odgovornost ; obveznost
liability legislation	zakonodaja o prevzemu odgovornosti
library	knjižnica
library service	knjižnična storitev
licencing procedure	postopek izdaje dovoljenj/licenc, postopek licenciranja
lichen	lišaj
life cycle	življenjski cikel
life science	vede o živih organizmih, biološke vede
life-cycle management	nadzor nad življenjskim ciklom izdelka
lifestyle	življenjski slog/stil
light	svetloba, luč ; svetloba ; luč
lighting	razsvetljava
lignite	lignit
lignite mining	pridobivanje lignita
lime	apno
limestone	apnenec
limit value	mejna vrednost
limnology	limnologija
line	črta
line source	linijski vir (onesnaženja)
linear source of sound	linijski vir zvoka
liner material	tesnilna plast
linguistics	jezikoslovje ; lingvístika
lion	lev
lip	ustnica
lipid	lipid
lipophilic substance	lipofilna snov
lipstick	šminka
liquefied gas	utekočinjeni plin
liquid	tekočina
liquid manure	gnojnica in gnojevka
liquid state	tekoče stanje
liquid waste	tekoči odpadki
literature	književnost, literatura ; književnost ; literatura
literature data bank	banka podatkov o literaturi
literature evaluation	literarna ocena/kritika
literature study	literarna študija
lithium	litij
lithosphere	litosfera
litigation	pravni spor, proces, pravdni/sodni postopek ; sodni postopek ; pravni spor ; proces ; pravdni
litter	odpadki ; stelja (za živino) ; stelja
little finger ; pinkie	mezinec
littoral	območje plimovanja ; območje plimovanja, litoral ; litoral
liver	jetra
livestock	živina
livestock breeding	vzreja živine
livestock farming	živinoreja
living condition	življenjske razmere, življenjski pogoji
living environment	bivalno okolje
living space	življenjski prostor
living standard	življenjski standard
lizard	kuščariji (Lacertidae)
load bearing capacity	maksimalna obremenitev, nosilnost
local afforestation	lokalno pogozdovanje
local authority	lokalna uprava
local development	lokalni razvoj
local finance	lokalne finance
local government	lokalna oblast/uprava
local government policy	lokalna politika
local heat supply	lokalna oskrba s toploto
local passenger service	krajevni potniški promet
local recreation	lokalna rekreacija
local resource utilisation	raba lokalnih virov
local traffic	lokalni/krajevni promet
location of industries	lociranje industrije
locomotive	lokomotiva
lodging	stanovanje, namestitev, oddajanje sob ; stanovanje ; namestitev ; oddajanje sob
long-distance traffic	medkrajevni promet
long-distance transport	medkrajevni prevoz/transport
long-term effect	dolgotrajni učinek/vpliv, dolgotrajna posledica
long-term experiment	dolgotrajni poskus/eksperiment, dolgoročni poskus/eksperiment
longitude	zemljepisna/geografska dolžina
lorry	tovornjak, kamion ; tovornjak ; kamion
loss	izguba
loss of biotope	uničenje biotopa
lottery	loterija
loudness	glasnost, hrupnost
low flow	nizek vodostaj
low-cost housing	solidarnostna/socialna stanovanja
low-level flight	nizek polet
low-level technology	enostavna tehnologija
lubricant	mazivo
luminosity	svetilnost
lunch ; lunch ; lunch ; lunch ; luncheon	južina ; južina ; južina ; južina ; južina ; obed ; obed ; obed ; obed ; obed
lung	pljuča
lye	lug
lymphatic system	limfni sistem
lysimetry	lizimetrija
machine manufacture	proizvodnja strojev, strojegradnja
machinery ; mechanism	stroji
mackerel	skuša
macroeconomic goal	makroekonomski cilj
macroeconomics	makroekonomija
macrophyte	makrofit
magnesium	magnezij
magnetic tape	magnetni trak
magnetism	magnetizem
maintenance (technical) ; maintenance	vzdrževanje (opreme, strojev) ; vzdrževanje
maintenance of environment	vzdrževanje/ohranjanje okolja
major accident	velika/huda nezgoda, katastrofa
major risk	hudo tveganje
major risk installation	naprave/objekti z visoko stopnjo tveganja
malaria	malarija
malformation	spačenost, skaženost
malnutrition	nezadostna/slaba prehrana
mammal	sesalec
man	človek
man-made climate change	podnebne spremembe, ki jih povzroča človek
management	upravljanje, vodenje, gospodarjenje, ravnanje
management accounting	računovodstvo
management contract	pogodba o upravljanju, individualna pogodba za vodilne delavce
management of natural resources	gospodarjenje z naravnimi viri
management plan	načrt upravljanja, načrt gospodarjenja ; načrt upravljanja ; načrt gospodarjenja
management technique	metoda vodenja/upravljanja
mandarin ; Mandarin ; Standard Mandarin	mandarinščina
mandate	pooblastilo, ukaz, naročilo
manganese	mangan
mangrove	mangrova
manpower	(človeška) moč, delovna sila/delavci
manufacturing activity	proizvodna dejavnost
manufacturing trade	trgovina za namen proizvodnje
manure	gnoj
manure production	proizvodnja gnoja
map	karta ; zemljevid
map chart	karta ; zemljevid
mapping	kartiranje
mapping of lichens	kartiranje lišajev
maquis	makija
marble	marmor
mare	kobila
marginal land	zemljišče z mejno donosnostjo
mariculture	marikultura
marina	marina, majhno pristanišče ; marina ; majhno pristanišče
marine biology	biologija morja
marine ecology	ekologija morja
marine ecosystem	morski ekosistem
marine engineering	ladijsko strojništvo, ladijska strojegradnja
marine environment	morsko okolje
marine fauna	morska favna
marine fishery	morski ribolov
marine geology	geologija morja
marine mammal	morski sesalec
marine monitoring	monitoring morja (spremljanje onesnaženosti morja)
marine organism	morski organizem
marine park	vodni park
marine pollution	onesnaženje morja
marine reserve	morski rezervat
marital status	zakonski stan
maritime law	pomorsko pravo
maritime navigation	pomorska plovba
maritime transport	pomorski prevoz, pomorski transport
marker	sledilna snov, sledilo
market ; marketplace	trg ; trg, tržišče ; tržišče
market economy	tržna ekonomija, blagovno-denarno gospodarstvo
market form	struktura trga
market gardening	komercialno sadjarstvo in vrtnarstvo
market price	tržna cena
market research	tržna raziskava
market study	tržna raziskava
marketing	trženje, marketing ; trženje ; marketing
marsh	barje
marsupial	vrečarji (Marsupialia) ; vrečarji
masonry	zidarstvo
mass media	sredstva javnega obveščanja
mass recreation	množična rekreacija
mass transport	snovni pretok
material ; materials	materiali ; snov, material
material life cycle	življenjski cikel materialov
materials science	veda o gradivih
mathematical analysis	matematična analiza
mathematical method	matematična metoda
maximum admissible concentration	najvišja dopustna koncentracija
maximum immission concentration	maksimalna koncentracija imisij
mayonnaise	majoneza
meadow	travnik
means of agricultural production	produkcijska sredstva v kmetijstvu
means of communication	komunikacijska sredstva
measuring	meritev, merjenje
measuring instrument	merilni instrument
measuring method	merilna metoda
measuring programme	program meritev/merjenja
meat	meso
mechanical equipment	strojna/mehanska oprema
mechanical industry	strojna industrija
mechanical vibration	tresenje
medical science	medicina ; medicina (znanost)
medicinal plant	zdravilna rastlina
medicine ; medicine (practice)	medicina
melody ; tune	melodija
melting	topljenje
membrane	opna, membrana ; opna ; membrana
mendelevium	mendelevij
meningitis	meningitis
merchant	trgovec
merchant shipping	redni ladijski prevoz
mercury	živo srebro
metabolism	metabolizem, presnavljanje, presnova ; metabolizem ; presnavljanje ; presnova
metabolite	metabolit, produkt presnove ; metabolit ; produkt presnove
metainformation	metapodatek, metapodatki
metal	kovina
metal oxide	kovinski oksid
metal product	kovinski izdelek
metal products industry	industrija/proizvodnja kovinskih izdelkov, kovinska industrija
metal waste	kovinski odpadki
metallic mineral	kovinski mineral
metallurgical industry	metalurgija, kovinarstvo
metallurgy	metalurgija
metaphysics	metafizika
meteor ; meteor ; meteor ; meteor ; meteor ; shooting star ; falling star	meteor ; meteor ; meteor ; meteor ; meteor
meteorite	meteorit
meteorological disaster	vremenska ujma
meteorological parameter	meteorološki parameter
meteorological phenomenon	meteorološki pojav
meteorological research	meteorološka raziskava
meteorology	meteorologija, vremenoslovje
methane ; marsh gas ; methyl hydride	metan ; metilhidrid
methanisation	pridobivanje metana
methanol	metanol
method	metoda
methodology	metodologija
metrology	metrologija, meroslovje
metropolis	prestolnica, glavno mesto, metropola ; prestolnica ; glavno mesto ; metropola
micro-organism	mikroorganizem
microbiological analysis	mikrobiološka analiza
microbiology	mikrobiologija
microclimate	mikroklima
microclimatology	mikroklimatologija
microcomputer	mikroračunalnik
microecosystem	mikroekosistem
microelectronics ; microminiaturization ; microsystem electronics	mikroelektronika
microfiltration	mikrofiltracija
micropollutant	mikroonesnaževalo
microscopy	mikroskopija
microwave	mikroval
migrant labour	migracijska delovna sila
migratory bird	ptica selivka
migratory fish	ribe selivke
military activities	vojaške dejavnosti/aktivnosti
military air traffic	vojaški zračni promet
military aspects	vojaški vidiki
military equipment	vojaška oprema
military zone	vojaška cona, vojaško območje
milk	mleko
mill	mlin
mine	rudnik
mine filling	zasipavanje rudnikov
mineral	mineral
mineral conditioner	mineralno sredstvo za izboljšanje lastnosti tal
mineral deposit	mineralno nahajališče
mineral extraction	pridobivanje mineralov
mineral fibre	mineralno vlakno
mineral industry	pridobivanje nekovinskih mineralnih surovin
mineral matter	mineralna snov
mineral oil	mineralno olje
mineral pollution	onesnaževanje v rudarstvu
mineral resource	mineralni viri, mineralne zaloge
mineral waste	mineralni odpadki
mineral water	mineralna voda
mineralisation	mineralizacija
mineralogy	mineralogija
minimal cost planning	načrtovanje (proizvodnje, storitev) z minimalnimi stroški
minimisation of damage	zmanjševanje škode
mining district	rudarsko območje
mining industry	rudarstvo
mining law	zakon o rudarstvu
mining product	rudarski proizvod
mining regulation	predpis o rudarski dejavnosti
mining site restoration ; mine reclamation	sanacija opuščenega rudnika
mining waste	odpadki rudarjenja, jalovina
minister competence	pristojnost ministra
ministerial decree	ministrska odredba, odlok, odločba
ministry	ministrstvo
ministry ; ministry building	ministrska stavba, ministrstvo ; ministrstvo ; ministrska stavba
minor	mladoletnik
minority	manjšina
minute	minuta
miscellaneous product	različni izdelki
miscibility	mešljivost
mist	meglica
mite	pršica
mitigation measure	omilitveni ukrep
mitosis	mitoza
mixed farming	mešano kmetijstvo
mixed forest	mešani gozd
mixed use area	območje različne rabe
mixing	mešanje
mobile home	mobilno bivališče
mode of transportation	način prevoza/transporta
model	model
modelling	modeliranje
moisture	vlaga
molecular biology	molekularna biologija
mollusc	mehkužec
molybdenum	molibden
monetary assessment	ovrednotenje finančnega premoženja
monetary economics	denarno/blagovno gospodarstvo
monetary relations	denarni/monetarni odnosi
money market	denarni trg
monitoring	monitoring, monitorstvo, spremljanje, opazovanje ; monitoring ; monitorstvo ; spremljanje ; opazovanje
monitoring criterion	kriterij monitoringa
monitoring data	podatki, pridobljeni z monitoringom
monitoring equipment	oprema za monitoring
monitoring network	mreža opazovalnih postaj
monitoring station	opazovalna postaja
monitoring technique	tehnika monitoringa
monopoly	monopol
monument	spomenik
morphine	morfin
morphology	morfologija
mortality	smrtnost, umrljivost
mosaic	mozaik
mosque	mošeja
moss	mah
motet	motet
mother-in-law ; mother in law	tašča
motor fuel	motorno gorivo
motor vehicle	motorno vozilo
motor vehicle exhaust gas	izpušni plin iz motornega vozila
motor vehicle industry	industrija motornih vozil
motor vehicle pollution	onesnaževanje iz motornih vozil
motorcycle ; motorbike	motorno kolo
motorway ; pike ; expressway ; freeway ; state highway ; superhighway ; throughway ; thruway	avtocesta
mountain	gora
mountain climate	gorsko podnebje
mountain forest	višinski gozd
mountain management	gospodarjenje z gorami
mountain protection	varstvo gora
mountain range	gorovje
mountain resort	gorsko letovišče
mountainous area	gorato območje
mowing	košnja
mud	blato
mud flat	blatna ravnica
mulch	mulčenje
multilateral agreement	večstranski (multilateralni) sporazum
multimedia technology	večpredstavnostna tehnologija
multinational firm	večnacionalna družba, multinacionalka
multispectral scanner	multispektralni skener
municipal cleansing service	komunalna dejavnost
municipal dumping	komunalna deponija
municipal environment plan	občinski okoljski načrt
municipal environmental policy	občinska okoljska politika
municipal law	občinska zakonodaja
municipal level	občinska raven
municipal waste	komunalni odpadki
municipal water distribution system	oskrba z vodo
municipal water management	občinsko gospodarjenje z vodo
municipality	občina
muscular system	mišični sistem
museum	muzej
mushroom	goba
music	glasba
musical	muzikal
musician	glasbenik
musquito ; mosquito	komar
mussel farming	gojenje školjk, školjkarstvo
mustelid	kune (Mustelidae)
mutagen	mutagen
mutagenicity	mutagenost
mutagenicity testing	preskušanje mutagenosti
mutant	mutant
mutated micro-organisms release	sproščanje/vnos mutiranih mikroorganizmov
mutation	mutacija
mycete	micelij, podgobje ; micelij ; podgobje
mycology	mikologija
mycorrhiza	mikoriza
myth	mit
nadir	podnožišče
nappy	plenica
national accounting	narodnogospodarsko računovodstvo
national boundary	državna meja
national economy	nacionalno/narodno gospodarstvo
national environmental accounting	državno okoljsko računovodstvo
